country,is_eu,year,month,ai_job_count,population,pop_year_used,total_job_count
TR,0,2025,11,160,85518661,2024,
TR,0,2025,12,52,85518661,2024,
TR,0,2026,1,0,85518661,2024,
TR,0,2026,2,0,85518661,2024,
TR,0,2026,3,0,85518661,2024,
TR,0,2026,4,0,85518661,2024,
TR,0,2026,5,0,85518661,2024,
TR,0,2026,6,0,85518661,2024,
TR,0,2026,7,0,85518661,2024,
TR,0,2026,8,0,85518661,2024,
TR,0,2026,9,0,85518661,2024,
TR,0,2026,10,0,85518661,2024,
TR,0,2026,11,0,85518661,2024,
TR,0,2026,12,0,85518661,2024,
UA,0,2018,1,0,45208907,2018,
UA,0,2018,2,0,45208907,2018,
UA,0,2018,3,0,45208907,2018,
UA,0,2018,4,1,45208907,2018,
UA,0,2018,5,10,45208907,2018,
UA,0,2018,6,0,45208907,2018,
UA,0,2018,7,1,45208907,2018,
UA,0,2018,8,1,45208907,2018,
UA,0,2018,9,9,45208907,2018,
UA,0,2018,10,8,45208907,2018,
UA,0,2018,11,19,45208907,2018,
UA,0,2018,12,9,45208907,2018,
UA,0,2019,1,0,44957458,2019,
UA,0,2019,2,3,44957458,2019,
UA,0,2019,3,10,44957458,2019,
UA,0,2019,4,5,44957458,2019,
UA,0,2019,5,23,44957458,2019,
UA,0,2019,6,5,44957458,2019,
UA,0,2019,7,5,44957458,2019,
UA,0,2019,8,6,44957458,2019,
UA,0,2019,9,1,44957458,2019,
UA,0,2019,10,1,44957458,2019,
UA,0,2019,11,2,44957458,2019,
UA,0,2019,12,5,44957458,2019,
UA,0,2020,1,28,44680014,2020,
UA,0,2020,2,186,44680014,2020,
UA,0,2020,3,765,44680014,2020,
UA,0,2020,4,488,44680014,2020,
UA,0,2020,5,371,44680014,2020,
UA,0,2020,6,389,44680014,2020,
UA,0,2020,7,547,44680014,2020,
UA,0,2020,8,479,44680014,2020,
UA,0,2020,9,518,44680014,2020,
UA,0,2020,10,461,44680014,2020,
UA,0,2020,11,419,44680014,2020,
UA,0,2020,12,354,44680014,2020,
UA,0,2021,1,613,44298640,2021,
UA,0,2021,2,732,44298640,2021,
UA,0,2021,3,832,44298640,2021,
UA,0,2021,4,433,44298640,2021,
UA,0,2021,5,310,44298640,2021,
UA,0,2021,6,287,44298640,2021,
UA,0,2021,7,964,44298640,2021,
UA,0,2021,8,581,44298640,2021,
UA,0,2021,9,572,44298640,2021,
UA,0,2021,10,316,44298640,2021,
UA,0,2021,11,210,44298640,2021,
UA,0,2021,12,172,44298640,2021,
UA,0,2022,1,347,41048766,2022,
UA,0,2022,2,263,41048766,2022,
UA,0,2022,3,276,41048766,2022,
UA,0,2022,4,239,41048766,2022,
UA,0,2022,5,186,41048766,2022,
UA,0,2022,6,240,41048766,2022,
UA,0,2022,7,311,41048766,2022,
UA,0,2022,8,495,41048766,2022,
UA,0,2022,9,327,41048766,2022,
UA,0,2022,10,396,41048766,2022,
UA,0,2022,11,190,41048766,2022,
UA,0,2022,12,91,41048766,2022,
UA,0,2023,1,176,37732836,2023,
UA,0,2023,2,125,37732836,2023,
UA,0,2023,3,579,37732836,2023,
UA,0,2023,4,104,37732836,2023,
UA,0,2023,5,99,37732836,2023,
UA,0,2023,6,156,37732836,2023,
UA,0,2023,7,117,37732836,2023,
UA,0,2023,8,83,37732836,2023,
UA,0,2023,9,104,37732836,2023,
UA,0,2023,10,212,37732836,2023,
UA,0,2023,11,255,37732836,2023,
UA,0,2023,12,186,37732836,2023,
UA,0,2024,1,240,37860221,2024,
UA,0,2024,2,322,37860221,2024,
UA,0,2024,3,377,37860221,2024,
UA,0,2024,4,453,37860221,2024,
UA,0,2024,5,419,37860221,2024,
UA,0,2024,6,342,37860221,2024,
UA,0,2024,7,407,37860221,2024,
UA,0,2024,8,506,37860221,2024,
UA,0,2024,9,285,37860221,2024,
UA,0,2024,10,613,37860221,2024,
UA,0,2024,11,432,37860221,2024,
UA,0,2024,12,178,37860221,2024,
UA,0,2025,1,372,37860221,2024,
UA,0,2025,2,282,37860221,2024,
UA,0,2025,3,456,37860221,2024,
UA,0,2025,4,355,37860221,2024,
UA,0,2025,5,392,37860221,2024,
UA,0,2025,6,228,37860221,2024,
UA,0,2025,7,513,37860221,2024,
UA,0,2025,8,398,37860221,2024,
UA,0,2025,9,527,37860221,2024,
UA,0,2025,10,766,37860221,2024,
UA,0,2025,11,891,37860221,2024,
UA,0,2025,12,214,37860221,2024,
UA,0,2026,1,12,37860221,2024,
UA,0,2026,2,0,37860221,2024,
UA,0,2026,3,0,37860221,2024,
UA,0,2026,4,0,37860221,2024,
UA,0,2026,5,0,37860221,2024,
UA,0,2026,6,0,37860221,2024,
UA,0,2026,7,0,37860221,2024,
UA,0,2026,8,0,37860221,2024,
UA,0,2026,9,0,37860221,2024,
UA,0,2026,10,0,37860221,2024,
UA,0,2026,11,0,37860221,2024,
UA,0,2026,12,0,37860221,2024,
