week,agent_share
2025-05-01,0.00542653483559439
2025-06-01,0.010876165303425367
2025-07-01,0.012339819648789748
2025-08-01,0.01639119715094512
2025-09-01,0.014919607049560323
2025-10-01,0.02211742101700836
2025-11-01,0.030436861156008833
2025-12-01,0.04425802719120625
2026-01-01,0.04918899142241555
2026-02-01,0.07050395877843409
2026-03-01,0.08229630903103799
