month,agent_total,agent_merged,agent_closed,agent_open,agent_draft,agent_merged_share,agent_closed_share,agent_open_share,agent_draft_share,human_total,human_merged,human_closed,human_open,human_draft,human_merged_share,human_closed_share,human_open_share,human_draft_share,all_total,all_merged,all_closed,all_open,all_draft,all_merged_share,all_closed_share,all_open_share,all_draft_share,agent_share
2025-05-01,1550,938,502,45,65,0.6051612903225806,0.32387096774193547,0.02903225806451613,0.041935483870967745,319549,252943,54989,9791,1826,0.7915624833750067,0.17208315469614988,0.03064005833221196,0.0057143035966315025,321099,253881,55491,9836,1891,0.7906626928143656,0.17281586052899572,0.03063229720428902,0.005889149452349587,0.0048271716822537595
2025-06-01,3752,2609,922,108,113,0.695362473347548,0.2457356076759062,0.028784648187633263,0.03011727078891258,310633,245057,52995,10612,1969,0.7888955777396478,0.170603252069162,0.03416250044264454,0.006338669748545711,314385,247666,53917,10720,2082,0.7877793151708892,0.1714999125276333,0.034098318940153,0.006622453361324491,0.01193441162905355
2025-07-01,3838,2278,1330,95,135,0.5935383011985409,0.3465346534653465,0.024752475247524754,0.035174570088587806,333221,260170,59173,11687,2191,0.7807731205416225,0.17757884407045174,0.03507281954018504,0.006575215847740689,337059,262448,60503,11782,2326,0.7786411281111022,0.17950269834064658,0.03495530456092257,0.006900868987328628,0.011386730513055578
2025-08-01,4999,2921,1679,141,258,0.5843168633726745,0.3358671734346869,0.028205641128225645,0.051610322064412885,311479,241631,56391,11217,2240,0.775753742627914,0.1810427027183213,0.0360120585978509,0.0071914960559138815,316478,244552,58070,11358,2498,0.7727298579996081,0.1834882677468892,0.03588875056086047,0.007893123692642143,0.015795726717180974
2025-09-01,4796,2974,1470,110,242,0.6201000834028357,0.3065054211843203,0.022935779816513763,0.05045871559633028,325724,258664,53174,11534,2352,0.7941201753631909,0.1632486399528435,0.03541034741069126,0.007220837273274306,330520,261638,54644,11644,2594,0.7915950623260317,0.16532736294324096,0.03522933559239985,0.007848239138327485,0.014510468352898463
2025-10-01,6917,4566,1899,212,240,0.6601127656498482,0.27454098597657944,0.030649125343356946,0.03469712303021541,344625,269809,57854,14359,2603,0.7829060573086688,0.16787522669568372,0.04166557852738484,0.007553137468262605,351542,274375,59753,14571,2843,0.7804899556809712,0.16997400026170414,0.04144881692656923,0.008087227130755359,0.019676169561531766
2025-11-01,9394,5721,3047,241,385,0.6090057483500106,0.32435597189695553,0.025654673195656803,0.040983606557377046,310080,241366,51659,14367,2688,0.7783991228070175,0.16659894220846233,0.04633320433436532,0.0086687306501548,319474,247087,54706,14608,3073,0.7734181811352411,0.17123772200554663,0.045725160732954795,0.009618936126257535,0.029404583784595928
2025-12-01,10220,6301,3242,264,413,0.6165362035225049,0.31722113502935423,0.02583170254403131,0.04041095890410959,297871,230329,49018,15680,2844,0.7732508367716227,0.1645611690966895,0.05264023688106596,0.009547757250621914,308091,236630,52260,15944,3257,0.7680522962371508,0.16962520813655704,0.0517509437146817,0.01057155191161053,0.033172017358507715
2026-01-01,13239,8645,3690,394,510,0.6529949391948032,0.2787219578518015,0.029760555933227587,0.038522547020167684,335911,257663,54549,20119,3580,0.767057345546886,0.16239122862901184,0.05989384092810298,0.010657584895999238,349150,266308,58239,20513,4090,0.7627323499928398,0.16680223399684949,0.05875125304310468,0.011714162967206072,0.037917800372332805
2026-02-01,20822,14189,5051,895,687,0.6814427048314283,0.24257996350014407,0.04298338296033042,0.03299394870809721,351640,263926,59667,23685,4362,0.7505573882379707,0.1696820611989535,0.0673558184506882,0.012404732112387669,372462,278115,64718,24580,5049,0.7466936224366513,0.17375732289468457,0.06599330938458152,0.013555745284082672,0.0559036895038957
2026-03-01,30391,21198,6319,1903,971,0.6975091309927282,0.20792339837451876,0.06261722220394196,0.03195024842881116,415707,303926,71154,34321,6306,0.7311062839932934,0.17116382452063592,0.08256055346674461,0.015169338019326111,446098,325124,77473,36224,7277,0.7288174347340719,0.17366811776784474,0.08120188837430341,0.016312559123779977,0.06812628615237011
2026-04-01,28342,20239,4715,2231,1157,0.7140992167101827,0.1663608778491285,0.07871709829934373,0.040822807141345,394970,287314,59042,40501,8113,0.7274324632250551,0.14948477099526547,0.10254196521254778,0.02054080056713168,423312,307553,63757,42732,9270,0.7265397626337076,0.15061467664512226,0.1009468193672752,0.021898741353895,0.06695298030766905
2026-05-01,28626,19486,3535,3892,1713,0.6807098441975826,0.12348913575071613,0.13596031579682805,0.059840704254873194,298602,199556,37687,51882,9477,0.6683009490894234,0.12621147882465622,0.1737496734784094,0.031737898607511,327228,219042,41222,55774,11190,0.6693864828193187,0.1259733274658648,0.17044384954832717,0.03419634016648942,0.08748028897282628
