month,agent_total,agent_merged,agent_closed,agent_open,agent_draft,agent_merged_share,agent_closed_share,agent_open_share,agent_draft_share,human_total,human_merged,human_closed,human_open,human_draft,human_merged_share,human_closed_share,human_open_share,human_draft_share,all_total,all_merged,all_closed,all_open,all_draft,all_merged_share,all_closed_share,all_open_share,all_draft_share,agent_share
2025-05-01,229,135,76,7,11,0.5895196506550219,0.3318777292576419,0.03056768558951965,0.048034934497816595,47012,37237,8157,1274,344,0.7920743639921722,0.17350889134689015,0.027099463966646812,0.007317280694290819,47241,37372,8233,1281,355,0.7910924832243179,0.17427658178277344,0.027116276116085605,0.007514658876823099,0.004847484176880253
2025-06-01,526,348,146,16,16,0.6615969581749049,0.27756653992395436,0.030418250950570342,0.030418250950570342,47398,37314,8507,1262,315,0.787248407105785,0.17948014684163888,0.026625596016709566,0.006645850035866492,47924,37662,8653,1278,331,0.7858692930473249,0.18055671479843086,0.026667223103246807,0.006906769050997413,0.010975711543276855
2025-07-01,597,387,182,9,19,0.6482412060301508,0.304857621440536,0.01507537688442211,0.031825795644891124,51545,40860,8885,1433,367,0.7927054030458822,0.1723736540886604,0.027800950625666895,0.007119992239790474,52142,41247,9067,1442,386,0.7910513597483795,0.17389052970733765,0.027655249127382917,0.007402861416900004,0.011449503279505965
2025-08-01,784,477,228,16,63,0.6084183673469388,0.29081632653061223,0.02040816326530612,0.08035714285714286,46575,36114,8548,1529,384,0.7753945249597424,0.18353193773483628,0.032828770799785294,0.00824476650563607,47359,36591,8776,1545,447,0.7726303342553685,0.18530796680673156,0.03262315504972656,0.009438543888173315,0.016554403598048946
2025-09-01,707,438,228,16,25,0.6195190947666195,0.32248939179632247,0.02263083451202263,0.03536067892503536,46846,36244,8725,1462,415,0.7736839858258976,0.1862485591085685,0.03120864107928105,0.008858813986252828,47553,36682,8953,1478,440,0.7713919205938636,0.18827413622694678,0.03108110949887494,0.009252833680314597,0.014867621390869135
2025-10-01,1061,694,321,23,23,0.6540999057492931,0.30254476908576816,0.021677662582469368,0.021677662582469368,51409,38945,10179,1885,400,0.7575521795794511,0.19800035013324516,0.03666673150615651,0.00778073878114727,52470,39639,10500,1908,423,0.7554602630074329,0.20011435105774728,0.03636363636363636,0.008061749571183533,0.02022107871164475
2025-11-01,1395,847,495,23,30,0.607168458781362,0.3548387096774194,0.016487455197132617,0.021505376344086023,44533,33879,8278,1941,435,0.7607616823479217,0.1858846248849168,0.04358565558125435,0.00976803718590708,45928,34726,8773,1964,465,0.7560964988677931,0.19101637345410208,0.042762584915519944,0.010124542762584916,0.030373628287754747
2025-12-01,2006,1400,512,39,55,0.6979062811565304,0.25523429710867396,0.019441674975074777,0.027417746759720838,44760,33354,8700,2228,478,0.7451742627345844,0.19436997319034852,0.04977658623771224,0.01067917783735478,46766,34754,9212,2267,533,0.7431467305307274,0.19698071248342813,0.048475388102467605,0.011397168883376812,0.04289441046914425
2026-01-01,2498,1736,639,54,69,0.6949559647718174,0.25580464371497197,0.021617293835068056,0.027622097678142513,50068,36925,9585,2948,610,0.7374970040744587,0.191439642086762,0.05887992330430614,0.012183430534473117,52566,38661,10224,3002,679,0.7354754023513298,0.1944983449377925,0.05710915801088156,0.012917094699996195,0.04752121142944108
2026-02-01,3894,2636,936,163,159,0.6769388803287109,0.24036979969183359,0.04185927067283,0.040832049306625574,52910,37648,10253,4105,904,0.7115479115479115,0.19378189378189378,0.07758457758457758,0.017085617085617087,56804,40284,11189,4268,1063,0.7091754101823815,0.19697556510104922,0.07513555383423702,0.01871347088233223,0.06855151045701006
2026-03-01,5547,3715,1200,364,268,0.6697313863349559,0.21633315305570577,0.06562105642689742,0.048314404182440956,63580,43758,12178,6315,1329,0.6882352941176471,0.19153821956590122,0.09932368669392891,0.020902799622522807,69127,47473,13378,6679,1597,0.6867504737656777,0.19352785452862123,0.09661926598868749,0.02310240571701361,0.08024360958814934
2026-04-01,5429,3457,994,575,403,0.6367655185116965,0.18309080862037208,0.10591269110333394,0.07423098176459753,59699,40018,9293,8208,2180,0.6703294862560512,0.155664248982395,0.13748974019665322,0.036516524564900586,65128,43475,10287,8783,2583,0.667531630020882,0.15795049748188184,0.1348575113622405,0.0396603611349957,0.08335892396511485
