ISCO1D,ISCO2D,ISCO3D,ISCO4D,ISCO1Dname,ISCO2Dname,ISCO3Dname,ISCO4Dname,2017_Frey_autom,2018_Brynjolfsson_mSML,2020_Webb_AI,2020_Webb_robot,2020_Webb_software,2021_Felten_AIOE,2023_Felten_genAIOE,2021_Tolan_AI,2023_Gmyrek_LLM,2024_Autor_augm,2024_Autor_autom,2024_Eloundou_GPT,2024_Engberg_DAIOE,2024_Loaiza_augm,2024_Loaiza_autom,2024_Prytkova_digital,2025_Gmyrek_LLM
1,14,141,1412,Managers,"Hospitality, retail and other service managers",Hotel and restaurant managers,Restaurant managers,0.2296718972895863,0.5630689206762028,0.38780804150453957,0.11284046692607004,0.251621271076524,0.4851228978007762,0.4204398447606727,0.118,0.42,0.7320873786407768,0.64,0.616060225846926,0.14504716873168946,0.772609819121447,0.28165374677002586,0.6843373493975904,0.36
1,14,142,1420,Managers,"Hospitality, retail and other service managers",Retail and wholesale trade managers,Retail and wholesale trade managers,0.2738944365192582,0.5552665799739922,0.3216601815823606,0.46433203631647213,0.48638132295719844,0.6364812419146184,0.630012936610608,0.37,0.44,0.7320873786407768,0.64,0.726474278544542,0.4705188751220703,0.29457364341085274,0.020671834625323,0.7373493975903614,0.44
1,14,143,1431,Managers,"Hospitality, retail and other service managers",Other service managers,"Sports, recreation and cultural centre managers",0.2746077032810271,0.7483745123537061,0.4053177691309987,0.17250324254215305,0.31906614785992216,0.7160413971539457,0.721216041397154,0.403,0.33,0.7320873786407768,0.64,0.8237139272271017,0.5530660247802734,0.828811369509044,0.2732558139534884,0.4072289156626506,0.32
1,14,143,1439,Managers,"Hospitality, retail and other service managers",Other service managers,Services managers not elsewhere classified,0.3152639087018545,0.7191157347204161,0.5836575875486382,0.19714656290531776,0.5278858625162127,0.7347994825355757,0.7619663648124192,0.403,NA,0.7320873786407768,0.64,0.7540777917189461,0.7417453002929687,0.686046511627907,0.10077519379844961,NA,NA
2,21,211,2111,Professionals,Science and engineering professionals,Physical and earth science professionals,Physicists and astronomers,0.21041369472182597,0.25812743823146944,0.9714656290531777,0.5512321660181583,0.7373540856031129,0.9346701164294955,0.9922380336351876,0.908,0.35,0.1374757281553398,0.5,0.8086574654956085,0.9327830505371094,0.25839793281653745,0.17377260981912146,0.14457831325301204,0.38
2,21,211,2112,Professionals,Science and engineering professionals,Physical and earth science professionals,Meteorologists,0.5249643366619116,0.3563068920676203,0.9507133592736705,0.22957198443579765,0.49286640726329445,0.9482535575679172,0.9495472186287193,0.908,0.44,0.13441747572815538,0.09,0.8845671267252195,0.9445755004882812,0.7506459948320413,0.1640826873385013,0.6481927710843374,0.54
2,21,211,2113,Professionals,Science and engineering professionals,Physical and earth science professionals,Chemists,0.1804564907275321,0.599479843953186,0.7892347600518808,0.2665369649805448,0.5214007782101168,0.6901681759379042,0.7671410090556274,0.908,0.32,0.35747572815533973,0.64,0.6455457967377666,0.8856131744384765,0.9270025839793281,0.38113695090439276,0.02650602409638554,0.39
2,21,211,2114,Professionals,Science and engineering professionals,Physical and earth science professionals,Geologists and geophysicists,0.28815977175463625,0.6794538361508453,0.7730220492866406,0.3858625162127107,0.5836575875486381,0.6597671410090556,0.6998706338939198,0.908,0.32,0.23839805825242724,0.57,0.7271016311166876,0.8596697998046875,0.8171834625322998,0.28746770025839796,0.12048192771084337,0.36
2,21,212,2120,Professionals,Science and engineering professionals,"Mathematicians, actuaries and statisticians","Mathematicians, actuaries and statisticians",0.25106990014265335,0.6660598179453836,0.6526588845654994,0.1841763942931258,0.4264591439688716,0.9746442432082795,0.9653298835705045,0.966,0.5,0.5101092233009709,0.5,0.9129234629861982,0.994103775024414,0.5183462532299742,0.08475452196382428,0.7301204819277108,0.56
2,21,213,2131,Professionals,Science and engineering professionals,Life science professionals,"Biologists, botanists, zoologists and related professionals",0.1689649706768109,0.32418725617685307,0.7184176394293126,0.4107652399481193,0.5121919584954605,0.7332470892626132,0.7789133247089263,0.916,0.35,0.2198155339805825,0.497,0.7109995817649519,0.8455188751220704,0.5789405684754522,0.5227390180878553,0.2385542168674699,0.4
2,21,213,2132,Professionals,Science and engineering professionals,Life science professionals,"Farming, forestry and fisheries advisers",0.07750832144555397,0.45253576072821844,0.843493298746217,0.4798962386511025,0.6632079550367488,0.6088831392841743,0.6442432082794308,0.916,0.3,0.2390533980582524,0.295,0.615641990798829,0.5978773498535156,0.520671834625323,0.5383290267011197,0.35180722891566263,0.29
2,21,213,2133,Professionals,Science and engineering professionals,Life science professionals,Environmental protection professionals,0.1312410841654779,0.4187256176853056,0.6913099870298314,0.40207522697795073,0.5421530479896239,0.6397153945666235,0.6798188874514877,0.916,0.36,0.22007281553398056,0.36,0.7371392722710164,0.6898584747314453,0.3669250645994832,0.312015503875969,0.5542168674698795,0.38
2,21,214,2141,Professionals,Science and engineering professionals,Engineering professionals (excluding electrotechnology),Industrial and production engineers,0.14693295292439373,0.881664499349805,0.7976653696498055,0.40207522697795073,0.5654993514915694,0.7981888745148771,0.8939197930142303,0.975,0.32,0.7805339805825244,0.74,0.8732747804265998,0.9021226501464844,0.29198966408268734,0.029715762273901807,0.41927710843373495,0.37
2,21,214,2142,Professionals,Science and engineering professionals,Engineering professionals (excluding electrotechnology),Civil engineers,0.11840228245363767,0.43302990897269183,0.7872892347600519,0.2840466926070039,0.5149156939040207,0.8641655886157826,0.9870633893919794,0.975,0.34,0.5360194174757281,0.26,0.7302383939774153,0.911556625366211,0.5852713178294574,0.16020671834625322,0.4650602409638554,0.3
2,21,214,2143,Professionals,Science and engineering professionals,Engineering professionals (excluding electrotechnology),Environmental engineers,0.11269614835948645,0.3823146944083225,0.8430609597924773,0.3761348897535668,0.7068741893644618,0.9197930142302717,0.9883570504527813,0.975,0.32,0.6727184466019418,0.77,0.8745294855708908,0.8903302001953125,0.5322997416020672,0.25839793281653745,0.4819277108433735,0.38
2,21,214,2144,Professionals,Science and engineering professionals,Engineering professionals (excluding electrotechnology),Mechanical engineers,0.16761768901569185,0.6118335500650195,0.7885862516212712,0.3861867704280156,0.5833333333333333,0.7554980595084088,0.8395860284605433,0.975,0.31,0.6107766990291262,0.75,0.7484316185696361,0.8879717254638672,0.5591085271317829,0.30975452196382425,0.1855421686746988,0.32
2,21,214,2145,Professionals,Science and engineering professionals,Engineering professionals (excluding electrotechnology),Chemical engineers,0.10841654778887304,0.07802340702210664,0.9948119325551232,0.6212710765239948,0.9377431906614786,0.9159120310478654,0.9974126778783958,0.975,0.31,0.6195145631067962,0.78,0.6913425345043914,0.9705188751220704,0.7157622739018088,0.5297157622739018,0.20240963855421687,0.35
2,21,214,2146,Professionals,Science and engineering professionals,Engineering professionals (excluding electrotechnology),"Mining engineers, metallurgists and related professionals",0.19579172610556347,0.5403120936280884,0.8190661478599222,0.42185473411154345,0.6326199740596627,0.8227684346701164,0.9282018111254852,0.975,0.27,0.4431674757281553,0.67,0.7575282308657465,0.9233490753173829,0.8207364341085271,0.2661498708010336,0.26265060240963856,0.29
2,21,214,2149,Professionals,Science and engineering professionals,Engineering professionals (excluding electrotechnology),Engineering professionals not elsewhere classified,0.14664764621968615,0.5492847854356308,0.8508430609597925,0.4191958495460441,0.6697795071335927,0.7642949547218628,0.8721862871927555,0.975,0.22,0.6386019417475729,0.768,0.8235884567126726,0.8974056243896484,0.6594315245478036,0.2961240310077519,0.1783132530120482,0.3
2,21,215,2151,Professionals,Science and engineering professionals,Electrotechnology engineers,Electrical engineers,0.2396576319543509,0.576072821846554,0.4565499351491569,0.5680933852140078,0.74189364461738,0.7930142302716688,0.8965071151358344,1,0.33,0.7435922330097087,0.99,0.8808030112923463,0.9304244995117188,0.8372093023255814,0.20671834625322996,0.8313253012048193,0.31
2,21,215,2152,Professionals,Science and engineering professionals,Electrotechnology engineers,Electronics engineers,0.21825962910128388,0.8101430429128739,0.8975356679636836,0.42931258106355386,0.724383916990921,0.7276843467011642,0.8137128072445019,1,0.29,0.7435922330097087,0.99,0.9397741530740276,0.9186320495605469,0.7583979328165374,0.24612403100775193,0.891566265060241,0.42
2,21,215,2153,Professionals,Science and engineering professionals,Electrotechnology engineers,Telecommunications engineers,0.1355206847360913,0.8881664499349805,0.89883268482490275,0.5667963683527886,0.77431906614786,0.6545924967658473,0.702457956015524,1,0.34,0.7435922330097087,0.99,0.917189460476788,0.8219339752197266,0.7002583979328165,0.3268733850129199,0.9686746987951808,0.48
2,21,216,2161,Professionals,Science and engineering professionals,"Architects, planners, surveyors and designers",Building architects,0.11269614835948645,0.40182054616384916,0.7431906614785992,0.3527885862516213,0.622568093385214,0.7710219922380336,0.9935316946959897,0.874,0.39,0.48218446601941733,0.2,0.7452948557089084,0.8337264251708985,0.18604651162790697,0.08139534883720931,0.7783132530120482,0.37
2,21,216,2162,Professionals,Science and engineering professionals,"Architects, planners, surveyors and designers",Landscape architects,0.18830242510699002,0.14564369310793238,0.8884565499351491,0.38261997405966275,0.688715953307393,0.7606727037516171,0.9469598965071151,0.874,0.38,0.48218446601941733,0.2,0.6286072772898369,0.8148584747314453,0.4599483204134367,0.10335917312661498,0.23373493975903614,0.37
2,21,216,2163,Professionals,Science and engineering professionals,"Architects, planners, surveyors and designers",Product and garment designers,0.14479315263908701,0.11963589076723016,0.7075226977950713,0.420881971465629,0.5933852140077821,0.6752910737386804,0.8389391979301423,0.874,0.38,0.5756796116504855,0.44,0.6348808030112923,0.838443374633789,0.7577519379844961,0.17054263565891473,0.6337349397590362,0.35
2,21,216,2164,Professionals,Science and engineering professionals,"Architects, planners, surveyors and designers",Town and traffic planners,0.25392296718972895,0.6046814044213265,0.7574578469520103,0.14915693904020752,0.3398184176394293,0.8369987063389392,0.9689521345407504,0.874,0.47,0.2853398058252427,0.12,0.7176913425345044,0.8408018493652344,0.5155038759689923,0.04263565891472868,0.8722891566265061,0.41
2,21,216,2165,Professionals,Science and engineering professionals,"Architects, planners, surveyors and designers",Cartographers and surveyors,0.5499286733238231,0.48179453836150843,0.7788586251621271,0.3469520103761349,0.5434500648508431,0.6216041397153946,0.7095730918499352,0.874,0.38,0.47995145631067965,0.67,0.8005018820577164,0.8125,0.5729974160206719,0.49224806201550386,0.7879518072289157,0.44
2,21,216,2166,Professionals,Science and engineering professionals,"Architects, planners, surveyors and designers",Graphic and multimedia designers,0.16048502139800286,0.9070221066319897,0.7561608300907912,0.6031128404669261,0.8683527885862516,0.6675291073738681,0.8809831824062095,0.874,0.42,0.47524271844660193,0.375,0.7898368883312421,0.8997641754150391,0.5794573643410852,0.35723514211886304,0.8072289156626506,0.49
2,22,221,2211,Professionals,Health professionals,Medical doctors,Generalist medical practitioners,NA,0.2955136540962289,0.4276913099870298,0.20654993514915693,0.29636835278858625,0.7464424320827943,0.7302716688227684,0.714,0.31,0.32388349514563103,0.42,NA,0.7087264251708985,0.8171834625322998,0.2842377260981912,0.6,0.29
2,22,221,2212,Professionals,Health professionals,Medical doctors,Specialist medical practitioners,NA,0.3719115734720416,0.5496757457846952,0.2119325551232166,0.43891050583657587,0.636222509702458,0.6214747736093144,0.714,0.29,0.32388349514563103,0.42,NA,0.4752358627319336,0.786046511627907,0.3700258397932817,0.7686746987951807,0.27
2,22,222,2221,Professionals,Health professionals,Nursing and midwifery professionals,Nursing professionals,NA,0.6072821846553966,0.5157803718115003,0.3060959792477302,0.5097276264591439,0.5705045278137127,0.5364381198792583,0.244,0.25,0.41956310679611647,0.16,0.5315767461313258,0.2912735939025879,0.8173987941429802,0.3186907838070629,0.4771084337349398,0.25
2,22,222,2222,Professionals,Health professionals,Nursing and midwifery professionals,Midwifery professionals,NA,0.4096228868660598,0.5888456549935149,0.43060959792477305,0.3411154345006485,0.5653298835705045,0.5316946959896507,0.244,0.25,NA,NA,0.5721455457967378,0.4351415252685547,0.8630490956072352,0.4186046511627907,0.3469879518072289,0.3
2,22,224,2240,Professionals,Health professionals,NA,NA,0.26676176890156916,0.45253576072821844,0.28793774319066145,0.4046692607003891,0.85473411154345,0.5433376455368694,0.51875808538163,0.345,0.23,0.20689320388349505,0.18,0.4328732747804266,0.4257075500488281,0.7131782945736435,0.5051679586563308,0.7180722891566265,0.23
2,22,225,2250,Professionals,Health professionals,Veterinarians,Veterinarians,0.17261055634807418,0.7126137841352406,0.8093385214007782,0.5953307392996109,0.6835278858625162,0.49547218628719275,0.47736093143596375,0.437,0.18,0.11553398058252425,0.43,0.4316185696361355,0.44693397521972655,0.13953488372093023,0.7157622739018088,0.1180722891566265,0.14
2,22,226,2261,Professionals,Health professionals,Other health professionals,Dentists,0.09165477888730385,0.2737321196358908,0.5038910505836576,0.5642023346303502,0.4701686121919585,0.4896507115135834,0.4987063389391979,0.454,0.21,0.12519417475728156,0.55,0.2697616060225847,0.3431603622436523,0.1744186046511628,0.8882428940568475,0.3614457831325301,0.15
2,22,226,2262,Professionals,Health professionals,Other health professionals,Pharmacists,0.07560627674750357,0.6710013003901171,0.2127107652399481,0.2127107652399481,0.33073929961089493,0.6403622250970246,0.6377749029754204,0.454,0.33,0.18436893203883487,0.36,0.6424090338770388,0.5389151000976562,0.8772609819121447,0.3733850129198966,0.54216867469879515,0.33
2,22,226,2263,Professionals,Health professionals,Other health professionals,Environmental and occupational health and hygiene professionals,0.2332382310984308,0.46423927178153446,0.47730220492866404,0.3560311284046692,0.3009079118028535,0.6778783958602845,0.6998706338939198,0.454,0.33,0.42718446601941784,0.05,0.8406524466750314,0.6591981506347656,0.8940568475452196,0.1421188630490956,0.10120481927710843,0.28
2,22,226,2264,Professionals,Health professionals,Other health professionals,Physiotherapists,0.12125534950071326,0.21131339401820548,0.7243839169909209,0.28793774319066145,0.4254215304798962,0.4644243208279431,0.41073738680465716,0.454,0.17,0.13126213592232994,0.43,0.3739021329987453,0.23466981887817384,0.8456072351421189,0.1569767441860465,0.5228915662650603,0.28
2,22,226,2265,Professionals,Health professionals,Other health professionals,Dieticians and nutritionists,0.014265335235378032,0.33159947984395316,0.5395590142671854,0.29701686121919585,0.3437094682230869,0.9184993531694696,0.9275549805950841,0.454,0.39,0.20082524271844668,0.18,0.8644918444165621,0.5837264251708985,0.4082687338501292,0.375968992248062,0.39518072289156625,0.41
2,22,226,2266,Professionals,Health professionals,Other health professionals,Audiologists and speech therapists,0.024251069900142655,0.34980494148244473,0.5168612191958495,0.32490272373540857,0.5278858625162127,0.7270375161707632,0.6558861578266494,0.454,0.2,0.16825242718446615,0.1,0.6775407779171895,0.6332546997070313,0.9147286821705427,0.12338501291989665,0.6506024096385542,0.24
2,22,226,2267,Professionals,Health professionals,Other health professionals,Optometrists and ophthalmic opticians,0.26676176890156916,0.9206762028608583,0.9766536964980544,0.6640726329442282,0.6562905317769131,0.6248382923673997,0.6584734799482536,0.454,0.16,0.09009708737864079,0.19,0.46800501882057716,0.6733490753173829,0.03359173126614987,0.32041343669250644,0.40481927710843374,0.24
2,22,226,2269,Professionals,Health professionals,Other health professionals,Health professionals not elsewhere classified,0.05934379457917261,0.2680970957954053,0.47427583225248593,0.24773022049286642,0.3024210981409425,0.6483398016386374,0.628072445019405,0.454,0.16,0.14657281553398066,0.39,0.5627352572145545,0.6002358627319336,0.5592161929371231,0.33376399655469424,0.22650602409638554,0.2
2,23,231,2310,Professionals,Teaching professionals,University and higher education teachers,University and higher education teachers,NA,0.30466282741965445,0.019566425792106726,0.0443579766536965,0.04128219381137669,0.87052300868601,0.7905008316392533,0.899,0.32,NA,NA,0.7395379732821611,0.8054244995117188,0.9254706533776301,0.38420081210778884,0.2746987951807229,0.37
2,23,232,2320,Professionals,Teaching professionals,Vocational education teachers,Vocational education teachers,0.19400855920114124,0.7113133940182055,0.5395590142671854,0.35927367055771725,0.3852140077821012,0.5942216472617508,0.57395429064251835,0.765,0.39,0.14070388349514584,0.035,0.5805102467586783,0.44457546234130857,0.9242032730404823,0.14082687338501293,0.3759036144578313,0.35
2,23,233,2330,Professionals,Teaching professionals,Secondary education teachers,Secondary education teachers,0.05706134094151213,0.6866059817945384,0.5058365758754864,0.20622568093385213,0.30609597924773024,0.8214747736093143,0.833117723156533,0.882,0.33,0.117233009708738,0.04,0.5018820577164367,0.7063679504394531,0.917312661498708,0.1227390180878553,0.45542168674698796,0.3
2,23,234,2341,Professionals,Teaching professionals,Primary school and early childhood teachers,Primary school teachers,0.15121255349500712,0.6618985695708712,0.47405966277561606,0.20298313878080415,0.35214007782101164,0.7930142302716688,0.7891332470892627,0.706,0.32,0.16417475728155367,0.03,0.5018820577164367,0.6922169494628906,0.8979328165374677,0.12726098191214472,0.2216867469879518,0.26
2,23,234,2342,Professionals,Teaching professionals,Primary school and early childhood teachers,Early childhood educators,0.16119828815977177,0.5032509752925878,0.4701686121919585,0.48249027237354086,0.3728923476005188,0.5556274256144891,0.5200517464424321,0.706,0.17,0.15577669902912636,0.05,0.3707653701380176,0.5507075500488281,0.8972868217054264,0.09496124031007752,0.10843373493975904,0.21
2,23,235,2351,Professionals,Teaching professionals,Other teaching professionals,Education methods specialists,0.019971469329529243,0.4720416124837451,0.47341115434500647,0.21530479896238652,0.22697795071335927,0.8835705045278137,0.943078913324709,0.597,0.35,NA,NA,0.740276035131744,0.7511792755126954,0.6782945736434108,0.0917312661498708,0.6698795180722892,0.39
2,23,235,2352,Professionals,Teaching professionals,Other teaching professionals,Special needs teachers,0.07845934379457917,0.6518205461638491,0.5324254215304799,0.34987029831387806,0.33592736705577175,0.6421733505821474,0.6090556274256145,0.597,0.33,0.2026699029126215,0.06,0.5269761606022585,0.4823113250732422,0.9395348837209302,0.08733850129198967,0.4530120481927711,0.28
2,23,235,2353,Professionals,Teaching professionals,Other teaching professionals,Other language teachers,0.27246790299572043,0.6302557433896836,0.5680933852140078,0.33592736705577175,0.33722438391699094,0.8188874514877102,0.7503234152652005,0.597,0.54,NA,NA,0.5658720200752823,0.7346697998046875,0.9328165374677003,0.08397932816537468,0.3397590361445783,0.34
2,23,235,2354,Professionals,Teaching professionals,Other teaching professionals,Other music teachers,0.25392296718972895,0.5006501950585176,0.5097276264591439,0.191958495460441,0.30739299610894943,0.630012936610608,0.6170763260025873,0.597,0.36,NA,NA,0.534504391468005,0.6073113250732421,0.8152454780361758,0.1111111111111111,0.24819277108433735,0.35
2,23,235,2355,Professionals,Teaching professionals,Other teaching professionals,Other arts teachers,0.25392296718972895,0.7015604681404422,0.5940337224383917,0.3638132295719844,0.36964980544747084,0.7639068564036222,0.7011642949547219,0.597,0.46,NA,NA,0.534504391468005,0.6945755004882812,0.9063307493540051,0.06847545219638243,0.1493975903614458,0.35
2,23,235,2356,Professionals,Teaching professionals,Other teaching professionals,Information technology trainers,0.08416547788873038,0.7022106631989596,0.3424124513618677,0.07652399481193256,0.13748378728923477,0.8253557567917206,0.8589909443725744,0.597,0.52,0.6446601941747571,0.4,0.8707653701380176,0.5931603622436523,0.08010335917312661,0.016795865633074936,0.8409638554216867,0.47
2,23,235,2359,Professionals,Teaching professionals,Other teaching professionals,Teaching professionals not elsewhere classified,0.06134094151212553,0.752925877763329,0.5045395590142672,0.32749675745784695,0.2905317769130999,0.8169469598965071,0.7522639068564037,0.597,0.41,0.3998543689320389,0.23,0.4604767879548306,0.6143867874145508,0.9366925064599483,0.03488372093023256,0.29397590361445786,0.33
2,24,241,2411,Professionals,Business and administration professionals,Finance professionals,Accountants,0.8873038516405135,0.6220199393151279,0.5845222654561176,0.21962818849978383,0.30609597924773024,0.9538594221647262,0.9202242345838724,0.941,0.52,0.5748381877022652,0.37333333333333335,0.8686741948975324,0.9587264251708985,0.5223944875107666,0.29112833763996554,0.4506024096385542,0.51
2,24,241,2412,Professionals,Business and administration professionals,Finance professionals,Financial and investment advisers,0.3830242510699001,0.5364109232769831,0.7775616083009079,0.2931258106355382,0.5817120622568093,0.9566623544631307,0.869987063389392,0.941,0.45,0.5657281553398057,0.39,0.7245922208281054,0.9658018493652344,0.41860465116279066,0.10465116279069768,0.6240963855421687,0.57
2,24,241,2413,Professionals,Business and administration professionals,Finance professionals,Financial analysts,0.5121255349500713,0.5808409189423493,0.7068741893644618,0.21314310419368784,0.443579766536965,0.956877964639931,0.9103061664510564,0.941,0.59,0.5904692556634303,0.37333333333333335,0.7745713090757005,0.968160400390625,0.6223083548664944,0.2579672695951766,0.563855421686747,0.62
2,24,242,2421,Professionals,Business and administration professionals,Administration professionals,Management and organization analysts,0.16476462196861627,0.3992197659297789,0.7736705577172504,0.35343709468223083,0.5376134889753567,0.9288486416558861,0.9398447606727038,0.832,0.43,0.7431796116504854,0.6499999999999999,0.7158092848180677,0.9044811248779296,0.8404392764857881,0.0917312661498708,0.3156626506024096,0.46
2,24,242,2422,Professionals,Business and administration professionals,Administration professionals,Policy administration professionals,0.30527817403708984,0.494148244473342,0.5460440985732814,0.29571984435797666,0.3657587548638132,0.7723156532988357,0.8253557567917206,0.832,0.45,0.7038349514563107,0.66,0.8996235884567126,0.880896224975586,0.417312661498708,0.23901808785529716,0.060240963855421686,0.42
2,24,242,2423,Professionals,Business and administration professionals,Administration professionals,Personnel and careers professionals,0.2339514978601997,0.8306241872561768,0.5505836575875487,0.1251621271076524,0.25875486381322954,0.8916558861578266,0.842496765847348,0.832,0.43,0.5834587378640775,0.35750000000000004,0.7409033877038895,0.786556625366211,0.49483204134366926,0.01808785529715762,0.5108433734939759,0.45
2,24,242,2424,Professionals,Business and administration professionals,Administration professionals,Training and staff development professionals,0.08416547788873038,0.7022106631989596,0.3424124513618677,0.07652399481193256,0.13748378728923477,0.8253557567917206,0.8589909443725744,0.832,0.47,0.6446601941747571,0.4,0.8707653701380176,0.5908018875122071,0.08010335917312661,0.016795865633074936,0.4867469879518072,0.41
2,24,243,2431,Professionals,Business and administration professionals,"Sales, marketing and public relations professionals",Advertising and marketing professionals,0.3238231098430813,0.7698309492847855,0.622568093385214,0.29053177691309984,0.47405966277561606,0.8576972833117723,0.9262613195342819,0.815,0.51,0.4315291262135922,0.315,0.9021329987452948,0.9823113250732421,0.15051679586563307,0.06589147286821706,0.8891566265060241,0.55
2,24,243,2432,Professionals,Business and administration professionals,"Sales, marketing and public relations professionals",Public relations professionals,0.28530670470756064,0.3810143042912874,0.2710765239948119,0.17639429312581065,0.26459143968871596,0.869340232858991,0.8395860284605433,0.815,0.38,0.6830097087378642,0.53,0.904642409033877,0.755896224975586,0.23385012919896642,0.06847545219638243,0.5783132530120482,0.43
2,24,243,2433,Professionals,Business and administration professionals,"Sales, marketing and public relations professionals",Technical and medical sales professionals (excluding ICT),0.268188302425107,0.7418725617685306,0.4571984435797666,0.17833981841763943,0.30285343709468227,0.8046571798188875,0.8208279430789134,0.815,0.55,0.7024029126213592,0.5,0.8036386449184442,0.6096697998046875,0.821705426356589,0.25193798449612403,0.4602409638554217,0.5
2,24,243,2434,Professionals,Business and administration professionals,"Sales, marketing and public relations professionals",Information and communications technology sales professionals,0.1849738468854018,0.7065452969224101,0.4738434932987462,0.14915693904020752,0.2827496757457847,0.8042259594652867,0.8426045709357481,0.815,0.55,0.637200647249191,0.39,0.8021748222501046,0.5790094375610352,0.8186907838070628,0.23083548664944015,0.9180722891566265,0.51
2,25,251,2511,Professionals,Information and communications technology professionals,Software and applications developers and analysts,Systems analysts,0.06847360912981455,0.41092327698309494,0.5966277561608301,0.2801556420233463,0.38391699092088194,0.8169469598965071,0.9372574385510997,0.983,0.37,0.8138349514563107,0.92,NA,0.9422169494628906,0.2648578811369509,0.06718346253229975,0.8987951807228916,0.49
2,25,251,2512,Professionals,Information and communications technology professionals,Software and applications developers and analysts,Software developers,0.2189728958630528,0.299739921976593,0.8417639429312581,0.40207522697795073,0.6738002594033723,0.8460543337645536,0.9495472186287193,0.983,0.34,0.6866504854368933,0.91,NA,0.9893868255615235,0.725452196382429,0.21705426356589147,0.7349397590361446,0.53
2,25,251,2513,Professionals,Information and communications technology professionals,Software and applications developers and analysts,Web and multimedia developers,NA,0.8166449934980494,0.45006485084306097,0.23735408560311283,0.4293125810635538,0.7800776196636481,0.9301423027166882,0.983,0.32,0.8138349514563107,0.92,NA,0.9775943756103516,0.7687338501291989,0.41472868217054265,0.9614457831325302,0.6
2,25,251,2514,Professionals,Information and communications technology professionals,Software and applications developers and analysts,Applications programmers,0.4108416547788873,0.7425227568270482,0.9273670557717251,0.8728923476005188,0.9364461738002594,0.8538163001293662,0.9676584734799483,0.983,0.62,0.6866504854368933,0.91,NA,0.9964622497558594,0.6834625322997416,0.18604651162790697,0.8481927710843373,0.57
2,25,251,2519,Professionals,Information and communications technology professionals,Software and applications developers and analysts,Software and applications developers and analysts not elsewhere classified,NA,0.8062418725617685,0.767833981841764,0.383916990920882,0.7717250324254216,0.8395860284605433,0.9586028460543338,0.983,0.39,0.8138349514563107,0.92,NA,0.9469339752197266,0.6937984496124031,0.21188630490956073,0.6867469879518072,0.55
2,25,252,2521,Professionals,Information and communications technology professionals,Database and network professionals,Database designers and administrators,0.15121255349500715,0.8257477243172952,0.5979247730220493,0.26588845654993515,0.35797665369649806,0.8680465717981889,0.9702457956015524,0.992,0.38,0.8138349514563107,0.92,NA,0.9799528503417969,0.8242894056847545,0.4470284237726098,0.9566265060240964,0.57
2,25,252,2522,Professionals,Information and communications technology professionals,Database and network professionals,Systems administrators,0.15121255349500715,0.8920676202860858,0.688715953307393,0.582360570687419,0.7769130998702983,0.6895213454075032,0.7710219922380336,0.992,0.43,0.8138349514563107,0.92,NA,0.8761792755126954,0.6640826873385013,0.5762273901808785,0.9301204819277108,0.57
2,25,252,2523,Professionals,Information and communications technology professionals,Database and network professionals,Computer network professionals,NA,0.7607282184655396,0.9390402075226978,0.2191958495460441,0.6523994811932555,0.6390685640362225,0.6739974126778784,0.992,0.39,0.8138349514563107,0.92,NA,0.7983490753173829,0.7093023255813954,0.2532299741602067,0.9927710843373494,0.52
2,25,252,2529,Professionals,Information and communications technology professionals,Database and network professionals,Database and network professionals not elsewhere classified,NA,0.8029908972691807,0.44876783398184183,0.456549935149157,0.6439688715953308,0.8428201811125484,0.9598965071151359,0.992,0.44,0.8138349514563107,0.92,NA,0.9540093994140625,0.6401808785529716,0.3301033591731266,0.9373493975903614,0.49
2,26,261,2611,Professionals,"Legal, social and cultural professionals",Legal professionals,Lawyers,0.16262482168330955,0.5188556566970091,0.4085603112840467,0.08041504539559015,0.21141374837872892,0.9029754204398448,0.9094437257438551,0.731,0.34,0.395,0.09,0.6336260978670013,0.656839599609375,0.14470284237726097,0.20801033591731266,0.05542168674698795,0.36
2,26,261,2612,Professionals,"Legal, social and cultural professionals",Legal professionals,Judges,0.442225392296719,0.1859557867360208,0.6796368352788587,0.2996108949416343,0.6342412451361867,0.9715394566623545,0.8596377749029754,0.731,0.27,0.395,0.09,0.6869510664993727,0.8714622497558594,0.2512919896640827,0.24612403100775193,0.13012048192771083,0.31
2,26,261,2619,Professionals,"Legal, social and cultural professionals",Legal professionals,Legal professionals not elsewhere classified,0.20684736091298145,0.10793237971391417,0.7769130998702983,0.311284046692607,0.6173800259403373,0.9754204398447607,0.9003880983182406,0.731,0.31,0.395,0.09,0.7578419071518193,0.6757075500488281,0.15374677002583978,0.1847545219638243,0.03614457831325301,0.37
2,26,262,2621,Professionals,"Legal, social and cultural professionals","Librarians, archivists and curators",Archivists and curators,0.318830242510699,0.16905071521456436,0.29831387808041504,0.1595330739299611,0.10959792477302205,0.6649417852522639,0.7367399741267788,0.664,0.44,0.20441747572815536,0.32,0.7578419071518193,0.8525943756103516,0.3979328165374677,0.4534883720930233,0.5301204819277109,0.47
