ISCO1D,ISCO2D,ISCO3D,ISCO4D,ISCO1Dname,ISCO2Dname,ISCO3Dname,ISCO4Dname,2017_Frey_autom,2018_Brynjolfsson_mSML,2020_Webb_AI,2020_Webb_robot,2020_Webb_software,2021_Felten_AIOE,2023_Felten_genAIOE,2021_Tolan_AI,2023_Gmyrek_LLM,2024_Autor_augm,2024_Autor_autom,2024_Eloundou_GPT,2024_Engberg_DAIOE,2024_Loaiza_augm,2024_Loaiza_autom,2024_Prytkova_digital,2025_Gmyrek_LLM
1,13,132,1322,Managers,Production and specialized service managers,"Manufacturing, mining, construction, and distribution managers",Mining managers,0.3152639087018545,0.7191157347204161,0.5836575875486382,0.19714656290531776,0.5278858625162127,0.7347994825355757,0.7619663648124192,0.739,0.36,0.7320873786407768,0.64,0.7540777917189461,0.7393868255615235,0.686046511627907,0.10077519379844961,0.5975903614457831,0.35
1,13,132,1323,Managers,Production and specialized service managers,"Manufacturing, mining, construction, and distribution managers",Construction managers,0.21825962910128388,0.4460338101430429,0.9455252918287937,0.324254215304799,0.6472114137483788,0.7542043984476067,0.9133247089262613,0.739,0.41,0.7320873786407768,0.64,0.6700125470514429,0.6662735748291015,0.8475452196382429,0.046511627906976744,0.4795180722891566,0.34
1,13,132,1324,Managers,Production and specialized service managers,"Manufacturing, mining, construction, and distribution managers","Supply, distribution and related managers",0.46219686162624823,0.7893368010403121,0.8171206225680934,0.45525291828793774,0.7380025940337225,0.7166882276843467,0.7296248382923674,0.739,0.39,0.7920388349514562,0.9,0.7377666248431619,0.6686320495605469,0.751937984496124,0.14082687338501293,0.9662650602409638,0.38
1,13,133,1330,Managers,Production and specialized service managers,Information and communications technology service managers,Information and communications technology service managers,0.16262482168330955,0.8140442132639792,0.45265888456549935,0.060959792477302203,0.11154345006485085,0.7749029754204398,0.8421733505821475,0.79,0.31,0.7320873786407768,0.64,0.8343789209535759,0.7889151000976562,0.7441860465116279,0.1330749354005168,0.9951807228915662,0.44
1,13,134,1341,Managers,Production and specialized service managers,Professional service managers,Child care service managers,0.09272467902995721,0.9635890767230169,0.8365758754863813,0.14526588845654995,0.48119325551232167,0.702457956015524,0.6752910737386805,0.613,0.26,0.47970873786407764,0.17,0.7001254705144291,0.5955188751220704,0.6227390180878553,0.05426356589147287,0.5445783132530121,0.3
1,13,134,1342,Managers,Production and specialized service managers,Professional service managers,Health service managers,0.04992867332382311,0.7152145643693107,0.77431906614786,0.4059662775616083,0.7133592736705577,0.8499353169469599,0.8279430789133247,0.613,0.32,0.2988349514563107,0.21,0.6424090338770388,0.6025943374633789,0.7958656330749354,0.015503875968992248,0.6771084337349398,0.36
1,13,134,1343,Managers,Production and specialized service managers,Professional service managers,Aged care service managers,0.16191155492154066,0.6352405721716514,0.5479896238651103,0.4351491569390402,0.5998702983138781,0.7432082794307892,0.7289780077619663,0.613,0.25,0.5154611650485438,0.425,0.68444165621079045,0.5365565872192383,0.5452196382428941,0.018087855297157625,0.5734939759036145,0.34
1,13,134,1344,Managers,Production and specialized service managers,Professional service managers,Social welfare managers,0.0456490727532097,0.7568270481144344,0.30609597924773024,0.37094682230869,0.12191958495460441,0.8111254851228978,0.7839586028460543,0.613,0.32,0.7320873786407768,0.64,0.5796737766624843,0.3761792373657227,0.1330749354005168,0.007751937984496124,0.25542168674698795,0.37
1,13,134,1345,Managers,Production and specialized service managers,Professional service managers,Education managers,0.049928673323823114,0.8318162115301256,0.5425853869433636,0.22913964548205792,0.3182014699524427,0.7839586028460543,0.7654161276412247,0.613,0.27,0.47970873786407764,0.17,0.6411543287327478,0.5247641372680664,0.55770887166236,0.2648578811369509,0.619277108433735,0.36
1,13,134,1346,Managers,Production and specialized service managers,Professional service managers,Financial and insurance service branch managers,0.24465049928673324,0.6729518855656698,0.47665369649805445,0.3015564202334631,0.42736705577172507,0.8104786545924968,0.7904269081500647,0.613,0.41,0.6650242718446603,0.49,0.7302383939774153,0.6356132125854492,0.584625322997416,0.08527131782945738,0.7975903614457831,0.47
1,13,134,1349,Managers,Production and specialized service managers,Professional service managers,Professional service managers not elsewhere classified,0.3152639087018545,0.7191157347204161,0.5836575875486382,0.19714656290531776,0.5278858625162127,0.7347994825355757,0.7619663648124192,0.613,0.32,0.7320873786407768,0.64,0.7540777917189461,0.7370282745361328,0.686046511627907,0.10077519379844961,0.3421686746987952,0.38
1,14,141,1411,Managers,"Hospitality, retail and other service managers",Hotel and restaurant managers,Hotel managers,0.014265335235378032,0.21976592977893367,0.49286640726329445,0.5577172503242542,0.38132295719844356,0.6041397153945667,0.6028460543337646,0.118,0.4,0.7320873786407768,0.64,0.685069008782936,0.10495283126831055,0.6098191214470284,0.17700258397932817,0.7566265060240964,0.37
