from,to,round,deals,value
Canada (Else),The Netherlands (EU),Series B,2,7800000
China (Else),France (EU),Series B,1,5600000
China (Else),The Netherlands (EU),Series B,1,2800000
Taiwan (Else),Virginia (US),Series B,1,2857143
France (EU),Singapore (Else),Series B,1,11000000
District of Columbia (US),Louisiana (US),Series B,1,5600000
District of Columbia (US),Pennsylvania (US),Series B,2,8600000
District of Columbia (US),Virginia (US),Series B,2,11200000
Louisiana (US),Maryland (US),Series B,1,8400000
Louisiana (US),Norway (EU),Series B,1,5600000
Louisiana (US),Pennsylvania (US),Series B,1,5600000
Louisiana (US),Virginia (US),Series B,1,8400000
Maryland (US),Norway (EU),Series B,1,8400000
Maryland (US),Pennsylvania (US),Series B,1,8400000
Maryland (US),Virginia (US),Series B,1,11200000
Norway (EU),Pennsylvania (US),Series B,1,5600000
Norway (EU),Virginia (US),Series B,1,8400000
Pennsylvania (US),Virginia (US),Series B,2,12400000
Maryland (US),Maryland (US),Series B,2,10100000
Virginia (US),Virginia (US),Series B,1,5600000
Arizona (US),California (US),Series B,1,7200000
Arizona (US),Minnesota (US),Series B,1,7200000
Colorado (US),New Jersey (US),Series B,1,16000000
Israel (Else),New York (US),Series B,1,6428571
New York (US),Singapore (Else),Series B,2,12619048
Singapore (Else),United Kingdom (EU),Series B,1,4285714
Maryland (US),Texas (US),Series B,1,5600000
Massachusetts (US),Tennessee (US),Series B,1,10000000
Massachusetts (US),Pennsylvania (US),Series B,1,3120000
Massachusetts (US),Utah (US),Series B,1,3120000
Pennsylvania (US),Utah (US),Series B,1,3120000
Kentucky (US),Missouri (US),Series B,1,7000000
Kentucky (US),Oklahoma (US),Series B,1,7000000
Kentucky (US),Tennessee (US),Series B,1,7000000
Kentucky (US),Texas (US),Series B,1,7000000
Missouri (US),Oklahoma (US),Series B,1,7000000
Missouri (US),Tennessee (US),Series B,1,7000000
Missouri (US),Texas (US),Series B,1,7000000
Oklahoma (US),Tennessee (US),Series B,1,7000000
Oklahoma (US),Texas (US),Series B,1,7000000
Tennessee (US),Texas (US),Series B,1,7000000
Georgia (US),Kentucky (US),Series B,1,2840000
Kentucky (US),North Carolina (US),Series B,1,5680000
Canada (Else),Minnesota (US),Series B,1,10880000
Minnesota (US),United Kingdom (EU),Series B,1,10880000
New York (US),Pennsylvania (US),Series B,2,6000000
Germany (EU),South Korea (Else),Series B,1,2600000
Germany (EU),The Netherlands (EU),Series B,1,2600000
Massachusetts (US),The Netherlands (EU),Series B,2,10100000
South Korea (Else),The Netherlands (EU),Series B,1,2600000
Israel (Else),Washington (US),Series B,1,333333
District of Columbia (US),North Carolina (US),Series B,1,3000000
North Carolina (US),Pennsylvania (US),Series B,2,9500000
California (US),Kansas (US),Series B,1,3333333
Florida (US),Kansas (US),Series B,1,3333333
California (US),Colorado (US),Series B,2,7816667
Colorado (US),Denmark (EU),Series B,1,6666667
Utah (US),Virginia (US),Series B,1,2400000
Israel (Else),Tennessee (US),Series B,1,10000000
Australia (Else),District of Columbia (US),Series B,1,2800000
Australia (Else),Japan (Else),Series B,1,2800000
Australia (Else),Singapore (Else),Series B,1,2800000
Australia (Else),Virginia (US),Series B,1,2800000
District of Columbia (US),Japan (Else),Series B,1,2800000
District of Columbia (US),Singapore (Else),Series B,1,2800000
Japan (Else),Virginia (US),Series B,2,13300000
Singapore (Else),Virginia (US),Series B,1,2800000
Arizona (US),Texas (US),Series B,1,10400000
Colorado (US),Massachusetts (US),Series B,1,3900000
Colorado (US),New York (US),Series B,1,3900000
Colorado (US),North Carolina (US),Series B,1,3900000
Colorado (US),Rhode Island (US),Series B,1,3900000
Massachusetts (US),Rhode Island (US),Series B,1,3900000
New York (US),Rhode Island (US),Series B,1,3900000
North Carolina (US),Rhode Island (US),Series B,1,3900000
Switzerland (EU),Washington (US),Series B,1,2195000
Belgium (EU),California (US),Series B,1,3000000
Belgium (EU),Georgia (US),Series B,1,3000000
Belgium (EU),Maryland (US),Series B,1,3000000
Georgia (US),Maryland (US),Series B,1,3000000
Pennsylvania (US),Singapore (Else),Series B,1,15500000
Pennsylvania (US),Taiwan (Else),Series B,1,2000000
Iowa (US),New York (US),Series B,1,6000000
Iowa (US),South Carolina (US),Series B,1,4000000
New York (US),South Carolina (US),Series B,1,6000000
Ireland (EU),Massachusetts (US),Series B,1,10700000
Canada (Else),Connecticut (US),Series B,1,40000000
Connecticut (US),Massachusetts (US),Series B,1,40000000
Australia (Else),California (US),Series B,1,1150000
Australia (Else),Colorado (US),Series B,1,1150000
Australia (Else),Texas (US),Series B,1,1150000
Connecticut (US),Washington (US),Series B,2,9628571
Texas (US),Washington (US),Series B,1,3628571
India (Else),Japan (Else),Series B,1,10500000
India (Else),Massachusetts (US),Series B,1,10500000
India (Else),Virginia (US),Series B,1,10500000
Indiana (US),Massachusetts (US),Series B,1,11250000
Singapore (Else),Washington (US),Series B,1,8333333
Illinois (US),Maryland (US),Series B,1,6000000
China (Else),Taiwan (Else),Series B,1,8750000
Canada (Else),Georgia (US),Series B,1,5000000
Canada (Else),Virginia (US),Series B,1,5000000
Georgia (US),The Netherlands (EU),Series B,1,5000000
Georgia (US),Virginia (US),Series B,1,5000000
New York (US),The Netherlands (EU),Series B,1,5000000
The Netherlands (EU),Virginia (US),Series B,1,5000000
Colorado (US),Japan (Else),Series B,1,7250000
District of Columbia (US),District of Columbia (US),Series B,1,7000000
Utah (US),Utah (US),Series B,1,1600000
Israel (Else),United Kingdom (EU),Series C,3,51500000
Denmark (EU),Finland (EU),Series C,1,4133333
Denmark (EU),United Kingdom (EU),Series C,1,4133333
Finland (EU),United Kingdom (EU),Series C,1,4133333
California (US),Connecticut (US),Series C,7,155607143
California (US),Japan (Else),Series C,7,150896970
California (US),Singapore (Else),Series C,4,69066857
Connecticut (US),Japan (Else),Series C,1,10857143
Connecticut (US),Singapore (Else),Series C,1,16285714
Japan (Else),Singapore (Else),Series C,1,16285714
Singapore (Else),Singapore (Else),Series C,1,10857143
California (US),Switzerland (EU),Series C,7,88610381
New York (US),Switzerland (EU),Series C,7,72817952
Switzerland (EU),United Kingdom (EU),Series C,1,3000000
California (US),Massachusetts (US),Series C,30,326530734
California (US),New Jersey (US),Series C,7,66905556
California (US),Texas (US),Series C,16,219061429
Massachusetts (US),New Jersey (US),Series C,2,8569444
Massachusetts (US),New York (US),Series C,17,161952778
Massachusetts (US),Texas (US),Series C,6,42436905
New Jersey (US),Texas (US),Series C,2,13150000
New York (US),Texas (US),Series C,10,87770952
Massachusetts (US),Massachusetts (US),Series C,12,95614286
California (US),Israel (Else),Series C,5,106000000
California (US),Peru (Else),Series C,1,6400000
Peru (Else),Switzerland (EU),Series C,1,3200000
California (US),Washington (US),Series C,3,43366667
Connecticut (US),France (EU),Series C,1,2350000
Connecticut (US),Massachusetts (US),Series C,3,42350000
Connecticut (US),New York (US),Series C,1,2350000
France (EU),Massachusetts (US),Series C,3,19707143
California (US),Illinois (US),Series C,10,101828571
Illinois (US),Massachusetts (US),Series C,5,40209524
California (US),Maryland (US),Series C,8,57914286
California (US),Colorado (US),Series C,8,91457143
California (US),Louisiana (US),Series C,1,4560000
California (US),Missouri (US),Series C,3,29060000
Colorado (US),Louisiana (US),Series C,1,4560000
Colorado (US),Massachusetts (US),Series C,1,4560000
Colorado (US),Missouri (US),Series C,1,4560000
Louisiana (US),Massachusetts (US),Series C,1,4560000
Louisiana (US),Missouri (US),Series C,1,4560000
Massachusetts (US),Missouri (US),Series C,3,27810000
Illinois (US),Michigan (US),Series C,1,4033333
Illinois (US),Texas (US),Series C,3,32461905
Massachusetts (US),Michigan (US),Series C,2,12511111
Michigan (US),Texas (US),Series C,1,4033333
Massachusetts (US),United Kingdom (EU),Series C,4,41350000
California (US),South Korea (Else),Series C,2,20027273
Japan (Else),South Korea (Else),Series C,1,4009091
Japan (Else),Japan (Else),Series C,1,2672727
New Jersey (US),Washington (US),Series C,1,9866667
California (US),Utah (US),Series C,2,25466667
Massachusetts (US),Utah (US),Series C,1,4400000
Texas (US),Utah (US),Series C,1,4400000
California (US),Florida (US),Series C,3,28892857
Florida (US),Massachusetts (US),Series C,3,17011905
Florida (US),Texas (US),Series C,3,25518571
Texas (US),Texas (US),Series C,5,31380000
Florida (US),Illinois (US),Series C,2,10928571
Florida (US),Maryland (US),Series C,1,3428571
Illinois (US),Maryland (US),Series C,1,3428571
Maryland (US),Massachusetts (US),Series C,4,46123810
Maryland (US),Texas (US),Series C,2,7028571
California (US),Germany (EU),Series C,1,12000000
California (US),The Netherlands (EU),Series C,1,8000000
Germany (EU),South Korea (Else),Series C,1,12000000
Germany (EU),The Netherlands (EU),Series C,1,12000000
South Korea (Else),The Netherlands (EU),Series C,1,8000000
Germany (EU),Germany (EU),Series C,1,8000000
Denmark (EU),Georgia (US),Series C,1,10700000
Denmark (EU),Japan (Else),Series C,1,10700000
Denmark (EU),Massachusetts (US),Series C,1,10700000
Denmark (EU),Mississippi (US),Series C,1,10700000
Denmark (EU),New York (US),Series C,1,10700000
Denmark (EU),Switzerland (EU),Series C,1,16050000
Georgia (US),Japan (Else),Series C,1,10700000
Georgia (US),Massachusetts (US),Series C,1,10700000
Georgia (US),Mississippi (US),Series C,1,10700000
Georgia (US),New York (US),Series C,2,12662000
Georgia (US),Switzerland (EU),Series C,1,16050000
Japan (Else),Massachusetts (US),Series C,3,15366667
Japan (Else),Mississippi (US),Series C,1,10700000
Japan (Else),New York (US),Series C,2,13233333
Japan (Else),Switzerland (EU),Series C,3,46650000
Massachusetts (US),Mississippi (US),Series C,1,10700000
Massachusetts (US),Switzerland (EU),Series C,2,17316667
Mississippi (US),New York (US),Series C,2,35887000
Mississippi (US),Switzerland (EU),Series C,2,32841333
Switzerland (EU),Switzerland (EU),Series C,1,10700000
California (US),Mississippi (US),Series C,2,29291333
Mississippi (US),Singapore (Else),Series C,1,16791333
New York (US),Singapore (Else),Series C,1,25187000
Singapore (Else),Switzerland (EU),Series C,1,16791333
New York (US),New York (US),Series C,12,86550857
California (US),Virginia (US),Series C,3,83214286
Mississippi (US),Virginia (US),Series C,1,7500000
Mississippi (US),Washington (US),Series C,1,5000000
Virginia (US),Washington (US),Series C,1,7500000
Virginia (US),Virginia (US),Series C,3,36785714
Japan (Else),United Kingdom (EU),Series C,1,5100000
California (US),North Carolina (US),Series C,3,32683179
Massachusetts (US),North Carolina (US),Series C,2,25074500
Canada (Else),Colorado (US),Series C,1,17142857
Canada (Else),Connecticut (US),Series C,2,28476190
Colorado (US),Connecticut (US),Series C,1,17142857
Illinois (US),New York (US),Series C,5,64647619
Illinois (US),Switzerland (EU),Series C,1,7142857
Illinois (US),Indiana (US),Series C,1,2666667
Illinois (US),New Jersey (US),Series C,1,2666667
Indiana (US),New Jersey (US),Series C,1,2666667
Australia (Else),Illinois (US),Series C,1,2000000
Colorado (US),Texas (US),Series C,2,8833333
California (US),Oklahoma (US),Series C,1,8571429
Maryland (US),Oklahoma (US),Series C,1,8571429
Massachusetts (US),Oklahoma (US),Series C,1,21428571
California (US),Nevada (US),Series C,1,20800000
Nevada (US),Singapore (Else),Series C,1,10400000
India (Else),Massachusetts (US),Series C,1,1666667
India (Else),New York (US),Series C,1,1666667
California (US),Taiwan (Else),Series C,5,84305556
Connecticut (US),Taiwan (Else),Series C,2,18500000
Taiwan (Else),Taiwan (Else),Series C,3,20006000
Alaska (US),Germany (EU),Series C,1,4200000
Alaska (US),New York (US),Series C,1,4200000
Germany (EU),New York (US),Series C,5,75365667
California (US),Pennsylvania (US),Series C,5,81342222
Pennsylvania (US),Texas (US),Series C,1,13333333
California (US),Georgia (US),Series C,1,18000000
Georgia (US),Georgia (US),Series C,1,9000000
Kenya (Else),New York (US),Series C,1,7000000
Israel (Else),New York (US),Series C,4,59250000
Israel (Else),Taiwan (Else),Series C,1,20000000
New York (US),Taiwan (Else),Series C,2,16444444
Israel (Else),Israel (Else),Series C,1,12000000
Japan (Else),Maryland (US),Series C,1,1266667
Maryland (US),New York (US),Series C,4,14033333
Maryland (US),Switzerland (EU),Series C,1,1266667
Connecticut (US),Maryland (US),Series C,1,10000000
Germany (EU),Massachusetts (US),Series C,1,8006000
Germany (EU),Taiwan (Else),Series C,1,12009000
Massachusetts (US),Taiwan (Else),Series C,2,16453444
Israel (Else),Massachusetts (US),Series C,2,13750000
Australia (Else),California (US),Series C,1,18000000
Australia (Else),United Kingdom (EU),Series C,1,18000000
New York (US),North Carolina (US),Series C,2,18485714
New York (US),Virginia (US),Series C,1,13928571
North Carolina (US),Virginia (US),Series C,1,13928571
Bahrain (Else),California (US),Series C,2,35785714
Bahrain (Else),Connecticut (US),Series C,1,17142857
Bahrain (Else),Montana (US),Series C,1,17142857
Bahrain (Else),Texas (US),Series C,1,17142857
California (US),Montana (US),Series C,1,34285714
Connecticut (US),Montana (US),Series C,1,17142857
Connecticut (US),Texas (US),Series C,1,17142857
Montana (US),Texas (US),Series C,1,17142857
Illinois (US),Minnesota (US),Series C,2,29800000
Illinois (US),United Kingdom (EU),Series C,1,4800000
Minnesota (US),New York (US),Series C,3,38200000
Minnesota (US),United Kingdom (EU),Series C,1,4800000
Colorado (US),Pennsylvania (US),Series C,1,4240000
Colorado (US),Colorado (US),Series C,1,3180000
France (EU),Illinois (US),Series C,1,6428571
France (EU),France (EU),Series C,1,4285714
California (US),Minnesota (US),Series C,1,25000000
Minnesota (US),Pennsylvania (US),Series C,1,10000000
Massachusetts (US),Minnesota (US),Series C,1,7400000
Massachusetts (US),Oregon (US),Series C,1,7400000
Minnesota (US),Oregon (US),Series C,1,7400000
Florida (US),Israel (Else),Series C,1,6750000
Florida (US),Missouri (US),Series C,1,6750000
Florida (US),New York (US),Series C,2,12670000
Israel (Else),Missouri (US),Series C,1,6750000
Missouri (US),New York (US),Series C,1,6750000
Colorado (US),Taiwan (Else),Series C,1,4666667
Georgia (US),Kentucky (US),Series C,1,1666667
Georgia (US),North Carolina (US),Series C,1,1666667
Kentucky (US),North Carolina (US),Series C,1,1666667
California (US),Ohio (US),Series C,1,15000000
Canada (Else),Japan (Else),Series C,2,36428571
Canada (Else),Ohio (US),Series C,1,15000000
Japan (Else),Ohio (US),Series C,1,15000000
Maryland (US),New Jersey (US),Series C,1,1200000
Maryland (US),Pennsylvania (US),Series C,1,4000000
Maryland (US),United Kingdom (EU),Series C,1,4000000
New York (US),Pennsylvania (US),Series C,2,8444444
Pennsylvania (US),United Kingdom (EU),Series C,1,4000000
Bahrain (Else),Maryland (US),Series C,1,1500000
Bahrain (Else),New York (US),Series C,1,4500000
Canada (Else),Massachusetts (US),Series C,1,10000000
Canada (Else),New York (US),Series C,2,47500000
Canada (Else),United Kingdom (EU),Series C,1,5000000
Massachusetts (US),Singapore (Else),Series C,1,4332667
Israel (Else),Texas (US),Series C,2,32500000
Texas (US),United Kingdom (EU),Series C,1,7500000
California (US),Michigan (US),Series C,1,8888889
Massachusetts (US),Pennsylvania (US),Series C,1,4444444
Michigan (US),New Jersey (US),Series C,1,4444444
Michigan (US),New York (US),Series C,1,4444444
Michigan (US),Pennsylvania (US),Series C,1,4444444
Michigan (US),Taiwan (Else),Series C,1,4444444
New Jersey (US),Pennsylvania (US),Series C,1,4444444
New Jersey (US),Taiwan (Else),Series C,1,4444444
Pennsylvania (US),Taiwan (Else),Series C,1,4444444
Canada (Else),District of Columbia (US),Series C,1,11333333
Connecticut (US),District of Columbia (US),Series C,1,11333333
Illinois (US),Israel (Else),Series C,1,25000000
Illinois (US),Sweden (EU),Series C,1,25000000
Israel (Else),Minnesota (US),Series C,1,25000000
Israel (Else),Sweden (EU),Series C,1,25000000
Minnesota (US),Sweden (EU),Series C,1,25000000
Minnesota (US),Texas (US),Series C,1,25000000
New York (US),Sweden (EU),Series C,1,25000000
Sweden (EU),Texas (US),Series C,2,25840000
Germany (EU),Israel (Else),Series C,1,11500000
Germany (EU),West Virginia (US),Series C,1,11500000
Israel (Else),West Virginia (US),Series C,1,11500000
New York (US),West Virginia (US),Series C,1,11500000
Germany (EU),Illinois (US),Series C,1,16333333
Germany (EU),Switzerland (EU),Series C,1,9333333
California (US),India (Else),Series C,1,2166667
California (US),South Africa (Else),Series C,1,2166667
India (Else),South Africa (Else),Series C,1,2166667
Illinois (US),Illinois (US),Series C,1,6750000
Georgia (US),Tennessee (US),Series C,1,1962000
New York (US),Tennessee (US),Series C,1,1962000
California (US),Finland (EU),Series C,1,9500000
Illinois (US),South Korea (Else),Series C,1,11000000
New York (US),Utah (US),Series C,1,5666667
California (US),Illinois (US),Series D,3,30904762
California (US),New York (US),Series D,17,355548214
California (US),Utah (US),Series D,1,8571429
Illinois (US),New York (US),Series D,2,21761905
Illinois (US),Utah (US),Series D,1,5714286
New York (US),Utah (US),Series D,1,11428571
New York (US),New York (US),Series D,8,57771429
California (US),Massachusetts (US),Series D,9,155775240
Florida (US),Illinois (US),Series D,1,10333333
Florida (US),India (Else),Series D,1,10333333
Florida (US),New York (US),Series D,1,10333333
Florida (US),North Carolina (US),Series D,1,10333333
Florida (US),United Kingdom (EU),Series D,1,10333333
Illinois (US),India (Else),Series D,1,10333333
Illinois (US),North Carolina (US),Series D,1,10333333
Illinois (US),United Kingdom (EU),Series D,1,10333333
India (Else),New York (US),Series D,1,10333333
India (Else),North Carolina (US),Series D,1,10333333
India (Else),United Kingdom (EU),Series D,1,10333333
New York (US),North Carolina (US),Series D,1,10333333
New York (US),United Kingdom (EU),Series D,4,25956250
North Carolina (US),United Kingdom (EU),Series D,1,10333333
California (US),Connecticut (US),Series D,5,151460000
Connecticut (US),New York (US),Series D,5,78200000
California (US),Germany (EU),Series D,5,91265568
California (US),Hong Kong (Else),Series D,1,13384615
California (US),Minnesota (US),Series D,3,35357949
California (US),Mississippi (US),Series D,1,13384615
California (US),New Jersey (US),Series D,6,76524615
California (US),Singapore (Else),Series D,1,16061538
California (US),Sweden (EU),Series D,1,13384615
Germany (EU),Hong Kong (Else),Series D,1,5353846
Germany (EU),Massachusetts (US),Series D,2,12853846
Germany (EU),Minnesota (US),Series D,1,5353846
Germany (EU),Mississippi (US),Series D,1,5353846
Germany (EU),New Jersey (US),Series D,1,5353846
Germany (EU),Singapore (Else),Series D,1,8030769
Germany (EU),Sweden (EU),Series D,1,5353846
Hong Kong (Else),Massachusetts (US),Series D,1,5353846
Hong Kong (Else),Minnesota (US),Series D,1,5353846
Hong Kong (Else),Mississippi (US),Series D,1,5353846
Hong Kong (Else),New Jersey (US),Series D,1,5353846
Hong Kong (Else),Singapore (Else),Series D,1,8030769
Hong Kong (Else),Sweden (EU),Series D,1,5353846
Massachusetts (US),Minnesota (US),Series D,1,5353846
Massachusetts (US),Mississippi (US),Series D,1,5353846
Massachusetts (US),New Jersey (US),Series D,3,23520513
Massachusetts (US),Singapore (Else),Series D,1,8030769
Massachusetts (US),Sweden (EU),Series D,1,5353846
Minnesota (US),Mississippi (US),Series D,1,5353846
Minnesota (US),New Jersey (US),Series D,2,9673846
Minnesota (US),Singapore (Else),Series D,1,8030769
Minnesota (US),Sweden (EU),Series D,1,5353846
Mississippi (US),New Jersey (US),Series D,1,5353846
Mississippi (US),Singapore (Else),Series D,1,8030769
Mississippi (US),Sweden (EU),Series D,1,5353846
New Jersey (US),Singapore (Else),Series D,1,8030769
New Jersey (US),Sweden (EU),Series D,1,5353846
Singapore (Else),Sweden (EU),Series D,1,8030769
Singapore (Else),Singapore (Else),Series D,1,5353846
California (US),Missouri (US),Series D,1,3333333
Missouri (US),New York (US),Series D,1,3333333
California (US),Colorado (US),Series D,1,33214286
California (US),Maryland (US),Series D,1,33214286
Colorado (US),Germany (EU),Series D,1,13285714
Colorado (US),Maryland (US),Series D,1,13285714
Germany (EU),Maryland (US),Series D,1,13285714
Connecticut (US),Massachusetts (US),Series D,3,12200000
Massachusetts (US),Texas (US),Series D,2,20593000
California (US),Pennsylvania (US),Series D,3,45066000
Illinois (US),Pennsylvania (US),Series D,1,5333333
Belgium (EU),Kenya (Else),Series D,1,11933333
Belgium (EU),New York (US),Series D,2,15133333
Kenya (Else),New York (US),Series D,1,11933333
Israel (Else),New York (US),Series D,3,49000000
Israel (Else),United Kingdom (EU),Series D,1,3000000
Israel (Else),Israel (Else),Series D,2,32000000
California (US),France (EU),Series D,1,9912500
France (EU),Massachusetts (US),Series D,1,7434375
France (EU),New York (US),Series D,1,4956250
France (EU),United Kingdom (EU),Series D,1,4956250
Massachusetts (US),New York (US),Series D,7,58167042
California (US),Texas (US),Series D,4,98493333
New York (US),Texas (US),Series D,2,52500000
California (US),Canada (Else),Series D,1,5333333
Canada (Else),New Jersey (US),Series D,1,2666667
Canada (Else),New York (US),Series D,1,2666667
New Jersey (US),New York (US),Series D,2,10333333
Argentina (Else),California (US),Series D,1,750000
Argentina (Else),New York (US),Series D,1,1125000
Massachusetts (US),Oregon (US),Series D,1,10000000
California (US),Israel (Else),Series D,2,46000000
California (US),Nevada (US),Series D,1,6000000
California (US),Tennessee (US),Series D,1,6000000
Connecticut (US),Israel (Else),Series D,1,6000000
Connecticut (US),Nevada (US),Series D,1,6000000
Connecticut (US),Tennessee (US),Series D,1,6000000
Israel (Else),Massachusetts (US),Series D,1,6000000
Israel (Else),Nevada (US),Series D,1,6000000
Israel (Else),Tennessee (US),Series D,1,6000000
Massachusetts (US),Nevada (US),Series D,1,6000000
Massachusetts (US),Tennessee (US),Series D,1,6000000
Nevada (US),New York (US),Series D,1,6000000
Nevada (US),Tennessee (US),Series D,1,6000000
New York (US),Tennessee (US),Series D,1,6000000
Germany (EU),Israel (Else),Series D,1,40000000
Germany (EU),New York (US),Series D,1,20000000
Germany (EU),Texas (US),Series D,1,30000000
Israel (Else),Texas (US),Series D,1,50000000
Texas (US),Texas (US),Series D,1,20000000
Connecticut (US),Texas (US),Series D,1,2660000
Minnesota (US),Texas (US),Series D,1,13333333
New York (US),Taiwan (Else),Series D,1,7000000
Bahrain (Else),California (US),Series D,1,24000000
Bahrain (Else),New York (US),Series D,1,18000000
Bahrain (Else),Ohio (US),Series D,1,12000000
New York (US),Ohio (US),Series D,1,18000000
Georgia (US),Pennsylvania (US),Series D,1,21000000
California (US),Florida (US),Series D,3,136913333
Florida (US),Pennsylvania (US),Series D,1,1399333
Germany (EU),United Kingdom (EU),Series D,1,14666667
Connecticut (US),Pennsylvania (US),Series D,1,16000000
Belgium (EU),California (US),Series D,1,4800000
Belgium (EU),Switzerland (EU),Series D,1,3200000
California (US),Switzerland (EU),Series D,1,4800000
New York (US),Switzerland (EU),Series D,1,3200000
New York (US),Pennsylvania (US),Series D,2,11999333
California (US),Virginia (US),Series D,1,7422000
California (US),Georgia (US),Series D,1,3000000
California (US),North Carolina (US),Series D,1,3000000
Georgia (US),North Carolina (US),Series D,1,3000000
Brazil (Else),New York (US),Series D,1,12000000
New York (US),Washington (US),Series D,1,5625000
Minnesota (US),Switzerland (EU),Series D,1,9250000
Minnesota (US),Minnesota (US),Series D,1,6166667
Georgia (US),North Carolina (US),Series E,1,2000000
Georgia (US),Tennessee (US),Series E,2,5300000
North Carolina (US),Tennessee (US),Series E,1,2500000
North Carolina (US),North Carolina (US),Series E,1,1500000
Tennessee (US),Tennessee (US),Series E,1,1000000
California (US),Connecticut (US),Series E,4,51837571
California (US),Massachusetts (US),Series E,6,54750667
California (US),Minnesota (US),Series E,2,10034000
California (US),United Kingdom (EU),Series E,4,21284000
Connecticut (US),Massachusetts (US),Series E,2,15584000
Connecticut (US),Minnesota (US),Series E,1,6384000
Connecticut (US),United Kingdom (EU),Series E,1,6384000
Massachusetts (US),Minnesota (US),Series E,1,6384000
Massachusetts (US),United Kingdom (EU),Series E,3,14695111
Minnesota (US),United Kingdom (EU),Series E,2,10034000
California (US),Maryland (US),Series E,2,12466667
Maryland (US),Massachusetts (US),Series E,2,8311111
Maryland (US),United Kingdom (EU),Series E,2,8311111
California (US),California (US),Series E,9,71550325
California (US),Colorado (US),Series E,2,35999000
California (US),Florida (US),Series E,3,27266667
Colorado (US),Florida (US),Series E,1,15000000
Colorado (US),Massachusetts (US),Series E,1,15000000
Florida (US),Massachusetts (US),Series E,2,18111111
Massachusetts (US),Massachusetts (US),Series E,2,19966667
Arizona (US),California (US),Series E,1,2433333
Arizona (US),Minnesota (US),Series E,1,3650000
Arizona (US),New York (US),Series E,1,2433333
Arizona (US),United Kingdom (EU),Series E,1,2433333
California (US),New York (US),Series E,4,43271429
Minnesota (US),New York (US),Series E,1,3650000
New York (US),United Kingdom (EU),Series E,2,5544444
Minnesota (US),Minnesota (US),Series E,1,2433333
Connecticut (US),New York (US),Series E,2,24828571
Massachusetts (US),New York (US),Series E,2,21511111
New York (US),New York (US),Series E,2,18085714
California (US),Georgia (US),Series E,1,7600000
California (US),Tennessee (US),Series E,1,7600000
California (US),Washington (US),Series E,3,23739000
Florida (US),Georgia (US),Series E,1,3800000
Florida (US),Tennessee (US),Series E,1,3800000
Florida (US),Washington (US),Series E,1,3800000
Georgia (US),Washington (US),Series E,1,3800000
Tennessee (US),Washington (US),Series E,1,3800000
California (US),France (EU),Series E,1,4300000
California (US),Japan (Else),Series E,1,6428571
California (US),Texas (US),Series E,3,42113571
Connecticut (US),Japan (Else),Series E,1,4285714
Connecticut (US),Texas (US),Series E,3,13960714
Japan (Else),New York (US),Series E,1,6428571
Japan (Else),Texas (US),Series E,1,4285714
New York (US),Texas (US),Series E,1,6428571
California (US),Pennsylvania (US),Series E,1,6222222
Florida (US),Maryland (US),Series E,1,3111111
Florida (US),New York (US),Series E,1,3111111
Florida (US),Pennsylvania (US),Series E,1,4666667
Florida (US),United Kingdom (EU),Series E,1,3111111
Maryland (US),New York (US),Series E,1,3111111
Maryland (US),Pennsylvania (US),Series E,1,4666667
Massachusetts (US),Pennsylvania (US),Series E,1,4666667
New York (US),Pennsylvania (US),Series E,1,4666667
Pennsylvania (US),United Kingdom (EU),Series E,1,4666667
Pennsylvania (US),Pennsylvania (US),Series E,1,3111111
California (US),Illinois (US),Series E,1,3293200
California (US),Israel (Else),Series E,1,6586400
Illinois (US),Israel (Else),Series E,1,6586400
Israel (Else),Israel (Else),Series E,1,4939800
Connecticut (US),North Carolina (US),Series E,1,2800000
North Carolina (US),Texas (US),Series E,1,2800000
California (US),The Netherlands (EU),Series E,1,20625000
Connecticut (US),The Netherlands (EU),Series E,1,6875000
Texas (US),The Netherlands (EU),Series E,1,6875000
California (US),New Jersey (US),Series E,1,7000000
California (US),Connecticut (US),Series F,2,2045333
California (US),Japan (Else),Series F,1,800000
California (US),Texas (US),Series F,1,800000
California (US),Washington (US),Series F,2,2845333
Connecticut (US),Japan (Else),Series F,1,800000
Connecticut (US),Texas (US),Series F,1,800000
Connecticut (US),Washington (US),Series F,2,2845333
Japan (Else),Texas (US),Series F,1,800000
Japan (Else),Washington (US),Series F,1,1600000
Texas (US),Washington (US),Series F,1,1600000
Washington (US),Washington (US),Series F,1,1200000
California (US),New York (US),Series F,1,40000000
California (US),California (US),Series F,2,39000000
New York (US),New York (US),Series F,1,16000000
Massachusetts (US),New Jersey (US),Series F,1,38994000
Massachusetts (US),Massachusetts (US),Series F,1,25996000
Ireland (EU),Minnesota (US),Series G,1,7426667
Ireland (EU),United Kingdom (EU),Series G,1,7426667
Minnesota (US),United Kingdom (EU),Series G,1,7426667
California (US),Israel (Else),Series H,1,17500000
California (US),Massachusetts (US),Series H,1,5000000
California (US),Minnesota (US),Series H,1,5000000
California (US),New York (US),Series H,1,5000000
California (US),Singapore (Else),Series H,1,5000000
California (US),Texas (US),Series H,1,5000000
Israel (Else),Massachusetts (US),Series H,1,17500000
Israel (Else),Minnesota (US),Series H,1,17500000
Israel (Else),New York (US),Series H,1,17500000
Israel (Else),Singapore (Else),Series H,1,17500000
Israel (Else),Texas (US),Series H,1,17500000
