from,to,round,deals,value
Canada (Else),Canada (Else),Series D,1,7333333
New York (US),New York (US),Series D,8,69830556
Canada (Else),Texas (US),Series D,1,5000000
Massachusetts (US),Texas (US),Series D,4,34583333
Massachusetts (US),Massachusetts (US),Series D,12,89392984
Texas (US),Texas (US),Series D,6,31833333
Canada (Else),United Kingdom (EU),Series Unknown,2,56000000
Canada (Else),Canada (Else),Series Unknown,7,49042356
Canada (Else),Illinois (US),Series Unknown,2,17047161
Canada (Else),Maryland (US),Series Unknown,1,11172161
Canada (Else),North Carolina (US),Series Unknown,1,11172161
Illinois (US),Maryland (US),Series Unknown,1,4468864
Illinois (US),North Carolina (US),Series Unknown,2,8388864
Maryland (US),North Carolina (US),Series Unknown,2,6611721
California (US),Canada (Else),Series Unknown,5,28475000
California (US),Taiwan (Else),Series Unknown,7,53214286
Canada (Else),Taiwan (Else),Series Unknown,2,12541667
Taiwan (Else),Taiwan (Else),Series Unknown,1,2666667
Italy (EU),Sweden (EU),Series Unknown,1,5973333
Italy (EU),Switzerland (EU),Series Unknown,1,5973333
Sweden (EU),Switzerland (EU),Series Unknown,2,11743556
Finland (EU),Sweden (EU),Series Unknown,1,5770223
Finland (EU),Switzerland (EU),Series Unknown,1,5770223
Canada (Else),Germany (EU),Series Unknown,2,27500000
Canada (Else),Texas (US),Series Unknown,1,7500000
Germany (EU),Texas (US),Series Unknown,3,26000000
Canada (Else),France (EU),Series Unknown,1,3790472
California (US),Massachusetts (US),Series Unknown,19,159038095
China (Else),China (Else),Angel,7,2484855
China (Else),Portugal (EU),Angel,1,362605
California (US),Illinois (US),Series A,7,31316667
California (US),Hong Kong (Else),Series A,4,37453000
China (Else),Taiwan (Else),Series A,1,20000000
China (Else),China (Else),Series A,1,13333333
China (Else),Hong Kong (Else),Series A,2,2000000
China (Else),Hong Kong (Else),Series B,1,5000000
California (US),Singapore (Else),Series B,7,99666232
California (US),California (US),Series B,142,1662290909
China (Else),China (Else),Series B,1,3520000
California (US),China (Else),Series C,3,43160000
California (US),Massachusetts (US),Series C,47,499322912
California (US),Michigan (US),Series C,2,23571429
China (Else),Massachusetts (US),Series C,1,6428571
China (Else),Michigan (US),Series C,1,6428571
Massachusetts (US),Michigan (US),Series C,1,4285714
China (Else),China (Else),Series C,1,4285714
California (US),Florida (US),Series C,7,85563247
China (Else),Florida (US),Series C,1,14080000
California (US),China (Else),Series D,2,54333333
California (US),Japan (Else),Series D,6,107669095
California (US),United Kingdom (EU),Series D,9,249505154
China (Else),Japan (Else),Series D,1,41000000
China (Else),United Kingdom (EU),Series D,1,41000000
Japan (Else),United Kingdom (EU),Series D,2,59333333
California (US),China (Else),Series Unknown,3,25190476
California (US),India (Else),Series Unknown,2,7333333
China (Else),India (Else),Series Unknown,1,2333333
California (US),District of Columbia (US),Series Unknown,3,17550000
California (US),Mississippi (US),Series B,6,103837429
California (US),Denmark (EU),Series C,5,81559188
California (US),Sweden (EU),Series C,4,49055556
Denmark (EU),Sweden (EU),Series C,2,25972222
Denmark (EU),Denmark (EU),Series C,1,12500000
California (US),Finland (EU),Series Unknown,2,11627036
California (US),France (EU),Series Unknown,2,27512750
Finland (EU),France (EU),Series Unknown,1,5912750
California (US),Sweden (EU),Series Unknown,2,14333333
California (US),California (US),Series Unknown,59,486466071
California (US),Denmark (EU),Series A,1,21448095
California (US),Massachusetts (US),Series A,32,332774595
Denmark (EU),Massachusetts (US),Series A,1,21448095
Denmark (EU),United Kingdom (EU),Series A,1,32172142
Massachusetts (US),United Kingdom (EU),Series A,3,52605066
United Kingdom (EU),United Kingdom (EU),Series A,3,27261428
France (EU),France (EU),Series A,2,7614068
France (EU),Luxembourg (EU),Series A,1,4500000
Belgium (EU),California (US),Series B,4,77328571
Belgium (EU),Germany (EU),Series B,1,10666667
Belgium (EU),Switzerland (EU),Series B,2,23866667
California (US),France (EU),Series B,5,51666847
California (US),Germany (EU),Series B,8,66659061
California (US),Switzerland (EU),Series B,6,74430015
France (EU),Germany (EU),Series B,3,37733514
France (EU),Switzerland (EU),Series B,2,30489130
Germany (EU),Switzerland (EU),Series B,2,25533514
California (US),Minnesota (US),Series C,7,86353247
California (US),Texas (US),Series C,12,152501138
California (US),United Kingdom (EU),Series C,22,323878715
California (US),Washington (US),Series C,12,162574214
Minnesota (US),Texas (US),Series C,1,4714286
Minnesota (US),United Kingdom (EU),Series C,3,24805195
Minnesota (US),Washington (US),Series C,2,13441558
Texas (US),United Kingdom (EU),Series C,1,3142857
Texas (US),Washington (US),Series C,2,9179221
United Kingdom (EU),Washington (US),Series C,3,27090909
Minnesota (US),Minnesota (US),Series C,1,3142857
Belgium (EU),California (US),Series C,2,10367918
Belgium (EU),Denmark (EU),Series C,1,4567918
Belgium (EU),France (EU),Series C,1,13703753
California (US),France (EU),Series C,6,57806610
Denmark (EU),France (EU),Series C,1,13703753
France (EU),France (EU),Series C,6,41085215
France (EU),Illinois (US),Series C,1,9116233
France (EU),Minnesota (US),Series C,1,9116233
Illinois (US),Minnesota (US),Series C,1,9116233
France (EU),United Kingdom (EU),Series Unknown,3,38129092
California (US),New York (US),Series Unknown,19,610515357
France (EU),New York (US),Series Unknown,2,24933333
France (EU),France (EU),Series Unknown,2,21960000
Belgium (EU),Germany (EU),Series A,1,7079978
Belgium (EU),Switzerland (EU),Series A,1,2831991
Belgium (EU),United Kingdom (EU),Series A,1,2831991
Germany (EU),Switzerland (EU),Series A,2,11293835
Germany (EU),United Kingdom (EU),Series A,4,30512901
Switzerland (EU),United Kingdom (EU),Series A,1,2831991
Germany (EU),Germany (EU),Series A,3,14541657
California (US),Germany (EU),Series A,6,36533333
France (EU),Germany (EU),Series A,3,29990839
France (EU),Massachusetts (US),Series A,2,19232924
France (EU),United Kingdom (EU),Series A,1,15232924
Germany (EU),Massachusetts (US),Series A,2,20432924
California (US),United Kingdom (EU),Series B,18,142856292
Germany (EU),United Kingdom (EU),Series B,5,30159408
Germany (EU),Germany (EU),Series B,3,13594776
Germany (EU),Massachusetts (US),Series B,4,42095143
Germany (EU),Sweden (EU),Series B,2,20217244
Germany (EU),Texas (US),Series B,2,29717244
Massachusetts (US),Sweden (EU),Series B,3,41024387
Massachusetts (US),Texas (US),Series B,8,74443760
Massachusetts (US),United Kingdom (EU),Series B,13,169186073
Sweden (EU),Texas (US),Series B,1,15217244
Sweden (EU),United Kingdom (EU),Series B,2,20217244
Texas (US),United Kingdom (EU),Series B,4,41550578
The Netherlands (EU),The Netherlands (EU),Series B,1,6093169
Germany (EU),New York (US),Series B,2,8216667
Massachusetts (US),New York (US),Series B,15,164182655
Germany (EU),South Korea (Else),Series B,1,12437751
Finland (EU),Germany (EU),Series C,1,3732057
Finland (EU),United Kingdom (EU),Series C,2,10732057
Germany (EU),United Kingdom (EU),Series C,1,3732057
Germany (EU),United Kingdom (EU),Series Unknown,2,37537859
Germany (EU),Germany (EU),Series Unknown,2,14760743
California (US),Taiwan (Else),Series A,3,35500000
California (US),Japan (Else),Series A,3,18600000
California (US),District of Columbia (US),Series C,8,92225524
District of Columbia (US),Florida (US),Series C,1,2000000
District of Columbia (US),Massachusetts (US),Series C,8,41669048
Florida (US),Massachusetts (US),Series C,4,20666667
Iceland (EU),Massachusetts (US),Series C,1,6333333
Iceland (EU),New York (US),Series C,1,6333333
Massachusetts (US),New York (US),Series C,23,200375397
California (US),Massachusetts (US),Series B,53,720145739
Colorado (US),India (Else),Series C,1,1005188
Colorado (US),Pennsylvania (US),Series C,2,2660188
Colorado (US),United Kingdom (EU),Series C,1,1507781
India (Else),Pennsylvania (US),Series C,1,1005188
India (Else),United Kingdom (EU),Series C,1,1507781
Pennsylvania (US),United Kingdom (EU),Series C,1,1507781
United Kingdom (EU),United Kingdom (EU),Series C,7,41078068
Israel (Else),Israel (Else),Seed,1,1000000
California (US),Estonia (EU),Series A,1,1000000
California (US),Israel (Else),Series A,3,18500000
Estonia (EU),Germany (EU),Series A,1,1000000
Estonia (EU),Israel (Else),Series A,1,1000000
Germany (EU),Israel (Else),Series A,1,1000000
California (US),Washington (US),Series A,8,120861333
Israel (Else),Israel (Else),Series A,7,42958333
Illinois (US),Israel (Else),Series A,1,5000000
Israel (Else),Singapore (Else),Series A,1,6000000
California (US),Israel (Else),Series B,13,148166667
California (US),Ohio (US),Series B,3,18964286
California (US),West Virginia (US),Series B,1,4750000
Israel (Else),Ohio (US),Series B,1,4750000
Israel (Else),West Virginia (US),Series B,2,13750000
Ohio (US),West Virginia (US),Series B,1,4750000
Israel (Else),Japan (Else),Series B,2,22628571
Israel (Else),Massachusetts (US),Series B,4,62628571
Israel (Else),New York (US),Series B,4,29011905
Israel (Else),United Kingdom (EU),Series B,6,73753571
Japan (Else),Massachusetts (US),Series B,1,3314286
Japan (Else),New York (US),Series B,1,3314286
Japan (Else),United Kingdom (EU),Series B,1,3314286
New York (US),United Kingdom (EU),Series B,5,58814286
Israel (Else),Israel (Else),Series B,12,71931429
Germany (EU),Israel (Else),Series B,3,25000000
Germany (EU),Singapore (Else),Series B,2,13661232
Israel (Else),Singapore (Else),Series B,3,24705000
New York (US),Singapore (Else),Series B,2,5500000
Singapore (Else),United Kingdom (EU),Series B,2,7750000
California (US),Israel (Else),Series C,11,102650036
California (US),New York (US),Series C,32,449784101
California (US),Virginia (US),Series C,4,18603175
Israel (Else),Massachusetts (US),Series C,3,12911429
Israel (Else),New York (US),Series C,2,11028571
Israel (Else),Virginia (US),Series C,1,1071429
Massachusetts (US),Virginia (US),Series C,2,9380952
New York (US),Virginia (US),Series C,1,1071429
Israel (Else),Israel (Else),Series C,12,72754785
New York (US),New York (US),Series C,11,109387244
Indiana (US),Israel (Else),Series C,1,9600000
Indiana (US),Massachusetts (US),Series C,5,42257143
Indiana (US),New York (US),Series C,1,6400000
California (US),Japan (Else),Series C,8,102857143
Israel (Else),Japan (Else),Series C,1,18000000
California (US),Singapore (Else),Series C,5,77111111
Israel (Else),Singapore (Else),Series C,2,18000000
California (US),Pennsylvania (US),Series D,5,49921429
Israel (Else),West Virginia (US),Series D,2,16250000
Israel (Else),Israel (Else),Series D,3,17666667
France (EU),Israel (Else),Series D,1,8000000
Israel (Else),Israel (Else),Series Unknown,3,20404762
Germany (EU),Israel (Else),Series Unknown,3,36000000
Germany (EU),Taiwan (Else),Series Unknown,3,26250000
Israel (Else),Taiwan (Else),Series Unknown,2,22428571
Israel (Else),Texas (US),Series Unknown,3,27600000
Taiwan (Else),Texas (US),Series Unknown,1,19000000
Israel (Else),Pennsylvania (US),Series Unknown,2,5600000
California (US),Switzerland (EU),Series C,4,52092803
California (US),The Netherlands (EU),Series C,2,22707088
Massachusetts (US),Switzerland (EU),Series C,3,19595202
Massachusetts (US),The Netherlands (EU),Series C,4,26283773
Massachusetts (US),United Kingdom (EU),Series C,18,132569793
Switzerland (EU),The Netherlands (EU),Series C,1,8280916
Switzerland (EU),United Kingdom (EU),Series C,4,40735660
The Netherlands (EU),United Kingdom (EU),Series C,2,15781374
Japan (Else),Japan (Else),Corporate Round,1,2071704
Japan (Else),Japan (Else),Seed,2,5212278
California (US),Japan (Else),Seed,1,1038628
Norway (EU),United Kingdom (EU),Series Unknown,1,5372044
California (US),Illinois (US),Series C,12,99644071
Illinois (US),Texas (US),Series C,1,6000000
Massachusetts (US),Massachusetts (US),Series C,30,183405622
New York (US),Spain (EU),Series Unknown,1,24019408
New York (US),United Kingdom (EU),Series Unknown,2,37352741
Spain (EU),United Kingdom (EU),Series Unknown,1,24019408
United Kingdom (EU),United Kingdom (EU),Series B,7,81167702
Sweden (EU),Sweden (EU),Series B,1,7046952
Denmark (EU),Sweden (EU),Series Unknown,1,5981745
Germany (EU),Switzerland (EU),Seed,1,1612361
Germany (EU),The Netherlands (EU),Seed,1,1612361
Switzerland (EU),The Netherlands (EU),Seed,1,1074908
Germany (EU),Germany (EU),Seed,1,1074908
Switzerland (EU),Switzerland (EU),Series A,4,26225702
Germany (EU),New York (US),Series A,1,18600696
California (US),France (EU),Series A,3,17824209
France (EU),Massachusetts (US),Series B,2,18066847
France (EU),Singapore (Else),Series B,1,14866847
Massachusetts (US),Singapore (Else),Series B,2,18911232
Massachusetts (US),Switzerland (EU),Series B,2,19295419
Singapore (Else),Switzerland (EU),Series B,1,14866847
Switzerland (EU),Switzerland (EU),Series B,1,9911232
Germany (EU),Massachusetts (US),Series C,3,32457143
Germany (EU),Germany (EU),Series C,1,6400000
Massachusetts (US),New York (US),Series Unknown,8,59308571
Massachusetts (US),Taiwan (Else),Series B,2,52571429
Taiwan (Else),United Kingdom (EU),Series B,1,32571429
Taiwan (Else),Taiwan (Else),Series B,1,27142857
California (US),Colorado (US),Series C,7,67607270
California (US),Hong Kong (Else),Series C,2,21685714
California (US),Taiwan (Else),Series C,6,61173810
China (Else),Colorado (US),Series C,1,2857143
China (Else),Hong Kong (Else),Series C,1,2857143
China (Else),Japan (Else),Series C,1,2857143
China (Else),Taiwan (Else),Series C,1,2857143
Colorado (US),Hong Kong (Else),Series C,1,2857143
Colorado (US),Japan (Else),Series C,2,13257143
Colorado (US),Taiwan (Else),Series C,1,2857143
Hong Kong (Else),Japan (Else),Series C,1,2857143
Hong Kong (Else),Taiwan (Else),Series C,1,2857143
Japan (Else),Taiwan (Else),Series C,4,14040476
Massachusetts (US),United Kingdom (EU),Series Unknown,2,25000000
Massachusetts (US),Massachusetts (US),Series Unknown,10,72566857
California (US),The Netherlands (EU),Series Unknown,1,41333333
California (US),United Kingdom (EU),Series Unknown,3,59238095
The Netherlands (EU),United Kingdom (EU),Series Unknown,2,44693333
Germany (EU),Massachusetts (US),Series Unknown,1,7406776
Colorado (US),Delaware (US),Series C,1,1655000
Colorado (US),Illinois (US),Series C,2,10455000
Colorado (US),Iowa (US),Series C,1,1655000
Colorado (US),New Jersey (US),Series C,1,1655000
Colorado (US),New York (US),Series C,2,24976667
Colorado (US),Utah (US),Series C,1,1655000
Delaware (US),Illinois (US),Series C,1,1655000
Delaware (US),Iowa (US),Series C,1,1655000
Delaware (US),New Jersey (US),Series C,1,1655000
Delaware (US),New York (US),Series C,2,9198889
Delaware (US),Pennsylvania (US),Series C,2,7655000
Delaware (US),Utah (US),Series C,1,1655000
Illinois (US),Iowa (US),Series C,1,1655000
Illinois (US),New Jersey (US),Series C,2,7488333
Illinois (US),New York (US),Series C,5,32976667
Illinois (US),Pennsylvania (US),Series C,2,7432778
Illinois (US),Utah (US),Series C,1,1655000
Iowa (US),New Jersey (US),Series C,1,1655000
Iowa (US),New York (US),Series C,1,3310000
Iowa (US),Pennsylvania (US),Series C,1,1655000
Iowa (US),Utah (US),Series C,1,1655000
New Jersey (US),New York (US),Series C,1,3310000
New Jersey (US),Pennsylvania (US),Series C,2,6805000
New Jersey (US),Utah (US),Series C,1,1655000
New York (US),Pennsylvania (US),Series C,5,24231429
New York (US),Utah (US),Series C,3,30776667
Pennsylvania (US),Utah (US),Series C,1,1655000
California (US),Israel (Else),Series Unknown,8,93266190
Israel (Else),Massachusetts (US),Series Unknown,2,14166667
Israel (Else),New York (US),Series Unknown,5,56711429
United Kingdom (EU),United Kingdom (EU),Seed,1,978583
Israel (Else),United Kingdom (EU),Series A,1,6700000
The Netherlands (EU),United Kingdom (EU),Series A,1,10885855
Belgium (EU),New Jersey (US),Series C,1,5800000
Belgium (EU),United Kingdom (EU),Series C,1,5800000
California (US),New Jersey (US),Series C,3,39833333
New Jersey (US),United Kingdom (EU),Series C,3,25666667
Ireland (EU),United Kingdom (EU),Series C,1,9000000
Maryland (US),Massachusetts (US),Series C,4,31716667
Maryland (US),Spain (EU),Series C,1,6100000
Maryland (US),United Kingdom (EU),Series C,2,11100000
Massachusetts (US),Spain (EU),Series C,1,9150000
Spain (EU),United Kingdom (EU),Series C,1,6100000
Denmark (EU),United Kingdom (EU),Series C,2,68598026
Canada (Else),United Kingdom (EU),Series D,1,9280000
United Kingdom (EU),United Kingdom (EU),Series Unknown,7,58972090
Colorado (US),Pennsylvania (US),Series Unknown,1,3500000
Colorado (US),United Kingdom (EU),Series Unknown,1,5250000
Pennsylvania (US),United Kingdom (EU),Series Unknown,1,5250000
Canada (Else),New York (US),Series Unknown,1,20000000
Germany (EU),New York (US),Series Unknown,1,20000000
Washington (US),Washington (US),Angel,1,1500000
California (US),California (US),Angel,2,800000
Canada (Else),Florida (US),Corporate Round,1,28000000
Canada (Else),New York (US),Corporate Round,1,42000000
Canada (Else),Ohio (US),Corporate Round,1,28000000
Florida (US),New York (US),Corporate Round,1,42000000
Florida (US),Ohio (US),Corporate Round,1,28000000
New York (US),Ohio (US),Corporate Round,1,42000000
New York (US),New York (US),Corporate Round,1,28000000
Pennsylvania (US),Pennsylvania (US),Pre Seed,1,200000
California (US),California (US),Seed,4,7930000
California (US),Massachusetts (US),Seed,1,10000
California (US),Canada (Else),Seed,1,2240000
California (US),United Kingdom (EU),Seed,1,2240000
Canada (Else),United Kingdom (EU),Seed,1,1120000
Finland (EU),Massachusetts (US),Seed,1,1800000
Massachusetts (US),Massachusetts (US),Seed,1,500000
California (US),Finland (EU),Series A,1,6666667
Finland (EU),Massachusetts (US),Series A,1,6666667
Israel (Else),Massachusetts (US),Series A,2,6416667
Israel (Else),New York (US),Series A,3,17250000
Israel (Else),The Netherlands (EU),Series A,2,6416667
Massachusetts (US),New York (US),Series A,5,42427778
Massachusetts (US),The Netherlands (EU),Series A,2,6416667
New York (US),The Netherlands (EU),Series A,2,10250000
California (US),Oklahoma (US),Series A,1,7000000
Connecticut (US),Oklahoma (US),Series A,1,7000000
Oklahoma (US),United Kingdom (EU),Series A,1,7000000
Connecticut (US),South Carolina (US),Series A,1,62000000
California (US),Texas (US),Series A,7,35984000
Connecticut (US),Pennsylvania (US),Series A,2,15500000
California (US),Mexico (Else),Series A,1,3300000
Illinois (US),Mexico (Else),Series A,1,3300000
Illinois (US),Illinois (US),Series A,2,8450000
California (US),Colorado (US),Series A,3,20512000
Colorado (US),Japan (Else),Series A,2,7302000
Colorado (US),Massachusetts (US),Series A,2,12577778
Japan (Else),Massachusetts (US),Series A,1,4800000
California (US),New Jersey (US),Series A,2,20000000
Massachusetts (US),New Jersey (US),Series A,2,20000000
New Jersey (US),New York (US),Series A,2,35533333
New York (US),New York (US),Series A,5,33866667
California (US),North Carolina (US),Series A,6,54328833
North Carolina (US),Texas (US),Series A,2,6228000
North Carolina (US),North Carolina (US),Series A,4,8066667
California (US),Florida (US),Series A,3,13140000
California (US),Maryland (US),Series A,2,23175000
Florida (US),Maryland (US),Series A,1,2550000
Florida (US),Switzerland (EU),Series A,2,5700000
Florida (US),Texas (US),Series A,2,5700000
Maryland (US),Switzerland (EU),Series A,1,2550000
Maryland (US),Texas (US),Series A,2,20550000
Switzerland (EU),Texas (US),Series A,2,5700000
Maryland (US),Maryland (US),Series A,1,1700000
Illinois (US),Massachusetts (US),Series A,5,61575000
California (US),Mississippi (US),Series A,3,27291667
Maryland (US),Mississippi (US),Series A,1,6875000
Maryland (US),North Carolina (US),Series A,1,6875000
Mississippi (US),North Carolina (US),Series A,1,6875000
Mississippi (US),New York (US),Series A,1,4666667
Minnesota (US),New York (US),Series A,1,3000000
California (US),Singapore (Else),Series A,3,20690476
California (US),Virginia (US),Series A,6,44857143
Singapore (Else),Virginia (US),Series A,2,5171429
Illinois (US),Wisconsin (US),Series A,1,9375000
Massachusetts (US),Wisconsin (US),Series A,1,6250000
Germany (EU),Illinois (US),Series A,1,6500000
Germany (EU),Virginia (US),Series A,1,6500000
Illinois (US),Virginia (US),Series A,2,15500000
District of Columbia (US),Illinois (US),Series A,1,4000000
District of Columbia (US),New York (US),Series A,1,4000000
Illinois (US),New York (US),Series A,2,6216667
Colorado (US),Michigan (US),Series A,1,2428571
Colorado (US),Missouri (US),Series A,1,2428571
Colorado (US),Ohio (US),Series A,1,2428571
Colorado (US),Wisconsin (US),Series A,1,4857143
Michigan (US),Missouri (US),Series A,1,2428571
Michigan (US),Ohio (US),Series A,1,2428571
Michigan (US),Wisconsin (US),Series A,1,4857143
Missouri (US),Ohio (US),Series A,1,2428571
Missouri (US),Wisconsin (US),Series A,1,4857143
Ohio (US),Wisconsin (US),Series A,1,4857143
Wisconsin (US),Wisconsin (US),Series A,1,3642857
Arizona (US),Colorado (US),Series A,1,3612000
Arizona (US),Illinois (US),Series A,1,2408000
Arizona (US),Washington (US),Series A,1,2408000
Colorado (US),Illinois (US),Series A,2,12612000
Colorado (US),Washington (US),Series A,1,3612000
Illinois (US),Washington (US),Series A,2,7158000
Colorado (US),Colorado (US),Series A,2,4076000
Colorado (US),France (EU),Series A,1,1500000
California (US),Ohio (US),Series A,1,5700000
Massachusetts (US),Ohio (US),Series A,2,13700000
New York (US),Ohio (US),Series A,4,8866667
Illinois (US),Switzerland (EU),Series A,1,7125000
Switzerland (EU),Washington (US),Series A,1,7125000
Germany (EU),Washington (US),Series A,1,4333333
California (US),Georgia (US),Series A,2,9557143
France (EU),Hong Kong (Else),Series A,1,7207917
Texas (US),Texas (US),Series A,3,17685333
Colorado (US),Maryland (US),Series A,1,9000000
Colorado (US),Texas (US),Series A,1,18000000
Colorado (US),Virginia (US),Series A,2,11222222
Illinois (US),Maryland (US),Series A,1,9000000
Illinois (US),Texas (US),Series A,1,18000000
Maryland (US),Virginia (US),Series A,1,9000000
Texas (US),Virginia (US),Series A,1,18000000
New York (US),Texas (US),Series A,3,21133333
Florida (US),North Carolina (US),Series A,2,5172000
Florida (US),Florida (US),Series A,1,2720000
California (US),Pennsylvania (US),Series A,3,23050000
Canada (Else),Pennsylvania (US),Series A,1,9600000
Pennsylvania (US),Pennsylvania (US),Series A,3,13900000
Colorado (US),New York (US),Series A,1,2222222
Massachusetts (US),Virginia (US),Series A,1,7777778
New York (US),Virginia (US),Series A,2,5222222
Connecticut (US),Massachusetts (US),Series A,4,58666667
Connecticut (US),Connecticut (US),Series A,1,8062500
California (US),Oregon (US),Series A,2,17250000
California (US),Missouri (US),Series A,2,6320000
California (US),Michigan (US),Series A,1,6000000
Germany (EU),New Jersey (US),Series A,1,5200000
New Jersey (US),United Kingdom (EU),Series A,1,5200000
Maryland (US),New Jersey (US),Series A,1,13333333
Maryland (US),New York (US),Series A,2,14533333
Canada (Else),Georgia (US),Series A,1,6557143
Canada (Else),Singapore (Else),Series A,1,6557143
Georgia (US),Singapore (Else),Series A,1,4371429
Georgia (US),Virginia (US),Series A,1,4371429
Oregon (US),Washington (US),Series A,1,2000000
Washington (US),Washington (US),Series A,4,7399999
Florida (US),South Carolina (US),Series A,1,1092000
North Carolina (US),South Carolina (US),Series A,1,1092000
Georgia (US),North Carolina (US),Series A,1,1000000
California (US),China (Else),Series A,1,8400000
Connecticut (US),Maryland (US),Series A,1,12500000
Georgia (US),Pennsylvania (US),Series A,1,5000000
Georgia (US),Georgia (US),Series A,1,3333333
Italy (EU),South Korea (Else),Series A,1,2400000
Ireland (EU),United Kingdom (EU),Series A,1,2020000
Minnesota (US),Washington (US),Series A,1,3438000
France (EU),Singapore (Else),Series A,1,10000000
Germany (EU),Singapore (Else),Series A,1,10000000
Singapore (Else),Singapore (Else),Series A,1,6666667
Arizona (US),California (US),Series A,2,6325000
Massachusetts (US),North Carolina (US),Series A,3,36708333
Connecticut (US),Utah (US),Series A,1,5400000
Utah (US),Utah (US),Series A,1,3600000
California (US),Idaho (US),Series A,1,6000000
Connecticut (US),Washington (US),Series A,1,2049999
Australia (Else),Switzerland (EU),Series A,1,1500000
Hong Kong (Else),Massachusetts (US),Series A,1,1000000
Arizona (US),New York (US),Series A,1,1750000
India (Else),Massachusetts (US),Series A,1,4006999
New York (US),Pennsylvania (US),Series A,1,3333333
Pennsylvania (US),Texas (US),Series A,1,3333333
New York (US),North Carolina (US),Series A,1,1066667
North Carolina (US),Ohio (US),Series A,1,1066667
North Carolina (US),Pennsylvania (US),Series A,1,7000000
Illinois (US),North Carolina (US),Series A,1,5500000
California (US),Kentucky (US),Series A,1,4000185
Massachusetts (US),Texas (US),Series A,1,5700000
California (US),Utah (US),Series A,1,8250000
Oregon (US),Utah (US),Series A,1,5500000
Maryland (US),Pennsylvania (US),Series A,1,6600000
Arizona (US),Massachusetts (US),Series A,1,4250000
California (US),District of Columbia (US),Series A,1,1333333
District of Columbia (US),Massachusetts (US),Series A,1,1333333
California (US),Connecticut (US),Series B,13,317832333
California (US),Michigan (US),Series B,5,61007143
California (US),New Jersey (US),Series B,14,167548413
Connecticut (US),Massachusetts (US),Series B,7,98420238
Connecticut (US),Michigan (US),Series B,2,14328571
