from,to,round,deals,value
Illinois (US),Massachusetts (US),Series B,30,501505025
Illinois (US),New York (US),Series B,48,1029067239
Illinois (US),United Arab Emirates (Else),Series B,2,108836002
Massachusetts (US),New York (US),Series B,72,1489835767
Massachusetts (US),United Arab Emirates (Else),Series B,1,78836002
New York (US),United Arab Emirates (Else),Series B,11,411813275
Australia (Else),United Kingdom (EU),Series B,5,80238095
New York (US),United Kingdom (EU),Series B,63,1148714165
Australia (Else),Australia (Else),Series B,12,119747862
Australia (Else),California (US),Series B,20,369020646
Australia (Else),District of Columbia (US),Series B,3,28114286
California (US),District of Columbia (US),Series B,19,258700899
District of Columbia (US),New York (US),Series B,13,141592831
Australia (Else),Singapore (Else),Series B,5,67737313
California (US),Singapore (Else),Series B,33,570962196
Australia (Else),California (US),Series C,10,235284543
Australia (Else),Australia (Else),Series C,4,79122757
Australia (Else),Singapore (Else),Series C,5,75710332
Australia (Else),Australia (Else),Series D,2,47000000
Australia (Else),California (US),Series D,7,276166667
California (US),California (US),Series D,121,6844002326
Australia (Else),California (US),Series E,3,204893984
Australia (Else),Hong Kong (Else),Series E,2,77028177
California (US),Hong Kong (Else),Series E,4,248373737
California (US),California (US),Series E,55,4270659984
Australia (Else),Germany (EU),Series E,1,48694843
Australia (Else),Texas (US),Series E,1,48694843
California (US),Germany (EU),Series E,5,321610473
California (US),Texas (US),Series E,13,1005289088
Germany (EU),Hong Kong (Else),Series E,1,16231614
Germany (EU),Texas (US),Series E,1,16231614
Hong Kong (Else),Texas (US),Series E,1,16231614
Australia (Else),Australia (Else),Series E,2,92079036
Australia (Else),Australia (Else),Series Unknown,19,128852703
Australia (Else),California (US),Series Unknown,7,30749579
California (US),South Korea (Else),Series Unknown,12,220207207
Australia (Else),Nevada (US),Series Unknown,1,2200000
Missouri (US),Singapore (Else),Series Unknown,1,100000
Australia (Else),South Africa (Else),Series Unknown,1,2700000
California (US),California (US),Series Unknown,114,1854703913
Austria (EU),Germany (EU),Angel,1,1567082
Austria (EU),Austria (EU),Angel,1,1305902
Germany (EU),Germany (EU),Corporate Round,2,979076238
Austria (EU),Austria (EU),Pre Seed,3,1670920
New Jersey (US),United Kingdom (EU),Pre Seed,4,934271
Austria (EU),United Kingdom (EU),Seed,6,7689011
United Kingdom (EU),United Kingdom (EU),Seed,218,401379111
Austria (EU),Liechtenstein (EU),Seed,1,3633458
Austria (EU),Austria (EU),Seed,5,6348157
Austria (EU),Finland (EU),Seed,1,1343791
Austria (EU),Russian Federation (Else),Seed,1,1343791
Austria (EU),Switzerland (EU),Seed,1,1343791
Finland (EU),Russian Federation (Else),Seed,1,895861
Finland (EU),Switzerland (EU),Seed,4,4450458
Russian Federation (Else),Switzerland (EU),Seed,1,895861
Austria (EU),Germany (EU),Seed,7,14719554
California (US),New Jersey (US),Seed,40,61474843
Austria (EU),Germany (EU),Series A,7,39348983
Austria (EU),Luxembourg (EU),Series A,3,10704943
Austria (EU),United Kingdom (EU),Series A,6,19653625
Germany (EU),Luxembourg (EU),Series A,7,30907944
Germany (EU),United Kingdom (EU),Series A,48,371897642
Luxembourg (EU),United Kingdom (EU),Series A,8,35333581
Austria (EU),Norway (EU),Series A,1,559066
Germany (EU),Norway (EU),Series A,1,372710
Austria (EU),Austria (EU),Series A,6,14584409
Austria (EU),California (US),Series B,4,40296563
Austria (EU),Germany (EU),Series B,2,25477972
Austria (EU),Luxembourg (EU),Series B,2,17296563
Austria (EU),Texas (US),Series B,1,5296563
Austria (EU),United Kingdom (EU),Series B,6,79481753
California (US),Germany (EU),Series B,36,750852835
California (US),Luxembourg (EU),Series B,16,333552115
California (US),Texas (US),Series B,43,751832665
California (US),United Kingdom (EU),Series B,103,2656551250
Germany (EU),Luxembourg (EU),Series B,4,31152285
Germany (EU),Texas (US),Series B,2,13656042
Germany (EU),United Kingdom (EU),Series B,24,405390328
Luxembourg (EU),Texas (US),Series B,1,3531042
Luxembourg (EU),United Kingdom (EU),Series B,10,148484698
Texas (US),United Kingdom (EU),Series B,5,44151778
Austria (EU),Austria (EU),Series B,1,3531042
Austria (EU),California (US),Series D,1,9803994
Austria (EU),France (EU),Series D,1,14705990
Austria (EU),Germany (EU),Series D,1,9803994
Austria (EU),New Jersey (US),Series D,1,9803994
Austria (EU),New York (US),Series D,1,14705990
Austria (EU),Norway (EU),Series D,1,9803994
California (US),France (EU),Series D,11,442750435
California (US),Germany (EU),Series D,9,761699232
California (US),New Jersey (US),Series D,4,76124506
California (US),New York (US),Series D,92,7067564129
California (US),Norway (EU),Series D,2,17137327
France (EU),Germany (EU),Series D,1,14705990
France (EU),New Jersey (US),Series D,1,14705990
France (EU),New York (US),Series D,9,333861955
France (EU),Norway (EU),Series D,1,14705990
Germany (EU),New Jersey (US),Series D,1,9803994
Germany (EU),New York (US),Series D,9,549839324
Germany (EU),Norway (EU),Series D,1,9803994
New Jersey (US),New York (US),Series D,3,49211485
New Jersey (US),Norway (EU),Series D,1,9803994
New York (US),Norway (EU),Series D,1,14705990
France (EU),France (EU),Series D,3,155423041
New York (US),New York (US),Series D,39,1823726026
Austria (EU),California (US),Series Unknown,1,1805543
Austria (EU),Germany (EU),Series Unknown,2,12237511
California (US),Germany (EU),Series Unknown,9,145263624
Austria (EU),Austria (EU),Series Unknown,1,1203695
Germany (EU),Germany (EU),Series Unknown,11,171290163
Germany (EU),Hong Kong (Else),Series Unknown,3,31673102
California (US),China (Else),Seed,30,92564371
California (US),Singapore (Else),Seed,75,123613582
China (Else),Hong Kong (Else),Seed,16,35619291
Hong Kong (Else),Singapore (Else),Seed,13,18318818
Bahrain (Else),Hong Kong (Else),Pre Seed,4,240124
California (US),Massachusetts (US),Seed,126,286375092
California (US),Saudi Arabia (Else),Seed,18,6468929
Illinois (US),Massachusetts (US),Seed,18,25751360
Illinois (US),Saudi Arabia (Else),Seed,2,1096042
Illinois (US),Switzerland (EU),Seed,1,626250
Massachusetts (US),Saudi Arabia (Else),Seed,2,3002500
Massachusetts (US),Switzerland (EU),Seed,5,6477142
Saudi Arabia (Else),Switzerland (EU),Seed,8,2011042
Massachusetts (US),Massachusetts (US),Seed,51,91251784
Saudi Arabia (Else),Saudi Arabia (Else),Seed,19,16384028
Bangladesh (Else),Singapore (Else),Pre Seed,1,100000
Florida (US),Hong Kong (Else),Pre Seed,1,850000
Hong Kong (Else),Hong Kong (Else),Seed,13,21734260
Singapore (Else),Washington (US),Seed,7,4921979
California (US),Qatar (Else),Seed,2,2187133
Qatar (Else),Singapore (Else),Seed,1,1667133
Belgium (EU),United Kingdom (EU),Debt Financing,3,147587774
Belgium (EU),Belgium (EU),Debt Financing,1,718114
Belgium (EU),Belgium (EU),Pre Seed,2,785447
Belgium (EU),Massachusetts (US),Secondary Market,1,90000000
Belgium (EU),Belgium (EU),Secondary Market,1,60000000
Belgium (EU),France (EU),Seed,7,33460799
Belgium (EU),Belgium (EU),Seed,19,33525913
Belgium (EU),The Netherlands (EU),Seed,4,9422036
Belgium (EU),United Kingdom (EU),Seed,8,18920019
Australia (Else),Belgium (EU),Seed,1,1099333
Germany (EU),Germany (EU),Series A,64,383987196
France (EU),France (EU),Series A,70,429884386
Belgium (EU),France (EU),Series A,13,69717448
Belgium (EU),Germany (EU),Series A,7,68959033
Belgium (EU),Israel (Else),Series A,1,9445600
France (EU),Germany (EU),Series A,21,175326550
France (EU),Israel (Else),Series A,8,83926648
Germany (EU),Israel (Else),Series A,9,67047373
Belgium (EU),Belgium (EU),Series A,12,54506496
Belgium (EU),Michigan (US),Series A,1,23498133
Belgium (EU),New York (US),Series A,10,59707155
Belgium (EU),The Netherlands (EU),Series A,11,68456310
Germany (EU),Michigan (US),Series A,2,15047086
Germany (EU),New York (US),Series A,26,206065467
Germany (EU),The Netherlands (EU),Series A,11,105095817
Michigan (US),New York (US),Series A,14,78367654
Michigan (US),The Netherlands (EU),Series A,1,6713752
New York (US),The Netherlands (EU),Series A,27,219562551
Belgium (EU),Massachusetts (US),Series A,3,23642431
Belgium (EU),Switzerland (EU),Series A,6,29992878
Massachusetts (US),Switzerland (EU),Series A,12,309815843
Belgium (EU),California (US),Series A,11,145634651
California (US),The Netherlands (EU),Series A,24,199432576
Canada (Else),Canada (Else),Series A,39,252718163
Israel (Else),Israel (Else),Series A,41,340141667
Belgium (EU),Germany (EU),Series B,4,75834487
Belgium (EU),United Kingdom (EU),Series B,6,90108081
Germany (EU),Germany (EU),Series B,26,357784000
Belgium (EU),Japan (Else),Series B,5,49521173
Germany (EU),Japan (Else),Series B,6,52563972
Belgium (EU),Belgium (EU),Series B,4,43394254
Belgium (EU),Massachusetts (US),Series B,3,50026391
Belgium (EU),Florida (US),Series C,2,65772060
Belgium (EU),France (EU),Series C,7,308970984
Florida (US),France (EU),Series C,3,70621445
Belgium (EU),Belgium (EU),Series C,4,109484704
Belgium (EU),Germany (EU),Series C,1,31527129
Belgium (EU),Massachusetts (US),Series C,2,55373282
France (EU),Germany (EU),Series C,6,175171536
France (EU),Massachusetts (US),Series C,7,104123672
Germany (EU),Massachusetts (US),Series C,5,66110851
Belgium (EU),California (US),Series D,2,66000000
Belgium (EU),France (EU),Series D,2,47000000
Belgium (EU),New York (US),Series D,1,28000000
Belgium (EU),United Kingdom (EU),Series D,1,28000000
California (US),United Kingdom (EU),Series D,28,2261213979
France (EU),United Kingdom (EU),Series D,4,257642857
New York (US),United Kingdom (EU),Series D,24,1952300298
California (US),Japan (Else),Series D,10,643950872
Japan (Else),Japan (Else),Series D,11,171301726
California (US),Massachusetts (US),Series E,10,859621645
California (US),United Kingdom (EU),Series E,24,2902099224
Massachusetts (US),United Kingdom (EU),Series E,5,194033662
Canada (Else),France (EU),Series Unknown,2,36899281
Canada (Else),United Kingdom (EU),Series Unknown,6,35521596
France (EU),United Kingdom (EU),Series Unknown,14,113021321
Belgium (EU),Belgium (EU),Series Unknown,5,44530367
Belgium (EU),Belgium (EU),Undisclosed,1,27737712
Brazil (Else),Brazil (Else),Angel,5,959090
Brazil (Else),France (EU),Angel,1,337695
Brazil (Else),Massachusetts (US),Angel,1,337695
France (EU),Massachusetts (US),Angel,2,3519340
California (US),Switzerland (EU),Convertible Note,1,5000000
Switzerland (EU),Switzerland (EU),Convertible Note,2,3783333
Brazil (Else),Brazil (Else),Debt Financing,2,5082461
District of Columbia (US),District of Columbia (US),Debt Financing,3,619400000
California (US),Washington (US),Non Equity Assistance,1,100000
Brazil (Else),Brazil (Else),Pre Seed,11,3619412
Brazil (Else),Pennsylvania (US),Pre Seed,1,257143
Brazil (Else),South Korea (Else),Pre Seed,1,257143
Pennsylvania (US),South Korea (Else),Pre Seed,1,85714
Brazil (Else),Florida (US),Pre Seed,1,250000
Brazil (Else),Italy (EU),Pre Seed,1,91145
Brazil (Else),Singapore (Else),Pre Seed,1,306060
Brazil (Else),California (US),Pre Seed,6,7761856
Brazil (Else),Texas (US),Pre Seed,2,219320
Brazil (Else),Philippines (Else),Pre Seed,1,222554
Brazil (Else),France (EU),Pre Seed,1,75800
Brazil (Else),Brazil (Else),Seed,36,60446624
Brazil (Else),Cyprus (EU),Seed,1,600000
Brazil (Else),Luxembourg (EU),Seed,1,600000
Brazil (Else),New York (US),Seed,28,52173624
California (US),Cyprus (EU),Seed,4,7801667
California (US),Luxembourg (EU),Seed,11,20312401
Cyprus (EU),Luxembourg (EU),Seed,2,1250000
Cyprus (EU),New York (US),Seed,3,2000000
Luxembourg (EU),New York (US),Seed,8,12780195
Brazil (Else),Mexico (Else),Seed,4,5336364
Brazil (Else),Germany (EU),Seed,5,12690571
Brazil (Else),United Kingdom (EU),Seed,3,10024730
Brazil (Else),Utah (US),Seed,1,6183333
California (US),Germany (EU),Seed,100,233082165
California (US),Utah (US),Seed,13,42359271
Germany (EU),United Kingdom (EU),Seed,59,135959391
Germany (EU),Utah (US),Seed,1,1766667
United Kingdom (EU),Utah (US),Seed,2,7100000
Brazil (Else),Malaysia (Else),Seed,1,188796
Brazil (Else),Monaco (Else),Seed,1,188796
California (US),Malaysia (Else),Seed,6,3080462
California (US),Monaco (Else),Seed,2,3522129
Malaysia (Else),Monaco (Else),Seed,1,188796
Brazil (Else),Florida (US),Seed,3,8417275
Brazil (Else),El Salvador (Else),Seed,1,1500000
Brazil (Else),Portugal (EU),Seed,3,3342166
Australia (Else),Estonia (EU),Seed,1,775000
Brazil (Else),Pennsylvania (US),Seed,2,2846299
Brazil (Else),Minnesota (US),Seed,2,1380952
Minnesota (US),New York (US),Seed,10,12823810
Argentina (Else),Missouri (US),Seed,1,500000
Brazil (Else),District of Columbia (US),Seed,3,3231746
Australia (Else),District of Columbia (US),Series A,3,25493333
Australia (Else),New York (US),Series A,10,45699876
District of Columbia (US),New York (US),Series A,27,139232802
Brazil (Else),Brazil (Else),Series A,23,136370254
Brazil (Else),New York (US),Series A,30,308470199
Brazil (Else),California (US),Series A,26,250450671
Brazil (Else),North Carolina (US),Series A,1,15000000
California (US),North Carolina (US),Series A,10,104941429
Brazil (Else),District of Columbia (US),Series A,5,26682540
Brazil (Else),Germany (EU),Series A,4,28952381
Brazil (Else),Utah (US),Series A,1,13333333
California (US),District of Columbia (US),Series A,29,260578104
California (US),Germany (EU),Series A,57,658474290
California (US),New York (US),Series A,367,4225238816
California (US),Utah (US),Series A,20,221002954
District of Columbia (US),Germany (EU),Series A,2,9416667
District of Columbia (US),Utah (US),Series A,3,12079654
Germany (EU),Utah (US),Series A,2,7622222
New York (US),Utah (US),Series A,12,65071248
Argentina (Else),Brazil (Else),Series A,2,8100000
Argentina (Else),California (US),Series A,4,18385714
Argentina (Else),Florida (US),Series A,2,6988889
Argentina (Else),New York (US),Series A,2,7936508
Argentina (Else),Singapore (Else),Series A,1,2222222
Argentina (Else),United States (US),Series A,1,2222222
Brazil (Else),Florida (US),Series A,3,7524896
Brazil (Else),Singapore (Else),Series A,5,103547619
Brazil (Else),United States (US),Series A,2,4854010
California (US),Singapore (Else),Series A,52,528744117
California (US),United States (US),Series A,20,187046815
Florida (US),New York (US),Series A,39,314013986
Florida (US),Singapore (Else),Series A,5,90751494
Florida (US),United States (US),Series A,3,7833808
New York (US),Singapore (Else),Series A,26,321472259
New York (US),United States (US),Series A,13,58092719
Singapore (Else),United States (US),Series A,1,2222222
Brazil (Else),Japan (Else),Series A,1,318557
Brazil (Else),United Arab Emirates (Else),Series A,3,17234414
New York (US),United Arab Emirates (Else),Series A,8,27506200
New York (US),New York (US),Series A,200,1320607511
Brazil (Else),United Kingdom (EU),Series B,5,60025974
Brazil (Else),Virginia (US),Series B,3,50111690
California (US),Virginia (US),Series B,19,369457475
New York (US),Virginia (US),Series B,18,385734365
United Kingdom (EU),Virginia (US),Series B,4,32238384
New York (US),New York (US),Series B,124,2264710694
Sweden (EU),Sweden (EU),Series B,6,85477795
Brazil (Else),District of Columbia (US),Series B,2,55643109
Brazil (Else),Japan (Else),Series B,2,19516667
Brazil (Else),Sweden (EU),Series B,1,9750002
Sweden (EU),Virginia (US),Series B,1,6500001
Brazil (Else),District of Columbia (US),Series C,2,45333333
Brazil (Else),United Kingdom (EU),Series C,3,90111111
District of Columbia (US),New York (US),Series C,6,61860250
District of Columbia (US),United Kingdom (EU),Series C,1,6000000
New York (US),United Kingdom (EU),Series C,30,780551598
District of Columbia (US),District of Columbia (US),Series C,2,12000000
Argentina (Else),Brazil (Else),Series C,1,16362843
Argentina (Else),California (US),Series C,1,5454281
Argentina (Else),Spain (EU),Series C,1,5454281
Brazil (Else),Spain (EU),Series C,1,16362843
California (US),Spain (EU),Series C,4,104022214
Brazil (Else),Massachusetts (US),Series C,1,18333333
Massachusetts (US),New York (US),Series C,39,1024367934
Brazil (Else),Germany (EU),Series C,6,81295542
Brazil (Else),Virginia (US),Series C,2,80226667
Germany (EU),New York (US),Series C,20,698237901
Germany (EU),Virginia (US),Series C,1,9040000
New York (US),Virginia (US),Series C,8,148479394
Japan (Else),Sweden (EU),Series D,2,142400000
Japan (Else),United Kingdom (EU),Series D,6,301243421
Sweden (EU),United Kingdom (EU),Series D,1,184800000
United Kingdom (EU),United Kingdom (EU),Series D,6,413642735
Brazil (Else),California (US),Series D,3,470790476
Brazil (Else),New York (US),Series D,3,312180952
Brazil (Else),Brazil (Else),Series D,1,28571429
Brazil (Else),Japan (Else),Series D,2,175000000
Japan (Else),New York (US),Series D,10,690407717
California (US),Virginia (US),Series D,6,602749242
New York (US),Virginia (US),Series D,5,425934848
California (US),Japan (Else),Series E,6,961045455
California (US),Spain (EU),Series E,1,100000000
California (US),Washington (US),Series E,6,668467978
Japan (Else),Spain (EU),Series E,1,50000000
Japan (Else),Washington (US),Series E,1,50000000
Spain (EU),Washington (US),Series E,1,50000000
California (US),Cayman Islands (Else),Series F,2,522222222
California (US),China (Else),Series F,1,300000000
California (US),New York (US),Series F,16,1903738792
Cayman Islands (Else),China (Else),Series F,1,100000000
Cayman Islands (Else),New York (US),Series F,2,188888889
China (Else),New York (US),Series F,1,100000000
California (US),California (US),Series F,19,1523296010
Brazil (Else),Brazil (Else),Series Unknown,5,19211082
Brazil (Else),Portugal (EU),Series Unknown,1,1085538
Cayman Islands (Else),Hong Kong (Else),Series Unknown,1,7500000
Cayman Islands (Else),Singapore (Else),Series Unknown,1,5000000
Hong Kong (Else),Singapore (Else),Series Unknown,5,67719048
Hong Kong (Else),Hong Kong (Else),Series Unknown,3,285526786
Japan (Else),Singapore (Else),Seed,23,24152940
Japan (Else),Japan (Else),Seed,129,162934735
France (EU),France (EU),Series B,44,739790337
France (EU),France (EU),Equity Crowdfunding,3,2343969
Cameroon (Else),Cameroon (Else),Pre Seed,1,403716
France (EU),Switzerland (EU),Series A,13,61759021
France (EU),United Kingdom (EU),Series A,30,215938719
Switzerland (EU),United Kingdom (EU),Series A,22,116550511
Canada (Else),Canada (Else),Angel,5,2552768
Canada (Else),Maine (US),Angel,1,890808
New York (US),United States (US),Angel,3,690000
California (US),Massachusetts (US),Convertible Note,4,53933333
California (US),Washington (US),Convertible Note,6,32132521
Massachusetts (US),Washington (US),Convertible Note,1,20000000
California (US),California (US),Convertible Note,12,39218812
Canada (Else),Illinois (US),Convertible Note,1,752530
Canada (Else),Canada (Else),Convertible Note,2,1171687
California (US),Canada (Else),Convertible Note,1,1140292
California (US),Connecticut (US),Convertible Note,3,25833333
California (US),Canada (Else),Corporate Round,2,88910000
California (US),New York (US),Corporate Round,6,87628095
California (US),Texas (US),Corporate Round,2,18831429
Canada (Else),New York (US),Corporate Round,1,61040000
Canada (Else),Texas (US),Corporate Round,1,53410000
New York (US),Texas (US),Corporate Round,2,24318571
Canada (Else),Canada (Else),Corporate Round,1,45780000
New York (US),New York (US),Corporate Round,1,15260000
Canada (Else),Canada (Else),Debt Financing,13,329280363
California (US),California (US),Debt Financing,10,519000000
Canada (Else),Canada (Else),Grant,24,25888475
California (US),Canada (Else),Grant,4,20232477
Canada (Else),Georgia (US),Grant,1,25000
Canada (Else),Kentucky (US),Grant,1,74596
Canada (Else),New York (US),Grant,1,37109
California (US),District of Columbia (US),Grant,4,2550000
Canada (Else),Canada (Else),Non Equity Assistance,2,423983
South Africa (Else),United Kingdom (EU),Post IPO Debt,1,45000000
Canada (Else),New York (US),Post IPO Debt,5,823667541
Canada (Else),Canada (Else),Post IPO Debt,6,238405467
New York (US),New York (US),Post IPO Debt,4,1089279056
Canada (Else),Texas (US),Post IPO Debt,2,166550343
