from,to,round,deals,value
Angola (Else),Angola (Else),Pre Seed,1,300000
California (US),California (US),Corporate Round,1,3000000
California (US),Spain (EU),Pre Seed,6,2126972
California (US),California (US),Pre Seed,198,120841924
Argentina (Else),Argentina (Else),Pre Seed,2,750000
Argentina (Else),California (US),Seed,10,6235838
Argentina (Else),District of Columbia (US),Seed,1,562500
Argentina (Else),New York (US),Seed,8,5228258
Argentina (Else),Taiwan (Else),Seed,1,562500
Argentina (Else),United Kingdom (EU),Seed,6,2047601
California (US),District of Columbia (US),Seed,46,114917721
California (US),New York (US),Seed,679,1789207634
California (US),Taiwan (Else),Seed,13,42233053
California (US),United Kingdom (EU),Seed,221,1037225553
District of Columbia (US),New York (US),Seed,23,29839304
District of Columbia (US),Taiwan (Else),Seed,1,375000
District of Columbia (US),United Kingdom (EU),Seed,4,3746363
New York (US),Taiwan (Else),Seed,8,7543828
New York (US),United Kingdom (EU),Seed,143,220463265
Taiwan (Else),United Kingdom (EU),Seed,4,10377198
Argentina (Else),Argentina (Else),Seed,3,975000
New York (US),New York (US),Seed,381,534938540
Argentina (Else),Estonia (EU),Seed,1,275000
Argentina (Else),Kansas (US),Seed,1,275000
Argentina (Else),Puerto Rico (Else),Seed,1,275000
Argentina (Else),United States (US),Seed,1,275000
California (US),Estonia (EU),Seed,9,15606353
California (US),Kansas (US),Seed,5,7805500
California (US),Puerto Rico (Else),Seed,6,2849444
California (US),United States (US),Seed,63,143385625
Estonia (EU),Kansas (US),Seed,1,275000
Estonia (EU),New York (US),Seed,7,5615394
Estonia (EU),Puerto Rico (Else),Seed,1,275000
Estonia (EU),United Kingdom (EU),Seed,14,15127688
Estonia (EU),United States (US),Seed,1,275000
Kansas (US),New York (US),Seed,2,2025000
Kansas (US),Puerto Rico (Else),Seed,1,275000
Kansas (US),United Kingdom (EU),Seed,4,5845125
Kansas (US),United States (US),Seed,1,275000
New York (US),Puerto Rico (Else),Seed,4,895000
New York (US),United States (US),Seed,51,58016894
Puerto Rico (Else),United Kingdom (EU),Seed,3,737222
Puerto Rico (Else),United States (US),Seed,1,275000
United Kingdom (EU),United States (US),Seed,15,11699074
Argentina (Else),Brazil (Else),Seed,4,2927222
Argentina (Else),Mexico (Else),Seed,2,355556
Brazil (Else),Mexico (Else),Seed,4,2625385
Brazil (Else),United Kingdom (EU),Seed,13,20230564
Mexico (Else),United Kingdom (EU),Seed,4,3182072
Brazil (Else),Brazil (Else),Seed,73,165893166
El Salvador (Else),Mexico (Else),Seed,2,1250000
Chile (Else),Mexico (Else),Series A,1,666667
Chile (Else),Peru (Else),Series A,1,666667
Mexico (Else),Peru (Else),Series A,2,2066667
California (US),Mexico (Else),Series A,11,74823635
Brazil (Else),Washington (US),Series B,5,75338275
Australia (Else),United Kingdom (EU),Angel,3,5725149
Australia (Else),Australia (Else),Angel,2,312202
Australia (Else),Singapore (Else),Angel,2,6277500
Singapore (Else),Singapore (Else),Angel,2,4138750
Australia (Else),Australia (Else),Pre Seed,14,8173332
Australia (Else),New Zealand (Else),Pre Seed,2,1813178
Australia (Else),Singapore (Else),Pre Seed,6,1524791
New Zealand (Else),Singapore (Else),Pre Seed,2,753060
Germany (EU),Singapore (Else),Pre Seed,5,3298163
Australia (Else),California (US),Pre Seed,6,4551667
Australia (Else),New York (US),Pre Seed,5,3633233
Singapore (Else),United Kingdom (EU),Pre Seed,8,5058051
Australia (Else),Germany (EU),Pre Seed,1,430511
Australia (Else),Australia (Else),Seed,37,52629691
Australia (Else),California (US),Seed,32,58307466
California (US),California (US),Seed,999,2117482876
Australia (Else),Hong Kong (Else),Seed,10,5973214
Australia (Else),New York (US),Seed,17,15797317
Australia (Else),Singapore (Else),Seed,15,9383177
Australia (Else),Switzerland (EU),Seed,4,2083063
Australia (Else),United Kingdom (EU),Seed,17,17252076
Australia (Else),Utah (US),Seed,3,3837647
California (US),Hong Kong (Else),Seed,42,64484043
California (US),Singapore (Else),Seed,110,179958065
California (US),Switzerland (EU),Seed,27,45470849
California (US),Utah (US),Seed,32,84925277
Hong Kong (Else),New York (US),Seed,34,29473012
Hong Kong (Else),Singapore (Else),Seed,36,43852877
Hong Kong (Else),Switzerland (EU),Seed,5,3255635
Hong Kong (Else),United Kingdom (EU),Seed,25,25364293
Hong Kong (Else),Utah (US),Seed,2,473333
New York (US),Singapore (Else),Seed,67,70432899
New York (US),Switzerland (EU),Seed,16,40920206
New York (US),Utah (US),Seed,17,23301790
Singapore (Else),Switzerland (EU),Seed,9,5931674
Singapore (Else),United Kingdom (EU),Seed,42,61415927
Singapore (Else),Utah (US),Seed,2,1310000
Switzerland (EU),United Kingdom (EU),Seed,19,49406036
Switzerland (EU),Utah (US),Seed,1,260000
United Kingdom (EU),Utah (US),Seed,5,4419167
Canada (Else),Germany (EU),Seed,15,22034057
Canada (Else),Luxembourg (EU),Seed,4,14451460
Germany (EU),Luxembourg (EU),Seed,9,19853555
Germany (EU),Germany (EU),Seed,83,261672124
Denmark (EU),Germany (EU),Seed,5,13715794
Singapore (Else),Singapore (Else),Seed,66,76087862
Canada (Else),Hong Kong (Else),Seed,16,19734689
Australia (Else),Australia (Else),Series A,30,178594437
Australia (Else),California (US),Series A,23,199432715
Australia (Else),New York (US),Series A,13,85083341
Australia (Else),United Kingdom (EU),Series A,9,50740940
California (US),New York (US),Series A,432,4907474826
California (US),United Kingdom (EU),Series A,144,1706998858
New York (US),United Kingdom (EU),Series A,88,611675383
California (US),California (US),Series A,635,7707112345
United Kingdom (EU),United Kingdom (EU),Series A,114,1331774829
Australia (Else),Germany (EU),Series A,7,34862542
Australia (Else),Spain (EU),Series A,2,9471779
Germany (EU),Spain (EU),Series A,6,22389341
Australia (Else),New Zealand (Else),Series A,2,6727024
Australia (Else),Brazil (Else),Series A,2,6608898
Australia (Else),South Africa (Else),Series A,2,17323181
Brazil (Else),California (US),Series A,62,577198894
Brazil (Else),South Africa (Else),Series A,2,4369713
California (US),South Africa (Else),Series A,5,23869713
Arkansas (US),Australia (Else),Series A,1,1938789
Australia (Else),Michigan (US),Series A,1,8299573
Australia (Else),Pennsylvania (US),Series A,2,18333333
California (US),Germany (EU),Series A,88,802643155
Australia (Else),Singapore (Else),Series A,8,75089744
Australia (Else),Israel (Else),Series A,4,20429670
Australia (Else),Lithuania (EU),Series A,1,5500000
Australia (Else),South Korea (Else),Series A,4,25467115
Israel (Else),Lithuania (EU),Series A,1,5500000
Israel (Else),South Korea (Else),Series A,3,21071429
Lithuania (EU),South Korea (Else),Series A,1,5500000
Australia (Else),Massachusetts (US),Series A,6,53317308
California (US),Massachusetts (US),Series A,158,2794027915
Australia (Else),Hong Kong (Else),Series A,3,38538666
Australia (Else),China (Else),Series A,1,800000
Australia (Else),Seychelles (Else),Series A,1,800000
China (Else),Hong Kong (Else),Series A,53,3057481948
China (Else),Seychelles (Else),Series A,1,800000
China (Else),Singapore (Else),Series A,28,888579864
Hong Kong (Else),Seychelles (Else),Series A,1,800000
Hong Kong (Else),Singapore (Else),Series A,22,237840019
Seychelles (Else),Singapore (Else),Series A,2,2900000
Australia (Else),Washington (US),Series A,2,16333333
Australia (Else),Japan (Else),Series A,2,4095626
Japan (Else),Japan (Else),Series A,101,430364441
Australia (Else),China (Else),Series B,5,1035362332
Australia (Else),Hong Kong (Else),Series B,3,32380647
Australia (Else),Singapore (Else),Series B,7,101114734
Australia (Else),United Kingdom (EU),Series B,5,65273449
China (Else),Hong Kong (Else),Series B,52,2446618504
China (Else),Singapore (Else),Series B,33,1978682746
China (Else),United Kingdom (EU),Series B,15,394787850
Hong Kong (Else),Singapore (Else),Series B,18,455788843
Hong Kong (Else),United Kingdom (EU),Series B,5,69336203
Singapore (Else),United Kingdom (EU),Series B,21,344532078
Australia (Else),Australia (Else),Series B,12,120693341
China (Else),China (Else),Series B,167,6208961643
Hong Kong (Else),Hong Kong (Else),Series B,18,396173411
Singapore (Else),Singapore (Else),Series B,19,299633185
