from,to,round,deals,value
Canada (Else),Pennsylvania (US),Series C,2,11339286
Canada (Else),Singapore (Else),Series C,2,15791667
Canada (Else),United Kingdom (EU),Series C,1,8125000
Canada (Else),Virginia (US),Series C,5,36691667
Germany (EU),Israel (Else),Series C,3,35191667
Germany (EU),Maryland (US),Series C,2,15761364
Germany (EU),Massachusetts (US),Series C,5,86733452
Germany (EU),New York (US),Series C,9,134880069
Germany (EU),Pennsylvania (US),Series C,2,24791667
Germany (EU),Singapore (Else),Series C,2,24791667
Germany (EU),United Kingdom (EU),Series C,2,27458333
Germany (EU),Virginia (US),Series C,1,8125000
Israel (Else),Maryland (US),Series C,2,12625000
Israel (Else),Massachusetts (US),Series C,3,45312500
Israel (Else),New York (US),Series C,6,61937500
Israel (Else),Pennsylvania (US),Series C,2,24791667
Israel (Else),Singapore (Else),Series C,2,16458333
Israel (Else),United Kingdom (EU),Series C,2,14791667
Israel (Else),Virginia (US),Series C,2,12625000
Maryland (US),Massachusetts (US),Series C,5,100729167
Maryland (US),New York (US),Series C,11,187522132
Maryland (US),Pennsylvania (US),Series C,3,32005952
Maryland (US),Singapore (Else),Series C,1,8125000
Maryland (US),United Kingdom (EU),Series C,3,32696429
Maryland (US),Virginia (US),Series C,6,51429762
Massachusetts (US),New York (US),Series C,42,918973306
Massachusetts (US),Pennsylvania (US),Series C,7,103279167
Massachusetts (US),Singapore (Else),Series C,1,20312500
Massachusetts (US),United Kingdom (EU),Series C,8,87605556
Massachusetts (US),Virginia (US),Series C,5,65679167
New York (US),Pennsylvania (US),Series C,12,214966667
New York (US),Singapore (Else),Series C,3,78965278
New York (US),United Kingdom (EU),Series C,9,143764556
New York (US),Virginia (US),Series C,9,118344643
Pennsylvania (US),Singapore (Else),Series C,1,8125000
Pennsylvania (US),United Kingdom (EU),Series C,3,31696429
Pennsylvania (US),Virginia (US),Series C,2,21750000
Singapore (Else),United Kingdom (EU),Series C,2,13125000
Singapore (Else),Virginia (US),Series C,2,15791667
United Kingdom (EU),Virginia (US),Series C,1,8125000
California (US),California (US),Series C,119,2419948007
Massachusetts (US),Massachusetts (US),Series C,23,285049286
New York (US),New York (US),Series C,52,803088480
California (US),Nevada (US),Series C,2,41750000
Massachusetts (US),Nevada (US),Series C,1,11166667
Nevada (US),New York (US),Series C,2,26166667
Nevada (US),Virginia (US),Series C,1,11166667
Japan (Else),The Netherlands (EU),Series Unknown,5,81042857
Japan (Else),United Kingdom (EU),Series Unknown,6,33214857
The Netherlands (EU),United Kingdom (EU),Series Unknown,3,15742857
Canada (Else),Canada (Else),Series Unknown,21,198275518
California (US),Canada (Else),Series Unknown,37,998550030
California (US),North Carolina (US),Series Unknown,13,192875152
California (US),Pakistan (Else),Series Unknown,1,2746667
California (US),Virginia (US),Series Unknown,19,228176032
Canada (Else),Massachusetts (US),Series Unknown,17,214050804
Canada (Else),New York (US),Series Unknown,22,491360303
Canada (Else),North Carolina (US),Series Unknown,5,75678182
Canada (Else),Pakistan (Else),Series Unknown,1,12360000
Canada (Else),Texas (US),Series Unknown,9,123144993
Canada (Else),Virginia (US),Series Unknown,3,29860000
Massachusetts (US),North Carolina (US),Series Unknown,2,8346667
Massachusetts (US),Pakistan (Else),Series Unknown,1,2746667
Massachusetts (US),Texas (US),Series Unknown,34,479166111
Massachusetts (US),Virginia (US),Series Unknown,8,84639524
New York (US),North Carolina (US),Series Unknown,12,118730000
New York (US),Pakistan (Else),Series Unknown,1,2746667
New York (US),Virginia (US),Series Unknown,16,314311746
North Carolina (US),Pakistan (Else),Series Unknown,1,2746667
North Carolina (US),Texas (US),Series Unknown,6,61346667
North Carolina (US),Virginia (US),Series Unknown,2,17746667
Pakistan (Else),Texas (US),Series Unknown,1,2746667
Pakistan (Else),Virginia (US),Series Unknown,1,2746667
Texas (US),Virginia (US),Series Unknown,12,177373175
California (US),United Kingdom (EU),Series Unknown,39,672506991
Massachusetts (US),United Kingdom (EU),Series Unknown,15,177352487
New York (US),United Kingdom (EU),Series Unknown,37,527119697
Switzerland (EU),United Kingdom (EU),Series Unknown,6,71526760
Canada (Else),Israel (Else),Series Unknown,1,10802103
Canada (Else),Michigan (US),Series Unknown,3,38008889
Michigan (US),New York (US),Series Unknown,8,81926032
California (US),Connecticut (US),Series Unknown,62,963047532
Canada (Else),Connecticut (US),Series Unknown,10,128166667
Connecticut (US),Massachusetts (US),Series Unknown,28,376572952
Canada (Else),Japan (Else),Series Unknown,2,27042857
Massachusetts (US),Massachusetts (US),Series Unknown,45,484767597
Canada (Else),United Kingdom (EU),Series Unknown,8,148771429
California (US),Guernsey (Else),Series Unknown,1,7000000
California (US),Israel (Else),Series Unknown,13,133819318
California (US),Zambia (Else),Series Unknown,1,7000000
Connecticut (US),Guernsey (Else),Series Unknown,1,7000000
Connecticut (US),Israel (Else),Series Unknown,4,56624242
Connecticut (US),Zambia (Else),Series Unknown,1,7000000
Guernsey (Else),Israel (Else),Series Unknown,1,7000000
Guernsey (Else),New York (US),Series Unknown,1,7000000
Guernsey (Else),Zambia (Else),Series Unknown,1,7000000
Israel (Else),New York (US),Series Unknown,9,81511364
Israel (Else),Zambia (Else),Series Unknown,1,7000000
New York (US),Zambia (Else),Series Unknown,1,7000000
Chile (Else),Massachusetts (US),Series B,1,4000000
Chile (Else),New York (US),Series B,1,4000000
China (Else),China (Else),Angel,9,3082030
China (Else),New Jersey (US),Angel,1,362542
China (Else),Massachusetts (US),Angel,1,362555
China (Else),Hong Kong (Else),Seed,1,220000
California (US),China (Else),Series A,3,7288424
China (Else),China (Else),Series A,4,10068527
California (US),Michigan (US),Series A,6,52175000
California (US),Washington (US),Series B,33,461190278
Massachusetts (US),Washington (US),Series B,8,55746429
Washington (US),Washington (US),Series B,9,72488095
California (US),China (Else),Series B,7,226187500
California (US),Michigan (US),Series B,2,8928571
China (Else),Michigan (US),Series B,1,5000000
China (Else),Japan (Else),Series B,2,18400000
China (Else),Massachusetts (US),Series B,1,8000000
China (Else),New York (US),Series B,3,25233333
China (Else),Utah (US),Series B,1,8000000
Japan (Else),Massachusetts (US),Series B,8,85165000
Japan (Else),New York (US),Series B,12,167155108
Japan (Else),Utah (US),Series B,1,8000000
Massachusetts (US),Utah (US),Series B,2,16400000
New York (US),Utah (US),Series B,5,40683333
California (US),China (Else),Series C,3,88921212
California (US),Colorado (US),Series C,3,62054545
California (US),Connecticut (US),Series C,31,634569062
California (US),Georgia (US),Series C,6,132704545
California (US),Illinois (US),Series C,22,531043939
California (US),Japan (Else),Series C,21,495928927
California (US),Nigeria (Else),Series C,1,5454545
California (US),Philippines (Else),Series C,1,5454545
China (Else),Colorado (US),Series C,1,5454545
China (Else),Connecticut (US),Series C,1,5454545
China (Else),Georgia (US),Series C,1,5454545
China (Else),Illinois (US),Series C,1,5454545
China (Else),Japan (Else),Series C,1,5454545
China (Else),New York (US),Series C,2,24848485
China (Else),Nigeria (Else),Series C,1,5454545
China (Else),Philippines (Else),Series C,1,5454545
Colorado (US),Connecticut (US),Series C,3,75254545
Colorado (US),Georgia (US),Series C,2,16754545
Colorado (US),Illinois (US),Series C,1,5454545
Colorado (US),Japan (Else),Series C,2,21654545
Colorado (US),New York (US),Series C,4,129881818
Colorado (US),Nigeria (Else),Series C,1,5454545
Colorado (US),Philippines (Else),Series C,1,5454545
Connecticut (US),Georgia (US),Series C,5,67827561
Connecticut (US),Illinois (US),Series C,5,68154545
Connecticut (US),Japan (Else),Series C,6,50892998
Connecticut (US),New York (US),Series C,25,471646791
Connecticut (US),Nigeria (Else),Series C,1,5454545
Connecticut (US),Philippines (Else),Series C,1,5454545
Georgia (US),Illinois (US),Series C,2,30654545
Georgia (US),Japan (Else),Series C,2,12787879
Georgia (US),New York (US),Series C,10,167388961
Georgia (US),Nigeria (Else),Series C,1,5454545
Georgia (US),Philippines (Else),Series C,1,5454545
Illinois (US),Japan (Else),Series C,4,31657323
Illinois (US),New York (US),Series C,17,264170022
Illinois (US),Nigeria (Else),Series C,1,5454545
Illinois (US),Philippines (Else),Series C,1,5454545
Japan (Else),New York (US),Series C,14,269204311
Japan (Else),Nigeria (Else),Series C,1,5454545
Japan (Else),Philippines (Else),Series C,1,5454545
New York (US),Nigeria (Else),Series C,1,8181818
New York (US),Philippines (Else),Series C,1,8181818
Nigeria (Else),Philippines (Else),Series C,1,5454545
Connecticut (US),Missouri (US),Series Unknown,1,25500000
Connecticut (US),United Kingdom (EU),Series Unknown,11,132329576
Missouri (US),United Kingdom (EU),Series Unknown,1,17000000
Connecticut (US),Connecticut (US),Series Unknown,14,208021429
Japan (Else),New York (US),Series Unknown,18,322361746
California (US),China (Else),Series Unknown,8,99593636
Australia (Else),Minnesota (US),Series A,1,2000000
Minnesota (US),Minnesota (US),Series A,1,1333333
California (US),Switzerland (EU),Series B,10,135672726
California (US),France (EU),Series Unknown,13,186693651
California (US),Switzerland (EU),Series Unknown,22,350635300
France (EU),Switzerland (EU),Series Unknown,3,39933333
District of Columbia (US),Finland (EU),Series B,1,9000000
District of Columbia (US),United Kingdom (EU),Series B,1,9000000
Finland (EU),United Kingdom (EU),Series B,1,12000000
Finland (EU),Finland (EU),Series B,1,6000000
United Kingdom (EU),United Kingdom (EU),Series B,6,42296156
France (EU),Sweden (EU),Series A,1,5683003
Sweden (EU),United Kingdom (EU),Series A,2,22483003
California (US),France (EU),Series A,8,55898343
France (EU),France (EU),Series A,3,8590516
Belgium (EU),France (EU),Series A,1,4375138
Tennessee (US),Texas (US),Series A,1,5400000
Texas (US),Texas (US),Series A,19,138553810
Australia (Else),California (US),Series A,2,5933333
Australia (Else),France (EU),Series A,1,3333333
France (EU),France (EU),Series B,2,33627955
California (US),France (EU),Series B,20,250339988
France (EU),Washington (US),Series B,2,6475000
Connecticut (US),Pennsylvania (US),Series C,3,57112500
Japan (Else),Pennsylvania (US),Series C,3,31169643
California (US),France (EU),Series C,12,218915584
France (EU),France (EU),Series C,2,9833333
France (EU),New York (US),Series Unknown,11,193210317
France (EU),Germany (EU),Series Unknown,2,15000000
France (EU),New Jersey (US),Series Unknown,1,6666667
Germany (EU),New Jersey (US),Series Unknown,2,7333333
France (EU),France (EU),Series Unknown,3,12110329
Connecticut (US),France (EU),Series Unknown,3,26733333
France (EU),Texas (US),Series Unknown,3,15066667
Denmark (EU),Massachusetts (US),Series A,1,4400000
Germany (EU),Massachusetts (US),Series A,2,20821348
Germany (EU),United Kingdom (EU),Series B,5,82731937
Germany (EU),Germany (EU),Series B,3,36116746
Massachusetts (US),Minnesota (US),Series B,11,104968254
Minnesota (US),New York (US),Series B,18,188320029
Minnesota (US),United Kingdom (EU),Series B,5,43678961
California (US),Germany (EU),Series B,10,129126405
California (US),Israel (Else),Series B,11,163043560
California (US),United Kingdom (EU),Series B,27,383916876
France (EU),Germany (EU),Series B,1,19545453
France (EU),Israel (Else),Series B,2,28772726
France (EU),Switzerland (EU),Series B,2,23106060
Germany (EU),Israel (Else),Series B,3,32345453
Germany (EU),New York (US),Series B,10,107821643
Germany (EU),Switzerland (EU),Series B,4,63735929
Israel (Else),New York (US),Series B,8,100356060
Israel (Else),Switzerland (EU),Series B,1,9772726
Israel (Else),United Kingdom (EU),Series B,3,44106060
Switzerland (EU),United Kingdom (EU),Series B,3,41665987
California (US),Rhode Island (US),Series B,3,76175744
California (US),Virginia (US),Series B,17,399561459
Canada (Else),Rhode Island (US),Series B,1,19754539
Canada (Else),Virginia (US),Series B,2,76897396
Rhode Island (US),United Kingdom (EU),Series B,1,19754539
Rhode Island (US),Virginia (US),Series B,2,39754539
United Kingdom (EU),Virginia (US),Series B,4,74618825
Germany (EU),United Kingdom (EU),Series Unknown,6,95632143
United Kingdom (EU),United Kingdom (EU),Series Unknown,12,100586205
Canada (Else),Hong Kong (Else),Series Unknown,1,8625000
Canada (Else),Singapore (Else),Series Unknown,3,54950000
Hong Kong (Else),Singapore (Else),Series Unknown,1,8625000
Hong Kong (Else),Hong Kong (Else),Series Unknown,2,8550000
Connecticut (US),Massachusetts (US),Series A,5,50888889
Connecticut (US),Missouri (US),Series A,1,7000000
Massachusetts (US),Missouri (US),Series A,1,7000000
California (US),Pennsylvania (US),Series A,14,77422143
China (Else),Pennsylvania (US),Series A,1,2040000
Pennsylvania (US),Switzerland (EU),Series A,1,9666667
Pennsylvania (US),United Kingdom (EU),Series A,3,16041667
Switzerland (EU),United Kingdom (EU),Series A,2,20866667
Connecticut (US),District of Columbia (US),Series A,1,12600000
Connecticut (US),Washington (US),Series A,4,51888889
District of Columbia (US),Washington (US),Series A,1,25200000
Washington (US),Washington (US),Series A,6,43433333
India (Else),New York (US),Series Unknown,2,4000000
Australia (Else),New York (US),Series B,3,23443333
Australia (Else),Pennsylvania (US),Series B,1,14666667
Australia (Else),Virginia (US),Series B,1,7333333
New York (US),Virginia (US),Series B,10,280469048
Pennsylvania (US),Virginia (US),Series B,5,56800000
Pennsylvania (US),Pennsylvania (US),Series B,9,97566667
Kansas (US),Washington (US),Series A,1,4000000
Ireland (EU),Isle of Man (Else),Series C,1,6000000
Ireland (EU),Ireland (EU),Series C,1,4000000
Australia (Else),Rhode Island (US),Series Unknown,1,35000000
District of Columbia (US),Massachusetts (US),Series A,2,12600000
District of Columbia (US),Minnesota (US),Series A,1,9000000
Massachusetts (US),Minnesota (US),Series A,1,9000000
Minnesota (US),New York (US),Series A,3,13428571
Illinois (US),Israel (Else),Series A,1,3333333
Illinois (US),West Virginia (US),Series A,1,3333333
Israel (Else),West Virginia (US),Series A,1,3333333
District of Columbia (US),Illinois (US),Series A,1,5400000
Israel (Else),Israel (Else),Series A,4,15333333
California (US),Singapore (Else),Series B,12,160095238
Israel (Else),Singapore (Else),Series B,4,30612500
Israel (Else),Israel (Else),Series B,12,127688095
Israel (Else),Massachusetts (US),Series B,1,8800000
Israel (Else),West Virginia (US),Series B,2,22133333
Massachusetts (US),West Virginia (US),Series B,1,4400000
Belgium (EU),Germany (EU),Series B,1,3200000
Belgium (EU),Israel (Else),Series B,2,9862500
Belgium (EU),Singapore (Else),Series B,1,3200000
Germany (EU),Singapore (Else),Series B,1,3200000
California (US),Iowa (US),Series C,2,16380952
Connecticut (US),Germany (EU),Series C,2,25047619
Connecticut (US),Iowa (US),Series C,2,21714286
Connecticut (US),Massachusetts (US),Series C,17,306501832
Germany (EU),Iowa (US),Series C,1,5714286
Germany (EU),Japan (Else),Series C,3,25916306
Iowa (US),Japan (Else),Series C,1,5714286
Iowa (US),Massachusetts (US),Series C,2,16380952
Iowa (US),New York (US),Series C,3,26714286
Japan (Else),Massachusetts (US),Series C,8,101249008
Israel (Else),Israel (Else),Series Unknown,7,79737500
Brazil (Else),Connecticut (US),Series Unknown,1,7866667
Brazil (Else),Israel (Else),Series Unknown,1,27533333
Brazil (Else),United Kingdom (EU),Series Unknown,1,7866667
Israel (Else),United Kingdom (EU),Series Unknown,4,52124242
California (US),Luxembourg (EU),Series Unknown,2,30433333
California (US),Taiwan (Else),Series Unknown,12,230360931
Israel (Else),Luxembourg (EU),Series Unknown,1,2400000
Israel (Else),Taiwan (Else),Series Unknown,2,6500000
Luxembourg (EU),Taiwan (Else),Series Unknown,1,2400000
Germany (EU),Israel (Else),Series Unknown,6,46850000
California (US),The Netherlands (EU),Series Unknown,9,100619643
Japan (Else),Japan (Else),Series A,2,16400152
Japan (Else),Japan (Else),Series C,5,48364286
Hong Kong (Else),Japan (Else),Series Unknown,1,14912652
Japan (Else),Japan (Else),Series Unknown,8,93754746
Japan (Else),Taiwan (Else),Series Unknown,7,75488369
Connecticut (US),Virginia (US),Series Unknown,8,88582222
Australia (Else),California (US),Series B,2,13540000
Australia (Else),Minnesota (US),Series B,1,3360000
California (US),Minnesota (US),Series B,29,411126263
Germany (EU),India (Else),Series Unknown,1,5000000
New York (US),Russian Federation (Else),Series A,1,5300000
Connecticut (US),Kuwait (Else),Series A,1,1466667
Connecticut (US),New York (US),Series A,7,105466667
Kuwait (Else),New York (US),Series A,1,1466667
India (Else),Singapore (Else),Series A,1,9190154
India (Else),Switzerland (EU),Series A,1,6126769
Singapore (Else),Switzerland (EU),Series A,1,9190154
Singapore (Else),Singapore (Else),Series A,1,6126769
California (US),District of Columbia (US),Series Unknown,13,204816061
California (US),Singapore (Else),Series Unknown,6,139635714
Canada (Else),District of Columbia (US),Series Unknown,4,34181818
Canada (Else),The Netherlands (EU),Series Unknown,2,25000000
District of Columbia (US),Japan (Else),Series Unknown,2,33233333
District of Columbia (US),Singapore (Else),Series Unknown,1,30000000
District of Columbia (US),Texas (US),Series Unknown,7,66181818
District of Columbia (US),The Netherlands (EU),Series Unknown,2,25000000
Japan (Else),Singapore (Else),Series Unknown,2,106800000
Singapore (Else),Texas (US),Series Unknown,4,57085714
Singapore (Else),The Netherlands (EU),Series Unknown,1,30000000
Texas (US),The Netherlands (EU),Series Unknown,3,26542857
Singapore (Else),Singapore (Else),Series Unknown,2,37500000
California (US),Colorado (US),Series Unknown,22,401254286
California (US),South Korea (Else),Series A,1,15000000
California (US),Texas (US),Series C,32,729975131
France (EU),Texas (US),Series C,2,28333333
Colorado (US),New York (US),Series Unknown,12,226297619
Sweden (EU),Sweden (EU),Series A,1,1043969
California (US),Sweden (EU),Series B,7,158433333
New York (US),Sweden (EU),Series B,4,42433333
Iceland (EU),Massachusetts (US),Series B,1,2666667
Iceland (EU),United Kingdom (EU),Series B,1,2666667
Denmark (EU),Norway (EU),Series C,1,5333333
Denmark (EU),Sweden (EU),Series C,1,5333333
Norway (EU),Sweden (EU),Series C,1,5333333
Germany (EU),Illinois (US),Series C,3,29147475
Illinois (US),Israel (Else),Series C,1,10400000
Sweden (EU),Switzerland (EU),Series B,3,46205085
Sweden (EU),United Kingdom (EU),Series B,1,11135956
Switzerland (EU),Switzerland (EU),Series B,3,37421671
Germany (EU),Mississippi (US),Series B,1,9142857
Germany (EU),Sweden (EU),Series B,2,17542857
Mississippi (US),Sweden (EU),Series B,1,9142857
Mississippi (US),Switzerland (EU),Series B,1,22857143
California (US),Iceland (EU),Series A,1,5000000
California (US),Taiwan (Else),Series A,1,5000000
Iceland (EU),New York (US),Series A,1,5000000
Iceland (EU),Taiwan (Else),Series A,1,5000000
New York (US),Taiwan (Else),Series A,1,5000000
China (Else),Connecticut (US),Series Unknown,1,7400000
China (Else),Japan (Else),Series Unknown,2,20480000
China (Else),Taiwan (Else),Series Unknown,1,7400000
Connecticut (US),Japan (Else),Series Unknown,6,44355333
Connecticut (US),Taiwan (Else),Series Unknown,4,57533333
Japan (Else),Kansas (US),Series Unknown,1,22500000
Japan (Else),Washington (US),Series Unknown,6,78368889
Kansas (US),Taiwan (Else),Series Unknown,1,22500000
Kansas (US),Washington (US),Series Unknown,1,22500000
Taiwan (Else),Washington (US),Series Unknown,4,63766667
California (US),The Netherlands (EU),Series A,1,6333333
Massachusetts (US),The Netherlands (EU),Series A,1,6333333
Belgium (EU),Mississippi (US),Series A,2,9859219
Belgium (EU),The Netherlands (EU),Series A,1,4125885
Mississippi (US),The Netherlands (EU),Series A,1,4125885
Texas (US),United Kingdom (EU),Series B,2,10848485
Massachusetts (US),The Netherlands (EU),Series B,5,63630512
Missouri (US),New York (US),Series Unknown,7,161057683
Missouri (US),Rhode Island (US),Series Unknown,1,39014646
Missouri (US),The Netherlands (EU),Series Unknown,1,39014646
New York (US),Rhode Island (US),Series Unknown,6,200038636
New York (US),The Netherlands (EU),Series Unknown,6,121452326
Rhode Island (US),The Netherlands (EU),Series Unknown,1,39014646
California (US),Maryland (US),Series Unknown,21,328937850
Maryland (US),New York (US),Series Unknown,16,203557287
New York (US),United Kingdom (EU),Seed,2,15302264
Singapore (Else),United Kingdom (EU),Seed,1,1501283
United Kingdom (EU),United Kingdom (EU),Series A,5,39478778
