from,to,round,deals,value
Bulgaria (EU),Switzerland (EU),Seed,1,666667
Austria (EU),Florida (US),Seed,1,56733
Austria (EU),Austria (EU),Series A,1,1364606
Austria (EU),Finland (EU),Series B,1,4000000
Austria (EU),Germany (EU),Series B,1,4000000
Austria (EU),The Netherlands (EU),Series B,1,4000000
Austria (EU),United Kingdom (EU),Series B,1,4000000
Finland (EU),Germany (EU),Series B,1,4000000
Finland (EU),The Netherlands (EU),Series B,1,4000000
Finland (EU),United Kingdom (EU),Series B,1,4000000
Germany (EU),The Netherlands (EU),Series B,5,33619769
Germany (EU),United Kingdom (EU),Series B,24,275354708
The Netherlands (EU),United Kingdom (EU),Series B,5,28642147
France (EU),Germany (EU),Series B,10,68995354
France (EU),France (EU),Series B,28,300107077
California (US),Germany (EU),Series D,6,184899425
California (US),Massachusetts (US),Series D,40,1445356989
California (US),New York (US),Series D,60,3551279142
California (US),Washington (US),Series D,12,525486407
Germany (EU),Massachusetts (US),Series D,2,32500000
Germany (EU),New York (US),Series D,5,171892857
Germany (EU),Washington (US),Series D,1,13000000
Massachusetts (US),New York (US),Series D,21,609738385
Massachusetts (US),Washington (US),Series D,3,45500000
New York (US),Washington (US),Series D,7,257360909
California (US),California (US),Series D,84,3232716493
Massachusetts (US),Massachusetts (US),Series D,10,185287175
Germany (EU),United Kingdom (EU),Series Unknown,11,74141894
Germany (EU),Germany (EU),Series Unknown,25,100323129
New York (US),Slovakia (Slovak Republic) (EU),Series Unknown,1,1063900
Austria (EU),Austria (EU),Series Unknown,4,5953804
California (US),Saudi Arabia (Else),Seed,6,3696667
Saudi Arabia (Else),Saudi Arabia (Else),Seed,4,1558571
United Kingdom (EU),United Kingdom (EU),Debt Financing,11,418658330
California (US),District of Columbia (US),Grant,2,290000
Indonesia (Else),Singapore (Else),Series A,6,25366667
Cyprus (EU),Switzerland (EU),Seed,2,2280000
Belgium (EU),Belgium (EU),Debt Financing,1,591027
Belgium (EU),Belgium (EU),Pre Seed,2,1073502
California (US),New York (US),Pre Seed,79,33227520
France (EU),Singapore (Else),Private Equity,2,341525993
Belgium (EU),Belgium (EU),Secondary Market,1,32050084
France (EU),United Kingdom (EU),Seed,28,39722603
Belgium (EU),Belgium (EU),Seed,12,13138241
Belgium (EU),Luxembourg (EU),Seed,1,471783
Belgium (EU),Switzerland (EU),Seed,1,2836664
Belgium (EU),United Kingdom (EU),Seed,4,3254519
Belgium (EU),The Netherlands (EU),Seed,1,2364600
Belgium (EU),Belgium (EU),Series A,8,42661936
Belgium (EU),Washington (US),Series A,1,912356
Belgium (EU),Germany (EU),Series A,6,45194765
Belgium (EU),Massachusetts (US),Series A,2,23846567
Belgium (EU),Switzerland (EU),Series A,3,27046567
Germany (EU),Massachusetts (US),Series A,14,130007400
Germany (EU),Switzerland (EU),Series A,26,138678263
Massachusetts (US),Switzerland (EU),Series A,13,132931743
Belgium (EU),France (EU),Series A,8,82545856
Belgium (EU),Luxembourg (EU),Series A,2,10028736
France (EU),Luxembourg (EU),Series A,9,46530959
Belgium (EU),California (US),Series A,5,50524654
Belgium (EU),The Netherlands (EU),Series A,6,67311327
California (US),The Netherlands (EU),Series A,16,95546318
Belgium (EU),Florida (US),Series B,1,6640000
Belgium (EU),France (EU),Series B,6,80054443
Belgium (EU),South Africa (Else),Series B,1,6640000
Belgium (EU),United Kingdom (EU),Series B,2,23490000
Florida (US),France (EU),Series B,3,14570000
Florida (US),South Africa (Else),Series B,1,3320000
Florida (US),United Kingdom (EU),Series B,4,27163182
France (EU),South Africa (Else),Series B,1,3320000
France (EU),United Kingdom (EU),Series B,11,169034606
South Africa (Else),United Kingdom (EU),Series B,2,10070000
Belgium (EU),Belgium (EU),Series B,4,26131196
Belgium (EU),Guernsey (Else),Series B,1,7170001
California (US),Massachusetts (US),Series C,64,2166838097
California (US),The Netherlands (EU),Series C,11,193258467
California (US),United Kingdom (EU),Series C,48,1962775155
Massachusetts (US),The Netherlands (EU),Series C,3,61125000
Massachusetts (US),United Kingdom (EU),Series C,13,805410052
The Netherlands (EU),United Kingdom (EU),Series C,5,86064935
Belgium (EU),France (EU),Series C,1,15833333
Belgium (EU),The Netherlands (EU),Series C,2,20833333
France (EU),The Netherlands (EU),Series C,5,64881932
Belgium (EU),Belgium (EU),Series C,1,12666667
California (US),The Netherlands (EU),Series D,6,271978571
California (US),United Kingdom (EU),Series D,27,1426232608
Massachusetts (US),The Netherlands (EU),Series D,2,56533333
Massachusetts (US),United Kingdom (EU),Series D,10,275688192
The Netherlands (EU),United Kingdom (EU),Series D,4,80700000
Belgium (EU),Switzerland (EU),Series Unknown,1,4506138
Belgium (EU),Belgium (EU),Series Unknown,7,18790063
Belgium (EU),California (US),Series Unknown,2,13360000
Belgium (EU),France (EU),Series Unknown,6,36447103
California (US),France (EU),Series Unknown,6,35738559
Switzerland (EU),Switzerland (EU),Series Unknown,5,21320107
Belgium (EU),Czech Republic (EU),Series Unknown,1,2384771
Belgium (EU),Canada (Else),Series Unknown,1,1397812
Australia (Else),District of Columbia (US),Series D,1,38875000
Australia (Else),Pennsylvania (US),Series D,2,45528630
Australia (Else),Switzerland (EU),Series D,1,38875000
District of Columbia (US),Pennsylvania (US),Series D,1,38875000
District of Columbia (US),Switzerland (EU),Series D,1,38875000
Pennsylvania (US),Switzerland (EU),Series D,3,108041667
Brazil (Else),Brazil (Else),Angel,3,627916
Brazil (Else),New York (US),Angel,2,1325000
Brazil (Else),Maryland (US),Angel,1,8327
Brazil (Else),New York (US),Convertible Note,1,2000000
Argentina (Else),Argentina (Else),Corporate Round,1,2500000
New York (US),New York (US),Debt Financing,6,1690416006
Brazil (Else),The Netherlands (EU),Debt Financing,1,190000000
Brazil (Else),Brazil (Else),Equity Crowdfunding,1,94083
Brazil (Else),Brazil (Else),Pre Seed,13,2211263
Massachusetts (US),New York (US),Pre Seed,9,3026580
Brazil (Else),Brazil (Else),Seed,25,25799662
Brazil (Else),California (US),Seed,43,64838951
Brazil (Else),Florida (US),Seed,1,2857143
Brazil (Else),New Jersey (US),Seed,2,4190476
Brazil (Else),United Kingdom (EU),Seed,5,4822682
Florida (US),New Jersey (US),Seed,4,2635973
Florida (US),United Kingdom (EU),Seed,5,3824401
Brazil (Else),New York (US),Seed,19,12754977
California (US),New York (US),Seed,419,837778147
Brazil (Else),Malaysia (Else),Seed,1,25000
District of Columbia (US),Puerto Rico (Else),Seed,1,150000
Brazil (Else),Nevada (US),Seed,1,2000000
Brazil (Else),Chile (Else),Seed,1,13333
Brazil (Else),Singapore (Else),Seed,1,13333
Chile (Else),Singapore (Else),Seed,1,13333
Belgium (EU),Canada (Else),Series A,1,5000000
Belgium (EU),New York (US),Series A,4,19666667
Belgium (EU),Spain (EU),Series A,1,5000000
California (US),Canada (Else),Series A,36,406029879
California (US),New York (US),Series A,282,2380494710
California (US),Spain (EU),Series A,8,62819160
Canada (Else),Germany (EU),Series A,6,15834078
Canada (Else),New York (US),Series A,20,105657296
Canada (Else),Spain (EU),Series A,2,12000000
Germany (EU),New York (US),Series A,24,138085521
Germany (EU),Spain (EU),Series A,5,15986125
New York (US),Spain (EU),Series A,6,24451795
California (US),California (US),Series A,497,3727262979
Brazil (Else),Brazil (Else),Series A,10,18889113
Brazil (Else),New York (US),Series A,12,42266528
Brazil (Else),California (US),Series A,15,58669548
District of Columbia (US),Switzerland (EU),Series A,2,14575000
Brazil (Else),Sweden (EU),Series A,1,4287662
New York (US),Sweden (EU),Series A,5,41797012
Brazil (Else),Namibia (Else),Series B,1,22500000
Brazil (Else),North Carolina (US),Series B,1,22500000
California (US),Namibia (Else),Series B,1,15000000
California (US),North Carolina (US),Series B,11,147737576
Namibia (Else),New York (US),Series B,1,15000000
Namibia (Else),North Carolina (US),Series B,1,15000000
New York (US),North Carolina (US),Series B,6,71136364
Brazil (Else),New Hampshire (US),Series B,1,9000000
Brazil (Else),Switzerland (EU),Series B,1,9000000
New Hampshire (US),New York (US),Series B,9,46468314
New Hampshire (US),Switzerland (EU),Series B,1,9000000
New York (US),Switzerland (EU),Series B,11,160328423
Argentina (Else),Massachusetts (US),Series B,1,2800000
Argentina (Else),Washington (US),Series B,1,2800000
Brazil (Else),Massachusetts (US),Series B,3,7800000
Brazil (Else),Washington (US),Series B,1,2800000
Massachusetts (US),New York (US),Series B,54,799502768
New York (US),Washington (US),Series B,18,251321270
Brazil (Else),Germany (EU),Series B,4,12999134
Germany (EU),Massachusetts (US),Series B,7,35919048
Brazil (Else),District of Columbia (US),Series B,2,18666667
Brazil (Else),The Netherlands (EU),Series B,2,12490418
Brazil (Else),Virginia (US),Series B,2,13500000
District of Columbia (US),The Netherlands (EU),Series B,1,9500000
District of Columbia (US),Virginia (US),Series B,7,58702184
The Netherlands (EU),Virginia (US),Series B,1,6333333
District of Columbia (US),District of Columbia (US),Series B,5,35134789
California (US),Minnesota (US),Series C,8,292390152
California (US),New York (US),Series C,106,4395613891
Minnesota (US),New York (US),Series C,7,130686364
California (US),Kuwait (Else),Series C,1,8333333
Kuwait (Else),New York (US),Series C,1,20833333
New York (US),New York (US),Series C,53,1546407674
Brazil (Else),District of Columbia (US),Series C,2,23781818
Brazil (Else),New York (US),Series C,2,46969697
Brazil (Else),South Africa (Else),Series C,1,13636364
Brazil (Else),Sweden (EU),Series C,1,13636364
Brazil (Else),The Netherlands (EU),Series C,1,13636364
Brazil (Else),United Kingdom (EU),Series C,1,18181818
Brazil (Else),Virginia (US),Series C,1,13636364
District of Columbia (US),New York (US),Series C,6,72940759
District of Columbia (US),South Africa (Else),Series C,1,13636364
District of Columbia (US),Sweden (EU),Series C,2,23636364
District of Columbia (US),The Netherlands (EU),Series C,1,13636364
District of Columbia (US),United Kingdom (EU),Series C,3,47876760
District of Columbia (US),Virginia (US),Series C,4,102482517
New York (US),South Africa (Else),Series C,3,122224242
New York (US),Sweden (EU),Series C,2,24363636
New York (US),The Netherlands (EU),Series C,4,108233766
New York (US),United Kingdom (EU),Series C,31,1632685724
New York (US),Virginia (US),Series C,9,105268412
South Africa (Else),Sweden (EU),Series C,1,9090909
South Africa (Else),The Netherlands (EU),Series C,2,44090909
South Africa (Else),United Kingdom (EU),Series C,4,118436364
South Africa (Else),Virginia (US),Series C,1,9090909
Sweden (EU),The Netherlands (EU),Series C,2,15709512
Sweden (EU),United Kingdom (EU),Series C,3,43636364
Sweden (EU),Virginia (US),Series C,1,9090909
The Netherlands (EU),Virginia (US),Series C,1,9090909
United Kingdom (EU),Virginia (US),Series C,5,48533800
Brazil (Else),Brazil (Else),Series C,2,25757576
District of Columbia (US),District of Columbia (US),Series C,9,228488345
United Kingdom (EU),United Kingdom (EU),Series C,18,358832876
Brazil (Else),California (US),Series C,5,186195455
Brazil (Else),China (Else),Series C,1,66666667
California (US),China (Else),Series C,29,2797251863
Brazil (Else),Mexico (Else),Series C,1,12000000
California (US),District of Columbia (US),Series C,12,264697253
California (US),Washington (US),Series C,16,395266196
District of Columbia (US),Washington (US),Series C,2,15000000
Brazil (Else),California (US),Series D,4,295000000
Brazil (Else),District of Columbia (US),Series D,1,9750000
Brazil (Else),New York (US),Series D,5,218750000
Brazil (Else),Sweden (EU),Series D,1,9750000
Brazil (Else),Virginia (US),Series D,1,9750000
California (US),District of Columbia (US),Series D,3,116469697
California (US),Sweden (EU),Series D,2,38250000
California (US),Virginia (US),Series D,5,174252411
District of Columbia (US),New York (US),Series D,3,52931818
District of Columbia (US),Sweden (EU),Series D,1,9750000
District of Columbia (US),Virginia (US),Series D,1,9750000
New York (US),Sweden (EU),Series D,2,17250000
New York (US),Virginia (US),Series D,4,123867880
Sweden (EU),Virginia (US),Series D,1,9750000
Brazil (Else),Japan (Else),Series D,1,3500000
Brazil (Else),Switzerland (EU),Series D,1,3500000
Japan (Else),New York (US),Series D,7,118963636
Japan (Else),Switzerland (EU),Series D,1,3500000
New York (US),Switzerland (EU),Series D,6,152293635
Brazil (Else),The Netherlands (EU),Series G,1,53000000
Brazil (Else),The Netherlands (EU),Series H,1,82000000
Argentina (Else),Brazil (Else),Series Unknown,1,4411765
Argentina (Else),California (US),Series Unknown,2,14558824
Argentina (Else),Florida (US),Series Unknown,1,4411765
Argentina (Else),Massachusetts (US),Series Unknown,2,11911765
Argentina (Else),Mexico (Else),Series Unknown,1,4411765
Argentina (Else),New York (US),Series Unknown,2,11911765
Argentina (Else),Spain (EU),Series Unknown,1,5294118
Argentina (Else),Switzerland (EU),Series Unknown,1,5294118
Brazil (Else),California (US),Series Unknown,3,46056209
Brazil (Else),Florida (US),Series Unknown,1,1764706
Brazil (Else),Massachusetts (US),Series Unknown,1,1764706
Brazil (Else),Mexico (Else),Series Unknown,1,1764706
Brazil (Else),New York (US),Series Unknown,2,16031373
Brazil (Else),Spain (EU),Series Unknown,2,14535948
Brazil (Else),Switzerland (EU),Series Unknown,2,14535948
California (US),Florida (US),Series Unknown,14,80751383
California (US),Massachusetts (US),Series Unknown,20,405243747
California (US),Mexico (Else),Series Unknown,1,4411765
California (US),New York (US),Series Unknown,82,1063807260
California (US),Spain (EU),Series Unknown,4,16687645
California (US),Switzerland (EU),Series Unknown,11,253702700
Florida (US),Massachusetts (US),Series Unknown,1,1764706
Florida (US),Mexico (Else),Series Unknown,1,1764706
Florida (US),New York (US),Series Unknown,7,30954722
Florida (US),Spain (EU),Series Unknown,2,5980392
Florida (US),Switzerland (EU),Series Unknown,4,32146660
Massachusetts (US),Mexico (Else),Series Unknown,1,1764706
Massachusetts (US),New York (US),Series Unknown,16,176303354
Massachusetts (US),Spain (EU),Series Unknown,1,2647059
Massachusetts (US),Switzerland (EU),Series Unknown,3,82989916
Mexico (Else),New York (US),Series Unknown,1,1764706
Mexico (Else),Spain (EU),Series Unknown,1,2647059
Mexico (Else),Switzerland (EU),Series Unknown,1,2647059
New York (US),Spain (EU),Series Unknown,2,9780392
New York (US),Switzerland (EU),Series Unknown,5,54713725
Spain (EU),Switzerland (EU),Series Unknown,2,8284967
Argentina (Else),Argentina (Else),Series Unknown,1,3529412
Spain (EU),Spain (EU),Series Unknown,13,22732021
Brazil (Else),Brazil (Else),Series Unknown,2,11370111
Bulgaria (EU),California (US),Pre Seed,1,100000
Bulgaria (EU),New York (US),Seed,1,280000
Bulgaria (EU),United Kingdom (EU),Seed,3,1402067
Serbia (Else),Singapore (Else),Seed,1,1031582
California (US),Wyoming (US),Angel,1,150000
Canada (Else),Canada (Else),Angel,7,6401556
California (US),Canada (Else),Angel,2,2317606
Canada (Else),United Kingdom (EU),Angel,1,776954
Canada (Else),United States (US),Angel,1,776954
United Kingdom (EU),United States (US),Angel,2,1779448
California (US),Colorado (US),Angel,1,211738
Canada (Else),Colorado (US),Angel,1,317606
California (US),Washington (US),Angel,4,4015000
California (US),Canada (Else),Convertible Note,1,120000
Canada (Else),Canada (Else),Convertible Note,6,2810682
Canada (Else),Utah (US),Convertible Note,1,1725119
Canada (Else),Illinois (US),Convertible Note,1,400798
Canada (Else),France (EU),Convertible Note,1,1200000
Canada (Else),Spain (EU),Convertible Note,1,1600000
France (EU),Spain (EU),Convertible Note,1,1200000
Spain (EU),Spain (EU),Convertible Note,2,836000
California (US),New York (US),Convertible Note,45,87553557
Canada (Else),Singapore (Else),Corporate Round,1,4576835
Canada (Else),Canada (Else),Corporate Round,1,3661468
Canada (Else),Canada (Else),Debt Financing,5,36545651
Canada (Else),Georgia (US),Debt Financing,1,96000
Canada (Else),India (Else),Debt Financing,1,96000
Georgia (US),India (Else),Debt Financing,1,48000
Canada (Else),Canada (Else),Grant,22,37939021
Canada (Else),Delaware (US),Grant,1,1000000
Bulgaria (EU),Puerto Rico (Else),Initial Coin Offering,1,14666667
California (US),Puerto Rico (Else),Initial Coin Offering,4,49760784
Canada (Else),Canada (Else),Non Equity Assistance,1,619015
Canada (Else),Georgia (US),Post IPO Debt,1,79618740
Canada (Else),New York (US),Post IPO Debt,1,90992846
Canada (Else),Texas (US),Post IPO Debt,1,79618740
Georgia (US),New York (US),Post IPO Debt,1,34122317
Georgia (US),Texas (US),Post IPO Debt,1,22748211
New York (US),Texas (US),Post IPO Debt,1,34122317
Canada (Else),Canada (Else),Post IPO Debt,1,68244634
New York (US),New York (US),Post IPO Debt,2,107404164
China (Else),Thailand (Else),Post IPO Debt,1,210000000
Canada (Else),Georgia (US),Post IPO Equity,7,362581148
Canada (Else),Hong Kong (Else),Post IPO Equity,1,5440265
Canada (Else),India (Else),Post IPO Equity,1,29711867
Canada (Else),Texas (US),Post IPO Equity,3,250805922
Georgia (US),New York (US),Post IPO Equity,3,106363662
Georgia (US),Texas (US),Post IPO Equity,3,76157195
New York (US),Texas (US),Post IPO Equity,3,106363662
New York (US),New York (US),Post IPO Equity,10,652529601
Canada (Else),Norway (EU),Post IPO Equity,1,39360652
Georgia (US),Norway (EU),Post IPO Equity,1,15744261
New York (US),Norway (EU),Post IPO Equity,1,15744261
Norway (EU),Texas (US),Post IPO Equity,1,15744261
Canada (Else),Luxembourg (EU),Post IPO Equity,1,2000000
California (US),Canada (Else),Pre Seed,7,4198333
California (US),India (Else),Pre Seed,3,2433230
Canada (Else),India (Else),Pre Seed,1,1800000
Canada (Else),Canada (Else),Pre Seed,12,4218956
California (US),California (US),Pre Seed,63,33781786
California (US),Singapore (Else),Pre Seed,2,209745
Canada (Else),Singapore (Else),Pre Seed,1,183333
Germany (EU),Hong Kong (Else),Pre Seed,1,5795
New York (US),North Carolina (US),Pre Seed,7,260000
North Carolina (US),North Carolina (US),Pre Seed,4,53333
New York (US),Switzerland (EU),Pre Seed,2,1364923
Canada (Else),New York (US),Pre Seed,4,1800000
Canada (Else),Massachusetts (US),Private Equity,1,44400000
Canada (Else),New York (US),Private Equity,3,433458770
Massachusetts (US),New York (US),Private Equity,5,240316562
Canada (Else),Canada (Else),Private Equity,2,51430163
New York (US),New York (US),Private Equity,12,2314508625
California (US),Maryland (US),Private Equity,4,236863011
Canada (Else),New York (US),Seed,30,27584005
Canada (Else),Canada (Else),Seed,70,88883794
Canada (Else),New Jersey (US),Seed,3,837500
California (US),Germany (EU),Seed,63,107454191
California (US),Texas (US),Seed,68,118515020
Canada (Else),Germany (EU),Seed,4,2240000
Canada (Else),Texas (US),Seed,4,3062929
Germany (EU),Texas (US),Seed,3,2709206
Canada (Else),United Kingdom (EU),Seed,10,9805245
California (US),Colorado (US),Seed,54,77913611
Canada (Else),Colorado (US),Seed,7,4087834
Colorado (US),New York (US),Seed,36,40268510
Colorado (US),Illinois (US),Seed,16,16334775
Colorado (US),Minnesota (US),Seed,5,5342929
Colorado (US),Nebraska (US),Seed,4,3272917
Colorado (US),North Dakota (US),Seed,1,483333
Illinois (US),Minnesota (US),Seed,4,4110556
