from,to,round,deals,value
Switzerland (EU),Texas (US),Series B,3,55666667
Switzerland (EU),United Kingdom (EU),Series B,9,120695455
Texas (US),United Kingdom (EU),Series B,5,78301449
Switzerland (EU),Switzerland (EU),Series B,4,54781974
United Kingdom (EU),United Kingdom (EU),Series B,23,197536382
Germany (EU),Massachusetts (US),Series Unknown,2,52136784
Germany (EU),Virginia (US),Series Unknown,2,53552428
Massachusetts (US),Virginia (US),Series Unknown,4,79167807
Austria (EU),Germany (EU),Series Unknown,1,2000000
New York (US),The Netherlands (EU),Series Unknown,2,6226937
Austria (EU),Austria (EU),Series Unknown,1,798535
Australia (Else),Taiwan (Else),Seed,1,1566667
Australia (Else),United Kingdom (EU),Seed,7,5042778
California (US),Taiwan (Else),Seed,9,21764587
California (US),United Kingdom (EU),Seed,93,111697134
Taiwan (Else),United Kingdom (EU),Seed,2,1816667
Belgium (EU),California (US),Angel,1,2407732
Belgium (EU),New York (US),Angel,1,2407732
California (US),New York (US),Angel,19,12127156
Belgium (EU),Belgium (EU),Angel,3,3410972
Belgium (EU),The Netherlands (EU),Angel,1,672405
Belgium (EU),Switzerland (EU),Angel,1,1554775
New Jersey (US),New York (US),Pre Seed,3,537000
Belgium (EU),New York (US),Seed,11,11379331
Belgium (EU),Belgium (EU),Seed,14,14883523
United Arab Emirates (Else),United Kingdom (EU),Seed,2,445421
Belgium (EU),California (US),Seed,13,16388110
California (US),New Jersey (US),Seed,36,29525229
The Netherlands (EU),United Kingdom (EU),Seed,37,20809312
Belgium (EU),Belgium (EU),Series A,12,47135601
Belgium (EU),France (EU),Series A,1,1728793
Belgium (EU),Spain (EU),Series A,1,1728793
France (EU),Spain (EU),Series A,2,17052299
Belgium (EU),New York (US),Series A,4,16900000
California (US),United Kingdom (EU),Series A,57,535457817
Germany (EU),United Kingdom (EU),Series A,15,58645960
Belgium (EU),Switzerland (EU),Series A,2,3148981
Belgium (EU),California (US),Series A,6,42389809
Belgium (EU),Connecticut (US),Series A,1,25283109
Austria (EU),Germany (EU),Series B,1,3183497
Austria (EU),Ireland (EU),Series B,1,2122331
Austria (EU),Switzerland (EU),Series B,2,3553552
Germany (EU),Ireland (EU),Series B,1,3183497
Germany (EU),Switzerland (EU),Series B,8,69980593
Ireland (EU),Switzerland (EU),Series B,1,2122331
Germany (EU),Germany (EU),Series B,26,171320492
Belgium (EU),Luxembourg (EU),Series B,2,23340902
Belgium (EU),Belgium (EU),Series B,5,28740457
Belgium (EU),France (EU),Series B,3,25887542
California (US),Germany (EU),Series B,25,191381508
Germany (EU),United Kingdom (EU),Series B,16,130178445
Belgium (EU),Belgium (EU),Series Unknown,4,26134975
Belgium (EU),California (US),Series Unknown,5,39624793
Australia (Else),Belgium (EU),Series Unknown,1,344342
Belgium (EU),Connecticut (US),Series Unknown,1,8548068
Illinois (US),New York (US),Debt Financing,1,75000000
Brazil (Else),Brazil (Else),Angel,4,2308074
Brazil (Else),Germany (EU),Convertible Note,1,400000
Brazil (Else),Spain (EU),Convertible Note,1,81892
Brazil (Else),Brazil (Else),Pre Seed,5,325823
Brazil (Else),Brazil (Else),Seed,24,16083251
Brazil (Else),California (US),Seed,10,8868775
Brazil (Else),Colorado (US),Seed,1,501000
Brazil (Else),Japan (Else),Seed,1,501000
California (US),Colorado (US),Seed,64,68805103
California (US),Japan (Else),Seed,33,34790623
Colorado (US),Japan (Else),Seed,1,167000
Brazil (Else),New York (US),Seed,5,3713333
California (US),New York (US),Seed,433,653513432
Argentina (Else),Brazil (Else),Seed,1,541250
Argentina (Else),California (US),Seed,6,8136875
Argentina (Else),Colombia (Else),Seed,1,811875
Argentina (Else),Mexico (Else),Seed,2,1041250
Brazil (Else),Colombia (Else),Seed,1,811875
Brazil (Else),Florida (US),Seed,1,541250
Brazil (Else),Mexico (Else),Seed,2,1221250
California (US),Colombia (Else),Seed,1,1082500
California (US),Florida (US),Seed,72,81166729
California (US),Mexico (Else),Seed,13,14307431
Colombia (Else),Florida (US),Seed,1,811875
Colombia (Else),Mexico (Else),Seed,1,811875
Florida (US),Mexico (Else),Seed,2,848942
Colombia (Else),Colombia (Else),Seed,1,541250
Brazil (Else),District of Columbia (US),Seed,1,485566
Brazil (Else),Spain (EU),Seed,1,485566
California (US),District of Columbia (US),Seed,40,40438463
California (US),Spain (EU),Seed,23,22114948
District of Columbia (US),Spain (EU),Seed,2,1056995
Brazil (Else),California (US),Series A,5,21312993
Brazil (Else),Israel (Else),Series A,1,603393
Brazil (Else),United Kingdom (EU),Series A,1,603393
California (US),Israel (Else),Series A,24,125849313
Israel (Else),United Kingdom (EU),Series A,4,12002262
Brazil (Else),Brazil (Else),Series A,7,12487435
Brazil (Else),New York (US),Series A,3,31800000
New York (US),New York (US),Series A,157,698492531
Brazil (Else),District of Columbia (US),Series A,1,1500000
Brazil (Else),Virginia (US),Series A,1,1500000
California (US),District of Columbia (US),Series A,26,122326000
California (US),Virginia (US),Series A,30,306190131
District of Columbia (US),Virginia (US),Series A,3,7527278
Belgium (EU),Brazil (Else),Series A,1,5419200
China (Else),Singapore (Else),Series A,22,620357118
California (US),Minnesota (US),Series B,5,117425000
Minnesota (US),New York (US),Series B,2,9809286
Minnesota (US),Minnesota (US),Series B,1,6250000
Brazil (Else),California (US),Series B,9,141293763
Brazil (Else),Brazil (Else),Series B,4,26385686
Brazil (Else),Germany (EU),Series B,1,1760214
Brazil (Else),Luxembourg (EU),Series B,1,1760214
Germany (EU),Luxembourg (EU),Series B,4,35886183
Brazil (Else),New York (US),Series B,6,95100370
Brazil (Else),Virginia (US),Series B,2,14153846
California (US),Virginia (US),Series B,15,291570779
New York (US),Virginia (US),Series B,13,227345549
New York (US),New York (US),Series B,99,956593702
Brazil (Else),Japan (Else),Series B,1,4666667
California (US),Japan (Else),Series B,29,285680329
Brazil (Else),California (US),Series C,1,5237791
Brazil (Else),New York (US),Series C,1,3491860
California (US),New York (US),Series C,124,3978556409
California (US),United Kingdom (EU),Series C,38,1080972231
New York (US),United Kingdom (EU),Series C,23,587389192
Germany (EU),Italy (EU),Series C,2,22854967
Germany (EU),Germany (EU),Series C,9,74204736
Brazil (Else),United Kingdom (EU),Series E,1,50000000
Brazil (Else),Brazil (Else),Series Unknown,2,1393330
California (US),District of Columbia (US),Series Unknown,7,120397639
Brazil (Else),California (US),Series Unknown,2,2425408
Texas (US),Texas (US),Series Unknown,3,46300000
Bulgaria (EU),Serbia (Else),Angel,1,53568
Bulgaria (EU),Bulgaria (EU),Angel,1,21427
Serbia (Else),Serbia (Else),Angel,1,32141
Bulgaria (EU),Germany (EU),Pre Seed,1,76000
Bulgaria (EU),Germany (EU),Seed,4,465543
Bulgaria (EU),Luxembourg (EU),Seed,1,78506
Germany (EU),Luxembourg (EU),Seed,4,3800006
Luxembourg (EU),Luxembourg (EU),Seed,1,58880
Bulgaria (EU),Bulgaria (EU),Seed,3,621247
Austria (EU),Bulgaria (EU),Seed,1,345428
Bulgaria (EU),United Kingdom (EU),Seed,2,646731
Bulgaria (EU),California (US),Seed,3,557474
California (US),Canada (Else),Angel,5,5100000
Canada (Else),Canada (Else),Angel,9,6382849
California (US),Indiana (US),Angel,1,333333
California (US),Massachusetts (US),Angel,4,1719001
California (US),United States (US),Angel,2,1333333
Canada (Else),Indiana (US),Angel,1,444444
Canada (Else),Massachusetts (US),Angel,1,444444
Canada (Else),New York (US),Angel,2,1511111
Canada (Else),United States (US),Angel,1,444444
Indiana (US),Massachusetts (US),Angel,1,222222
Indiana (US),New York (US),Angel,1,222222
Indiana (US),United States (US),Angel,1,222222
Massachusetts (US),New York (US),Angel,4,871555
Massachusetts (US),United States (US),Angel,1,222222
New York (US),United States (US),Angel,1,222222
California (US),China (Else),Angel,17,18697146
California (US),Japan (Else),Angel,5,1050556
Canada (Else),Japan (Else),Angel,1,1066667
Japan (Else),New York (US),Angel,2,367222
Hong Kong (Else),New York (US),Angel,3,3100000
Australia (Else),Mexico (Else),Convertible Note,1,881250
Australia (Else),Missouri (US),Convertible Note,1,587500
Mexico (Else),Missouri (US),Convertible Note,1,881250
Mexico (Else),Mexico (Else),Convertible Note,1,587500
Canada (Else),Canada (Else),Convertible Note,1,1209163
California (US),Hong Kong (Else),Convertible Note,3,1644000
California (US),Taiwan (Else),Convertible Note,1,624000
Hong Kong (Else),Taiwan (Else),Convertible Note,1,312000
California (US),California (US),Convertible Note,36,112297258
California (US),Indiana (US),Convertible Note,2,1200000
California (US),New York (US),Convertible Note,44,25244954
Indiana (US),New York (US),Convertible Note,2,1066667
California (US),Canada (Else),Debt Financing,3,7300000
California (US),California (US),Debt Financing,13,83840100
Canada (Else),Canada (Else),Debt Financing,2,3400000
Georgia (US),Texas (US),Debt Financing,1,25000000
Canada (Else),Canada (Else),Grant,8,2559551
Canada (Else),Canada (Else),Non Equity Assistance,1,306244
Canada (Else),Canada (Else),Post IPO Debt,3,866983079
New York (US),New York (US),Post IPO Debt,2,925000000
Canada (Else),Canada (Else),Post IPO Equity,15,512746355
Canada (Else),Georgia (US),Post IPO Equity,1,91824202
Canada (Else),New York (US),Post IPO Equity,6,543909213
Georgia (US),New York (US),Post IPO Equity,1,34434076
New York (US),New York (US),Post IPO Equity,9,709367955
Canada (Else),Texas (US),Post IPO Equity,1,63893580
New York (US),Texas (US),Post IPO Equity,1,12778716
California (US),Canada (Else),Post IPO Equity,1,14376035
California (US),Canada (Else),Pre Seed,3,490833
California (US),New Jersey (US),Pre Seed,12,2068333
Canada (Else),New Jersey (US),Pre Seed,2,53333
Canada (Else),Canada (Else),Pre Seed,7,2149895
Canada (Else),Massachusetts (US),Pre Seed,1,409120
Canada (Else),Sweden (EU),Pre Seed,1,74846
Canada (Else),New York (US),Pre Seed,1,141128
California (US),New York (US),Pre Seed,40,14424980
California (US),California (US),Pre Seed,28,9878429
Canada (Else),Connecticut (US),Private Equity,1,30430601
Canada (Else),Illinois (US),Private Equity,1,30430601
Connecticut (US),Illinois (US),Private Equity,1,30430601
California (US),Canada (Else),Private Equity,1,30000000
California (US),New York (US),Private Equity,11,1645370578
Canada (Else),New York (US),Private Equity,1,30000000
Maryland (US),Massachusetts (US),Private Equity,2,145201716
New York (US),New York (US),Private Equity,7,1403285714
California (US),Canada (Else),Seed,50,64201231
Canada (Else),New York (US),Seed,29,24739460
Canada (Else),Canada (Else),Seed,65,63400496
Canada (Else),Colorado (US),Seed,5,1816896
Canada (Else),Pennsylvania (US),Seed,5,1923432
Colorado (US),New York (US),Seed,50,48251084
Colorado (US),Pennsylvania (US),Seed,4,1929095
New York (US),Pennsylvania (US),Seed,29,23950071
California (US),Switzerland (EU),Seed,13,15196513
Canada (Else),Switzerland (EU),Seed,1,923077
Canada (Else),United Arab Emirates (Else),Seed,2,810000
California (US),Massachusetts (US),Seed,110,156390372
Canada (Else),Massachusetts (US),Seed,12,14467705
Massachusetts (US),New York (US),Seed,82,85428392
Canada (Else),Germany (EU),Seed,6,7476403
California (US),Washington (US),Seed,59,63706812
New York (US),Washington (US),Seed,35,32878303
Canada (Else),Texas (US),Seed,3,2661417
California (US),Germany (EU),Seed,42,50374353
California (US),Sri Lanka (Else),Seed,3,4841259
Canada (Else),Sri Lanka (Else),Seed,1,1400000
Germany (EU),Sri Lanka (Else),Seed,1,1400000
New York (US),Sri Lanka (Else),Seed,2,1638462
Canada (Else),United Kingdom (EU),Seed,10,8020952
Canada (Else),Connecticut (US),Seed,4,5171429
Canada (Else),Washington (US),Seed,11,10895636
Germany (EU),Washington (US),Seed,4,3441072
Barbados (Else),Canada (Else),Seed,1,1000000
Canada (Else),North Carolina (US),Seed,2,3680000
Canada (Else),Wisconsin (US),Seed,2,3264500
North Carolina (US),Wisconsin (US),Seed,1,1240000
New York (US),New York (US),Seed,268,257972533
Wisconsin (US),Wisconsin (US),Seed,7,5911713
Canada (Else),Cyprus (EU),Seed,1,603029
Canada (Else),The Netherlands (EU),Seed,2,23157
Canada (Else),Maryland (US),Seed,1,1578425
Washington (US),Washington (US),Seed,29,33195856
California (US),South Korea (Else),Seed,22,25684442
Canada (Else),South Korea (Else),Seed,2,3616667
Chile (Else),Switzerland (EU),Seed,2,1030000
Chile (Else),Chile (Else),Seed,3,393333
Georgia (US),Tennessee (US),Seed,1,75000
California (US),Canada (Else),Series A,30,171972387
California (US),South Korea (Else),Series A,17,83642219
Canada (Else),District of Columbia (US),Series A,2,5761905
Canada (Else),South Korea (Else),Series A,4,21717545
Canada (Else),Washington (US),Series A,7,35789817
District of Columbia (US),South Korea (Else),Series A,1,2285714
District of Columbia (US),Washington (US),Series A,4,12692857
South Korea (Else),Washington (US),Series A,3,9120720
Canada (Else),Canada (Else),Series A,28,187357169
Illinois (US),Massachusetts (US),Series A,19,241189553
Illinois (US),New Jersey (US),Series A,2,21666667
Massachusetts (US),New Jersey (US),Series A,5,65505161
Canada (Else),Florida (US),Series A,6,15376667
Canada (Else),Massachusetts (US),Series A,10,74869785
Canada (Else),New York (US),Series A,24,115512751
Florida (US),Massachusetts (US),Series A,8,18296920
Florida (US),New York (US),Series A,27,100116638
China (Else),Hong Kong (Else),Series A,46,1594425607
China (Else),New York (US),Series A,20,1259206257
Hong Kong (Else),New York (US),Series A,11,676241692
Hong Kong (Else),Hong Kong (Else),Series A,12,280393541
Massachusetts (US),Massachusetts (US),Series A,39,365327327
California (US),Florida (US),Series A,32,184486721
Canada (Else),Israel (Else),Series A,1,11000000
Canada (Else),United Kingdom (EU),Series A,11,36513635
United Kingdom (EU),Washington (US),Series A,4,107168980
Massachusetts (US),United Kingdom (EU),Series A,21,250487483
Canada (Else),North Carolina (US),Series A,2,16000000
Canada (Else),Virginia (US),Series A,2,11333333
Massachusetts (US),North Carolina (US),Series A,5,52666667
Massachusetts (US),Virginia (US),Series A,3,20265105
North Carolina (US),Virginia (US),Series A,2,13093945
Canada (Else),Illinois (US),Series A,5,12803030
Finland (EU),United Kingdom (EU),Series A,4,16857236
New York (US),United Kingdom (EU),Series A,43,419008663
Canada (Else),Germany (EU),Series A,3,9451298
Germany (EU),New York (US),Series A,22,125839864
California (US),Canada (Else),Series B,24,308611308
California (US),Pennsylvania (US),Series B,29,648789376
Canada (Else),Pennsylvania (US),Series B,4,39413187
Canada (Else),Canada (Else),Series B,15,140682753
Canada (Else),New York (US),Series B,14,139499715
California (US),China (Else),Series B,47,1115897494
China (Else),New York (US),Series B,10,816591574
China (Else),China (Else),Series B,160,3194473617
California (US),Massachusetts (US),Series B,109,2109702298
Canada (Else),Massachusetts (US),Series B,11,139326007
Massachusetts (US),New York (US),Series B,62,1188687265
California (US),North Carolina (US),Series B,15,145450928
Canada (Else),North Carolina (US),Series B,2,27742857
California (US),Israel (Else),Series B,29,470502595
Canada (Else),Israel (Else),Series B,3,33892949
Israel (Else),Massachusetts (US),Series B,10,134130678
Israel (Else),Pennsylvania (US),Series B,4,118792308
Massachusetts (US),Pennsylvania (US),Series B,7,46811189
California (US),District of Columbia (US),Series B,14,220376722
Canada (Else),District of Columbia (US),Series B,1,4866667
Canada (Else),Texas (US),Series B,2,38400000
California (US),Hong Kong (Else),Series B,20,350136871
Canada (Else),Hong Kong (Else),Series B,2,17333333
Canada (Else),Russian Federation (Else),Series B,1,9200000
Canada (Else),The Netherlands (EU),Series B,1,6900000
Russian Federation (Else),The Netherlands (EU),Series B,2,11900000
Russian Federation (Else),Russian Federation (Else),Series B,3,23044444
Canada (Else),Cyprus (EU),Series B,1,3743773
California (US),New Jersey (US),Series B,16,245377831
Canada (Else),New Jersey (US),Series B,4,29119048
New Jersey (US),New York (US),Series B,14,200109814
California (US),Canada (Else),Series C,11,216761792
Canada (Else),Canada (Else),Series C,6,75863636
Canada (Else),China (Else),Series C,2,93333333
Canada (Else),Massachusetts (US),Series C,4,50421429
China (Else),Massachusetts (US),Series C,11,308822619
California (US),Israel (Else),Series C,12,344052564
Canada (Else),Israel (Else),Series C,1,5000000
Arizona (US),Canada (Else),Series C,2,4594127
Arizona (US),Florida (US),Series C,1,1639606
Canada (Else),Florida (US),Series C,1,1639606
California (US),Illinois (US),Series C,17,379533317
Canada (Else),Illinois (US),Series C,1,2372181
Canada (Else),New York (US),Series C,5,48147592
Illinois (US),New York (US),Series C,9,179096325
California (US),Canada (Else),Series D,10,174265556
California (US),Massachusetts (US),Series D,35,1176838337
California (US),North Carolina (US),Series D,4,130210526
Canada (Else),Massachusetts (US),Series D,7,137540714
Canada (Else),North Carolina (US),Series D,1,12000000
Massachusetts (US),North Carolina (US),Series D,2,29526316
Canada (Else),Canada (Else),Series D,6,83508896
Massachusetts (US),Massachusetts (US),Series D,16,288327094
Canada (Else),Florida (US),Series D,1,23661794
Canada (Else),United Kingdom (EU),Series D,2,29886794
Florida (US),United Kingdom (EU),Series D,1,5258176
California (US),Canada (Else),Series Unknown,8,59335287
California (US),Connecticut (US),Series Unknown,9,107674950
California (US),Florida (US),Series Unknown,13,98612510
California (US),Massachusetts (US),Series Unknown,36,728529807
California (US),New York (US),Series Unknown,55,911384091
Canada (Else),Connecticut (US),Series Unknown,2,8027694
Canada (Else),Florida (US),Series Unknown,1,3527694
Canada (Else),Massachusetts (US),Series Unknown,5,40535278
Canada (Else),New York (US),Series Unknown,6,73246369
Connecticut (US),Florida (US),Series Unknown,2,27411077
Connecticut (US),Massachusetts (US),Series Unknown,4,41777815
Connecticut (US),New York (US),Series Unknown,4,61411077
Florida (US),Massachusetts (US),Series Unknown,11,79183283
Florida (US),New York (US),Series Unknown,10,59376141
Massachusetts (US),New York (US),Series Unknown,28,821130198
Canada (Else),Canada (Else),Series Unknown,19,393334809
Massachusetts (US),Massachusetts (US),Series Unknown,18,210961334
Canada (Else),Georgia (US),Series Unknown,4,35668700
California (US),Israel (Else),Series Unknown,8,23315827
Israel (Else),New York (US),Series Unknown,7,57428184
Israel (Else),Israel (Else),Series Unknown,5,15943365
New York (US),New York (US),Series Unknown,37,222567346
California (US),Virginia (US),Series Unknown,3,16966667
Canada (Else),Virginia (US),Series Unknown,1,5000000
Canada (Else),India (Else),Series Unknown,1,1758694
Canada (Else),District of Columbia (US),Series Unknown,2,21276568
Canada (Else),Malaysia (Else),Series Unknown,1,11067342
Canada (Else),United Kingdom (EU),Series Unknown,5,43877728
District of Columbia (US),Malaysia (Else),Series Unknown,1,4426937
District of Columbia (US),Massachusetts (US),Series Unknown,2,5538048
District of Columbia (US),New York (US),Series Unknown,6,24326937
District of Columbia (US),The Netherlands (EU),Series Unknown,1,4426937
District of Columbia (US),United Kingdom (EU),Series Unknown,2,19626937
Malaysia (Else),Massachusetts (US),Series Unknown,1,4426937
Malaysia (Else),New York (US),Series Unknown,1,4426937
Malaysia (Else),The Netherlands (EU),Series Unknown,1,4426937
Malaysia (Else),United Kingdom (EU),Series Unknown,1,4426937
Massachusetts (US),The Netherlands (EU),Series Unknown,1,4426937
Massachusetts (US),United Kingdom (EU),Series Unknown,5,33788382
New York (US),United Kingdom (EU),Series Unknown,16,275668642
The Netherlands (EU),United Kingdom (EU),Series Unknown,4,20191230
Belgium (EU),Canada (Else),Series Unknown,2,19983333
Belgium (EU),Colorado (US),Series Unknown,1,15000000
Belgium (EU),Maryland (US),Series Unknown,1,15000000
Belgium (EU),Massachusetts (US),Series Unknown,2,25389540
Belgium (EU),New York (US),Series Unknown,3,31233333
California (US),Colorado (US),Series Unknown,9,186294733
California (US),Maryland (US),Series Unknown,5,81900000
Canada (Else),Colorado (US),Series Unknown,1,15000000
Canada (Else),Maryland (US),Series Unknown,1,15000000
Colorado (US),Maryland (US),Series Unknown,1,15000000
Colorado (US),Massachusetts (US),Series Unknown,6,116475536
Colorado (US),New York (US),Series Unknown,8,185081476
Maryland (US),Massachusetts (US),Series Unknown,6,519863905
Maryland (US),New York (US),Series Unknown,4,492044444
California (US),Georgia (US),Series Unknown,5,54554763
California (US),Pennsylvania (US),Series Unknown,7,72912974
California (US),Texas (US),Series Unknown,12,97361534
Canada (Else),Pennsylvania (US),Series Unknown,1,5500000
Canada (Else),Texas (US),Series Unknown,2,10249439
Georgia (US),Pennsylvania (US),Series Unknown,1,3666667
Georgia (US),Texas (US),Series Unknown,2,5095238
Pennsylvania (US),Texas (US),Series Unknown,2,4026667
Argentina (Else),Canada (Else),Series Unknown,1,1600000
Argentina (Else),Utah (US),Series Unknown,1,800000
Canada (Else),Utah (US),Series Unknown,1,1600000
Australia (Else),California (US),Series Unknown,3,36316667
Australia (Else),Canada (Else),Series Unknown,1,4666667
Canada (Else),Massachusetts (US),Undisclosed,1,250000
Chile (Else),Chile (Else),Angel,1,350000
Chile (Else),Chile (Else),Pre Seed,1,317000
Ireland (EU),New Jersey (US),Pre Seed,3,75000
California (US),Sweden (EU),Seed,6,9912857
Mexico (Else),New York (US),Seed,7,4383682
Mexico (Else),Sweden (EU),Seed,2,753931
New York (US),Sweden (EU),Seed,6,3010835
Mexico (Else),Mexico (Else),Seed,8,5212425
New Jersey (US),Singapore (Else),Seed,10,4667333
California (US),Florida (US),Series E,1,798944
California (US),Germany (EU),Series E,4,95182873
California (US),New York (US),Series E,34,3952219038
California (US),Spain (EU),Series E,3,162446035
Florida (US),Germany (EU),Series E,1,798944
Florida (US),New York (US),Series E,1,1597888
Florida (US),Spain (EU),Series E,1,1198416
Germany (EU),New York (US),Series E,5,273722888
Germany (EU),Spain (EU),Series E,1,1198416
New York (US),Spain (EU),Series E,3,128064027
New York (US),New York (US),Series E,22,1848186295
Spain (EU),Spain (EU),Series E,1,798944
China (Else),China (Else),Angel,512,642959341
