from,to,round,deals,value
California (US),Connecticut (US),Seed,13,13979488
Connecticut (US),Israel (Else),Seed,3,1719722
Colorado (US),Israel (Else),Seed,3,3020000
California (US),West Virginia (US),Seed,2,1050000
Israel (Else),Massachusetts (US),Seed,3,5050000
Israel (Else),West Virginia (US),Seed,2,1550000
Massachusetts (US),West Virginia (US),Seed,2,1050000
Israel (Else),New York (US),Seed,12,9336144
Israel (Else),North Carolina (US),Seed,2,2233333
New York (US),North Carolina (US),Seed,7,5415368
Israel (Else),Washington (US),Seed,3,1487771
Israel (Else),Singapore (Else),Series A,1,4000000
Israel (Else),Israel (Else),Series A,12,47516667
Massachusetts (US),United Kingdom (EU),Series A,11,70343876
Israel (Else),United Kingdom (EU),Series A,2,12900000
Israel (Else),West Virginia (US),Series A,1,10000000
Florida (US),Hong Kong (Else),Series A,1,6800000
Florida (US),Israel (Else),Series A,1,6800000
Hong Kong (Else),Israel (Else),Series A,1,6800000
California (US),West Virginia (US),Series A,2,5500000
Israel (Else),Luxembourg (EU),Series A,1,3133333
Israel (Else),New York (US),Series A,11,55883510
Luxembourg (EU),New York (US),Series A,2,3600000
India (Else),Israel (Else),Series A,2,3191111
India (Else),Japan (Else),Series A,1,2080000
Israel (Else),Japan (Else),Series A,2,3946667
Massachusetts (US),Sweden (EU),Series A,1,2500000
Illinois (US),New York (US),Series A,10,56640936
Israel (Else),South Korea (Else),Series A,2,7333333
Colorado (US),Israel (Else),Series A,1,3000000
Colorado (US),New York (US),Series A,12,31608589
Israel (Else),Spain (EU),Series A,1,3650000
New York (US),South Korea (Else),Series A,4,11120000
Israel (Else),Israel (Else),Series B,6,55866667
Israel (Else),United Kingdom (EU),Series B,5,35041242
United Kingdom (EU),United Kingdom (EU),Series B,14,85363824
Israel (Else),Massachusetts (US),Series B,4,33366667
California (US),Israel (Else),Series B,13,139684317
China (Else),Germany (EU),Series B,1,6111111
China (Else),Israel (Else),Series B,1,4888889
Germany (EU),Hong Kong (Else),Series B,1,4888889
Germany (EU),Israel (Else),Series B,1,3666667
Hong Kong (Else),Israel (Else),Series B,3,16866667
Hong Kong (Else),Hong Kong (Else),Series B,1,2444444
Israel (Else),New York (US),Series B,4,24656539
Hong Kong (Else),Russian Federation (Else),Series B,2,11600000
California (US),Colorado (US),Series C,5,95545455
California (US),Mexico (Else),Series C,1,36000000
California (US),United States (US),Series C,1,36000000
Colorado (US),Mexico (Else),Series C,1,24000000
Colorado (US),United States (US),Series C,1,24000000
Mexico (Else),United States (US),Series C,1,24000000
California (US),Israel (Else),Series C,8,221205833
Israel (Else),Israel (Else),Series C,5,32029167
California (US),Israel (Else),Series D,4,47800000
Israel (Else),Israel (Else),Series D,7,41758333
California (US),Israel (Else),Series E,2,50625000
Israel (Else),Washington (US),Series E,1,20000000
Israel (Else),Israel (Else),Series E,3,44875000
California (US),Israel (Else),Series F,3,150333333
California (US),Massachusetts (US),Series F,4,171666667
California (US),New York (US),Series F,7,170444444
Israel (Else),Massachusetts (US),Series F,1,12000000
Israel (Else),New York (US),Series F,3,21300000
Massachusetts (US),New York (US),Series F,3,67000000
California (US),California (US),Series F,12,402904167
California (US),Louisiana (US),Series F,1,6000000
California (US),Washington (US),Series F,5,100500000
Israel (Else),Louisiana (US),Series F,1,6000000
Israel (Else),Washington (US),Series F,1,6000000
Louisiana (US),New York (US),Series F,1,6000000
Louisiana (US),Washington (US),Series F,1,6000000
New York (US),Washington (US),Series F,3,28500000
Florida (US),Israel (Else),Series Unknown,1,5000000
Israel (Else),Israel (Else),Series Unknown,8,29323333
France (EU),Israel (Else),Series Unknown,1,6000000
France (EU),Switzerland (EU),Series Unknown,2,8000000
Israel (Else),Switzerland (EU),Series Unknown,1,6000000
California (US),Illinois (US),Series Unknown,10,33177003
California (US),Israel (Else),Series Unknown,6,50569643
Germany (EU),Illinois (US),Series Unknown,2,4345000
Germany (EU),Israel (Else),Series Unknown,2,12562500
Germany (EU),Singapore (Else),Series Unknown,2,4345000
Illinois (US),Israel (Else),Series Unknown,2,12562500
Illinois (US),Singapore (Else),Series Unknown,2,4345000
Israel (Else),Singapore (Else),Series Unknown,2,12562500
Israel (Else),Massachusetts (US),Series Unknown,4,18200000
Israel (Else),Pennsylvania (US),Series Unknown,2,18400000
Israel (Else),West Virginia (US),Series Unknown,1,10000000
Massachusetts (US),Pennsylvania (US),Series Unknown,2,42004396
Massachusetts (US),West Virginia (US),Series Unknown,1,10000000
Pennsylvania (US),West Virginia (US),Series Unknown,1,10000000
Israel (Else),New York (US),Series Unknown,4,41871429
New York (US),New York (US),Series Unknown,27,317492786
California (US),Hong Kong (Else),Series Unknown,2,61878982
District of Columbia (US),Hong Kong (Else),Series Unknown,1,27857143
District of Columbia (US),Israel (Else),Series Unknown,1,27857143
District of Columbia (US),New York (US),Series Unknown,6,71369048
Hong Kong (Else),Israel (Else),Series Unknown,1,18571429
Hong Kong (Else),New York (US),Series Unknown,1,18571429
District of Columbia (US),District of Columbia (US),Series Unknown,4,67971429
Colorado (US),Israel (Else),Series Unknown,1,500000
France (EU),Italy (EU),Angel,1,950000
Italy (EU),Switzerland (EU),Angel,1,181865
Italy (EU),Italy (EU),Angel,2,353646
India (Else),Italy (EU),Angel,1,618354
New York (US),Washington (US),Grant,1,500000
Italy (EU),Italy (EU),Pre Seed,4,554015
Italy (EU),Italy (EU),Seed,23,13320364
Florida (US),Germany (EU),Seed,2,1808388
Florida (US),Italy (EU),Seed,1,891185
Germany (EU),Italy (EU),Seed,3,1418792
Italy (EU),Norway (EU),Seed,1,543642
Chile (Else),Italy (EU),Seed,1,686665
Italy (EU),United Kingdom (EU),Seed,5,2276788
Belgium (EU),Italy (EU),Seed,1,2613850
China (Else),Germany (EU),Seed,1,109874
China (Else),Italy (EU),Seed,1,164812
China (Else),Japan (Else),Seed,2,1443208
Germany (EU),Japan (Else),Seed,2,740351
Italy (EU),Japan (Else),Seed,1,164812
California (US),Italy (EU),Seed,3,982500
France (EU),Italy (EU),Series A,1,1157143
France (EU),Switzerland (EU),Series A,2,1885714
Italy (EU),Switzerland (EU),Series A,1,1157143
Italy (EU),Italy (EU),Series A,3,9164286
Italy (EU),Luxembourg (EU),Series A,1,600000
Italy (EU),Italy (EU),Series B,1,19587078
France (EU),Italy (EU),Series Unknown,1,26413275
Japan (Else),Japan (Else),Angel,1,160465
Japan (Else),South Korea (Else),Corporate Round,1,347659
Japan (Else),Japan (Else),Corporate Round,3,12599015
Japan (Else),United Kingdom (EU),Post IPO Equity,1,9300000
California (US),Japan (Else),Post IPO Equity,1,1666667
California (US),Ohio (US),Post IPO Equity,1,1666667
Japan (Else),Ohio (US),Post IPO Equity,1,1666667
Japan (Else),Japan (Else),Pre Seed,3,2038507
Japan (Else),Nevada (US),Seed,2,741721
Japan (Else),Japan (Else),Seed,29,29699820
Japan (Else),Singapore (Else),Seed,5,2885178
Japan (Else),United Arab Emirates (Else),Seed,1,104319
China (Else),Singapore (Else),Seed,2,1783333
Japan (Else),New York (US),Seed,11,7742159
Japan (Else),Taiwan (Else),Seed,2,1500000
Japan (Else),Japan (Else),Series A,16,69013968
France (EU),United Arab Emirates (Else),Series B,2,23000000
Singapore (Else),United Arab Emirates (Else),Series B,2,6650000
United Arab Emirates (Else),United Kingdom (EU),Series B,1,4800000
Japan (Else),Japan (Else),Series B,12,45836676
Japan (Else),United Kingdom (EU),Series B,2,24600000
Japan (Else),Japan (Else),Series C,2,28874509
Japan (Else),Japan (Else),Series G,1,18201622
Japan (Else),Japan (Else),Series Unknown,34,106343502
Finland (EU),Japan (Else),Series Unknown,1,100791
Japan (Else),Singapore (Else),Series Unknown,2,21007828
Japan (Else),Japan (Else),Undisclosed,1,2692864
California (US),United Arab Emirates (Else),Seed,11,10699621
New York (US),United Arab Emirates (Else),Seed,10,2753187
California (US),Nebraska (US),Seed,2,270000
Nebraska (US),Nebraska (US),Seed,7,2356667
California (US),District of Columbia (US),Series A,14,41470024
Latvia (EU),United Kingdom (EU),Debt Financing,1,68853
Estonia (EU),Latvia (EU),Series Unknown,1,1281542
Latvia (EU),Latvia (EU),Series Unknown,1,633553
Lebanon (Else),Lebanon (Else),Seed,1,300000
Canada (Else),Jordan (Else),Seed,1,100000
France (EU),Jordan (Else),Seed,1,100000
Finland (EU),Finland (EU),Debt Financing,1,40172
Lithuania (EU),Russian Federation (Else),Series A,1,1800000
Czech Republic (EU),Texas (US),Seed,1,1150000
Malaysia (Else),Malaysia (Else),Grant,1,152000
Germany (EU),India (Else),Series A,1,857143
Germany (EU),Singapore (Else),Series A,1,1142857
India (Else),Singapore (Else),Series A,2,3523810
Singapore (Else),Singapore (Else),Series A,6,11704762
California (US),Mexico (Else),Pre Seed,1,311000
California (US),Mexico (Else),Seed,10,8138815
District of Columbia (US),Florida (US),Seed,3,2350000
District of Columbia (US),Mexico (Else),Seed,3,2112733
Florida (US),Mexico (Else),Seed,1,750000
District of Columbia (US),District of Columbia (US),Seed,7,3809127
Mexico (Else),Mexico (Else),Seed,3,1050000
Brazil (Else),France (EU),Seed,2,315714
Mexico (Else),Mexico (Else),Series A,1,1024115
Chile (Else),Mexico (Else),Series Unknown,1,666667
Chile (Else),North Carolina (US),Series Unknown,1,333333
Chile (Else),Spain (EU),Series Unknown,1,333333
Mexico (Else),North Carolina (US),Series Unknown,1,666667
Mexico (Else),Spain (EU),Series Unknown,1,666667
North Carolina (US),Spain (EU),Series Unknown,1,333333
Mexico (Else),Mexico (Else),Series Unknown,1,500000
Belgium (EU),United Arab Emirates (Else),Seed,1,1600000
Belgium (EU),United Arab Emirates (Else),Series A,1,1600000
New Zealand (Else),New Zealand (Else),Angel,1,464738
California (US),Texas (US),Angel,6,4313977
California (US),Virginia (US),Angel,2,2693333
Texas (US),Virginia (US),Angel,1,1333333
New Zealand (Else),New Zealand (Else),Seed,2,2689972
Australia (Else),New Zealand (Else),Series A,1,4000000
New Zealand (Else),New Zealand (Else),Series A,1,2666667
New Zealand (Else),Switzerland (EU),Series C,1,5000000
New Zealand (Else),New Zealand (Else),Series C,1,3333333
Australia (Else),California (US),Series Unknown,4,100875000
South Africa (Else),Sweden (EU),Series A,2,14800000
Germany (EU),Luxembourg (EU),Series B,1,114464027
Germany (EU),South Africa (Else),Series B,1,114464027
Luxembourg (EU),South Africa (Else),Series B,1,114464027
Norway (EU),Sweden (EU),Seed,2,1622785
Norway (EU),Norway (EU),Seed,2,1116089
California (US),Norway (EU),Seed,1,550000
Finland (EU),Norway (EU),Seed,1,50000
Finland (EU),Sweden (EU),Seed,2,2950000
Norway (EU),United Kingdom (EU),Seed,1,50000
Sweden (EU),United Kingdom (EU),Seed,5,3815641
Norway (EU),United Kingdom (EU),Series B,1,3400000
Norway (EU),Norway (EU),Series Unknown,1,3600000
Pakistan (Else),Pakistan (Else),Seed,1,360000
Peru (Else),Spain (EU),Convertible Note,1,50000
Peru (Else),Spain (EU),Seed,1,345106
Philippines (Else),Philippines (Else),Debt Financing,1,91000000
Philippines (Else),Singapore (Else),Post IPO Secondary,1,670058157
California (US),Philippines (Else),Seed,2,2060000
Philippines (Else),Singapore (Else),Seed,1,1140000
China (Else),The Netherlands (EU),Seed,1,166667
Philippines (Else),Philippines (Else),Series C,1,53000000
Germany (EU),Poland (EU),Seed,1,69333
Poland (EU),United Kingdom (EU),Seed,4,1451351
Portugal (EU),Portugal (EU),Seed,6,7976646
Portugal (EU),United Kingdom (EU),Seed,1,500000
California (US),Portugal (EU),Seed,1,65000
California (US),Texas (US),Series A,26,151570586
New York (US),Texas (US),Series A,15,51863626
California (US),Russian Federation (Else),Angel,2,864000
Russian Federation (Else),Russian Federation (Else),Angel,1,300000
Lithuania (EU),Texas (US),Angel,1,100000
California (US),Singapore (Else),Angel,2,1862000
Germany (EU),Russian Federation (Else),Post IPO Equity,1,237000000
Chile (Else),Estonia (EU),Pre Seed,1,40000
Finland (EU),Russian Federation (Else),Private Equity,1,66666667
Finland (EU),United Kingdom (EU),Private Equity,1,66666667
Russian Federation (Else),United Kingdom (EU),Private Equity,1,66666667
California (US),Lithuania (EU),Seed,2,550000
Lithuania (EU),Massachusetts (US),Seed,1,200000
California (US),Cayman Islands (Else),Seed,2,366667
Cayman Islands (Else),Russian Federation (Else),Seed,1,66667
Russian Federation (Else),Russian Federation (Else),Seed,8,1372500
Russian Federation (Else),Ukraine (Else),Seed,2,700000
New York (US),Russian Federation (Else),Seed,4,573333
Russian Federation (Else),Vietnam (Else),Seed,1,300000
Cayman Islands (Else),Russian Federation (Else),Series A,1,5000000
New York (US),Russian Federation (Else),Series A,1,70000
Czech Republic (EU),Poland (EU),Series A,1,5000000
Luxembourg (EU),Russian Federation (Else),Series B,1,1350000
Russian Federation (Else),Russian Federation (Else),Series B,1,900000
California (US),Switzerland (EU),Series B,6,55336200
Russian Federation (Else),United Kingdom (EU),Series B,1,3700000
California (US),Russian Federation (Else),Series B,4,36920000
California (US),Luxembourg (EU),Series B,3,26250000
France (EU),Ohio (US),Series B,1,4000000
Cyprus (EU),Russian Federation (Else),Series C,1,3200000
Cyprus (EU),United Kingdom (EU),Series C,1,6400000
Cayman Islands (Else),Russian Federation (Else),Series C,1,5000000
France (EU),Luxembourg (EU),Series C,1,5500000
France (EU),Russian Federation (Else),Series C,1,8250000
Luxembourg (EU),Russian Federation (Else),Series C,1,8250000
Russian Federation (Else),Russian Federation (Else),Series C,1,5500000
Germany (EU),New York (US),Series Unknown,6,205882825
Germany (EU),Russian Federation (Else),Series Unknown,1,1875000
Russian Federation (Else),United Kingdom (EU),Series Unknown,1,1875000
Russian Federation (Else),Russian Federation (Else),Series Unknown,1,1250000
Massachusetts (US),Russian Federation (Else),Series Unknown,1,3000000
Saudi Arabia (Else),Saudi Arabia (Else),Seed,2,1673333
India (Else),India (Else),Pre Seed,1,50000
India (Else),Singapore (Else),Private Equity,1,17000000
Illinois (US),Japan (Else),Seed,2,1030476
Illinois (US),Singapore (Else),Seed,3,710873
Kenya (Else),Singapore (Else),Seed,1,1840000
Georgia (US),Singapore (Else),Seed,2,97333
California (US),Malta (EU),Seed,1,275000
California (US),Puerto Rico (Else),Seed,1,275000
Canada (Else),Malta (EU),Seed,1,68750
Canada (Else),Puerto Rico (Else),Seed,1,68750
Canada (Else),Singapore (Else),Seed,3,711250
Canada (Else),The Netherlands (EU),Seed,2,935417
Malta (EU),Nevada (US),Seed,1,68750
Malta (EU),New York (US),Seed,1,68750
Malta (EU),Puerto Rico (Else),Seed,1,68750
Malta (EU),Singapore (Else),Seed,1,137500
Malta (EU),The Netherlands (EU),Seed,1,68750
Nevada (US),Puerto Rico (Else),Seed,1,68750
Nevada (US),Singapore (Else),Seed,5,1506293
Nevada (US),The Netherlands (EU),Seed,2,168750
New York (US),Puerto Rico (Else),Seed,1,68750
New York (US),Singapore (Else),Seed,13,5741211
Puerto Rico (Else),Singapore (Else),Seed,1,137500
Puerto Rico (Else),The Netherlands (EU),Seed,1,68750
Singapore (Else),The Netherlands (EU),Seed,2,388750
Georgia (US),India (Else),Seed,1,150000
India (Else),Singapore (Else),Seed,2,1850000
Singapore (Else),United Arab Emirates (Else),Seed,1,500000
Australia (Else),Washington (US),Seed,2,410000
Singapore (Else),Washington (US),Seed,2,393750
California (US),Kenya (Else),Series A,1,500000
Estonia (EU),Japan (Else),Series A,1,1840000
Estonia (EU),Singapore (Else),Series A,1,920000
Singapore (Else),Singapore (Else),Series B,2,19111585
Germany (EU),Massachusetts (US),Series C,1,75000000
Germany (EU),Sweden (EU),Series C,1,75000000
Massachusetts (US),Sweden (EU),Series C,1,50000000
Belgium (EU),Germany (EU),Series D,1,60000000
Belgium (EU),Massachusetts (US),Series D,1,40000000
Belgium (EU),Sweden (EU),Series D,1,40000000
Germany (EU),Massachusetts (US),Series D,2,70666667
Germany (EU),Sweden (EU),Series D,1,60000000
Massachusetts (US),Sweden (EU),Series D,2,48333333
Belgium (EU),Sweden (EU),Series E,1,137367166
Belgium (EU),United Kingdom (EU),Series E,2,148915175
New York (US),Sweden (EU),Series E,1,137367166
New York (US),United Kingdom (EU),Series E,4,243744944
Sweden (EU),United Kingdom (EU),Series E,1,137367166
California (US),France (EU),Series F,1,114333333
California (US),Singapore (Else),Series F,2,156333333
France (EU),Israel (Else),Series F,1,57166667
France (EU),Singapore (Else),Series F,1,57166667
Israel (Else),Singapore (Else),Series F,1,57166667
Indonesia (Else),Japan (Else),Series Unknown,1,205000
Indonesia (Else),Singapore (Else),Series Unknown,2,19240833
Indonesia (Else),Taiwan (Else),Series Unknown,1,205000
Indonesia (Else),Thailand (Else),Series Unknown,1,205000
Japan (Else),Taiwan (Else),Series Unknown,1,205000
Japan (Else),Thailand (Else),Series Unknown,1,205000
Singapore (Else),Taiwan (Else),Series Unknown,1,307500
Singapore (Else),Thailand (Else),Series Unknown,1,307500
Taiwan (Else),Thailand (Else),Series Unknown,1,205000
Singapore (Else),Singapore (Else),Series Unknown,2,755000
California (US),Estonia (EU),Series Unknown,2,3838636
California (US),Philippines (Else),Series Unknown,1,3000000
Estonia (EU),Philippines (Else),Series Unknown,1,3000000
Estonia (EU),Singapore (Else),Series Unknown,2,3825000
Philippines (Else),Singapore (Else),Series Unknown,1,3000000
Estonia (EU),Washington (US),Series Unknown,1,550000
Singapore (Else),Washington (US),Series Unknown,1,825000
Slovakia (Slovak Republic) (EU),Slovakia (Slovak Republic) (EU),Angel,1,105680
South Africa (Else),United Kingdom (EU),Debt Financing,1,23500000
South Korea (Else),South Korea (Else),Angel,2,1200000
South Korea (Else),Spain (EU),Post IPO Equity,1,5641077
South Korea (Else),South Korea (Else),Private Equity,2,610425145
California (US),South Korea (Else),Seed,9,10837785
South Korea (Else),South Korea (Else),Seed,13,6384973
Australia (Else),South Korea (Else),Seed,1,400000
South Korea (Else),South Korea (Else),Series A,9,15781633
South Korea (Else),South Korea (Else),Series B,4,8637139
South Korea (Else),South Korea (Else),Series C,1,5668943
California (US),South Korea (Else),Series Unknown,3,18193860
South Korea (Else),South Korea (Else),Series Unknown,4,4201529
Japan (Else),South Korea (Else),Series Unknown,1,2700000
Hong Kong (Else),South Korea (Else),Series Unknown,1,13000000
Poland (EU),Spain (EU),Angel,1,207829
Germany (EU),Spain (EU),Angel,1,652903
Spain (EU),Spain (EU),Convertible Note,1,1218584
Spain (EU),Spain (EU),Debt Financing,2,591755
Spain (EU),Spain (EU),Grant,1,99075
California (US),United Kingdom (EU),Post IPO Debt,1,743000000
California (US),Spain (EU),Pre Seed,1,196531
Spain (EU),Spain (EU),Pre Seed,2,189681
Spain (EU),The Netherlands (EU),Seed,1,13266
Spain (EU),United Kingdom (EU),Seed,6,2581184
Andorra (Else),New York (US),Seed,1,195133
Andorra (Else),Spain (EU),Seed,1,585398
Mexico (Else),Spain (EU),Seed,2,280000
Germany (EU),United States (US),Seed,1,369881
Spain (EU),United States (US),Seed,1,739762
Greece (EU),Spain (EU),Seed,1,260514
Spain (EU),Ukraine (Else),Seed,1,52464
Canada (Else),Denmark (EU),Seed,1,866667
Denmark (EU),The Netherlands (EU),Seed,2,933333
Norway (EU),Spain (EU),Seed,1,85000
California (US),Spain (EU),Series A,4,15839286
Spain (EU),Spain (EU),Series A,9,16782337
France (EU),Spain (EU),Series A,2,7335608
New York (US),Spain (EU),Series A,4,8128571
Spain (EU),United Kingdom (EU),Series A,2,2057143
Luxembourg (EU),Texas (US),Series A,1,1587584
California (US),Virginia (US),Series A,20,92607973
District of Columbia (US),Massachusetts (US),Series A,2,2009091
District of Columbia (US),Virginia (US),Series A,3,7844792
Massachusetts (US),Virginia (US),Series A,4,12912121
Norway (EU),Spain (EU),Series A,1,250195
Spain (EU),Spain (EU),Series B,2,21565307
Spain (EU),Spain (EU),Series Unknown,6,9030475
Panama (Else),Spain (EU),Series Unknown,1,2069579
California (US),Spain (EU),Series Unknown,2,8100000
Peru (Else),Spain (EU),Series Unknown,1,1958979
Sweden (EU),Sweden (EU),Angel,4,2709614
Saudi Arabia (Else),Sweden (EU),Angel,1,3008125
Sweden (EU),Sweden (EU),Seed,6,3303143
Italy (EU),Russian Federation (Else),Seed,1,50000
District of Columbia (US),Sweden (EU),Series A,1,24000000
Sweden (EU),Sweden (EU),Series A,2,19013540
California (US),Sweden (EU),Series B,3,28222222
New York (US),Sweden (EU),Series B,2,15277778
Sweden (EU),United Kingdom (EU),Series B,1,7500000
Sweden (EU),Sweden (EU),Series B,2,8760000
Alaska (US),Norway (EU),Series B,1,5640000
Alaska (US),Sweden (EU),Series B,1,5640000
Norway (EU),Sweden (EU),Series B,1,7520000
Norway (EU),Norway (EU),Series B,1,3760000
California (US),Canada (Else),Series F,2,212566667
California (US),United Kingdom (EU),Series F,1,166666667
Canada (Else),United Kingdom (EU),Series F,1,166666667
Sweden (EU),Sweden (EU),Series Unknown,3,10054238
California (US),Sweden (EU),Series Unknown,2,2700000
Denmark (EU),Switzerland (EU),Series Unknown,1,1035926
Romania (EU),Switzerland (EU),Seed,1,1365048
Spain (EU),Switzerland (EU),Seed,2,2596234
Switzerland (EU),Turkey (Else),Seed,1,350000
Finland (EU),Russian Federation (Else),Seed,1,1375160
District of Columbia (US),Switzerland (EU),Series A,1,2160009
Denmark (EU),Massachusetts (US),Series A,1,3200000
Denmark (EU),Switzerland (EU),Series A,2,7375000
Massachusetts (US),Switzerland (EU),Series A,5,27920301
California (US),Denmark (EU),Series A,2,38575172
Switzerland (EU),Switzerland (EU),Series B,1,1675826
New Jersey (US),Switzerland (EU),Series B,2,22398322
Florida (US),Louisiana (US),Series B,1,40000000
Belgium (EU),Illinois (US),Series B,1,14694498
Belgium (EU),Ireland (EU),Series B,1,14694498
Belgium (EU),Massachusetts (US),Series B,1,14694498
Belgium (EU),New York (US),Series B,1,14694498
Belgium (EU),Switzerland (EU),Series B,1,14694498
France (EU),Illinois (US),Series B,1,29388996
France (EU),Ireland (EU),Series B,1,29388996
France (EU),Massachusetts (US),Series B,4,62199321
France (EU),New York (US),Series B,2,45497244
Illinois (US),Ireland (EU),Series B,1,14694498
Illinois (US),Massachusetts (US),Series B,9,95480211
Illinois (US),New York (US),Series B,9,46996318
Illinois (US),Switzerland (EU),Series B,1,14694498
Ireland (EU),Massachusetts (US),Series B,2,27361165
Ireland (EU),New York (US),Series B,2,27361165
Ireland (EU),Switzerland (EU),Series B,1,14694498
Massachusetts (US),Switzerland (EU),Series B,5,56214288
Belgium (EU),California (US),Series B,2,18919506
Italy (EU),New York (US),Series B,1,4000000
Belgium (EU),Canada (Else),Series C,1,10296314
Belgium (EU),France (EU),Series C,2,25921314
Belgium (EU),New York (US),Series C,1,10296314
Belgium (EU),Norway (EU),Series C,2,25921314
Belgium (EU),Spain (EU),Series C,1,10296314
Belgium (EU),Switzerland (EU),Series C,2,31069470
Canada (Else),Norway (EU),Series C,1,10296314
Canada (Else),Spain (EU),Series C,1,10296314
Canada (Else),Switzerland (EU),Series C,3,31755581
France (EU),Norway (EU),Series C,2,25921314
France (EU),Spain (EU),Series C,1,10296314
New York (US),Norway (EU),Series C,2,23796314
New York (US),Spain (EU),Series C,1,10296314
Norway (EU),Spain (EU),Series C,1,10296314
Norway (EU),Switzerland (EU),Series C,2,31069470
Spain (EU),Switzerland (EU),Series C,1,15444470
Belgium (EU),Guernsey (Else),Series E,1,11548009
Belgium (EU),New Jersey (US),Series E,1,11548009
Belgium (EU),Switzerland (EU),Series E,1,11548009
Belgium (EU),The Netherlands (EU),Series E,1,17322013
Guernsey (Else),New Jersey (US),Series E,1,11548009
Guernsey (Else),Switzerland (EU),Series E,1,11548009
Guernsey (Else),The Netherlands (EU),Series E,1,17322013
Guernsey (Else),United Kingdom (EU),Series E,3,103731342
New Jersey (US),Switzerland (EU),Series E,1,11548009
New Jersey (US),The Netherlands (EU),Series E,1,17322013
New Jersey (US),United Kingdom (EU),Series E,1,11548009
Switzerland (EU),The Netherlands (EU),Series E,1,17322013
Switzerland (EU),United Kingdom (EU),Series E,1,11548009
The Netherlands (EU),United Kingdom (EU),Series E,1,17322013
The Netherlands (EU),The Netherlands (EU),Series E,1,11548009
Switzerland (EU),United Kingdom (EU),Series Unknown,3,30679660
Switzerland (EU),Switzerland (EU),Series Unknown,3,4126595
Norway (EU),Switzerland (EU),Series Unknown,1,1389893
Singapore (Else),Thailand (Else),Seed,2,701250
Thailand (Else),The Netherlands (EU),Seed,1,167500
California (US),Thailand (Else),Seed,2,1250500
Thailand (Else),Thailand (Else),Seed,1,600375
Italy (EU),The Netherlands (EU),Private Equity,1,38666667
Italy (EU),United Kingdom (EU),Private Equity,1,38666667
The Netherlands (EU),United Kingdom (EU),Private Equity,1,38666667
The Netherlands (EU),The Netherlands (EU),Seed,3,3111224
Germany (EU),Sweden (EU),Seed,2,1431057
Germany (EU),The Netherlands (EU),Seed,1,431057
Sweden (EU),The Netherlands (EU),Seed,1,431057
Florida (US),The Netherlands (EU),Seed,1,571429
Florida (US),Washington (US),Seed,3,2065714
The Netherlands (EU),Washington (US),Seed,2,991429
Denmark (EU),Turkey (Else),Seed,1,66667
The Netherlands (EU),Turkey (Else),Seed,1,66667
The Netherlands (EU),The Netherlands (EU),Series A,4,46597329
Belgium (EU),Luxembourg (EU),Series A,1,3551199
California (US),Luxembourg (EU),Series A,3,13317866
Connecticut (US),The Netherlands (EU),Series A,1,5203489
California (US),New Jersey (US),Series B,8,88366954
New Jersey (US),New York (US),Series B,5,34700287
New Jersey (US),The Netherlands (EU),Series B,1,21086686
New York (US),The Netherlands (EU),Series B,1,21086686
Switzerland (EU),The Netherlands (EU),Series B,2,31897044
The Netherlands (EU),The Netherlands (EU),Series B,1,14057790
Denmark (EU),South Korea (Else),Series B,1,9000000
The Netherlands (EU),United Kingdom (EU),Series C,2,15451848
Connecticut (US),The Netherlands (EU),Series Unknown,1,18567698
The Netherlands (EU),The Netherlands (EU),Series Unknown,2,26926395
Belgium (EU),The Netherlands (EU),Series Unknown,1,3632756
Luxembourg (EU),The Netherlands (EU),Series Unknown,1,2000000
Turkey (Else),Turkey (Else),Angel,2,605655
California (US),France (EU),Angel,3,1669375
France (EU),Hong Kong (Else),Angel,1,615000
California (US),California (US),Angel,24,16174018
Turkey (Else),Turkey (Else),Seed,5,4661335
Turkey (Else),United Kingdom (EU),Seed,1,400000
Turkey (Else),Turkey (Else),Series A,2,2730000
Luxembourg (EU),Turkey (Else),Series A,1,3333333
Luxembourg (EU),United Kingdom (EU),Series A,1,3333333
Turkey (Else),United Kingdom (EU),Series A,2,5333333
Austria (EU),Japan (Else),Series A,1,1400000
New York (US),Poland (EU),Series B,1,6392179
Turkey (Else),Turkey (Else),Series Unknown,1,2500000
United Arab Emirates (Else),United Arab Emirates (Else),Seed,9,2933417
California (US),Egypt (Else),Seed,1,116667
Egypt (Else),United Arab Emirates (Else),Seed,1,116667
Hong Kong (Else),Switzerland (EU),Seed,1,750000
Hong Kong (Else),United Arab Emirates (Else),Seed,1,750000
Switzerland (EU),United Arab Emirates (Else),Seed,2,850000
Switzerland (EU),United States (US),Seed,1,750000
United Arab Emirates (Else),United States (US),Seed,3,1046000
Saudi Arabia (Else),United Arab Emirates (Else),Seed,1,1700000
Spain (EU),United Arab Emirates (Else),Series A,1,800000
United Arab Emirates (Else),United Arab Emirates (Else),Series A,1,533333
California (US),Connecticut (US),Series A,15,70637596
California (US),Kuwait (Else),Series C,1,32000000
Ireland (EU),Kuwait (Else),Series C,1,32000000
United Arab Emirates (Else),United Arab Emirates (Else),Series Unknown,1,400000
New York (US),United Kingdom (EU),Angel,3,1233402
Denmark (EU),United Kingdom (EU),Angel,1,714471
California (US),United Kingdom (EU),Angel,5,6909091
Chile (Else),Texas (US),Angel,1,40000
Texas (US),Texas (US),Angel,2,253939
Italy (EU),Massachusetts (US),Angel,1,400000
