from,to,round,deals,value
Australia (Else),Texas (US),Seed,2,3953132
New York (US),Texas (US),Seed,40,377842241
Australia (Else),United Kingdom (EU),Seed,7,24073647
California (US),United Kingdom (EU),Seed,120,1651715483
Australia (Else),South Korea (Else),Seed,1,1788087
Australia (Else),United States (US),Seed,2,9020168
Australia (Else),Hong Kong (Else),Seed,1,2000000
Hong Kong (Else),Hong Kong (Else),Seed,6,77519399
Australia (Else),New Zealand (Else),Seed,4,18668328
Australia (Else),Maryland (US),Seed,1,2378258
Australia (Else),California (US),Series A,19,346954749
Australia (Else),New Zealand (Else),Series A,7,48156167
Australia (Else),Norway (EU),Series A,1,12778337
Australia (Else),Washington (US),Series A,2,28968813
California (US),New Zealand (Else),Series A,1,6389168
California (US),Norway (EU),Series A,2,9947398
California (US),Washington (US),Series A,20,706536008
New Zealand (Else),Norway (EU),Series A,1,6389168
New Zealand (Else),Washington (US),Series A,1,6389168
Norway (EU),Washington (US),Series A,1,4259446
Australia (Else),Australia (Else),Series A,13,139121634
New Zealand (Else),New Zealand (Else),Series A,5,24302970
Australia (Else),Germany (EU),Series A,2,34512881
Australia (Else),New York (US),Series A,7,87861096
Australia (Else),United Kingdom (EU),Series A,6,72036900
Germany (EU),New York (US),Series A,24,443938778
Germany (EU),United Kingdom (EU),Series A,31,503344423
New York (US),United Kingdom (EU),Series A,50,1215109005
Australia (Else),Florida (US),Series A,2,39187678
California (US),Florida (US),Series A,38,941619935
California (US),Texas (US),Series A,41,1027404095
China (Else),China (Else),Series A,112,10677955820
Australia (Else),Massachusetts (US),Series A,2,23058318
Massachusetts (US),United Kingdom (EU),Series A,19,426788418
Australia (Else),France (EU),Series A,2,32405057
Australia (Else),Japan (Else),Series B,1,40000000
Australia (Else),Australia (Else),Series B,4,98172562
Japan (Else),Japan (Else),Series B,27,318642308
Australia (Else),New Zealand (Else),Series B,2,71730082
Australia (Else),United Kingdom (EU),Series B,3,107674527
New Zealand (Else),United Kingdom (EU),Series B,1,22115041
Australia (Else),Luxembourg (EU),Series C,2,136386513
Australia (Else),New York (US),Series C,4,364795603
Australia (Else),Virginia (US),Series C,2,211163682
Luxembourg (EU),New York (US),Series C,3,112484800
Luxembourg (EU),Virginia (US),Series C,1,27963652
New York (US),Virginia (US),Series C,4,372108037
Australia (Else),Australia (Else),Series C,1,69909129
Australia (Else),California (US),Series D,2,62993466
Australia (Else),Sweden (EU),Series D,1,37993466
Australia (Else),Switzerland (EU),Series D,1,37993466
California (US),Sweden (EU),Series D,3,265328978
California (US),Switzerland (EU),Series D,3,144106755
Sweden (EU),Switzerland (EU),Series D,2,125489987
Australia (Else),Australia (Else),Series D,1,25328978
Australia (Else),Australia (Else),Series E,1,145928167
Australia (Else),California (US),Series Unknown,3,35428571
Australia (Else),Colorado (US),Series Unknown,2,59405000
Australia (Else),France (EU),Series Unknown,1,1125000
Australia (Else),New Zealand (Else),Series Unknown,1,1125000
Australia (Else),United Kingdom (EU),Series Unknown,2,4875000
California (US),Colorado (US),Series Unknown,3,242077381
California (US),France (EU),Series Unknown,6,78922790
California (US),New Zealand (Else),Series Unknown,1,1125000
California (US),United Kingdom (EU),Series Unknown,21,500354530
Colorado (US),France (EU),Series Unknown,2,7568812
Colorado (US),New Zealand (Else),Series Unknown,1,750000
Colorado (US),United Kingdom (EU),Series Unknown,1,750000
France (EU),New Zealand (Else),Series Unknown,1,750000
France (EU),United Kingdom (EU),Series Unknown,5,50269637
New Zealand (Else),United Kingdom (EU),Series Unknown,1,750000
Australia (Else),Australia (Else),Series Unknown,5,40854648
California (US),California (US),Series Unknown,65,39729779377
China (Else),China (Else),Series Unknown,52,8889740777
Austria (EU),Germany (EU),Pre Seed,4,12869199
Austria (EU),Austria (EU),Pre Seed,1,1730980
Czech Republic (EU),Luxembourg (EU),Pre Seed,2,1356155
California (US),Croatia (EU),Pre Seed,1,3600000
Austria (EU),The Netherlands (EU),Seed,5,10654953
Austria (EU),Austria (EU),Seed,3,5315827
France (EU),United Kingdom (EU),Seed,34,502310091
France (EU),France (EU),Seed,55,521142554
Austria (EU),France (EU),Seed,5,24281885
Austria (EU),Ireland (EU),Seed,1,2023182
Austria (EU),Switzerland (EU),Seed,6,16678835
France (EU),Ireland (EU),Seed,4,5744621
France (EU),Switzerland (EU),Seed,12,63512519
France (EU),The Netherlands (EU),Seed,11,50360482
Ireland (EU),Switzerland (EU),Seed,2,2215866
Ireland (EU),The Netherlands (EU),Seed,3,4012538
Switzerland (EU),The Netherlands (EU),Seed,5,18888343
Austria (EU),Germany (EU),Series A,7,80374090
Austria (EU),United Kingdom (EU),Series A,4,36311290
Germany (EU),Germany (EU),Series A,34,494574682
Austria (EU),Italy (EU),Series A,1,6875000
Austria (EU),Singapore (Else),Series A,1,6875000
Austria (EU),Switzerland (EU),Series A,2,10753224
Austria (EU),The Netherlands (EU),Series A,2,13847855
Italy (EU),Singapore (Else),Series A,3,13942906
Italy (EU),Switzerland (EU),Series A,2,9309425
Italy (EU),The Netherlands (EU),Series A,1,2750000
Singapore (Else),Switzerland (EU),Series A,5,18226190
Singapore (Else),The Netherlands (EU),Series A,2,4416667
Switzerland (EU),The Netherlands (EU),Series A,7,47376252
Austria (EU),Austria (EU),Series A,1,5500000
Austria (EU),Belgium (EU),Series A,2,6024040
Austria (EU),Canada (Else),Series A,1,1375470
Austria (EU),Czech Republic (EU),Series A,1,1375470
Austria (EU),Romania (EU),Series A,1,1375470
Belgium (EU),Canada (Else),Series A,2,56375470
Belgium (EU),Czech Republic (EU),Series A,1,1375470
Belgium (EU),Romania (EU),Series A,1,1375470
Canada (Else),Czech Republic (EU),Series A,2,7375470
Canada (Else),Romania (EU),Series A,1,1375470
Czech Republic (EU),Romania (EU),Series A,1,1375470
Bulgaria (EU),Saudi Arabia (Else),Seed,1,1500000
Bulgaria (EU),United Arab Emirates (Else),Seed,1,2250000
Saudi Arabia (Else),United Arab Emirates (Else),Seed,8,34980327
United Arab Emirates (Else),United Arab Emirates (Else),Seed,12,51287298
Saudi Arabia (Else),Saudi Arabia (Else),Seed,12,40750442
Belgium (EU),Belgium (EU),Pre Seed,5,4627510
Belgium (EU),Massachusetts (US),Pre Seed,1,1174831
Belgium (EU),Michigan (US),Pre Seed,1,1293325
Germany (EU),The Netherlands (EU),Pre Seed,4,4908993
Germany (EU),Turkey (Else),Pre Seed,2,2435364
Germany (EU),United Kingdom (EU),Pre Seed,24,43979102
The Netherlands (EU),Turkey (Else),Pre Seed,1,435364
The Netherlands (EU),United Kingdom (EU),Pre Seed,7,12517693
Turkey (Else),United Kingdom (EU),Pre Seed,3,3685364
Belgium (EU),The Netherlands (EU),Pre Seed,2,2323933
The Netherlands (EU),The Netherlands (EU),Pre Seed,6,5338564
Belgium (EU),United Kingdom (EU),Pre Seed,2,1173215
Belgium (EU),New York (US),Seed,4,25398969
Belgium (EU),Belgium (EU),Seed,13,51571454
Belgium (EU),Italy (EU),Seed,4,17583201
Belgium (EU),Sweden (EU),Seed,3,11587802
Italy (EU),Sweden (EU),Seed,1,5615402
France (EU),Germany (EU),Seed,29,458231877
Germany (EU),United Kingdom (EU),Seed,57,322566784
Belgium (EU),The Netherlands (EU),Seed,3,4288170
Belgium (EU),Germany (EU),Seed,8,32871308
Belgium (EU),Hong Kong (Else),Seed,1,1500000
Belgium (EU),Pennsylvania (US),Seed,1,1500000
Hong Kong (Else),Pennsylvania (US),Seed,1,1000000
Belgium (EU),France (EU),Seed,6,69536662
Belgium (EU),Switzerland (EU),Seed,7,36336601
Belgium (EU),California (US),Seed,7,13911372
California (US),The Netherlands (EU),Seed,18,72128953
Belgium (EU),California (US),Series A,7,94814461
Belgium (EU),Connecticut (US),Series A,1,27777778
Belgium (EU),Denmark (EU),Series A,2,31962660
Belgium (EU),Illinois (US),Series A,2,39333333
Belgium (EU),Massachusetts (US),Series A,4,107875012
Belgium (EU),New York (US),Series A,5,48670536
Belgium (EU),The Netherlands (EU),Series A,6,89265422
California (US),Connecticut (US),Series A,16,536880721
California (US),Denmark (EU),Series A,8,210854668
California (US),Illinois (US),Series A,40,997472688
California (US),Massachusetts (US),Series A,82,2032600156
California (US),The Netherlands (EU),Series A,19,544102256
Connecticut (US),Denmark (EU),Series A,2,67777778
Connecticut (US),Illinois (US),Series A,3,59069444
Connecticut (US),Massachusetts (US),Series A,4,98069444
Connecticut (US),New York (US),Series A,10,277421957
Connecticut (US),The Netherlands (EU),Series A,3,82777778
Denmark (EU),Illinois (US),Series A,2,31777778
Denmark (EU),Massachusetts (US),Series A,4,114777778
Denmark (EU),New York (US),Series A,4,80577778
Denmark (EU),The Netherlands (EU),Series A,4,80362660
Illinois (US),Massachusetts (US),Series A,15,293851757
Illinois (US),New York (US),Series A,26,690703756
Illinois (US),The Netherlands (EU),Series A,1,27777778
Massachusetts (US),New York (US),Series A,51,816366492
Massachusetts (US),The Netherlands (EU),Series A,7,292248119
New York (US),The Netherlands (EU),Series A,12,127576203
Belgium (EU),France (EU),Series A,9,160083543
Belgium (EU),Belgium (EU),Series A,2,25277738
Belgium (EU),California (US),Series B,9,195828515
Belgium (EU),Canada (Else),Series B,3,63896905
Belgium (EU),Cayman Islands (Else),Series B,2,38604974
Belgium (EU),France (EU),Series B,9,165011618
Belgium (EU),Massachusetts (US),Series B,5,105229710
Belgium (EU),United Kingdom (EU),Series B,5,97721532
California (US),Canada (Else),Series B,24,1353758781
California (US),Cayman Islands (Else),Series B,2,64968944
California (US),France (EU),Series B,22,911706178
California (US),Massachusetts (US),Series B,60,3441762560
California (US),United Kingdom (EU),Series B,56,3198460550
Canada (Else),Cayman Islands (Else),Series B,2,14601253
Canada (Else),France (EU),Series B,5,101808743
Canada (Else),Massachusetts (US),Series B,8,169937022
Canada (Else),United Kingdom (EU),Series B,10,172032388
Cayman Islands (Else),France (EU),Series B,2,12255288
Cayman Islands (Else),Massachusetts (US),Series B,1,5217391
Cayman Islands (Else),United Kingdom (EU),Series B,4,4043201248
France (EU),Massachusetts (US),Series B,6,136591018
France (EU),United Kingdom (EU),Series B,17,449177744
Massachusetts (US),United Kingdom (EU),Series B,16,432384011
Belgium (EU),Belgium (EU),Series B,4,68909733
California (US),California (US),Series B,174,9922489862
United Kingdom (EU),United Kingdom (EU),Series B,21,539930986
Belgium (EU),Spain (EU),Series Unknown,4,16598942
Belgium (EU),Belgium (EU),Series Unknown,2,5433678
Belgium (EU),Germany (EU),Series Unknown,4,49719485
Brazil (Else),Florida (US),Angel,1,189487
Brazil (Else),Brazil (Else),Angel,1,162417
Argentina (Else),Brazil (Else),Pre Seed,1,2000000
Argentina (Else),New York (US),Pre Seed,1,1000000
Brazil (Else),New York (US),Pre Seed,2,12000000
Brazil (Else),Brazil (Else),Pre Seed,6,5981894
Brazil (Else),California (US),Pre Seed,1,1504664
Brazil (Else),Florida (US),Pre Seed,1,1504664
California (US),Florida (US),Pre Seed,8,15728109
Bermuda (Else),Brazil (Else),Seed,1,2928571
Bermuda (Else),United Kingdom (EU),Seed,2,2828571
Brazil (Else),United Kingdom (EU),Seed,7,26828643
Brazil (Else),Brazil (Else),Seed,15,38565011
United Kingdom (EU),United Kingdom (EU),Seed,111,731762004
California (US),Puerto Rico (Else),Seed,2,12457143
Brazil (Else),California (US),Seed,13,53840069
Brazil (Else),Connecticut (US),Seed,1,3833330
Brazil (Else),Mexico (Else),Seed,1,3833330
Brazil (Else),New York (US),Seed,10,29655710
Connecticut (US),Mexico (Else),Seed,1,2555553
Mexico (Else),New York (US),Seed,4,10755553
Brazil (Else),Israel (Else),Seed,3,7688601
California (US),Israel (Else),Seed,35,389988234
Israel (Else),New York (US),Seed,21,159217216
Israel (Else),United Kingdom (EU),Seed,10,55130895
New York (US),United Kingdom (EU),Seed,71,438124706
Cayman Islands (Else),Florida (US),Seed,2,3995833
Brazil (Else),Utah (US),Seed,1,5680959
Brazil (Else),Germany (EU),Seed,3,6095238
Germany (EU),New York (US),Seed,34,301760578
California (US),District of Columbia (US),Seed,20,293665167
California (US),Ireland (EU),Seed,7,20175012
District of Columbia (US),Ireland (EU),Seed,1,2000000
District of Columbia (US),New York (US),Seed,18,259932855
Ireland (EU),New York (US),Seed,6,10644326
Brazil (Else),New York (US),Series A,7,88334501
Brazil (Else),Brazil (Else),Series A,11,72530679
Brazil (Else),California (US),Series A,7,120274975
Brazil (Else),Colombia (Else),Series A,1,11000000
Brazil (Else),Colorado (US),Series A,1,11000000
Brazil (Else),Germany (EU),Series A,2,25919287
California (US),Colorado (US),Series A,23,341214882
California (US),Germany (EU),Series A,35,970112999
Colombia (Else),Colorado (US),Series A,1,7333333
Colombia (Else),Germany (EU),Series A,1,7333333
Colorado (US),Germany (EU),Series A,4,41191176
Brazil (Else),Cayman Islands (Else),Series A,1,5175785
Brazil (Else),District of Columbia (US),Series A,1,5175785
Brazil (Else),India (Else),Series A,2,9815785
California (US),Cayman Islands (Else),Series A,6,307901047
California (US),District of Columbia (US),Series A,22,407299816
California (US),India (Else),Series A,23,822870798
Cayman Islands (Else),District of Columbia (US),Series A,1,3450523
Cayman Islands (Else),India (Else),Series A,2,8250523
Cayman Islands (Else),New York (US),Series A,5,45839222
District of Columbia (US),India (Else),Series A,4,21247990
District of Columbia (US),New York (US),Series A,13,125894833
India (Else),New York (US),Series A,10,207996589
New York (US),New York (US),Series A,89,2118924996
Austria (EU),Brazil (Else),Series A,1,5447144
Austria (EU),California (US),Series A,2,11631430
Austria (EU),Spain (EU),Series A,2,11429561
Brazil (Else),Spain (EU),Series A,2,20177928
California (US),Spain (EU),Series A,8,124734368
Spain (EU),Spain (EU),Series A,6,52110950
Argentina (Else),India (Else),Series A,2,4412540
Argentina (Else),Spain (EU),Series A,2,22625143
Colombia (Else),India (Else),Series A,1,3252540
Colombia (Else),Spain (EU),Series A,1,3252540
India (Else),Spain (EU),Series A,1,3252540
New York (US),Spain (EU),Series A,5,46284953
Argentina (Else),Brazil (Else),Series A,2,24012603
Argentina (Else),United Kingdom (EU),Series A,1,1160000
Brazil (Else),United Kingdom (EU),Series A,3,18195556
India (Else),United Kingdom (EU),Series A,5,23320350
Brazil (Else),Hong Kong (Else),Series A,1,3555556
Brazil (Else),Illinois (US),Series A,1,3555556
Brazil (Else),Singapore (Else),Series A,1,3555556
Brazil (Else),United States (US),Series A,1,3555556
California (US),Hong Kong (Else),Series A,11,379678299
California (US),Singapore (Else),Series A,26,1179263613
California (US),United Kingdom (EU),Series A,82,2325081234
California (US),United States (US),Series A,7,214586966
Hong Kong (Else),Illinois (US),Series A,1,3555556
Hong Kong (Else),New York (US),Series A,8,202461760
Hong Kong (Else),Singapore (Else),Series A,6,221520323
Hong Kong (Else),United Kingdom (EU),Series A,7,78667314
Hong Kong (Else),United States (US),Series A,1,3555556
Illinois (US),Singapore (Else),Series A,5,28277778
Illinois (US),United Kingdom (EU),Series A,15,509543617
Illinois (US),United States (US),Series A,1,3555556
New York (US),Singapore (Else),Series A,11,175740869
New York (US),United States (US),Series A,7,95056453
Singapore (Else),United Kingdom (EU),Series A,12,289745313
Singapore (Else),United States (US),Series A,1,3555556
United Kingdom (EU),United States (US),Series A,3,30126984
Brazil (Else),California (US),Series B,2,122857143
Brazil (Else),District of Columbia (US),Series B,1,4526295
District of Columbia (US),New York (US),Series B,7,268615758
Brazil (Else),Massachusetts (US),Series B,1,6052035
Brazil (Else),The Netherlands (EU),Series B,2,15354014
Massachusetts (US),New York (US),Series B,45,1307025156
Massachusetts (US),The Netherlands (EU),Series B,4,67292944
New York (US),The Netherlands (EU),Series B,8,133513042
Brazil (Else),Utah (US),Series C,1,24072719
California (US),Spain (EU),Series Unknown,4,37680840
Brazil (Else),Florida (US),Series Unknown,2,25965082
Brazil (Else),United States (US),Series Unknown,1,765082
Florida (US),United States (US),Series Unknown,2,1965082
Brazil (Else),Brazil (Else),Series Unknown,1,15913906
Bulgaria (EU),California (US),Seed,1,1162574
Bulgaria (EU),Denmark (EU),Seed,1,1162574
Bulgaria (EU),Poland (EU),Seed,1,1162574
Bulgaria (EU),The Netherlands (EU),Seed,1,1162574
Bulgaria (EU),United Kingdom (EU),Seed,1,3487723
California (US),Denmark (EU),Seed,13,47217935
Denmark (EU),Poland (EU),Seed,3,7706945
Denmark (EU),The Netherlands (EU),Seed,1,1162574
Denmark (EU),United Kingdom (EU),Seed,12,19352907
Poland (EU),The Netherlands (EU),Seed,2,11238219
Poland (EU),United Kingdom (EU),Seed,6,111678441
The Netherlands (EU),United Kingdom (EU),Seed,16,63737895
Bulgaria (EU),Bulgaria (EU),Seed,1,2000000
Canada (Else),New York (US),Corporate Round,1,136357549
Canada (Else),United Kingdom (EU),Corporate Round,1,136357549
New York (US),United Kingdom (EU),Corporate Round,1,136357549
Canada (Else),Canada (Else),Corporate Round,1,879737
Austria (EU),California (US),Pre Seed,2,4000000
Austria (EU),Canada (Else),Pre Seed,1,2000000
Austria (EU),The Netherlands (EU),Pre Seed,1,1200000
California (US),Canada (Else),Pre Seed,26,44156399
California (US),The Netherlands (EU),Pre Seed,5,13250000
Canada (Else),The Netherlands (EU),Pre Seed,2,3733333
Canada (Else),Canada (Else),Pre Seed,10,16559046
Canada (Else),Texas (US),Pre Seed,1,681238
Canada (Else),Washington (US),Pre Seed,3,936827
Texas (US),Washington (US),Pre Seed,2,940619
Canada (Else),New York (US),Pre Seed,5,12438808
California (US),New York (US),Pre Seed,46,97495504
California (US),Georgia (US),Pre Seed,1,2000000
California (US),Canada (Else),Seed,54,787690747
Canada (Else),New York (US),Seed,27,96195843
Canada (Else),Canada (Else),Seed,28,89991022
New York (US),New York (US),Seed,110,537829633
California (US),Iowa (US),Seed,4,11442856
California (US),Luxembourg (EU),Seed,10,275425584
California (US),United States (US),Seed,24,170722268
California (US),Wisconsin (US),Seed,6,13543571
Canada (Else),Iowa (US),Seed,1,1500000
Canada (Else),Luxembourg (EU),Seed,1,1500000
Canada (Else),United States (US),Seed,2,2125000
Canada (Else),Wisconsin (US),Seed,2,4000000
Iowa (US),Luxembourg (EU),Seed,1,1000000
Iowa (US),New York (US),Seed,2,4000000
Iowa (US),United States (US),Seed,1,1000000
Iowa (US),Wisconsin (US),Seed,1,1000000
Luxembourg (EU),New York (US),Seed,8,220054048
Luxembourg (EU),United States (US),Seed,1,1000000
Luxembourg (EU),Wisconsin (US),Seed,1,1000000
New York (US),United States (US),Seed,17,52207807
New York (US),Wisconsin (US),Seed,6,16779286
United States (US),Wisconsin (US),Seed,1,1000000
California (US),Texas (US),Seed,53,619556699
Canada (Else),Texas (US),Seed,6,24233332
California (US),Georgia (US),Seed,14,62902651
Canada (Else),Georgia (US),Seed,6,21589914
Georgia (US),New York (US),Seed,6,18400000
California (US),South Korea (Else),Seed,13,320661621
California (US),Washington (US),Seed,52,1645987729
Canada (Else),South Korea (Else),Seed,2,10410368
Canada (Else),Washington (US),Seed,8,216114643
Georgia (US),South Korea (Else),Seed,1,3909942
Georgia (US),Washington (US),Seed,3,6309942
South Korea (Else),Washington (US),Seed,2,115261294
Canada (Else),Massachusetts (US),Seed,15,39639980
Massachusetts (US),New York (US),Seed,39,331980971
California (US),Missouri (US),Seed,2,5975498
Canada (Else),Illinois (US),Seed,7,15172488
Canada (Else),Missouri (US),Seed,1,6971060
Illinois (US),Missouri (US),Seed,1,4647373
Belgium (EU),Canada (Else),Seed,1,3000000
Belgium (EU),Massachusetts (US),Seed,3,13332551
Canada (Else),Minnesota (US),Seed,3,6727500
Canada (Else),Switzerland (EU),Seed,4,6564829
Minnesota (US),Switzerland (EU),Seed,1,1225000
Canada (Else),France (EU),Seed,1,14694958
Canada (Else),Kentucky (US),Seed,1,5121099
California (US),Canada (Else),Series A,18,482255853
Canada (Else),Canada (Else),Series A,12,81428988
Canada (Else),Colorado (US),Series A,1,10500000
Canada (Else),Massachusetts (US),Series A,8,109354545
Canada (Else),New York (US),Series A,11,80114338
Colorado (US),Massachusetts (US),Series A,7,120042068
Colorado (US),New York (US),Series A,12,130404233
Canada (Else),United Kingdom (EU),Series A,6,69021953
California (US),China (Else),Series A,20,1388146880
District of Columbia (US),Washington (US),Series A,4,44490476
California (US),Italy (EU),Series A,4,22538361
Italy (EU),Spain (EU),Series A,1,4800000
Italy (EU),Texas (US),Series A,2,11345455
Spain (EU),Texas (US),Series A,2,21547178
Italy (EU),Italy (EU),Series A,4,15273891
Canada (Else),Japan (Else),Series A,2,12392646
Canada (Else),Taiwan (Else),Series A,1,8837090
Canada (Else),Texas (US),Series A,2,12392646
Japan (Else),Taiwan (Else),Series A,4,102164713
Japan (Else),Texas (US),Series A,7,118060552
Taiwan (Else),Texas (US),Series A,2,21695697
Canada (Else),Connecticut (US),Series A,1,6300000
Canada (Else),Luxembourg (EU),Series A,2,12300000
Canada (Else),Singapore (Else),Series A,4,23481818
Connecticut (US),Luxembourg (EU),Series A,1,4200000
Connecticut (US),Singapore (Else),Series A,4,51366667
Luxembourg (EU),Singapore (Else),Series A,2,9342857
Canada (Else),Michigan (US),Series A,1,5250000
Michigan (US),New York (US),Series A,4,67034799
Canada (Else),The Netherlands (EU),Series A,3,20126667
Canada (Else),Vermont (US),Series A,2,6015556
New York (US),Vermont (US),Series A,6,61922353
The Netherlands (EU),Vermont (US),Series A,1,1640000
Canada (Else),Denmark (EU),Series A,1,8666667
Australia (Else),California (US),Series B,8,205937374
Australia (Else),Canada (Else),Series B,1,10909091
Australia (Else),Massachusetts (US),Series B,4,36542424
Australia (Else),Virginia (US),Series B,1,7272727
Australia (Else),Washington (US),Series B,1,7272727
California (US),Virginia (US),Series B,20,1118506651
California (US),Washington (US),Series B,11,547167920
Canada (Else),Virginia (US),Series B,2,26293706
Canada (Else),Washington (US),Series B,1,10909091
Massachusetts (US),Virginia (US),Series B,4,80276154
Massachusetts (US),Washington (US),Series B,2,15498227
Virginia (US),Washington (US),Series B,2,54965035
Canada (Else),Canada (Else),Series B,4,32227721
Massachusetts (US),Massachusetts (US),Series B,19,466104948
