from,to,round,deals,value
Arizona (US),New York (US),Series B,1,7500000
Canada (Else),Sweden (EU),Series B,1,8600000
Canada (Else),United Kingdom (EU),Series B,3,35160000
Sweden (EU),Switzerland (EU),Series B,1,8600000
Sweden (EU),United Kingdom (EU),Series B,1,8600000
Switzerland (EU),United Kingdom (EU),Series B,1,8600000
Canada (Else),Massachusetts (US),Series C,2,8750000
Massachusetts (US),Massachusetts (US),Series C,18,181680350
California (US),Canada (Else),Series C,10,124547949
Canada (Else),Canada (Else),Series C,5,45448974
California (US),Florida (US),Series C,5,101110857
California (US),New Jersey (US),Series C,8,163864769
California (US),New York (US),Series C,52,804209492
California (US),Switzerland (EU),Series C,4,45810769
Canada (Else),Florida (US),Series C,1,14615385
Canada (Else),New Jersey (US),Series C,2,28782051
Canada (Else),New York (US),Series C,6,71571795
Canada (Else),Switzerland (EU),Series C,1,14615385
Florida (US),New Jersey (US),Series C,1,5846154
Florida (US),New York (US),Series C,1,8769231
Florida (US),Switzerland (EU),Series C,1,5846154
New Jersey (US),New York (US),Series C,5,50581785
New Jersey (US),Switzerland (EU),Series C,1,5846154
New York (US),Switzerland (EU),Series C,2,19269231
California (US),California (US),Series C,140,1897643944
New York (US),New York (US),Series C,18,230973226
California (US),Colorado (US),Series C,11,112583137
Canada (Else),Colorado (US),Series C,1,5200000
Canada (Else),Finland (EU),Series E,1,15405000
Canada (Else),Switzerland (EU),Series E,1,15405000
Canada (Else),The Netherlands (EU),Series E,1,15405000
Finland (EU),Switzerland (EU),Series E,1,15405000
Finland (EU),The Netherlands (EU),Series E,1,15405000
Switzerland (EU),The Netherlands (EU),Series E,1,15405000
Canada (Else),Canada (Else),Series Unknown,6,53219707
Massachusetts (US),Texas (US),Series Unknown,3,73166667
Canada (Else),United Kingdom (EU),Series Unknown,2,21500000
Illinois (US),New York (US),Series Unknown,6,53711667
Canada (Else),Illinois (US),Series Unknown,1,12646667
Canada (Else),New York (US),Series Unknown,2,19846667
California (US),United Kingdom (EU),Series Unknown,19,344765579
China (Else),China (Else),Angel,12,5038635
China (Else),Taiwan (Else),Angel,1,2146328
California (US),China (Else),Angel,1,100000
China (Else),Ireland (EU),Angel,1,439091
China (Else),Taiwan (Else),Series A,1,15000000
China (Else),New York (US),Series A,2,170000000
China (Else),China (Else),Series A,12,184659168
China (Else),Hong Kong (Else),Series A,7,327535252
China (Else),Florida (US),Series A,1,28803855
Cayman Islands (Else),China (Else),Series A,1,173333333
Cayman Islands (Else),Hong Kong (Else),Series A,1,173333333
California (US),Hong Kong (Else),Series A,5,30257143
China (Else),Switzerland (EU),Series A,1,30000000
Hong Kong (Else),Switzerland (EU),Series A,1,30000000
Hong Kong (Else),Hong Kong (Else),Series A,1,20000000
California (US),China (Else),Series A,10,67802359
California (US),California (US),Series A,166,923524447
China (Else),Singapore (Else),Series A,2,11500000
California (US),Massachusetts (US),Series A,43,480256755
China (Else),Taiwan (Else),Series B,2,33000000
Massachusetts (US),United Kingdom (EU),Series B,6,48750000
China (Else),China (Else),Series B,6,90176440
China (Else),Hong Kong (Else),Series B,5,117970000
China (Else),South Korea (Else),Series B,1,44000000
Hong Kong (Else),South Korea (Else),Series B,1,22000000
California (US),Hong Kong (Else),Series B,6,103736667
California (US),Japan (Else),Series B,9,69516667
Hong Kong (Else),Japan (Else),Series B,1,6666667
Hong Kong (Else),Hong Kong (Else),Series B,1,20000000
China (Else),Illinois (US),Series B,2,20466667
China (Else),Israel (Else),Series B,1,15466667
Illinois (US),Israel (Else),Series B,1,15466667
Japan (Else),Taiwan (Else),Series B,1,6000000
Japan (Else),Japan (Else),Series B,3,14000000
Taiwan (Else),Taiwan (Else),Series B,1,16666667
California (US),China (Else),Series B,8,156950000
China (Else),Georgia (US),Series B,1,10650000
China (Else),India (Else),Series B,1,10650000
Georgia (US),India (Else),Series B,1,7100000
China (Else),Singapore (Else),Series B,2,15732200
California (US),District of Columbia (US),Series B,10,157401667
California (US),Singapore (Else),Series B,6,54038051
District of Columbia (US),Singapore (Else),Series B,1,33333333
Israel (Else),Spain (EU),Series C,2,31285714
Australia (Else),New York (US),Series C,2,79866667
Australia (Else),United Kingdom (EU),Series C,1,68666667
New York (US),United Kingdom (EU),Series C,8,228354510
California (US),Illinois (US),Series C,12,140675426
California (US),United Kingdom (EU),Series C,21,406849948
Colorado (US),Illinois (US),Series C,3,14370588
Colorado (US),United Kingdom (EU),Series C,2,11070588
Illinois (US),United Kingdom (EU),Series C,3,17356302
China (Else),France (EU),Series C,1,12000000
China (Else),Hong Kong (Else),Series C,2,65000000
Hong Kong (Else),Hong Kong (Else),Series C,1,30000000
California (US),China (Else),Series C,5,123333333
California (US),Connecticut (US),Series C,12,209592500
China (Else),Connecticut (US),Series C,1,15333333
California (US),Malaysia (Else),Series C,3,24464286
China (Else),China (Else),Series C,1,15000000
California (US),China (Else),Series D,3,66200000
California (US),California (US),Series D,77,1247345416
China (Else),Hong Kong (Else),Series D,1,30000000
China (Else),China (Else),Series D,1,20000000
Hong Kong (Else),North Carolina (US),Series Unknown,1,30000000
California (US),China (Else),Series Unknown,2,14275000
California (US),Iceland (EU),Series Unknown,1,13275000
China (Else),Iceland (EU),Series Unknown,1,8850000
California (US),California (US),Series Unknown,80,969438620
China (Else),China (Else),Series Unknown,2,28300316
California (US),Japan (Else),Series Unknown,6,70064453
Estonia (EU),Estonia (EU),Seed,1,313843
United Kingdom (EU),United Kingdom (EU),Series A,9,62591403
Finland (EU),Sweden (EU),Series A,1,5472521
France (EU),France (EU),Angel,1,288438
France (EU),Michigan (US),Seed,1,2157532
France (EU),France (EU),Seed,1,1618149
California (US),France (EU),Series A,3,12485703
France (EU),France (EU),Series A,8,17054999
France (EU),United Kingdom (EU),Series A,4,40176441
France (EU),France (EU),Series B,15,123303624
California (US),France (EU),Series B,4,54267504
France (EU),New York (US),Series B,1,30000000
France (EU),United Kingdom (EU),Series B,2,37740456
France (EU),Luxembourg (EU),Series B,2,11809731
France (EU),Switzerland (EU),Series B,2,10720000
France (EU),Massachusetts (US),Series B,1,10000000
France (EU),France (EU),Series C,9,101127429
France (EU),Germany (EU),Series C,3,25100000
California (US),France (EU),Series C,7,102152997
Belgium (EU),California (US),Series C,1,16615385
Belgium (EU),France (EU),Series C,1,8307692
Belgium (EU),Illinois (US),Series C,1,5538462
Belgium (EU),Israel (Else),Series C,1,5538462
Belgium (EU),Singapore (Else),Series C,1,5538462
Belgium (EU),South Korea (Else),Series C,1,5538462
Belgium (EU),Switzerland (EU),Series C,1,5538462
California (US),Israel (Else),Series C,7,86177289
California (US),Singapore (Else),Series C,2,33865385
California (US),South Korea (Else),Series C,1,16615385
France (EU),Illinois (US),Series C,1,8307692
France (EU),Israel (Else),Series C,2,24507692
France (EU),Singapore (Else),Series C,1,8307692
France (EU),South Korea (Else),Series C,1,8307692
France (EU),Switzerland (EU),Series C,1,8307692
Illinois (US),Israel (Else),Series C,2,11824176
Illinois (US),Singapore (Else),Series C,1,5538462
Illinois (US),South Korea (Else),Series C,1,5538462
Illinois (US),Switzerland (EU),Series C,1,5538462
Israel (Else),Singapore (Else),Series C,1,5538462
Israel (Else),South Korea (Else),Series C,1,5538462
Israel (Else),Switzerland (EU),Series C,1,5538462
Singapore (Else),South Korea (Else),Series C,1,5538462
Singapore (Else),Switzerland (EU),Series C,1,5538462
South Korea (Else),Switzerland (EU),Series C,1,5538462
France (EU),India (Else),Series D,2,25444444
France (EU),Switzerland (EU),Series D,1,21000000
India (Else),Switzerland (EU),Series D,1,14000000
France (EU),France (EU),Series D,3,34719733
France (EU),United Kingdom (EU),Series Unknown,4,94227154
France (EU),New York (US),Series Unknown,4,66066667
Belgium (EU),Canada (Else),Series Unknown,1,7159126
Canada (Else),France (EU),Series Unknown,3,21977308
France (EU),Russian Federation (Else),Series Unknown,1,4510000
Germany (EU),Switzerland (EU),Angel,1,505936
Germany (EU),United Kingdom (EU),Angel,2,392783
Germany (EU),Germany (EU),Angel,1,222798
Germany (EU),Switzerland (EU),Seed,1,909000
Germany (EU),Germany (EU),Seed,1,606000
France (EU),Germany (EU),Series A,1,7558269
Germany (EU),United Kingdom (EU),Series A,3,12428086
Switzerland (EU),Switzerland (EU),Series A,3,24680867
Germany (EU),Germany (EU),Series A,5,14973481
Germany (EU),South Korea (Else),Series B,1,38784705
Germany (EU),Germany (EU),Series B,9,104947413
California (US),Florida (US),Series B,8,125686905
Florida (US),Massachusetts (US),Series B,3,76716667
Germany (EU),Switzerland (EU),Series B,2,31699595
Switzerland (EU),Switzerland (EU),Series B,2,22993198
California (US),Germany (EU),Series C,12,195780413
California (US),Russian Federation (Else),Series C,2,25358631
Germany (EU),Russian Federation (Else),Series C,1,10717262
Germany (EU),Germany (EU),Series C,5,79552074
Belgium (EU),Germany (EU),Series C,1,7605754
California (US),Germany (EU),Series D,10,254167240
California (US),Italy (EU),Series D,1,1896499
California (US),Switzerland (EU),Series D,4,49774070
California (US),United Kingdom (EU),Series D,12,220217855
Germany (EU),Italy (EU),Series D,1,3792998
Germany (EU),Switzerland (EU),Series D,1,3792998
Germany (EU),United Kingdom (EU),Series D,5,116077846
Italy (EU),Switzerland (EU),Series D,1,1896499
Italy (EU),United Kingdom (EU),Series D,1,1896499
Switzerland (EU),United Kingdom (EU),Series D,1,1896499
Germany (EU),Germany (EU),Series D,6,178259663
California (US),Connecticut (US),Series E,3,84000000
California (US),Massachusetts (US),Series E,13,398901667
California (US),United Kingdom (EU),Series E,8,133350000
Connecticut (US),Massachusetts (US),Series E,1,30000000
Connecticut (US),United Kingdom (EU),Series E,1,30000000
Massachusetts (US),United Kingdom (EU),Series E,3,37700000
Connecticut (US),Connecticut (US),Series E,1,20000000
California (US),Denmark (EU),Series Unknown,2,52066667
California (US),France (EU),Series Unknown,7,110703030
California (US),New York (US),Series Unknown,32,474053333
Denmark (EU),France (EU),Series Unknown,1,44566667
Denmark (EU),New York (US),Series Unknown,1,44566667
Denmark (EU),United Kingdom (EU),Series Unknown,3,81322000
New York (US),United Kingdom (EU),Series Unknown,6,183271667
United Kingdom (EU),United Kingdom (EU),Series Unknown,34,186656231
Belgium (EU),Bermuda (Else),Series Unknown,1,12500000
Belgium (EU),California (US),Series Unknown,3,43753687
Belgium (EU),Germany (EU),Series Unknown,1,15625000
Belgium (EU),South Korea (Else),Series Unknown,1,12500000
Bermuda (Else),California (US),Series Unknown,1,6250000
Bermuda (Else),Germany (EU),Series Unknown,1,9375000
Bermuda (Else),South Korea (Else),Series Unknown,1,6250000
California (US),Germany (EU),Series Unknown,7,90208333
California (US),South Korea (Else),Series Unknown,3,45613636
Germany (EU),South Korea (Else),Series Unknown,2,18115000
Germany (EU),Germany (EU),Series Unknown,5,27545603
Denmark (EU),Germany (EU),Series Unknown,2,21444000
Germany (EU),United Kingdom (EU),Series Unknown,3,30777333
France (EU),Germany (EU),Series Unknown,3,28410564
India (Else),India (Else),Seed,2,13027642
California (US),India (Else),Seed,1,14250000
California (US),Texas (US),Seed,4,5958416
California (US),Washington (US),Seed,1,4750000
India (Else),Texas (US),Seed,1,14250000
India (Else),Washington (US),Seed,1,14250000
Texas (US),Washington (US),Seed,1,4750000
California (US),India (Else),Series A,6,24535714
India (Else),India (Else),Series A,3,7714286
California (US),Germany (EU),Series A,5,59225000
Germany (EU),India (Else),Series A,1,5250000
Mauritius (Else),Mauritius (Else),Series A,1,7000000
California (US),India (Else),Series B,5,74166667
California (US),Texas (US),Series B,14,118828905
India (Else),Texas (US),Series B,1,6333333
India (Else),United Arab Emirates (Else),Series B,1,6410000
India (Else),Japan (Else),Series B,1,37000000
India (Else),New York (US),Series B,2,47000000
India (Else),North Carolina (US),Series B,1,37000000
India (Else),United Kingdom (EU),Series B,1,37000000
Japan (Else),New York (US),Series B,3,45250000
Japan (Else),North Carolina (US),Series B,1,37000000
Japan (Else),United Kingdom (EU),Series B,1,37000000
New York (US),North Carolina (US),Series B,4,120540000
New York (US),United Kingdom (EU),Series B,4,67000000
North Carolina (US),United Kingdom (EU),Series B,1,37000000
California (US),United Kingdom (EU),Series B,20,335181349
United Kingdom (EU),United Kingdom (EU),Series B,5,48995527
Hong Kong (Else),India (Else),Series B,1,1500000
India (Else),India (Else),Series B,1,2000000
California (US),Washington (US),Series C,13,200847685
California (US),France (EU),Series D,2,11388889
California (US),India (Else),Series D,2,23174603
California (US),New York (US),Series D,32,544611205
California (US),Saudi Arabia (Else),Series D,1,8888889
France (EU),New York (US),Series D,1,6666667
France (EU),Saudi Arabia (Else),Series D,1,4444444
France (EU),United Kingdom (EU),Series D,1,4444444
India (Else),New York (US),Series D,1,6666667
India (Else),Saudi Arabia (Else),Series D,1,4444444
India (Else),United Kingdom (EU),Series D,1,4444444
New York (US),Saudi Arabia (Else),Series D,1,6666667
New York (US),United Kingdom (EU),Series D,5,105545455
Saudi Arabia (Else),United Kingdom (EU),Series D,1,4444444
New York (US),New York (US),Series D,9,78174964
China (Else),India (Else),Series Unknown,1,7000000
India (Else),Texas (US),Series Unknown,3,20092143
India (Else),India (Else),Series Unknown,6,73959059
India (Else),Washington (US),Series Unknown,1,12110571
Texas (US),Washington (US),Series Unknown,2,16188619
Washington (US),Washington (US),Series Unknown,2,7036857
California (US),Washington (US),Series Unknown,3,12078000
India (Else),Singapore (Else),Series Unknown,1,42050000
California (US),Pennsylvania (US),Series Unknown,10,118500000
India (Else),South Africa (Else),Series Unknown,1,14536015
India (Else),The Netherlands (EU),Series Unknown,1,14536015
South Africa (Else),The Netherlands (EU),Series Unknown,1,7268008
Hong Kong (Else),Texas (US),Series Unknown,1,7650000
California (US),Hong Kong (Else),Series Unknown,2,27000000
Ireland (EU),Ireland (EU),Angel,2,3498341
California (US),Florida (US),Series A,5,16027778
California (US),Ukraine (Else),Series A,1,3111111
Florida (US),New York (US),Series A,4,16088889
Florida (US),Ukraine (Else),Series A,1,888889
New York (US),Ukraine (Else),Series A,1,888889
California (US),Connecticut (US),Series F,5,70574166
California (US),France (EU),Series F,2,22000000
California (US),South Korea (Else),Series F,1,14000000
California (US),Washington (US),Series F,3,32750000
Connecticut (US),France (EU),Series F,1,9333333
Connecticut (US),South Korea (Else),Series F,1,9333333
Connecticut (US),Washington (US),Series F,2,13083333
France (EU),South Korea (Else),Series F,1,9333333
France (EU),Washington (US),Series F,1,9333333
South Korea (Else),Washington (US),Series F,1,9333333
California (US),California (US),Series F,13,174640566
California (US),Ireland (EU),Series Unknown,2,12923636
Canada (Else),Ireland (EU),Series Unknown,2,7475455
Ireland (EU),Ireland (EU),Series Unknown,2,3828723
Germany (EU),Switzerland (EU),Series Unknown,2,26666667
Switzerland (EU),United Kingdom (EU),Series Unknown,4,17233333
Hong Kong (Else),Massachusetts (US),Angel,1,1133333
Hong Kong (Else),New York (US),Angel,1,1133333
Massachusetts (US),New York (US),Angel,2,1386111
Israel (Else),Massachusetts (US),Seed,3,5100000
Israel (Else),Israel (Else),Seed,1,666667
Israel (Else),New York (US),Seed,1,125000
Israel (Else),Massachusetts (US),Series A,4,34553571
Israel (Else),Israel (Else),Series A,11,39921905
California (US),Israel (Else),Series A,9,77022857
Israel (Else),New York (US),Series A,4,3183333
New York (US),New York (US),Series A,25,51290000
Massachusetts (US),Singapore (Else),Series A,2,650000
New York (US),Singapore (Else),Series A,1,300000
California (US),Luxembourg (EU),Series B,3,14333333
California (US),Israel (Else),Series B,15,104192857
California (US),West Virginia (US),Series B,3,25600000
Israel (Else),West Virginia (US),Series B,3,26600000
California (US),Washington (US),Series B,19,225233568
Maryland (US),Maryland (US),Series B,3,20030000
California (US),South Korea (Else),Series B,3,21900000
Israel (Else),Singapore (Else),Series B,5,24650000
Israel (Else),South Korea (Else),Series B,1,6000000
Singapore (Else),South Korea (Else),Series B,1,6000000
Israel (Else),Israel (Else),Series B,12,67766667
Germany (EU),Israel (Else),Series C,3,39000000
Germany (EU),New Jersey (US),Series C,2,14089744
Germany (EU),Tennessee (US),Series C,1,9166667
Israel (Else),New Jersey (US),Series C,1,18333333
Israel (Else),Tennessee (US),Series C,1,18333333
New Jersey (US),Tennessee (US),Series C,1,9166667
Israel (Else),Israel (Else),Series C,6,52700000
Germany (EU),Massachusetts (US),Series C,6,51839744
Israel (Else),Massachusetts (US),Series C,2,15285714
Australia (Else),California (US),Series C,2,28430769
Australia (Else),Israel (Else),Series C,1,16800000
Israel (Else),New York (US),Series C,5,64133333
California (US),Taiwan (Else),Series C,2,27045098
Germany (EU),Taiwan (Else),Series C,1,5833333
Israel (Else),Taiwan (Else),Series C,1,11666667
California (US),West Virginia (US),Series C,1,6666667
Israel (Else),United Kingdom (EU),Series C,3,24202381
Israel (Else),West Virginia (US),Series C,2,22000000
New York (US),West Virginia (US),Series C,2,18666667
United Kingdom (EU),West Virginia (US),Series C,1,6666667
United Kingdom (EU),Washington (US),Series C,2,29070588
California (US),Israel (Else),Series D,4,96600000
California (US),Pennsylvania (US),Series D,6,88142605
California (US),Singapore (Else),Series D,5,39920635
Israel (Else),Pennsylvania (US),Series D,1,6857143
Israel (Else),Singapore (Else),Series D,1,6857143
Israel (Else),United Kingdom (EU),Series D,2,15085714
Pennsylvania (US),Singapore (Else),Series D,1,6857143
Pennsylvania (US),United Kingdom (EU),Series D,1,10285714
Singapore (Else),United Kingdom (EU),Series D,1,10285714
United Kingdom (EU),United Kingdom (EU),Series D,3,45857143
Israel (Else),Israel (Else),Series Unknown,11,56797619
Israel (Else),Massachusetts (US),Series Unknown,4,16666667
Massachusetts (US),Massachusetts (US),Series Unknown,12,70878571
Canada (Else),Israel (Else),Series Unknown,1,6257143
Canada (Else),Wisconsin (US),Series Unknown,1,2085714
Israel (Else),Wisconsin (US),Series Unknown,1,6257143
Israel (Else),Washington (US),Series Unknown,1,7000000
California (US),Israel (Else),Series Unknown,11,95816667
Germany (EU),Israel (Else),Series Unknown,1,6000000
Ohio (US),United Kingdom (EU),Series A,2,20646553
Japan (Else),Japan (Else),Corporate Round,2,5824339
Japan (Else),Japan (Else),Seed,1,701974
California (US),Japan (Else),Series A,5,31750000
Japan (Else),New York (US),Series A,2,7175000
Japan (Else),Japan (Else),Series A,2,4550000
Ohio (US),Ohio (US),Series E,1,4000000
Japan (Else),Japan (Else),Series Unknown,9,67435739
France (EU),Japan (Else),Series Unknown,2,8949857
Massachusetts (US),New York (US),Series Unknown,6,47234762
Malaysia (Else),Singapore (Else),Seed,1,5000000
Malaysia (Else),Malaysia (Else),Seed,1,3333333
Norway (EU),Norway (EU),Series A,2,10966667
Norway (EU),Sweden (EU),Series B,1,3360000
Portugal (EU),Spain (EU),Series B,1,5146667
Portugal (EU),United Kingdom (EU),Series B,1,5146667
Spain (EU),United Kingdom (EU),Series B,1,5146667
California (US),Luxembourg (EU),Series A,1,1000000
California (US),Japan (Else),Series C,9,116711947
Japan (Else),Russian Federation (Else),Series C,1,20000000
Japan (Else),United Kingdom (EU),Series C,2,23152973
Russian Federation (Else),United Kingdom (EU),Series C,1,20000000
Estonia (EU),Singapore (Else),Angel,1,2000000
Australia (Else),California (US),Series B,5,53033333
District of Columbia (US),Germany (EU),Series B,1,30000000
California (US),Singapore (Else),Series Unknown,2,10691667
California (US),Switzerland (EU),Series Unknown,3,31833333
Germany (EU),Singapore (Else),Series Unknown,1,8666667
Singapore (Else),Switzerland (EU),Series Unknown,1,17333333
Switzerland (EU),Switzerland (EU),Series Unknown,2,18320000
China (Else),Massachusetts (US),Series A,1,11250000
South Korea (Else),South Korea (Else),Series A,2,3537047
South Korea (Else),South Korea (Else),Series Unknown,1,4000000
Belgium (EU),California (US),Seed,1,378231
Belgium (EU),Florida (US),Seed,1,189116
Belgium (EU),France (EU),Seed,1,189116
Belgium (EU),United Kingdom (EU),Seed,1,378231
California (US),Florida (US),Seed,4,2628231
California (US),France (EU),Seed,2,455374
California (US),United Kingdom (EU),Seed,5,2360317
Florida (US),France (EU),Seed,1,189116
Florida (US),United Kingdom (EU),Seed,1,378231
France (EU),United Kingdom (EU),Seed,2,429660
United Kingdom (EU),United Kingdom (EU),Seed,13,13654941
Colorado (US),Connecticut (US),Seed,1,250000
Colorado (US),New York (US),Seed,2,1033333
Connecticut (US),New York (US),Seed,2,1000000
New York (US),New York (US),Seed,13,8365818
Spain (EU),Spain (EU),Seed,1,256000
Spain (EU),United Kingdom (EU),Seed,1,232708
Spain (EU),United Kingdom (EU),Series A,2,7835138
Spain (EU),Spain (EU),Series A,3,5576581
California (US),New York (US),Series B,51,729809167
Massachusetts (US),New York (US),Series B,24,218380000
Spain (EU),Spain (EU),Series B,1,17069825
California (US),Minnesota (US),Series C,5,108339531
California (US),Spain (EU),Series C,2,12581544
Florida (US),Japan (Else),Series C,1,3152973
Florida (US),Minnesota (US),Series C,1,3152973
Florida (US),Spain (EU),Series C,1,3152973
Florida (US),United Kingdom (EU),Series C,3,16352973
Japan (Else),Minnesota (US),Series C,1,3152973
Japan (Else),Spain (EU),Series C,1,3152973
Minnesota (US),Spain (EU),Series C,1,3152973
Minnesota (US),United Kingdom (EU),Series C,3,39176782
Spain (EU),United Kingdom (EU),Series C,3,26438687
France (EU),Massachusetts (US),Series C,4,66484959
France (EU),Spain (EU),Series C,1,17000000
France (EU),United Kingdom (EU),Series C,2,47600000
Massachusetts (US),Spain (EU),Series C,2,23285714
Massachusetts (US),United Kingdom (EU),Series C,8,100320168
Spain (EU),United Kingdom (EU),Series Unknown,1,6180000
Spain (EU),Spain (EU),Series Unknown,3,46503252
Hong Kong (Else),Portugal (EU),Series Unknown,1,16037143
Hong Kong (Else),Spain (EU),Series Unknown,1,48111429
Portugal (EU),Spain (EU),Series Unknown,1,48111429
Sweden (EU),Sweden (EU),Seed,2,770558
Sweden (EU),Sweden (EU),Series A,1,2070000
Sweden (EU),United Kingdom (EU),Series A,1,21640000
Finland (EU),Sweden (EU),Series Unknown,1,16673333
Finland (EU),United Kingdom (EU),Series Unknown,1,16673333
Sweden (EU),United Kingdom (EU),Series Unknown,2,23580830
Switzerland (EU),Switzerland (EU),Seed,1,1227091
Massachusetts (US),Switzerland (EU),Series A,4,98243406
Norway (EU),Switzerland (EU),Series A,1,8300000
Germany (EU),The Netherlands (EU),Series B,1,30530000
Massachusetts (US),Massachusetts (US),Series B,27,216488333
France (EU),Germany (EU),Series B,1,6720000
California (US),Sweden (EU),Series B,1,6100000
The Netherlands (EU),The Netherlands (EU),Series A,1,750000
Belgium (EU),New Jersey (US),Series B,1,8398977
Belgium (EU),United Kingdom (EU),Series B,2,16398977
New Jersey (US),United Kingdom (EU),Series B,3,61121199
Luxembourg (EU),South Africa (Else),Series B,1,15000000
California (US),Massachusetts (US),Series C,50,752911895
California (US),The Netherlands (EU),Series C,5,60817309
France (EU),The Netherlands (EU),Series C,1,21058382
Massachusetts (US),The Netherlands (EU),Series C,3,26104855
California (US),Finland (EU),Series Unknown,1,43350000
The Netherlands (EU),The Netherlands (EU),Series Unknown,1,12000000
California (US),New Jersey (US),Series Unknown,3,26416667
Germany (EU),New Jersey (US),Series Unknown,1,4666667
Germany (EU),Hong Kong (Else),Series Unknown,1,25770105
Germany (EU),New York (US),Series Unknown,1,25770105
Hong Kong (Else),New York (US),Series Unknown,1,25770105
District of Columbia (US),Ukraine (Else),Series Unknown,1,15000000
United Kingdom (EU),Virginia (US),Angel,2,187953
United Kingdom (EU),United Kingdom (EU),Angel,1,63143
Connecticut (US),Texas (US),Angel,2,815275
Connecticut (US),Washington (US),Angel,1,465275
Texas (US),Washington (US),Angel,1,465275
United Kingdom (EU),United Kingdom (EU),Pre Seed,1,112779
Massachusetts (US),United Kingdom (EU),Seed,3,3658500
Ireland (EU),United Kingdom (EU),Seed,1,158822
Switzerland (EU),Texas (US),Seed,1,72943
Switzerland (EU),United Kingdom (EU),Seed,1,182358
Texas (US),United Kingdom (EU),Seed,2,268073
Portugal (EU),United Kingdom (EU),Series A,1,6358932
California (US),Ohio (US),Series A,3,19480370
California (US),United Kingdom (EU),Series A,12,73478636
France (EU),Ohio (US),Series A,1,4838703
Estonia (EU),Germany (EU),Series A,1,1184909
Estonia (EU),United Kingdom (EU),Series A,1,2369818
Denmark (EU),United Kingdom (EU),Series A,1,10066152
Delaware (US),France (EU),Series A,1,4940766
Delaware (US),United Kingdom (EU),Series A,1,4940766
Finland (EU),United Kingdom (EU),Series A,1,8824425
Massachusetts (US),Norway (EU),Series A,1,6457728
Massachusetts (US),Saudi Arabia (Else),Series A,1,6457728
Massachusetts (US),United Kingdom (EU),Series A,4,34486299
Norway (EU),Saudi Arabia (Else),Series A,1,6457728
Norway (EU),United Kingdom (EU),Series A,1,6457728
Saudi Arabia (Else),United Kingdom (EU),Series A,1,6457728
Pennsylvania (US),United Kingdom (EU),Series A,3,6195000
Israel (Else),Luxembourg (EU),Series B,1,2500000
Israel (Else),United Kingdom (EU),Series B,3,17500000
Luxembourg (EU),United Kingdom (EU),Series B,2,10833333
Germany (EU),Ireland (EU),Series B,1,24586500
Germany (EU),United Kingdom (EU),Series B,3,40586500
