from,to,round,deals,value
California (US),India (Else),Series A,43,198530546
California (US),Malaysia (Else),Series A,7,30068121
India (Else),Malaysia (Else),Series A,2,5839950
Malaysia (Else),Malaysia (Else),Series A,4,8742857
Australia (Else),California (US),Series A,17,195857433
Australia (Else),Australia (Else),Series A,15,55172212
California (US),California (US),Series A,454,3277699875
Arizona (US),Australia (Else),Series A,1,2933333
Arizona (US),Canada (Else),Series A,2,7933333
Australia (Else),Canada (Else),Series A,2,3953333
Australia (Else),Missouri (US),Series A,1,10000000
Missouri (US),Missouri (US),Series A,3,40358333
Australia (Else),China (Else),Series A,4,18275000
Australia (Else),Singapore (Else),Series A,3,12936431
California (US),Singapore (Else),Series A,37,154366925
Singapore (Else),Singapore (Else),Series A,23,668130218
China (Else),China (Else),Series A,538,5926430990
Australia (Else),Singapore (Else),Series B,3,31894468
Australia (Else),Thailand (Else),Series B,1,2657660
Singapore (Else),Thailand (Else),Series B,2,7105106
Australia (Else),Australia (Else),Series B,11,66886868
Australia (Else),South Korea (Else),Series B,1,7600702
Australia (Else),United Kingdom (EU),Series B,1,6080561
South Korea (Else),United Kingdom (EU),Series B,1,4560421
South Korea (Else),South Korea (Else),Series B,23,114563648
Australia (Else),California (US),Series B,8,98052407
Australia (Else),Connecticut (US),Series B,1,10000000
California (US),Connecticut (US),Series B,12,112089801
California (US),California (US),Series B,292,4418987484
Singapore (Else),Singapore (Else),Series B,10,112067461
Australia (Else),China (Else),Series B,3,58394334
Australia (Else),Australia (Else),Series C,5,50575184
California (US),New York (US),Series E,24,996374050
California (US),California (US),Series E,31,743389791
Australia (Else),Australia (Else),Series Unknown,8,28200299
Australia (Else),New York (US),Series Unknown,2,31697930
Australia (Else),China (Else),Series Unknown,1,3600000
Australia (Else),California (US),Series Unknown,2,59435807
Australia (Else),Colorado (US),Series Unknown,1,1447043
California (US),New York (US),Series Unknown,70,615193067
Australia (Else),Australia (Else),Undisclosed,1,35971
Austria (EU),Austria (EU),Angel,2,466768
Austria (EU),Austria (EU),Grant,1,55754
Austria (EU),Austria (EU),Pre Seed,3,912025
Austria (EU),United Kingdom (EU),Pre Seed,1,411043
Austria (EU),Switzerland (EU),Seed,3,6132515
Austria (EU),Austria (EU),Seed,7,6029379
Austria (EU),California (US),Seed,4,4417254
Austria (EU),United Kingdom (EU),Seed,7,5732755
Austria (EU),Germany (EU),Seed,10,16866225
Austria (EU),Spain (EU),Seed,1,254447
Austria (EU),The Netherlands (EU),Seed,1,254447
Germany (EU),Spain (EU),Seed,5,4171893
Germany (EU),The Netherlands (EU),Seed,3,1825007
Spain (EU),The Netherlands (EU),Seed,3,1352939
Germany (EU),Germany (EU),Seed,58,82495608
Austria (EU),Singapore (Else),Seed,2,557536
The Netherlands (EU),United Kingdom (EU),Seed,11,5243512
Austria (EU),Germany (EU),Series A,4,21992357
Austria (EU),United Kingdom (EU),Series A,3,15223077
Germany (EU),United Kingdom (EU),Series A,28,192475722
Austria (EU),Austria (EU),Series A,1,2400000
United Kingdom (EU),United Kingdom (EU),Series A,76,470637807
Austria (EU),France (EU),Series B,1,7963897
Austria (EU),Germany (EU),Series B,1,5309264
France (EU),Germany (EU),Series B,7,55415769
France (EU),France (EU),Series B,25,287453753
China (Else),China (Else),Series B,253,10783680529
Austria (EU),Germany (EU),Series Unknown,1,6666667
Austria (EU),Switzerland (EU),Series Unknown,2,6874965
Germany (EU),Switzerland (EU),Series Unknown,6,38423546
Austria (EU),Austria (EU),Series Unknown,3,5353643
California (US),The Netherlands (EU),Series Unknown,3,3372630
New York (US),The Netherlands (EU),Series Unknown,2,29035294
Philippines (Else),United Kingdom (EU),Grant,1,290000
Bangladesh (Else),India (Else),Pre Seed,1,1500000
New York (US),Singapore (Else),Seed,10,6383762
New York (US),Texas (US),Seed,46,55313889
Singapore (Else),Texas (US),Seed,5,1706465
California (US),New York (US),Convertible Note,27,55539295
Belgium (EU),Belgium (EU),Convertible Note,1,570233
Belgium (EU),California (US),Pre Seed,3,759630
Belgium (EU),Belgium (EU),Seed,14,11127494
Belgium (EU),Georgia (US),Seed,1,150000
Belgium (EU),New York (US),Seed,13,10034842
Georgia (US),New York (US),Seed,13,12871323
California (US),France (EU),Seed,41,61672649
California (US),New York (US),Seed,407,698100433
France (EU),New York (US),Seed,24,29176020
France (EU),Spain (EU),Seed,8,8269195
France (EU),United Kingdom (EU),Seed,25,26496513
New York (US),Spain (EU),Seed,12,7123281
New York (US),United Kingdom (EU),Seed,58,63340695
Spain (EU),United Kingdom (EU),Seed,13,11670549
France (EU),France (EU),Seed,82,106722244
New York (US),New York (US),Seed,240,275604863
Belgium (EU),Spain (EU),Seed,3,649766
Belgium (EU),Germany (EU),Seed,4,4550282
Belgium (EU),Belgium (EU),Series A,9,50214913
Belgium (EU),District of Columbia (US),Series A,1,3389417
Belgium (EU),Germany (EU),Series A,4,42328870
Belgium (EU),Massachusetts (US),Series A,1,13324022
Belgium (EU),The Netherlands (EU),Series A,5,59839419
Germany (EU),Massachusetts (US),Series A,8,63432762
Germany (EU),The Netherlands (EU),Series A,8,118836961
Massachusetts (US),The Netherlands (EU),Series A,10,91322262
Belgium (EU),California (US),Series A,1,6465386
California (US),The Netherlands (EU),Series A,8,44107936
Belgium (EU),Belgium (EU),Series B,3,12745631
Germany (EU),United Kingdom (EU),Series B,15,132848731
Germany (EU),Germany (EU),Series B,16,127404418
Belgium (EU),The Netherlands (EU),Series B,1,19911504
Austria (EU),Germany (EU),Series C,1,5081301
Austria (EU),Ireland (EU),Series C,1,2540650
Austria (EU),Switzerland (EU),Series C,1,2540650
Germany (EU),Ireland (EU),Series C,2,11181301
Germany (EU),Switzerland (EU),Series C,6,84624580
Ireland (EU),Switzerland (EU),Series C,1,2540650
Germany (EU),Germany (EU),Series C,9,119476227
Arkansas (US),Belgium (EU),Series C,1,4670824
Arkansas (US),California (US),Series C,2,15497216
Arkansas (US),Germany (EU),Series C,1,3113883
Arkansas (US),Japan (Else),Series C,1,3113883
Arkansas (US),Luxembourg (EU),Series C,1,3113883
Belgium (EU),California (US),Series C,2,42170824
Belgium (EU),Germany (EU),Series C,1,4670824
Belgium (EU),Japan (Else),Series C,1,4670824
Belgium (EU),Luxembourg (EU),Series C,1,4670824
California (US),Germany (EU),Series C,14,171752546
California (US),Japan (Else),Series C,23,525594766
California (US),Luxembourg (EU),Series C,3,84780549
Germany (EU),Japan (Else),Series C,2,13113883
Germany (EU),Luxembourg (EU),Series C,3,50004257
Japan (Else),Luxembourg (EU),Series C,1,3113883
Belgium (EU),Belgium (EU),Series C,1,3113883
Belgium (EU),New York (US),Series C,1,33333333
Belgium (EU),United Kingdom (EU),Series C,1,33333333
New York (US),United Kingdom (EU),Series C,23,703842518
Belgium (EU),Belgium (EU),Series Unknown,3,20845631
Belgium (EU),California (US),Series Unknown,3,17938616
Belgium (EU),The Netherlands (EU),Series Unknown,1,1338616
Belgium (EU),United Kingdom (EU),Series Unknown,1,1338616
California (US),United Kingdom (EU),Series Unknown,28,268376572
The Netherlands (EU),United Kingdom (EU),Series Unknown,5,36883568
France (EU),France (EU),Series Unknown,54,219517420
Germany (EU),New York (US),Private Equity,1,375000000
Bosnia and Herzegovina (Else),Slovenia (EU),Seed,1,41769
Bosnia and Herzegovina (Else),The Netherlands (EU),Seed,1,41769
Slovenia (EU),The Netherlands (EU),Seed,1,27846
Bosnia and Herzegovina (Else),Bosnia and Herzegovina (Else),Seed,1,27846
California (US),California (US),Angel,30,12196105
Brazil (Else),Brazil (Else),Angel,1,29355
Belgium (EU),Spain (EU),Grant,2,956163
Brazil (Else),California (US),Non Equity Assistance,1,50000
China (Else),Hong Kong (Else),Post IPO Equity,9,392365212
China (Else),United Kingdom (EU),Post IPO Equity,1,300000000
Hong Kong (Else),United Kingdom (EU),Post IPO Equity,1,300000000
California (US),United Kingdom (EU),Pre Seed,6,1439005
Brazil (Else),California (US),Pre Seed,3,1459524
Brazil (Else),Brazil (Else),Pre Seed,3,321038
Cayman Islands (Else),Singapore (Else),Private Equity,1,30677463
Brazil (Else),District of Columbia (US),Seed,2,271818
Brazil (Else),Ecuador (Else),Seed,1,333333
Brazil (Else),Florida (US),Seed,1,416667
Brazil (Else),New York (US),Seed,8,6582591
Brazil (Else),United Arab Emirates (Else),Seed,1,416667
District of Columbia (US),Ecuador (Else),Seed,1,250000
District of Columbia (US),Florida (US),Seed,4,4425333
District of Columbia (US),New York (US),Seed,21,21118724
District of Columbia (US),United Arab Emirates (Else),Seed,1,333333
Ecuador (Else),Florida (US),Seed,1,416667
Ecuador (Else),New York (US),Seed,1,250000
Ecuador (Else),United Arab Emirates (Else),Seed,1,416667
Florida (US),New York (US),Seed,41,54158609
Florida (US),United Arab Emirates (Else),Seed,1,500000
New York (US),United Arab Emirates (Else),Seed,9,4532333
Brazil (Else),Brazil (Else),Seed,14,9144631
Ecuador (Else),Ecuador (Else),Seed,1,166667
Florida (US),Florida (US),Seed,13,7647132
United Arab Emirates (Else),United Arab Emirates (Else),Seed,33,12478925
Brazil (Else),California (US),Seed,20,20453245
Brazil (Else),Portugal (EU),Seed,2,201667
California (US),Portugal (EU),Seed,2,184167
California (US),Mexico (Else),Seed,12,15264260
Brazil (Else),Spain (EU),Seed,1,650000
Brazil (Else),Luxembourg (EU),Seed,2,2700000
California (US),Luxembourg (EU),Seed,16,28824102
Luxembourg (EU),New York (US),Seed,8,11716288
Argentina (Else),New York (US),Series A,1,4000000
New York (US),New York (US),Series A,147,651116024
Argentina (Else),Brazil (Else),Series A,1,4551310
Argentina (Else),California (US),Series A,1,6826965
Argentina (Else),Switzerland (EU),Series A,1,4551310
Brazil (Else),California (US),Series A,10,48411977
Brazil (Else),Switzerland (EU),Series A,1,4551310
California (US),Switzerland (EU),Series A,15,88838159
Brazil (Else),Brazil (Else),Series A,10,19339492
Brazil (Else),United Kingdom (EU),Series A,1,1045690
California (US),United Kingdom (EU),Series A,66,537654597
Brazil (Else),District of Columbia (US),Series A,3,8592391
Brazil (Else),Virginia (US),Series A,2,7375000
District of Columbia (US),Virginia (US),Series A,10,36729635
Brazil (Else),New York (US),Series A,5,13892754
California (US),New York (US),Series A,259,2181963057
California (US),United Kingdom (EU),Series B,54,1250418199
California (US),Kuwait (Else),Series B,2,5761905
Kuwait (Else),New York (US),Series B,2,10761905
New York (US),New York (US),Series B,80,808458725
Brazil (Else),California (US),Series B,4,72008111
Brazil (Else),New York (US),Series B,4,34217627
Brazil (Else),Brazil (Else),Series B,2,17890576
Brazil (Else),California (US),Series C,3,66066667
Brazil (Else),District of Columbia (US),Series C,1,6333333
Brazil (Else),Virginia (US),Series C,1,6333333
California (US),District of Columbia (US),Series C,13,288729692
California (US),Virginia (US),Series C,8,178632540
District of Columbia (US),Virginia (US),Series C,2,15958333
California (US),California (US),Series C,152,3670332018
Brazil (Else),New York (US),Series C,2,40400000
California (US),New York (US),Series C,97,2945289101
Brazil (Else),Brazil (Else),Series C,1,9600000
California (US),Cayman Islands (Else),Series D,3,423333333
California (US),New York (US),Series D,41,1638387858
California (US),Virginia (US),Series D,5,228082522
Cayman Islands (Else),New York (US),Series D,2,191666667
Cayman Islands (Else),Virginia (US),Series D,1,26666667
New York (US),Virginia (US),Series D,1,26666667
California (US),California (US),Series D,73,2309016906
California (US),France (EU),Series D,6,183333333
California (US),Germany (EU),Series D,3,63366071
California (US),Italy (EU),Series D,2,10000000
France (EU),Germany (EU),Series D,2,53000895
France (EU),Italy (EU),Series D,1,4000000
Germany (EU),Italy (EU),Series D,1,6000000
Germany (EU),Germany (EU),Series D,5,77211515
Brazil (Else),The Netherlands (EU),Series F,1,40000000
Brazil (Else),United Kingdom (EU),Series F,1,30000000
Brazil (Else),Brazil (Else),Series Unknown,1,1532780
Brazil (Else),California (US),Series Unknown,4,23780246
California (US),California (US),Series Unknown,94,914898440
California (US),Tennessee (US),Angel,1,50000
Serbia (Else),Serbia (Else),Angel,1,88997
Bulgaria (EU),Bulgaria (EU),Convertible Note,1,335213
Germany (EU),Luxembourg (EU),Convertible Note,1,46781
Germany (EU),Germany (EU),Convertible Note,1,23390
Luxembourg (EU),Luxembourg (EU),Convertible Note,1,23390
United Arab Emirates (Else),United Arab Emirates (Else),Pre Seed,21,1669333
Bulgaria (EU),Singapore (Else),Seed,1,1118369
Bulgaria (EU),Bulgaria (EU),Seed,2,1095579
Turkey (Else),United Kingdom (EU),Seed,5,856596
Bulgaria (EU),Luxembourg (EU),Series A,1,5698162
Australia (Else),Czech Republic (EU),Angel,1,7500
Australia (Else),New York (US),Angel,2,90833
Australia (Else),United States (US),Angel,1,7500
Czech Republic (EU),New York (US),Angel,1,7500
Czech Republic (EU),United States (US),Angel,1,7500
New York (US),United States (US),Angel,2,97500
Singapore (Else),United Kingdom (EU),Seed,15,7769154
Canada (Else),Canada (Else),Angel,6,2824900
China (Else),China (Else),Angel,510,580931726
California (US),Canada (Else),Angel,3,1940476
California (US),Germany (EU),Angel,3,2085630
Canada (Else),Germany (EU),Angel,1,571429
Hong Kong (Else),New York (US),Angel,3,4428889
California (US),Canada (Else),Convertible Note,4,3087689
Canada (Else),Canada (Else),Convertible Note,2,1865767
Canada (Else),New York (US),Convertible Note,1,396149
Canada (Else),Canada (Else),Debt Financing,7,54564465
Massachusetts (US),New York (US),Debt Financing,3,3695000
Canada (Else),New York (US),Debt Financing,1,10000000
California (US),Canada (Else),Grant,1,28836
Canada (Else),Canada (Else),Grant,8,3588372
Australia (Else),Canada (Else),Grant,1,15294
Australia (Else),New Jersey (US),Grant,1,7647
Canada (Else),New Jersey (US),Grant,1,15294
France (EU),France (EU),Post IPO Debt,2,114485017
Canada (Else),Canada (Else),Post IPO Debt,2,60230711
California (US),New York (US),Post IPO Debt,4,246250000
Japan (Else),Japan (Else),Post IPO Debt,1,38832096
Canada (Else),Georgia (US),Post IPO Equity,3,902104799
Canada (Else),Canada (Else),Post IPO Equity,25,1412901592
Canada (Else),Texas (US),Post IPO Equity,7,474797758
Canada (Else),New York (US),Post IPO Equity,8,1551776949
Georgia (US),New York (US),Post IPO Equity,2,203163314
Georgia (US),Texas (US),Post IPO Equity,1,19163314
New York (US),Texas (US),Post IPO Equity,8,1690495218
New York (US),New York (US),Post IPO Equity,11,1188134677
Massachusetts (US),New York (US),Post IPO Equity,3,72739992
Canada (Else),United Kingdom (EU),Post IPO Equity,2,21159989
Colorado (US),Illinois (US),Post IPO Equity,1,30000000
California (US),Canada (Else),Pre Seed,7,4868226
Canada (Else),Canada (Else),Pre Seed,11,4230145
California (US),Colorado (US),Pre Seed,6,5314123
Canada (Else),Colorado (US),Pre Seed,2,446667
Canada (Else),New Jersey (US),Pre Seed,1,479841
Canada (Else),New York (US),Pre Seed,3,1559841
New Jersey (US),New York (US),Pre Seed,10,902936
California (US),New York (US),Pre Seed,47,20859391
Colorado (US),New York (US),Pre Seed,7,2502242
California (US),Michigan (US),Pre Seed,3,267063
Michigan (US),New York (US),Pre Seed,3,213492
California (US),New Jersey (US),Pre Seed,12,2380000
Canada (Else),New York (US),Private Equity,4,171066465
Canada (Else),Canada (Else),Private Equity,1,32904618
New York (US),New York (US),Private Equity,10,1106645180
California (US),Canada (Else),Seed,61,78360856
Canada (Else),Canada (Else),Seed,83,86105011
California (US),Massachusetts (US),Seed,119,188059719
Canada (Else),Massachusetts (US),Seed,12,14874610
California (US),China (Else),Seed,58,143560588
California (US),Illinois (US),Seed,59,99024390
Canada (Else),China (Else),Seed,2,1166667
Canada (Else),Illinois (US),Seed,6,4949546
China (Else),Illinois (US),Seed,3,784127
Brazil (Else),Canada (Else),Seed,1,866411
Canada (Else),New York (US),Seed,35,28913361
Canada (Else),France (EU),Seed,4,21292869
Canada (Else),Utah (US),Seed,1,822215
New York (US),Utah (US),Seed,6,4075403
California (US),Washington (US),Seed,60,101051202
Canada (Else),Washington (US),Seed,4,2100263
New York (US),Washington (US),Seed,32,39213682
Washington (US),Washington (US),Seed,20,24256698
California (US),Michigan (US),Seed,25,45347862
Canada (Else),Michigan (US),Seed,3,1261905
China (Else),Michigan (US),Seed,5,2017428
California (US),Florida (US),Seed,50,74937900
California (US),Hong Kong (Else),Seed,34,50834952
Canada (Else),Florida (US),Seed,9,6854234
Canada (Else),Hong Kong (Else),Seed,3,1325000
Florida (US),Hong Kong (Else),Seed,3,1297433
Hong Kong (Else),New York (US),Seed,17,10016481
California (US),Pennsylvania (US),Seed,40,79934401
Canada (Else),Pennsylvania (US),Seed,2,2600000
Florida (US),Massachusetts (US),Seed,11,9033781
California (US),Indiana (US),Seed,5,5778571
Canada (Else),Indiana (US),Seed,1,1714286
Canada (Else),United Kingdom (EU),Seed,8,17177719
United Kingdom (EU),United Kingdom (EU),Seed,193,225321072
California (US),South Carolina (US),Seed,5,3975529
Canada (Else),Maryland (US),Seed,3,4837813
Canada (Else),South Carolina (US),Seed,3,2786540
Maryland (US),South Carolina (US),Seed,2,2665224
California (US),Colorado (US),Seed,57,67879188
California (US),Virginia (US),Seed,21,37949829
Canada (Else),Colorado (US),Seed,8,9572770
Canada (Else),Virginia (US),Seed,2,1678812
Colorado (US),Florida (US),Seed,5,4501215
Colorado (US),New York (US),Seed,43,35143760
Colorado (US),Virginia (US),Seed,4,3242944
Florida (US),Virginia (US),Seed,4,3499757
New York (US),Virginia (US),Seed,13,16525602
Colorado (US),Colorado (US),Seed,11,8191456
Illinois (US),New York (US),Seed,37,37788101
Iowa (US),Nevada (US),Seed,1,40000
California (US),Germany (EU),Seed,46,69941904
Canada (Else),Germany (EU),Seed,2,2513065
Canada (Else),Cyprus (EU),Seed,1,744070
Canada (Else),District of Columbia (US),Seed,3,1955846
Canada (Else),Vermont (US),Seed,2,1152275
District of Columbia (US),Vermont (US),Seed,1,602275
New Jersey (US),New Jersey (US),Seed,3,831818
Georgia (US),Tennessee (US),Seed,3,1641667
Canada (Else),New Jersey (US),Seed,2,758763
California (US),Texas (US),Seed,68,98680711
Canada (Else),Texas (US),Seed,9,5104435
California (US),Canada (Else),Series A,44,300949907
Canada (Else),Canada (Else),Series A,34,191020693
California (US),Massachusetts (US),Series A,87,879247384
California (US),Nigeria (Else),Series A,1,2000000
Canada (Else),Massachusetts (US),Series A,13,60695917
Canada (Else),Nigeria (Else),Series A,1,2000000
Massachusetts (US),Nigeria (Else),Series A,1,1333333
Canada (Else),Germany (EU),Series A,2,7625000
California (US),China (Else),Series A,69,537770120
Canada (Else),China (Else),Series A,5,21613988
Canada (Else),New York (US),Series A,22,138284533
China (Else),New York (US),Series A,21,544227174
Canada (Else),Texas (US),Series A,2,2850000
Canada (Else),South Korea (Else),Series A,1,5250000
Canada (Else),Washington (US),Series A,6,20503333
South Korea (Else),Washington (US),Series A,1,3500000
California (US),Pennsylvania (US),Series A,31,289221432
California (US),Indiana (US),Series A,10,43410281
California (US),Maryland (US),Series A,19,103317076
California (US),New Jersey (US),Series A,18,136886081
Canada (Else),Indiana (US),Series A,1,37846154
Canada (Else),Maryland (US),Series A,2,54512821
Canada (Else),New Jersey (US),Series A,2,41846154
Indiana (US),Maryland (US),Series A,2,10461538
Indiana (US),New Jersey (US),Series A,5,28736874
Indiana (US),New York (US),Series A,5,50181868
Maryland (US),New Jersey (US),Series A,2,10461538
Maryland (US),New York (US),Series A,12,47492465
New Jersey (US),New York (US),Series A,11,104219414
Canada (Else),India (Else),Series A,2,27000000
Canada (Else),United Kingdom (EU),Series A,5,16661258
New York (US),United Kingdom (EU),Series A,29,156664576
California (US),Florida (US),Series A,36,183820989
Florida (US),New York (US),Series A,21,74826939
California (US),Germany (EU),Series A,47,476253636
California (US),Luxembourg (EU),Series A,10,33010266
Canada (Else),Luxembourg (EU),Series A,2,5000000
Germany (EU),Luxembourg (EU),Series A,6,10558086
Maryland (US),Massachusetts (US),Series A,4,14024561
Canada (Else),District of Columbia (US),Series A,2,7714286
Barbados (Else),California (US),Series A,1,9000000
Canada (Else),Pennsylvania (US),Series A,5,20875000
Massachusetts (US),Pennsylvania (US),Series A,8,39327399
California (US),Nevada (US),Series A,10,49603475
Canada (Else),Nevada (US),Series A,1,3400000
Illinois (US),New Jersey (US),Series A,9,61859707
California (US),Michigan (US),Series A,17,97084498
Canada (Else),Michigan (US),Series A,2,5802772
California (US),Illinois (US),Series A,76,660416371
Illinois (US),New York (US),Series A,38,308289844
Canada (Else),Cyprus (EU),Series A,1,3890827
Canada (Else),France (EU),Series B,1,16500000
Canada (Else),Massachusetts (US),Series B,10,139905311
France (EU),Massachusetts (US),Series B,4,38041667
Canada (Else),Canada (Else),Series B,17,209915651
Massachusetts (US),Massachusetts (US),Series B,26,372091538
Canada (Else),Connecticut (US),Series B,1,4500000
Canada (Else),Germany (EU),Series B,2,13928571
Connecticut (US),Germany (EU),Series B,1,3000000
California (US),Canada (Else),Series B,23,441591416
California (US),Massachusetts (US),Series B,87,1358582553
California (US),Pennsylvania (US),Series B,16,395015623
California (US),Washington (US),Series B,26,370947776
Canada (Else),Pennsylvania (US),Series B,2,44000000
Canada (Else),Washington (US),Series B,2,53500000
Massachusetts (US),Pennsylvania (US),Series B,8,112278465
Massachusetts (US),Washington (US),Series B,5,92500000
Pennsylvania (US),Washington (US),Series B,2,44666667
Canada (Else),The Netherlands (EU),Series B,1,4981667
California (US),Japan (Else),Series B,31,468059105
Canada (Else),Japan (Else),Series B,3,20833333
California (US),Chile (Else),Series B,1,6000000
Canada (Else),Chile (Else),Series B,1,8000000
Canada (Else),Texas (US),Series B,2,16206659
Canada (Else),New York (US),Series B,15,175758448
Germany (EU),New York (US),Series B,17,144692181
Canada (Else),Israel (Else),Series B,2,12914286
California (US),Sri Lanka (Else),Series B,1,3281933
Canada (Else),Sri Lanka (Else),Series B,1,6563867
New York (US),Sri Lanka (Else),Series B,1,2187956
Massachusetts (US),New York (US),Series B,44,553963181
Canada (Else),New Zealand (Else),Series B,1,1547682
Canada (Else),Massachusetts (US),Series C,10,199674625
Canada (Else),Canada (Else),Series C,9,116790392
Canada (Else),Kuwait (Else),Series C,1,8000000
Canada (Else),Spain (EU),Series C,1,8000000
Kuwait (Else),Spain (EU),Series C,1,4000000
California (US),Canada (Else),Series C,18,266238557
California (US),Israel (Else),Series C,22,405527841
California (US),Massachusetts (US),Series C,43,1609732200
California (US),United Arab Emirates (Else),Series C,3,44250000
Canada (Else),Germany (EU),Series C,1,18500000
Canada (Else),Israel (Else),Series C,1,18500000
Canada (Else),United Arab Emirates (Else),Series C,1,18500000
Germany (EU),Israel (Else),Series C,3,23071429
Germany (EU),Massachusetts (US),Series C,3,47055900
Germany (EU),United Arab Emirates (Else),Series C,1,9250000
Israel (Else),Massachusetts (US),Series C,2,34250000
Israel (Else),United Arab Emirates (Else),Series C,1,9250000
Massachusetts (US),United Arab Emirates (Else),Series C,1,9250000
Illinois (US),New York (US),Series C,11,174286653
Illinois (US),Illinois (US),Series C,5,39538471
Canada (Else),New York (US),Series C,6,68907432
Canada (Else),Japan (Else),Series C,1,27333333
California (US),Canada (Else),Series Unknown,11,226187664
California (US),Illinois (US),Series Unknown,17,143939304
California (US),Japan (Else),Series Unknown,22,289945622
California (US),Ohio (US),Series Unknown,7,41194286
California (US),Sweden (EU),Series Unknown,6,64598485
Canada (Else),Illinois (US),Series Unknown,1,8250000
Canada (Else),Japan (Else),Series Unknown,2,38376221
Canada (Else),Ohio (US),Series Unknown,1,8250000
Canada (Else),Sweden (EU),Series Unknown,1,8250000
Illinois (US),Japan (Else),Series Unknown,2,8631980
Illinois (US),Ohio (US),Series Unknown,3,26642857
Illinois (US),Sweden (EU),Series Unknown,1,5500000
Japan (Else),Ohio (US),Series Unknown,1,8250000
Japan (Else),Sweden (EU),Series Unknown,1,8250000
Ohio (US),Sweden (EU),Series Unknown,1,5500000
Canada (Else),Canada (Else),Series Unknown,31,424907782
Japan (Else),Japan (Else),Series Unknown,117,437639212
Canada (Else),Germany (EU),Series Unknown,2,9384052
Canada (Else),Massachusetts (US),Series Unknown,8,722866860
