from,to,round,deals,value
Canada (Else),Massachusetts (US),Series C,4,26357143
California (US),Colorado (US),Series D,5,70825397
California (US),Massachusetts (US),Series D,29,333911645
Colorado (US),Massachusetts (US),Series D,3,25500000
California (US),Canada (Else),Series Unknown,7,66301111
California (US),Colorado (US),Series Unknown,7,44420837
California (US),Japan (Else),Series Unknown,8,48882808
California (US),Massachusetts (US),Series Unknown,27,223530476
California (US),United Kingdom (EU),Series Unknown,18,180013932
Canada (Else),Colorado (US),Series Unknown,2,9191111
Canada (Else),Japan (Else),Series Unknown,1,3777778
Canada (Else),Massachusetts (US),Series Unknown,3,13792222
Canada (Else),United Kingdom (EU),Series Unknown,2,6377778
Colorado (US),Japan (Else),Series Unknown,1,1888889
Colorado (US),United Kingdom (EU),Series Unknown,3,13343434
Japan (Else),Massachusetts (US),Series Unknown,3,32633333
Japan (Else),United Kingdom (EU),Series Unknown,4,32688889
Massachusetts (US),United Kingdom (EU),Series Unknown,11,78850000
Canada (Else),Canada (Else),Series Unknown,8,76704747
Massachusetts (US),Massachusetts (US),Series Unknown,15,104424008
Canada (Else),New York (US),Series Unknown,6,65710000
Canada (Else),Texas (US),Series Unknown,2,9613333
New York (US),Texas (US),Series Unknown,8,88849583
New York (US),New York (US),Series Unknown,18,157521400
California (US),New York (US),Series Unknown,40,432789017
California (US),Philippines (Else),Series Unknown,1,13200000
Canada (Else),Philippines (Else),Series Unknown,1,19800000
New York (US),Philippines (Else),Series Unknown,1,13200000
China (Else),China (Else),Angel,5,1828990
California (US),United Kingdom (EU),Corporate Round,1,1000000000
California (US),China (Else),Series A,7,81530000
China (Else),China (Else),Series A,2,32486667
California (US),New York (US),Series A,22,263751190
Canada (Else),New York (US),Series A,3,13266667
China (Else),Hong Kong (Else),Series A,2,8000000
California (US),Michigan (US),Series A,4,19310000
California (US),California (US),Series A,148,1255356722
California (US),Singapore (Else),Series A,3,22558857
California (US),Sweden (EU),Series A,5,42017857
China (Else),New York (US),Series A,1,12800000
China (Else),Singapore (Else),Series A,1,12800000
China (Else),Sweden (EU),Series A,1,12800000
New York (US),Singapore (Else),Series A,2,14942857
New York (US),Sweden (EU),Series A,5,45192857
Singapore (Else),Sweden (EU),Series A,2,14942857
California (US),Hong Kong (Else),Series A,3,95250000
China (Else),New York (US),Series B,3,18113185
China (Else),United Kingdom (EU),Series B,1,6446518
New York (US),United Kingdom (EU),Series B,7,48638285
California (US),Colorado (US),Series B,9,58684000
California (US),Illinois (US),Series B,16,148360198
Colorado (US),Illinois (US),Series B,1,6500000
California (US),California (US),Series B,146,1361248171
California (US),China (Else),Series B,7,78693846
California (US),District of Columbia (US),Series B,2,15416667
California (US),Hong Kong (Else),Series B,5,35708571
California (US),Singapore (Else),Series B,10,78813810
China (Else),District of Columbia (US),Series B,1,3700000
China (Else),Hong Kong (Else),Series B,1,3700000
China (Else),Singapore (Else),Series B,2,15700000
District of Columbia (US),Hong Kong (Else),Series B,1,3700000
District of Columbia (US),Singapore (Else),Series B,1,3700000
Hong Kong (Else),Singapore (Else),Series B,3,11271429
California (US),Japan (Else),Series B,5,44954212
China (Else),Japan (Else),Series B,2,17276923
Japan (Else),Singapore (Else),Series B,2,9857143
China (Else),China (Else),Series B,2,14666667
China (Else),Georgia (US),Series B,1,4139999
California (US),Colorado (US),Series C,11,87333766
California (US),Hong Kong (Else),Series C,3,23000000
Colorado (US),Hong Kong (Else),Series C,2,10000000
Pennsylvania (US),United Kingdom (EU),Series Unknown,1,11000000
Pennsylvania (US),Pennsylvania (US),Series Unknown,3,16666667
Massachusetts (US),Taiwan (Else),Series Unknown,1,14500000
China (Else),China (Else),Series Unknown,1,1000000
Denmark (EU),Sweden (EU),Series A,3,21550000
Denmark (EU),Denmark (EU),Series A,1,5193333
Denmark (EU),Denmark (EU),Series B,1,4000000
Denmark (EU),Hong Kong (Else),Series Unknown,1,10000000
Denmark (EU),Italy (EU),Series Unknown,1,10000000
Denmark (EU),Norway (EU),Series Unknown,2,15522841
Denmark (EU),Sweden (EU),Series Unknown,3,20662841
Hong Kong (Else),Italy (EU),Series Unknown,2,8666667
Hong Kong (Else),Norway (EU),Series Unknown,1,6666667
Hong Kong (Else),Sweden (EU),Series Unknown,1,6666667
Italy (EU),Norway (EU),Series Unknown,1,6666667
Italy (EU),Sweden (EU),Series Unknown,1,6666667
Norway (EU),Sweden (EU),Series Unknown,2,12189508
Denmark (EU),Denmark (EU),Series Unknown,2,10778667
Finland (EU),Finland (EU),Series C,1,9020000
France (EU),France (EU),Seed,2,2197597
France (EU),France (EU),Series A,11,41731372
California (US),France (EU),Series A,5,37116000
France (EU),Michigan (US),Series A,1,12200000
France (EU),Mississippi (US),Series A,1,12200000
France (EU),Sweden (EU),Series A,2,17960000
Michigan (US),Mississippi (US),Series A,1,12200000
Michigan (US),Sweden (EU),Series A,1,12200000
Mississippi (US),Sweden (EU),Series A,2,24200000
France (EU),Russian Federation (Else),Series A,1,5280437
Belgium (EU),France (EU),Series A,2,26377755
Belgium (EU),California (US),Series A,1,7616000
Belgium (EU),Israel (Else),Series A,1,2176000
Belgium (EU),Singapore (Else),Series A,1,2176000
California (US),Israel (Else),Series A,4,23330286
France (EU),Israel (Else),Series A,1,2176000
France (EU),Singapore (Else),Series A,1,2176000
Israel (Else),Singapore (Else),Series A,4,15390286
France (EU),Kansas (US),Series A,1,4200000
France (EU),France (EU),Series B,13,64422927
France (EU),Germany (EU),Series B,4,39257304
France (EU),France (EU),Series C,9,62729915
California (US),France (EU),Series D,4,47628602
California (US),Germany (EU),Series D,4,58838616
California (US),Illinois (US),Series D,12,109359806
California (US),Israel (Else),Series D,7,63484560
California (US),Minnesota (US),Series D,2,23713616
California (US),Singapore (Else),Series D,5,65738616
California (US),Taiwan (Else),Series D,3,35502252
California (US),Texas (US),Series D,15,187174205
California (US),United Kingdom (EU),Series D,12,191897515
France (EU),Germany (EU),Series D,1,9118154
France (EU),Illinois (US),Series D,1,9118154
France (EU),Israel (Else),Series D,2,13718154
France (EU),Minnesota (US),Series D,1,9118154
France (EU),Singapore (Else),Series D,2,13718154
France (EU),Taiwan (Else),Series D,1,9118154
France (EU),Texas (US),Series D,1,9118154
France (EU),United Kingdom (EU),Series D,1,9118154
Germany (EU),Illinois (US),Series D,3,13725744
Germany (EU),Israel (Else),Series D,2,8309077
Germany (EU),Minnesota (US),Series D,1,4559077
Germany (EU),Singapore (Else),Series D,1,4559077
Germany (EU),Taiwan (Else),Series D,1,4559077
Germany (EU),Texas (US),Series D,3,17630506
Germany (EU),United Kingdom (EU),Series D,2,15130506
Illinois (US),Israel (Else),Series D,2,8309077
Illinois (US),Minnesota (US),Series D,1,4559077
Illinois (US),Singapore (Else),Series D,1,4559077
Illinois (US),Taiwan (Else),Series D,2,12884077
Illinois (US),Texas (US),Series D,3,28259077
Illinois (US),United Kingdom (EU),Series D,3,14267966
Israel (Else),Minnesota (US),Series D,1,4559077
Israel (Else),Singapore (Else),Series D,2,9159077
Israel (Else),Taiwan (Else),Series D,1,4559077
Israel (Else),Texas (US),Series D,3,12309077
Israel (Else),United Kingdom (EU),Series D,2,9705021
Minnesota (US),Singapore (Else),Series D,1,4559077
Minnesota (US),Taiwan (Else),Series D,1,4559077
Minnesota (US),Texas (US),Series D,1,4559077
Minnesota (US),United Kingdom (EU),Series D,1,4559077
Singapore (Else),Taiwan (Else),Series D,1,4559077
Singapore (Else),Texas (US),Series D,1,4559077
Singapore (Else),United Kingdom (EU),Series D,2,19559077
Taiwan (Else),Texas (US),Series D,2,13340895
Taiwan (Else),United Kingdom (EU),Series D,1,4559077
Texas (US),United Kingdom (EU),Series D,2,15130506
California (US),California (US),Series D,56,561771520
France (EU),France (EU),Series D,1,6838616
France (EU),France (EU),Series Unknown,8,59401262
France (EU),Germany (EU),Series Unknown,2,11345133
France (EU),United Kingdom (EU),Series Unknown,4,33096548
Germany (EU),United Kingdom (EU),Series Unknown,3,25771164
France (EU),Japan (Else),Series Unknown,1,3995000
France (EU),The Netherlands (EU),Series Unknown,1,3995000
Germany (EU),Japan (Else),Series Unknown,1,3995000
Germany (EU),The Netherlands (EU),Series Unknown,2,7852143
Japan (Else),The Netherlands (EU),Series Unknown,1,3995000
California (US),France (EU),Series Unknown,7,36050000
Belgium (EU),Belgium (EU),Series Unknown,1,620000
France (EU),New York (US),Series Unknown,2,7080000
Germany (EU),Massachusetts (US),Series A,2,19100000
Germany (EU),Switzerland (EU),Series A,1,11660930
Germany (EU),United Kingdom (EU),Series A,1,11660930
Switzerland (EU),United Kingdom (EU),Series A,2,18273953
Germany (EU),Germany (EU),Series A,1,7773953
Germany (EU),Sweden (EU),Series A,1,8000000
Germany (EU),South Korea (Else),Series A,1,1300000
Germany (EU),Germany (EU),Series B,6,40276120
France (EU),Singapore (Else),Series B,1,2288819
Germany (EU),Singapore (Else),Series B,1,1144410
California (US),Germany (EU),Series B,9,62681190
California (US),United Kingdom (EU),Series B,18,198618061
Germany (EU),United Kingdom (EU),Series B,6,35808099
Germany (EU),Japan (Else),Series B,1,9018445
Germany (EU),Sweden (EU),Series B,1,9018445
Germany (EU),Switzerland (EU),Series B,5,35600660
Japan (Else),Sweden (EU),Series B,1,9018445
Japan (Else),Switzerland (EU),Series B,1,9018445
Sweden (EU),Switzerland (EU),Series B,1,9018445
California (US),Germany (EU),Series C,11,140252715
Germany (EU),United Kingdom (EU),Series C,3,53858895
Germany (EU),Germany (EU),Series C,5,114193126
California (US),Massachusetts (US),Series C,46,591012017
California (US),North Carolina (US),Series C,3,37000000
Massachusetts (US),North Carolina (US),Series C,3,41400000
North Carolina (US),United Kingdom (EU),Series C,2,19200000
Germany (EU),Switzerland (EU),Series C,1,3925377
Germany (EU),New York (US),Series Unknown,4,26996098
Germany (EU),Sweden (EU),Series Unknown,1,12096098
New York (US),Sweden (EU),Series Unknown,3,21064065
New York (US),United Kingdom (EU),Series Unknown,16,150005775
Sweden (EU),United Kingdom (EU),Series Unknown,4,24494065
Germany (EU),Germany (EU),Series Unknown,4,50445494
California (US),California (US),Series Unknown,64,622757842
California (US),Germany (EU),Series Unknown,5,32482143
California (US),South Korea (Else),Series Unknown,2,9750000
Germany (EU),South Korea (Else),Series Unknown,1,8625000
District of Columbia (US),District of Columbia (US),Series Unknown,2,17050000
California (US),California (US),Seed,5,5767857
California (US),India (Else),Series A,3,20256721
California (US),Mauritius (Else),Series A,2,6500000
China (Else),India (Else),Series A,1,5000000
China (Else),Mauritius (Else),Series A,1,5000000
India (Else),Mauritius (Else),Series A,1,5000000
California (US),Taiwan (Else),Series B,8,104709341
Taiwan (Else),United Kingdom (EU),Series B,1,7500000
Taiwan (Else),Taiwan (Else),Series B,2,10446154
California (US),India (Else),Series C,2,17916667
India (Else),Massachusetts (US),Series C,1,7500000
California (US),Israel (Else),Series Unknown,8,55633333
Israel (Else),Israel (Else),Series Unknown,10,67233333
California (US),India (Else),Series Unknown,1,4866667
India (Else),New York (US),Series Unknown,1,4866667
Ireland (EU),United Kingdom (EU),Series A,1,6600000
Ireland (EU),Ireland (EU),Series A,1,4400000
California (US),Ireland (EU),Series B,3,11734286
California (US),Luxembourg (EU),Series B,1,4000000
California (US),Pennsylvania (US),Series B,10,97214744
California (US),Sweden (EU),Series B,5,36064286
Ireland (EU),Luxembourg (EU),Series B,1,4000000
Ireland (EU),Pennsylvania (US),Series B,1,4000000
Ireland (EU),Sweden (EU),Series B,1,4000000
Luxembourg (EU),Pennsylvania (US),Series B,1,4000000
Luxembourg (EU),Sweden (EU),Series B,1,4000000
Pennsylvania (US),Sweden (EU),Series B,1,4000000
California (US),Ireland (EU),Series C,2,18636667
Ireland (EU),Ireland (EU),Series C,1,3766667
California (US),Ireland (EU),Series Unknown,2,23840000
Ireland (EU),United Kingdom (EU),Series Unknown,5,33956424
Ireland (EU),Ireland (EU),Series Unknown,1,4666667
Canada (Else),Ireland (EU),Series Unknown,1,1600000
Israel (Else),Italy (EU),Series A,1,4200000
Israel (Else),Israel (Else),Series A,11,62476190
Germany (EU),Israel (Else),Series A,1,11500000
Belgium (EU),Israel (Else),Series B,1,6000000
Belgium (EU),Italy (EU),Series B,1,4000000
Belgium (EU),New Jersey (US),Series B,1,4000000
Israel (Else),Italy (EU),Series B,1,6000000
Israel (Else),New Jersey (US),Series B,2,20000000
Italy (EU),New Jersey (US),Series B,1,4000000
Israel (Else),Israel (Else),Series B,10,54389286
California (US),Israel (Else),Series B,6,62120879
Hong Kong (Else),Israel (Else),Series B,2,6857143
Illinois (US),Israel (Else),Series B,3,21143590
Illinois (US),Pennsylvania (US),Series B,2,14356410
Illinois (US),Singapore (Else),Series B,1,4933333
Israel (Else),Pennsylvania (US),Series B,1,9866667
Israel (Else),Singapore (Else),Series B,3,15223810
Pennsylvania (US),Singapore (Else),Series B,1,4933333
Israel (Else),United Kingdom (EU),Series C,6,47341991
Israel (Else),Israel (Else),Series C,8,65870238
Indiana (US),Israel (Else),Series C,1,6250000
Indiana (US),Massachusetts (US),Series C,2,18750000
Indiana (US),New York (US),Series C,1,3750000
Indiana (US),Ohio (US),Series C,1,3750000
Israel (Else),Massachusetts (US),Series C,6,42393939
Israel (Else),New York (US),Series C,3,17151515
Israel (Else),Ohio (US),Series C,1,5000000
Massachusetts (US),New York (US),Series C,13,78699621
Massachusetts (US),Ohio (US),Series C,2,6357143
New York (US),Ohio (US),Series C,2,4900000
Indiana (US),Indiana (US),Series C,1,2500000
Israel (Else),Louisiana (US),Series C,1,5300000
Israel (Else),Japan (Else),Series C,2,10818182
California (US),Washington (US),Series D,7,141509307
California (US),Michigan (US),Series D,1,5000000
California (US),New York (US),Series D,20,295944524
California (US),Pennsylvania (US),Series D,6,48249524
Michigan (US),New York (US),Series D,1,5000000
Michigan (US),Pennsylvania (US),Series D,1,5000000
New York (US),Pennsylvania (US),Series D,4,33657143
Israel (Else),Israel (Else),Series D,5,28166667
Israel (Else),Singapore (Else),Series E,2,28357143
Israel (Else),Israel (Else),Series E,3,32285714
California (US),West Virginia (US),Series Unknown,2,5300000
France (EU),Israel (Else),Series Unknown,3,7966667
France (EU),West Virginia (US),Series Unknown,2,4466667
Israel (Else),West Virginia (US),Series Unknown,2,5300000
Hong Kong (Else),Israel (Else),Series Unknown,3,25850000
Hong Kong (Else),Massachusetts (US),Series Unknown,2,3900000
Hong Kong (Else),Tennessee (US),Series Unknown,1,2000000
Israel (Else),Italy (EU),Series Unknown,1,4000000
Israel (Else),Massachusetts (US),Series Unknown,5,31316667
Israel (Else),Tennessee (US),Series Unknown,1,4000000
Italy (EU),Massachusetts (US),Series Unknown,1,2000000
Italy (EU),Tennessee (US),Series Unknown,1,2000000
Massachusetts (US),Tennessee (US),Series Unknown,1,2000000
Germany (EU),Israel (Else),Series Unknown,3,24850000
Germany (EU),Texas (US),Series Unknown,2,18000000
Israel (Else),Texas (US),Series Unknown,1,12000000
Israel (Else),Minnesota (US),Series Unknown,1,2000000
Germany (EU),Hong Kong (Else),Series Unknown,1,1900000
Germany (EU),Massachusetts (US),Series Unknown,4,18757143
Hong Kong (Else),New York (US),Series Unknown,1,1900000
Israel (Else),New York (US),Series Unknown,4,20116667
Germany (EU),Massachusetts (US),Series B,7,42697570
Massachusetts (US),Switzerland (EU),Series B,6,36598882
Switzerland (EU),United Kingdom (EU),Series B,2,11357069
United Kingdom (EU),United Kingdom (EU),Series B,10,76613028
Japan (Else),Japan (Else),Corporate Round,3,4774035
Japan (Else),Japan (Else),Series Unknown,12,48584771
Japan (Else),New York (US),Series Unknown,3,55446276
Massachusetts (US),New Zealand (Else),Series Unknown,1,3000000
New Zealand (Else),New Zealand (Else),Series Unknown,1,2000000
Massachusetts (US),Norway (EU),Series A,2,15766982
Massachusetts (US),Sweden (EU),Series A,2,23540000
Massachusetts (US),United Kingdom (EU),Series A,8,269676982
Norway (EU),Sweden (EU),Series A,3,20300000
Norway (EU),United Kingdom (EU),Series A,3,41287893
Sweden (EU),United Kingdom (EU),Series A,2,19829448
United Kingdom (EU),United Kingdom (EU),Series A,6,34963460
California (US),Norway (EU),Series B,1,4466667
Norway (EU),United Kingdom (EU),Series B,2,11114825
Norway (EU),United Kingdom (EU),Series Unknown,1,4490000
Portugal (EU),United Kingdom (EU),Series B,1,15000000
Portugal (EU),Portugal (EU),Series Unknown,1,368000
California (US),Switzerland (EU),Series B,4,26666667
Singapore (Else),Switzerland (EU),Series B,1,6666667
California (US),Spain (EU),Seed,1,907198
Spain (EU),Spain (EU),Series A,1,624000
Spain (EU),Spain (EU),Series B,1,2390000
California (US),United Kingdom (EU),Series A,13,207722333
Sweden (EU),Sweden (EU),Series A,2,3794361
Denmark (EU),France (EU),Series A,1,5760000
Denmark (EU),Norway (EU),Series A,1,5760000
France (EU),Norway (EU),Series A,2,9986982
France (EU),Sweden (EU),Series C,1,27333333
France (EU),United Kingdom (EU),Series C,4,57736190
Sweden (EU),United Kingdom (EU),Series C,1,20500000
United Kingdom (EU),United Kingdom (EU),Series C,6,75157775
Finland (EU),Sweden (EU),Series Unknown,1,9553414
Sweden (EU),Sweden (EU),Series Unknown,5,30672540
Denmark (EU),France (EU),Series Unknown,1,5522841
France (EU),Norway (EU),Series Unknown,1,5522841
France (EU),Sweden (EU),Series Unknown,1,5522841
Luxembourg (EU),Sweden (EU),Series Unknown,1,4250000
United Kingdom (EU),United Kingdom (EU),Series Unknown,24,138467100
India (Else),Switzerland (EU),Series A,1,1756721
France (EU),Luxembourg (EU),Series A,1,14000000
France (EU),Switzerland (EU),Series A,1,14000000
Luxembourg (EU),Switzerland (EU),Series A,1,14000000
Belgium (EU),Denmark (EU),Series B,1,4221672
Belgium (EU),Germany (EU),Series B,1,4221672
Belgium (EU),Massachusetts (US),Series B,2,16281672
Belgium (EU),Michigan (US),Series B,1,4221672
Belgium (EU),New York (US),Series B,1,4221672
Belgium (EU),Switzerland (EU),Series B,1,6332508
Belgium (EU),United Kingdom (EU),Series B,1,4221672
Denmark (EU),Germany (EU),Series B,1,4221672
Denmark (EU),Massachusetts (US),Series B,1,4221672
Denmark (EU),Michigan (US),Series B,1,4221672
Denmark (EU),New York (US),Series B,1,4221672
Denmark (EU),Switzerland (EU),Series B,1,6332508
Denmark (EU),United Kingdom (EU),Series B,1,4221672
Germany (EU),Michigan (US),Series B,1,4221672
Germany (EU),New York (US),Series B,2,15321672
Massachusetts (US),Michigan (US),Series B,2,9421672
Michigan (US),New York (US),Series B,3,32327386
Michigan (US),Switzerland (EU),Series B,1,6332508
Michigan (US),United Kingdom (EU),Series B,2,21101672
New York (US),Switzerland (EU),Series B,2,16999175
Switzerland (EU),Switzerland (EU),Series B,2,6811672
California (US),Finland (EU),Series B,4,19736087
California (US),France (EU),Series B,7,53861087
Finland (EU),France (EU),Series B,1,6240724
Bermuda (Else),California (US),Series C,1,9466667
Bermuda (Else),Connecticut (US),Series C,1,9466667
California (US),Connecticut (US),Series C,13,193238222
The Netherlands (EU),United Kingdom (EU),Series A,1,1940000
France (EU),Massachusetts (US),Series B,4,44900000
France (EU),The Netherlands (EU),Series B,3,32519665
Massachusetts (US),The Netherlands (EU),Series B,3,31553846
Connecticut (US),The Netherlands (EU),Series Unknown,1,4980000
New York (US),United Kingdom (EU),Angel,1,3643279
United Kingdom (EU),United Kingdom (EU),Angel,1,2428853
California (US),France (EU),Seed,1,938116
California (US),Maryland (US),Seed,1,938116
California (US),New York (US),Seed,3,2188116
California (US),Switzerland (EU),Seed,1,938116
California (US),Texas (US),Seed,1,938116
California (US),United Kingdom (EU),Seed,1,2814348
California (US),Washington (US),Seed,2,2438116
France (EU),Maryland (US),Seed,1,938116
France (EU),New York (US),Seed,1,938116
France (EU),Switzerland (EU),Seed,1,938116
France (EU),Texas (US),Seed,1,938116
France (EU),United Kingdom (EU),Seed,1,2814348
France (EU),Washington (US),Seed,1,938116
Maryland (US),New York (US),Seed,1,938116
Maryland (US),Switzerland (EU),Seed,1,938116
Maryland (US),Texas (US),Seed,1,938116
Maryland (US),United Kingdom (EU),Seed,1,2814348
Maryland (US),Washington (US),Seed,1,938116
New York (US),Switzerland (EU),Seed,1,938116
New York (US),Texas (US),Seed,1,938116
New York (US),United Kingdom (EU),Seed,1,2814348
New York (US),Washington (US),Seed,1,938116
Switzerland (EU),Texas (US),Seed,1,938116
Switzerland (EU),United Kingdom (EU),Seed,1,2814348
Switzerland (EU),Washington (US),Seed,1,938116
Texas (US),United Kingdom (EU),Seed,1,2814348
Texas (US),Washington (US),Seed,1,938116
United Kingdom (EU),Washington (US),Seed,1,2814348
United Kingdom (EU),United Kingdom (EU),Seed,3,3463290
Nigeria (Else),United Kingdom (EU),Seed,1,177000
Massachusetts (US),Switzerland (EU),Series A,1,13333333
Belgium (EU),United Kingdom (EU),Series A,1,5959920
Michigan (US),United Kingdom (EU),Series A,1,4900000
California (US),Maryland (US),Series B,8,112476389
California (US),Massachusetts (US),Series B,53,571389121
Maryland (US),Massachusetts (US),Series B,6,51533333
Maryland (US),United Kingdom (EU),Series B,1,39866667
The Netherlands (EU),United Kingdom (EU),Series B,2,15217689
The Netherlands (EU),The Netherlands (EU),Series B,1,6635332
Germany (EU),Italy (EU),Series B,1,6553583
Italy (EU),United Kingdom (EU),Series B,1,9830374
Massachusetts (US),Sweden (EU),Series B,1,4800000
Sweden (EU),United Kingdom (EU),Series B,3,46200000
Canada (Else),Malaysia (Else),Series B,1,6666667
Malaysia (Else),United Kingdom (EU),Series B,2,7086667
Germany (EU),Norway (EU),Series B,1,4432106
Malaysia (Else),New York (US),Series C,1,14671387
Malaysia (Else),United Kingdom (EU),Series C,2,43498468
New York (US),United Kingdom (EU),Series C,6,65163317
California (US),France (EU),Series C,6,49392857
France (EU),Massachusetts (US),Series C,2,14390000
California (US),Finland (EU),Series C,2,13900000
California (US),Norway (EU),Series C,1,6400000
California (US),Sweden (EU),Series C,2,14971429
California (US),Texas (US),Series C,16,183067222
Finland (EU),Norway (EU),Series C,1,6400000
Finland (EU),Sweden (EU),Series C,1,6400000
Finland (EU),Texas (US),Series C,1,6400000
Norway (EU),Sweden (EU),Series C,1,6400000
Norway (EU),Texas (US),Series C,1,6400000
Sweden (EU),Texas (US),Series C,1,6400000
Connecticut (US),New York (US),Series C,4,50250794
New York (US),New York (US),Series C,11,105035931
California (US),Israel (Else),Series C,8,81782792
Germany (EU),Israel (Else),Series C,3,25047619
United Kingdom (EU),United Kingdom (EU),Series D,3,27079790
District of Columbia (US),Massachusetts (US),Series D,4,42885714
Massachusetts (US),Massachusetts (US),Series D,9,58515628
Massachusetts (US),United Kingdom (EU),Series E,3,17721429
United Kingdom (EU),United Kingdom (EU),Series E,1,6862500
California (US),Missouri (US),Series Unknown,2,22000000
California (US),New Jersey (US),Series Unknown,5,51000000
Colorado (US),Missouri (US),Series Unknown,1,6000000
Colorado (US),New Jersey (US),Series Unknown,1,6000000
Missouri (US),New Jersey (US),Series Unknown,1,6000000
Missouri (US),United Kingdom (EU),Series Unknown,2,14000000
New Jersey (US),United Kingdom (EU),Series Unknown,3,17333333
Bahrain (Else),District of Columbia (US),Series Unknown,1,5255000
Bahrain (Else),Massachusetts (US),Series Unknown,1,5255000
Bahrain (Else),Norway (EU),Series Unknown,1,5255000
District of Columbia (US),Massachusetts (US),Series Unknown,2,7826429
District of Columbia (US),Norway (EU),Series Unknown,1,5255000
Massachusetts (US),Norway (EU),Series Unknown,1,5255000
France (EU),Ireland (EU),Series Unknown,1,11200000
Georgia (US),United Kingdom (EU),Series Unknown,3,17239667
California (US),Illinois (US),Series Unknown,12,95509952
California (US),Tennessee (US),Series Unknown,2,6095333
Illinois (US),New York (US),Series Unknown,5,63443952
Illinois (US),Tennessee (US),Series Unknown,3,10028111
New York (US),Tennessee (US),Series Unknown,3,14159111
Malaysia (Else),United Kingdom (EU),Series Unknown,2,3100000
New Jersey (US),New York (US),Series Unknown,6,61194444
Michigan (US),United Kingdom (EU),Series Unknown,2,8200000
California (US),Pennsylvania (US),Angel,1,1000000
California (US),California (US),Angel,2,1600000
California (US),Massachusetts (US),Angel,1,1000000
New York (US),United Arab Emirates (Else),Angel,1,400000
New York (US),New York (US),Angel,1,266667
Pennsylvania (US),Pennsylvania (US),Pre Seed,1,299970
Israel (Else),New Jersey (US),Seed,1,1000000
Israel (Else),New York (US),Seed,1,1666667
New Jersey (US),New York (US),Seed,1,1333333
Israel (Else),Israel (Else),Seed,1,666667
New York (US),New York (US),Seed,2,1450000
Massachusetts (US),Massachusetts (US),Seed,1,2350000
Pennsylvania (US),Pennsylvania (US),Seed,2,1050000
Massachusetts (US),New Mexico (US),Seed,1,1920000
Massachusetts (US),Ohio (US),Seed,1,960000
New Mexico (US),Ohio (US),Seed,1,1920000
New Mexico (US),New Mexico (US),Seed,1,1440000
California (US),Colorado (US),Seed,1,833333
California (US),United States (US),Seed,1,833333
Colorado (US),United States (US),Seed,1,333333
Canada (Else),Germany (EU),Seed,1,12000000
California (US),Pennsylvania (US),Seed,1,1500000
Canada (Else),Massachusetts (US),Seed,1,4800000
California (US),Illinois (US),Seed,1,2900000
Florida (US),Florida (US),Seed,1,320000
District of Columbia (US),Utah (US),Seed,1,300000
Maryland (US),New Jersey (US),Series A,1,4000000
