geo,domain,count
Miami (1747),F04D,1
London (1649),F01K,1
Montpellier (712),F02D,1
Montpellier (712),Y02T,1
Montpellier (712),F01L,1
Niigata (1080),F01L,2
Muenster (Westfalen) (744),F28F,1
Muenster (Westfalen) (744),F01P,1
Tokyo (1088),F01M,2
Nottingham (1653),F02D,1
Nottingham (1653),F02B,1
Melbourne (46),Y02C,1
Melbourne (46),F01K,1
Edinburgh (1644),F02M,1
Karlsruhe (740),F23K,1
San Diego (1784),F04D,1
Chicago (1694),F04C,1
Chicago (1694),F05C,1
Singapore (1490),F04B,1
Brighton-Worthing-Littlehampton (1640),F25J,3
Brighton-Worthing-Littlehampton (1640),H01L,2
San Jose (1786),F25J,1
Newport (1652),F04D,1
Newport (1652),F25J,2
Newport (1652),H01L,2
Z<fc>rich (Zurich) (1543),B25J,2
Z<fc>rich (Zurich) (1543),B66C,1
Concord (1700),F16B,1
Leipzig (742),F16C,1
Leipzig (742),F16L,1
Manchester (1650),F16F,2
Manchester (1650),G05D,2
Wien (Vienna) (52),F16H,1
Round Lake Beach-McHenry-Grayslake (1780),F16C,3
The Woodlands (1802),F16J,4
Albany (1672),F16J,1
Flint (1714),F16K,1
San Jos<e9> (642),Y10T,1
San Jos<e9> (642),F16L,1
Qu<e9>bec (170),B29L,2
Qu<e9>bec (170),B29K,2
Qu<e9>bec (170),B29D,1
Qu<e9>bec (170),B29C,2
Qu<e9>bec (170),F16L,1
Kochi (1069),F21V,1
Kochi (1069),F21Y,1
Kochi (1069),F21W,1
Kochi (1069),F21S,1
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),F21V,1
Busto Arsizio (1031),F24D,1
Houston (1724),F24V,1
Essen (736),F24H,1
Nashville-Davidson (1755),A23G,2
Nashville-Davidson (1755),C09G,1
Newport (1652),G03F,1
Newport (1652),B82Y,1
Newport (1652),H05G,1
Brighton-Worthing-Littlehampton (1640),G03F,2
Brighton-Worthing-Littlehampton (1640),B82Y,2
New York-Newark (1758),H05G,1
Riverside-San Bernardino (1777),A47K,1
Winnipeg (177),E04B,1
Winnipeg (177),F26B,1
K<f6>ln (Cologne) (741),F27B,3
K<f6>ln (Cologne) (741),F27D,8
Kitchener-Cambrigde-Waterloo (165),F02M,1
Lexington-Fayette (1740),Y02T,1
Lexington-Fayette (1740),F28D,1
Lexington-Fayette (1740),F02B,1
Lexington-Fayette (1740),F28F,1
Gold Coast-Tweed Head (45),F28D,1
Gold Coast-Tweed Head (45),F28F,1
K<f8>benhavn (Copenhagen) (672),F41H,1
Bonn (730),F41H,1
London (166),F42B,1
G<f6>teborg (1536),F42B,1
Tampere (703),F42B,1
Tampere (703),F16B,1
Bergamo (1028),G01B,1
Coventry-Bedworth (1643),G01B,1
Bremen (731),G01B,1
Rochester (1778),G01C,2
Rochester (1778),G01P,1
Taipei (614),G01S,1
G<f6>teborg (1536),G09B,1
Hannover (739),G09B,1
Pittsburgh (1768),G01D,1
Bern (1540),G01P,1
Cheonan (1376),G01D,1
Roma (Rome) (1049),G01F,1
Karlsruhe (740),C03B,1
London (166),G01J,2
G<f6>teborg (1536),G01J,1
Catania (1034),G01M,1
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),F21K,2
Winston-Salem (1812),G01N,1
Detroit (1709),G02F,1
Detroit (1709),H01Q,1
Austin (1680),G01J,1
Zhengzhou (592),B01L,1
Zhengzhou (592),C12Q,1
Zhengzhou (592),G01N,1
Z<fc>rich (Zurich) (1543),G16C,1
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),C40B,3
Bruxelles-Brussel (75),G01R,3
Round Lake Beach-McHenry-Grayslake (1780),E21B,1
M<fc>nchen (Munich) (745),G01V,1
Las Vegas (1739),A44C,1
Las Vegas (1739),A45D,1
Las Vegas (1739),G02B,1
Las Vegas (1739),F21V,1
San Diego (1784),A44C,1
Gold Coast-Tweed Head (45),C08F,1
Gold Coast-Tweed Head (45),G02B,1
Southend-On-Sea (1658),C08F,1
Poughkeepsie-Newburgh (1771),G02B,3
Timisoara (1400),H04N,3
Timisoara (1400),G02B,3
Timisoara (1400),H01L,3
s-Gravenhage (The Hague) (1224),G01Q,1
Wien (Vienna) (52),B08B,1
Wien (Vienna) (52),G03D,1
K<f8>benhavn (Copenhagen) (672),G05B,1
Nurenberg (746),G05F,1
Boston (1687),H03L,2
Boston (1687),G05F,1
Baltimore (1682),G06N,2
Kansas City (1730),B65H,2
The Woodlands (1802),G09B,1
Oklahoma City (1760),G06Q,1
Oklahoma City (1760),G07G,2
Oklahoma City (1760),G07F,2
Reading-Wokingham (1655),G07C,1
Xian (517),H03L,2
Xian (517),G06F,1
Xian (517),Artificial Intelligence,1
Donetsk (1617),Artificial Intelligence,1
Donetsk (1617),G06F,1
Lafayette (1733),H04N,1
Austin (1680),H02P,1
Nottingham (1653),H04N,1
Belfast (1636),Artificial Intelligence,3
Belfast (1636),G06F,2
Belfast (1636),Y10S,1
Cape Coral (1690),A61M,3
Cape Coral (1690),G16H,1
Modena (1041),G06F,1
Modena (1041),G16H,1
Nashville-Davidson (1755),G16H,2
Singapore (1490),G09C,1
Las Palmas Gran Canaria (1517),A63B,1
Las Palmas Gran Canaria (1517),G07C,1
Southend-On-Sea (1658),G08B,2
Knoxville (1732),G08B,1
Knoxville (1732),G01V,1
Oslo (1282),G08B,1
"Columbus, Ohio (1699)",G08G,1
Bremen (731),G08B,1
Bremen (731),G09F,1
Douai-Lens (707),G09F,1
Lille (709),G09F,2
Dublin (1021),G09F,1
Torino (Turin) (1053),G10D,1
Madrid (1518),G10K,1
Dongguan (251),G11B,2
Kanazawa (1066),G11C,2
Denton-Lewisville (1706),C09D,2
Phoenix-Mesa (1767),G21F,1
Frankfurt am Main (737),G21G,2
Bremen (731),H03M,1
Los Angeles-Long Beach-Santa Ana (1742),C01P,2
Hamburg (738),C30B,1
Seoul (1390),C22F,1
Poughkeepsie-Newburgh (1771),C22F,1
Boise City (1685),H05K,1
Lancaster-Palmdale (1736),H05K,1
Sacramento (1781),H01J,2
Charleroi (76),H01P,2
Toulouse (721),H01L,4
Toulouse (721),B23K,1
Bacoor (1327),H01L,1
Kanpur (854),H10K,1
Kanpur (854),B82Y,1
Oxnard (1763),H10K,3
Ottawa-Gatineau (169),C08G,1
Ottawa-Gatineau (169),H10K,1
Qu<e9>bec (170),B82Y,1
Guangzhou (283),F21V,1
Guangzhou (283),F21L,1
Cape Town (1498),G01S,1
Cape Town (1498),G01V,1
Stoke-on-Trent (The Potteries) (1659),H01Q,1
Shizuoka-Hamamatsu (1085),H01Q,1
Lille (709),H04B,1
Lille (709),H01Q,1
Miami (1747),H01R,2
Berlin (727),H01C,1
Z<fc>rich (Zurich) (1543),H02G,1
Lausanne (1542),H02G,1
Auckland (1226),H03D,1
Sendai (1084),C21D,1
Sendai (1084),H02K,1
Beijing (204),C21D,1
Melbourne (46),H02K,2
Seoul (1390),H02N,1
Seoul (1390),F03G,2
Vancouver (174),H03F,1
Poughkeepsie-Newburgh (1771),H03F,1
Sacramento (1781),H03H,5
Austin (1680),H05H,1
Austin (1680),B82B,2
Austin (1680),C01G,1
Belfast (1636),H03C,1
Belfast (1636),H03F,1
Xian (517),H03K,1
Kanazawa (1066),H03F,2
Phoenix-Mesa (1767),H03D,1
Shanghai (449),G10L,6
Hisar (832),H04B,1
Hisar (832),H04W,2
Atlanta (1678),F16J,1
Atlanta (1678),F16M,1
Nurenberg (746),H03J,1
Hannover (739),H03J,1
Hannover (739),H04H,4
Singapore (1490),H04J,1
Helsinki (702),H04K,1
Scranton (1791),H04W,1
Scranton (1791),H01R,1
Scranton (1791),Y10S,1
Scranton (1791),H04L,1
Manchester (1650),H04B,1
Lisboa (Lisbon) (1364),H04Q,1
Tucson (1805),G06Q,1
Tianjin (489),H04N,1
Padova (1044),H04N,1
Padova (1044),G06F,2
St. Louis (1797),G01D,1
Nice-Cannes (714),H04Q,1
Antwerpen (74),H04Q,1
Ottawa-Gatineau (169),G01C,2
Ottawa-Gatineau (169),G01S,1
Stuttgart (747),H04S,2
Matsuyama (1075),H01K,1
Round Lake Beach-McHenry-Grayslake (1780),H02H,2
Riverside-San Bernardino (1777),A01D,1
Sydney (50),A01H,1
Sendai (1084),A01K,2
Karlsruhe (740),A01M,1
Sankt Peterburg (Saint Petersburg) (1442),A01N,1
Sankt Peterburg (Saint Petersburg) (1442),A01G,1
Sankt Peterburg (Saint Petersburg) (1442),C05F,1
Portland (1770),A21D,1
Shizuoka-Hamamatsu (1085),A23B,1
Vigo (1525),A22C,1
Vigo (1525),A23B,1
Vigo (1525),B65D,1
Vigo (1525),A23L,1
Vicenza (1057),A21C,2
Bacoor (1327),A23K,1
Hangzhou (298),A23V,1
Hangzhou (298),C07D,4
Hangzhou (298),A23L,1
Bratislava (1491),A23L,1
Bratislava (1491),A23V,1
Bratislava (1491),A61P,1
Cincinnati (1695),A23B,1
Winston-Salem (1812),A23L,2
Greensboro (1719),A23L,2
San Francisco-Oakland (1785),D04B,1
San Francisco-Oakland (1785),A41B,1
San Francisco-Oakland (1785),D10B,1
Las Vegas (1739),A47G,1
Chicago (1694),A42B,1
Chicago (1694),A42C,1
Phoenix-Mesa (1767),A45C,1
Virginia Beach (1808),A45F,2
Virginia Beach (1808),A45C,1
Mission Viejo (1750),A45C,1
Portland (1770),A45C,3
Portland (1770),A45F,2
Providence (1772),A45D,2
Zagreb (645),A46B,1
Zagreb (645),B65D,1
Zagreb (645),B01F,1
Zagreb (645),B05C,1
Zagreb (645),A45D,1
Gwangju (1383),A45D,1
"Fuzhou, Fujian (271)",A47B,3
"Columbia, South Carolina (1698)",B60N,1
Greenville (1720),B60N,1
Parma (1046),A47C,1
Colorado Springs (1697),A61G,1
Colorado Springs (1697),A47C,1
Las Palmas Gran Canaria (1517),A47L,1
Las Palmas Gran Canaria (1517),G09F,2
Las Palmas Gran Canaria (1517),A43B,1
Las Palmas Gran Canaria (1517),B32B,1
Shijiazhuang (463),A47J,1
Bergamo (1028),A47J,1
Brescia (1030),A47J,2
Hartford (1722),D06F,1
Trenton (1804),G01F,2
Rio de Janeiro (134),A61B,1
Amsterdam (1221),G01J,1
Boise City (1685),G06T,1
Napoli (Naples) (1042),A61M,1
Napoli (Naples) (1042),A61B,1
Calgary (161),A61C,1
Canberra (43),A61C,1
Dortmund (732),A61C,1
Hefa (Haifa) (1023),D01D,1
Hefa (Haifa) (1023),B05D,1
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),D01D,1
Charlotte (1692),D02J,6
Temecula-Murrieta (1801),A61G,2
Valencia (1523),A61F,1
Roma (Rome) (1049),A61F,1
Fort Collins (1715),A47C,1
Toronto (173),A61H,2
Toronto (173),B66C,1
Houston (1724),B01L,3
Izmir (1601),A61L,1
Izmir (1601),A61P,1
Memphis (1746),C07F,2
San Diego (1784),C10M,1
San Diego (1784),C11C,1
San Diego (1784),D06M,1
Chiang Mai (1557),A23V,1
Chiang Mai (1557),C12Q,1
Chiang Mai (1557),C12Y,1
Chiang Mai (1557),A23C,1
Chiang Mai (1557),G01N,1
Chiang Mai (1557),C12P,1
Chiang Mai (1557),C10M,1
Chiang Mai (1557),A61K,1
Chiang Mai (1557),C12C,1
Chiang Mai (1557),C11C,1
Chiang Mai (1557),A23L,1
Chiang Mai (1557),C12N,1
Chiang Mai (1557),C11D,1
Chiang Mai (1557),A61P,1
Chiang Mai (1557),D06M,1
Chiang Mai (1557),A23K,1
Chiang Mai (1557),A61Q,1
Karlsruhe (740),C03C,2
San Diego (1784),C03C,1
Manisa (1607),A61Q,1
Manisa (1607),A61K,1
Jamshedpur (846),A61K,1
Round Lake Beach-McHenry-Grayslake (1780),C07J,1
Bristol (1641),G16H,2
Canberra (43),G01N,1
La Habana (Havana) (647),G01N,1
Fort Wayne (1716),B21C,1
Fort Wayne (1716),B21F,1
Fort Wayne (1716),B23P,1
K<f8>benhavn (Copenhagen) (672),C09J,3
Bergamo (1028),A61M,1
Berlin (727),A61J,1
Miami (1747),A61J,1
Virginia Beach (1808),C12M,1
Avignon (704),A61N,1
Gwangju (1383),G07F,1
Johannesburg (1502),G07F,2
Johannesburg (1502),A63F,1
Hong Kong (610),A63F,2
Hong Kong (610),H03M,2
The Woodlands (1802),A63H,1
Torino (Turin) (1053),A63H,1
Barcelona (1514),A63H,1
Barcelona (1514),A63F,1
Oxnard (1763),B01D,1
Novosibirsk (1432),G01N,1
Fort Collins (1715),E03C,1
Ad-Dammam (1468),Y10T,1
Ad-Dammam (1468),G01N,2
Ad-Dammam (1468),C01B,1
Cincinnati (1695),Y02C,1
Dortmund (732),C05C,1
Albany (1672),C40B,2
Albuquerque (1673),C40B,1
Pohang (1388),D01F,1
Denver-Aurora (1707),E01H,1
Round Lake Beach-McHenry-Grayslake (1780),E01H,1
Minneapolis-St. Paul (1749),F28G,1
Round Lake Beach-McHenry-Grayslake (1780),A01C,1
Las Vegas (1739),A62C,1
Singapore (1490),B07C,2
Kurashiki (1072),B03B,1
Kurashiki (1072),B08B,1
Montpellier (712),Y02W,2
Montpellier (712),C05F,1
Montpellier (712),A23K,1
Montpellier (712),B09B,1
Indio-Cathedral City-Palm Springs (1727),B21D,1
Daejon (1379),B21F,1
Kyoto–Osaka–Kobe (1067),B24D,1
Lecco (1039),B23G,1
Toledo (1803),B23K,1
Round Lake Beach-McHenry-Grayslake (1780),B23K,4
Greenville (1720),C22C,2
Round Lake Beach-McHenry-Grayslake (1780),A22C,2
Buffalo (1689),B26D,1
Buffalo (1689),B26F,1
Frankfurt am Main (737),B26F,1
Frankfurt am Main (737),B21D,1
Frankfurt am Main (737),B26D,1
Taizhong (616),B27C,1
Seattle (1792),B27C,1
Qu<e9>bec (170),B27L,1
Madrid (1518),B28B,1
Sydney (50),B28D,1
Brisbane (42),B28D,1
Round Lake Beach-McHenry-Grayslake (1780),B28C,1
Hangzhou (298),B23B,1
Iwaki (1064),B29K,1
Puebla (1178),B65D,1
Puebla (1178),Y10T,1
Puebla (1178),B29L,1
Puebla (1178),B65C,1
Puebla (1178),B29C,1
Puebla (1178),B29K,1
Nagano (1077),B60C,1
Nagano (1077),B29D,1
Hiroshima (1063),B60C,1
Torino (Turin) (1053),B31D,1
Torino (Turin) (1053),B31B,1
Bergamo (1028),B32B,1
Bergamo (1028),H05K,1
Bergamo (1028),D04H,2
Seattle (1792),B44C,1
Atlanta (1678),B41F,1
Round Lake Beach-McHenry-Grayslake (1780),B41F,1
Southampton/Portsmouth (South Hampshire) (1657),B41M,5
Southampton/Portsmouth (South Hampshire) (1657),C09D,4
Guangzhou (283),B43L,1
Charlotte (1692),B60B,1
Wien (Vienna) (52),B60B,1
Hamburg (738),B60B,1
Hamburg (738),B61K,1
Paris (715),B60C,1
Li<e8>ge (78),F16F,10
Stockholm (1538),E05Y,2
Stockholm (1538),E05F,1
Witbank (1511),B60K,1
Hannover (739),F16B,1
Kitchener-Cambrigde-Waterloo (165),B60Q,1
Sankt Peterburg (Saint Petersburg) (1442),B61B,2
Nurenberg (746),B61C,1
Houston (1724),B61B,1
M<fc>nchen (Munich) (745),B61F,1
Paris (715),B61F,1
Utrecht (1225),B61K,2
Utrecht (1225),B61L,1
Tucson (1805),B62B,1
Utrecht (1225),B62H,1
Padova (1044),B62J,1
Los Angeles-Long Beach-Santa Ana (1742),B63J,1
Los Angeles-Long Beach-Santa Ana (1742),B63H,1
Lyon (710),B63C,1
Kyoto–Osaka–Kobe (1067),B63J,1
Phoenix-Mesa (1767),G01W,1
Phoenix-Mesa (1767),B64C,2
Phoenix-Mesa (1767),B64B,1
Baltimore (1682),G01S,3
Baltimore (1682),B64D,1
Malm<f6> (1537),B65G,3
Nice-Cannes (NA),F17C,2
Boston (1687),B65B,3
Worcester (1813),B65B,3
Providence (1772),B65B,1
New Haven (1756),B61D,1
Fort Collins (1715),B21D,1
Chicago (1694),B61D,3
Cheonan (1376),B65D,1
Kansas City (1730),G01G,1
Halifax (163),B65G,2
Halifax (163),G01G,1
Los Angeles-Long Beach-Santa Ana (1742),A21C,2
Seattle (1792),B65G,2
Halifax (163),B07C,1
Charlotte (1692),D01D,1
Douai-Lens (707),B66B,1
Toledo (1803),B22D,1
Virginia Beach (1808),A61J,1
Las Vegas (1739),B05B,1
Hannover (739),C11D,1
Port St. Lucie (1769),Y02W,2
Lakeland (1734),F28D,1
Lakeland (1734),C02F,1
Port St. Lucie (1769),A01K,1
Port St. Lucie (1769),B01F,1
Budapest (761),C02F,1
London (1649),F26B,2
Torino (Turin) (1053),C03B,2
Charleroi (76),C03B,3
Canberra (43),Y02W,1
Canberra (43),Y10S,2
Canberra (43),C04B,2
Canberra (43),Y02P,2
Cheonan (1376),C04B,1
Jundia<ed> (117),C04B,1
Berlin (727),C05G,1
Berlin (727),C05C,2
Oslo (1282),C06B,1
Porto (1365),C07C,1
Wellington (1228),C12P,1
Z<fc>rich (Zurich) (1543),C07H,3
Rajkot (903),C07D,1
Rajkot (903),A61P,1
Puebla (1178),C07D,1
Puebla (1178),C09B,1
Bern (1540),C12R,1
Bern (1540),C12P,1
Toyama (1089),A23K,2
Toyama (1089),C07H,1
Toyama (1089),A61Q,1
Rouen (717),C07B,1
Nanning (407),C07K,1
Kumamoto (1071),C12Y,1
Manchester (1650),C07H,1
London (166),C07H,1
London (166),C12Q,1
Minneapolis-St. Paul (1749),C07H,3
Pohang (1388),C08J,1
Pohang (1388),H01B,1
Pohang (1388),H05K,1
Pohang (1388),H01M,1
Madison (1744),C08H,1
Cardiff (1642),G02F,1
Shizuoka-Hamamatsu (1085),B29B,4
Sheffield (1656),C09C,1
Frankfurt am Main (737),F23D,1
New York-Newark (1758),F23D,2
K<f8>benhavn (Copenhagen) (672),C09D,1
Toyohashi (1090),C09D,1
Toyohashi (1090),B41J,1
Toyohashi (1090),B41M,1
Seremban (1138),C08J,1
Seremban (1138),B64B,1
Concord (1700),B60C,1
Coventry-Bedworth (1643),C09B,1
Coventry-Bedworth (1643),C09K,1
Kurume (1073),G02F,1
Kurume (1073),C09D,1
Kurume (1073),C08G,1
Z<fc>rich (Zurich) (1543),C10L,1
Adelaide (41),C12C,1
Rennes (716),C12M,1
Los Angeles-Long Beach-Santa Ana (1742),C12M,3
"Springfield, Massachusett, Connecticut (1795)",C07K,3
Cleveland (1696),C07H,1
Harrisburg (1721),C07C,1
Brescia (1030),C07K,1
Brescia (1030),C07H,1
Newcastle-Maitland (47),C12N,1
Oxnard (1763),A01K,2
K<f6>ln (Cologne) (741),G16B,2
Duesseldorf (734),G16B,2
Orlando (1762),A23N,1
Amsterdam (1221),C22B,2
Amsterdam (1221),C21B,1
Fayetteville-Springdale (1713),C23C,1
Bruxelles-Brussel (75),F05D,1
Bruxelles-Brussel (75),F01D,1
Wien (Vienna) (52),F16C,3
Rochester (1778),F26B,1
Utsunomiya (1091),C22B,1
Utsunomiya (1091),C01G,1
Utsunomiya (1091),C01P,1
Kitchener-Cambrigde-Waterloo (165),C23C,1
Oklahoma City (1760),C23F,2
Mannheim (743),C23G,1
Dnipro (1616),C25C,1
Dnipro (1616),C25B,1
Tampere (703),C25C,1
Essen (736),C25D,1
Trenton (1804),B81B,1
Berlin (727),D01B,1
Bridgeport-Stamford (1688),D01D,1
Bridgeport-Stamford (1688),D01F,1
Busto Arsizio (1031),D02G,1
Basel (1539),D03C,2
Basel (1539),D03D,2
Stockholm (1538),D03D,2
Berlin (727),D06M,1
Berlin (727),D06P,1
s-Gravenhage (The Hague) (1224),E01B,2
Tampa-St. Petersburg (1800),D04B,1
Tampa-St. Petersburg (1800),D10B,1
Chicago (1694),D04B,1
Chicago (1694),D10B,1
Worcester (1813),B60D,1
Worcester (1813),E01H,1
Hartford (1722),E01H,1
Z<fc>rich (Zurich) (1543),E02B,1
Gwangju (1383),E02B,1
Marseille-Aix-en-Provence (711),E02F,1
Austin (1680),E03D,1
Lansing (1737),E03F,1
Hartford (1722),E03F,1
Lexington-Fayette (1740),E03F,1
Bamako (1139),E04B,1
Gen<e8>ve (1541),E04C,1
Worcester (1813),E04C,1
Kitchener-Cambrigde-Waterloo (165),F16G,1
Sacramento (1781),E04B,1
Sacramento (1781),B44C,1
Sacramento (1781),E04F,1
Provo-Orem (1773),B28B,1
Salt Lake City (1782),B28B,1
Lancaster (1735),E02D,1
Helsinki (702),G09B,1
Helsinki (702),A63G,1
Helsinki (702),F25C,1
Helsinki (702),E04H,1
East London (Buffalo City) (1500),E04H,1
Chaohu (223),E05B,1
Qu<e9>bec (170),B60P,1
Qu<e9>bec (170),E05B,1
Qu<e9>bec (170),E05C,1
K<f8>benhavn (Copenhagen) (672),F16H,1
Gent (77),E06B,1
Rotterdam (1223),E06B,2
Rochester (1778),E21B,1
West Yorkshire (1663),E21B,1
Bangkok (1562),E21B,1
Bonn (730),E21B,1
Shantou (453),F01D,1
Chicago (1694),F01L,2
Toulouse (721),F01P,1
Toyohashi (1090),F28D,1
Toyohashi (1090),F02G,1
Sankt Peterburg (Saint Petersburg) (1442),F03H,1
Sankt Peterburg (Saint Petersburg) (1442),F02K,1
Sankt Peterburg (Saint Petersburg) (1442),B64G,1
Indianapolis (1726),F02B,2
Indianapolis (1726),F02D,3
Indianapolis (1726),F02P,1
Roma (Rome) (1049),F05B,2
Roma (Rome) (1049),F03B,2
Praha (Prague) (650),A46B,1
Praha (Prague) (650),B25F,1
Praha (Prague) (650),B08B,1
Praha (Prague) (650),F03B,1
Praha (Prague) (650),Y02E,1
Praha (Prague) (650),B23Q,1
Nagasaki (1078),F16H,1
"Washington, D.C. (1810)",F04B,3
Bochum (729),F04B,1
St. Louis (1797),F05B,1
Johannesburg (1502),F04D,2
Johannesburg (1502),F16J,1
M<fc>nchen (Munich) (745),F04F,1
Adelaide (41),F16M,2
Adelaide (41),B25B,2
Treviso (1054),F16F,2
Treviso (1054),F16C,2
Utrecht (1225),F16N,1
Rockford (1779),F16D,1
Bridgeport-Stamford (1688),B06B,1
Bridgeport-Stamford (1688),F03G,1
Bridgeport-Stamford (1688),F03H,1
Li<e8>ge (78),F16J,1
Douai-Lens (707),F16F,1
Cleveland (1696),F16H,1
Bonita Springs-Naples (1686),F16H,1
Bonita Springs-Naples (1686),A01D,1
Bonita Springs-Naples (1686),Y10T,2
Hartford (1722),F23R,1
Hartford (1722),F16J,1
Hartford (1722),F23M,1
Salt Lake City (1782),F17C,1
San Jose (1786),F15C,1
Bern (1540),F16K,1
Nagoya (1061),A62C,1
Paris (715),G01F,3
Round Lake Beach-McHenry-Grayslake (1780),Y02B,1
San Francisco-Oakland (1785),F21S,1
Rotterdam (1223),F21V,1
Rotterdam (1223),F21Y,1
Rotterdam (1223),F21S,1
Essen (736),F22G,1
Round Lake Beach-McHenry-Grayslake (1780),F23J,1
Round Lake Beach-McHenry-Grayslake (1780),C10J,1
Round Lake Beach-McHenry-Grayslake (1780),C10K,1
Round Lake Beach-McHenry-Grayslake (1780),F23G,1
Chicago (1694),F23J,1
Chicago (1694),C10J,2
Chicago (1694),C10K,2
Chicago (1694),F23G,1
Shaoxing (456),F24F,2
G<f6>teborg (1536),F28D,1
Nagoya (1061),F02G,1
Nagoya (1061),F01B,1
Auckland (1226),F25D,1
Nagoya (1061),F25C,3
Helsinki (702),A47J,1
Bochum (729),F27B,1
Nottingham (1653),F28F,1
Nottingham (1653),F28D,1
London (1649),F28F,1
Round Lake Beach-McHenry-Grayslake (1780),F41A,1
Tel Aviv-Yafo (Tel Aviv-Jaffa) (1025),F41A,1
Seattle (1792),F41B,1
Louisville (1743),F41A,1
Frankfurt am Main (737),F41J,1
"Fuzhou, Fujian (271)",F41J,2
Lexington-Fayette (1740),F42D,1
"Washington, D.C. (1810)",G01B,1
Basel (1539),F16C,1
Basel (1539),G01B,1
Bern (1540),F16C,2
Concord (1700),G01J,1
Hamburg (738),G03G,2
Vancouver (174),G06V,1
Miami (1747),G06T,1
Miami (1747),G06V,2
Chicago (1694),G01G,1
Amsterdam (1221),G01G,1
Rochester (1778),G01K,1
Santa Clarita (1787),G01L,1
Santa Clarita (1787),G01D,1
Torino (Turin) (1053),G01P,1
Charlotte (1692),G01G,1
Stuttgart (747),H01J,2
Denton-Lewisville (1706),C07H,1
Latina (1038),G01N,1
Sarasota-Bradenton (1789),G01N,2
Malm<f6> (1537),G03H,1
Worcester (1813),G06K,3
"Ji'nan, Shandong (334)",C12N,1
"Ji'nan, Shandong (334)",C07H,1
Colorado Springs (1697),G01R,3
Madrid (1518),G01S,2
S<e3>o Paulo (138),G01S,1
K<f6>ln (Cologne) (741),G01S,1
Firenze (Florence) (1036),G01S,1
Modena (1041),G01S,1
Fort Wayne (1716),H04B,1
Stuttgart (747),G03B,1
Montr<e9>al (167),G02C,1
Qu<e9>bec (170),G02C,1
Hefa (Haifa) (1023),G09G,1
Duesseldorf (734),G04F,1
Duesseldorf (734),G02F,1
Incheon (1385),G03B,3
Incheon (1385),H02K,1
Roma (Rome) (1049),G03B,1
Sankt Peterburg (Saint Petersburg) (1442),G03B,1
Seattle (1792),B33Y,1
Busan (1374),C09B,2
Busan (1374),G03G,2
Tulsa (1806),B66D,1
Essen (736),G05B,1
Modena (1041),A43D,1
Duesseldorf (734),G05G,1
Malm<f6> (1537),B66C,1
Utsunomiya (1091),G05G,1
Utsunomiya (1091),F15B,1
Pietermaritzburg (The Msunduzi) (1503),G07F,2
Raleigh (1774),G16B,3
Raleigh (1774),C40B,2
Antioch (1676),G06Q,1
San Francisco-Oakland (1785),G07G,4
San Jose (1786),G07G,4
Albany (1672),G08B,2
Orlando (1762),G16B,1
Birmingham (1684),G06F,2
Riverside-San Bernardino (1777),A63F,1
New Haven (1756),G08B,4
Dayton (1704),G06V,1
Dayton (1704),Artificial Intelligence,2
Baton Rouge (1683),C07D,1
Eindhoven (1222),C10G,1
Nagpur (886),Y10S,1
Nagpur (886),G06F,2
Nagpur (886),Artificial Intelligence,2
Pune (Poona) (899),Y10S,1
Rockford (1779),G06F,2
Bangalore (780),G11C,1
Spokane (1794),Artificial Intelligence,1
Spokane (1794),G06F,1
Duesseldorf (734),G16C,2
K<f6>ln (Cologne) (741),G16C,2
Valenciennes (723),Artificial Intelligence,1
Valenciennes (723),G06F,1
Akron (1671),G06F,1
Akron (1671),G06N,1
Akron (1671),G06T,1
Akron (1671),Artificial Intelligence,2
Calgary (161),G16H,1
Calgary (161),G16Z,1
Roma (Rome) (1049),G16B,2
Madison (1744),G16H,2
Detroit (1709),G06K,1
Rouen (717),G06V,1
Southend-On-Sea (1658),G07C,1
Buffalo (1689),G06V,2
Durban (Ethekwini) (1499),G06V,4
Durban (Ethekwini) (1499),G09B,1
Durban (Ethekwini) (1499),Artificial Intelligence,4
Chongqing (231),G06V,1
Chongqing (231),Artificial Intelligence,1
Chongqing (231),G07C,1
Memphis (1746),G06V,1
Memphis (1746),Artificial Intelligence,3
Memphis (1746),G07C,1
Rennes (716),G06K,4
Helsinki (702),G07B,1
Kurume (1073),G06K,1
Kurume (1073),G07C,1
Kitakyushu-Fukuoka (1068),G07C,1
Amsterdam (1221),G01M,1
Eindhoven (1222),G07D,1
Stoke-on-Trent (The Potteries) (1659),G07D,1
Stockholm (1538),E05G,1
Reno (1775),H04N,1
Brisbane (42),G08B,1
Brisbane (42),H04N,2
Barcelona (1514),G09F,1
Richmond (1776),G02F,1
Dortmund (732),H03M,1
Pittsburgh (1768),H01F,1
Taipei (614),G11B,1
Berlin (727),G01Q,1
Grenoble (708),G21C,1
Ulyanovsk (1456),C21D,1
Ulyanovsk (1456),C22C,1
Minneapolis-St. Paul (1749),G01V,1
Toronto (173),G21B,1
Toronto (173),G21K,1
Bangalore (780),F25D,1
Bangalore (780),H05B,1
Grenoble (708),H01C,1
Li<e8>ge (78),H01L,1
Ann Arbor (1675),H01H,2
